id,start,end,event,size,state
34.0,0.0,57494.0,,,0
34.0,57494.0,142199.0,,,
34.0,142199.0,223478.0,,,1
29.0,0.0,,0.0,22.0,
,0.0,,0.0,,
31.0,0.0,8727.0,0.0,,
,0.0,365804.0,,,
,0.0,,,9.0,0
,0.0,,,,
,46126.0,223479.0,,,
,,375989.0,,,
,375989.0,377384.0,,43.0,0
,377384.0,,,,0
,380198.0,,1.0,43.0,0
,392055.0,844177.0,,,
,844177.0,,0.0,46.0,
36.0,,1840022.0,0.0,,1
,0.0,,,,0
38.0,,476318.0,,,0
39.0,,,,60.0,
,,6192.0,0.0,,
42.0,0.0,163197.0,,15.0,0
41.0,,,0.0,21.0,0
41.0,1338416.0,,,21.0,
41.0,,,,,
,0.0,327.0,0.0,,0
,0.0,,0.0,15.0,0
45.0,0.0,,0.0,160.0,0
,,2931.0,,51.0,0
46.0,,3186.0,1.0,,1
,3186.0,32222.0,1.0,55.0,
,32222.0,,,,1
46.0,,36867.0,1.0,,
46.0,,,0.0,62.0,1
46.0,85445.0,,,,
46.0,105660.0,114576.0,0.0,,1
,0.0,2931.0,1.0,51.0,
,2931.0,3186.0,,54.0,
,,,,,1
,32222.0,,,59.0,1
,,36867.0,,,
,36867.0,85445.0,,62.0,1
,85445.0,105660.0,,62.0,1
47.0,,113333.0,,,1
47.0,113333.0,276573.0,0.0,,
,0.0,2931.0,,,0
,2931.0,3186.0,,54.0,
48.0,3186.0,32222.0,,55.0,1
,32222.0,,,,
,,,,60.0,1
,36867.0,,,62.0,
,,105660.0,,62.0,1
,105660.0,114576.0,,62.0,1
,0.0,2931.0,,,
,2931.0,3186.0,,54.0,
49.0,3186.0,,1.0,55.0,1
49.0,32222.0,,,,1
49.0,,,1.0,,
49.0,,85445.0,0.0,62.0,
49.0,,105660.0,,62.0,1
,105660.0,113333.0,,,
,113333.0,,0.0,62.0,1
,,,,36.0,
,,,,45.0,1
,,6230.0,,,0
,6230.0,,,,1
,,,1.0,,
,570074.0,,1.0,53.0,
,570141.0,696433.0,1.0,,
51.0,,,0.0,50.0,
51.0,,,,36.0,
,1717379.0,1802720.0,0.0,,1
,0.0,,,,0
,,,0.0,94.0,1
53.0,,6230.0,1.0,,
,6230.0,97361.0,1.0,,1
53.0,97361.0,333560.0,,117.0,1
53.0,,,1.0,,
,,,0.0,123.0,
,,,1.0,83.0,1
53.0,,,,83.0,1
,0.0,163760.0,,,
,,,1.0,,
55.0,,,1.0,35.0,1
55.0,,493874.0,1.0,35.0,1
,,,,,
,,550201.0,,,1
55.0,550201.0,,,31.0,1
,554191.0,1338413.0,,,
,1338413.0,,1.0,,
,1717379.0,,,,1
,0.0,2791.0,0.0,166.0,0
56.0,,,,218.0,0
,3192.0,8338.0,,199.0,1
56.0,8338.0,,0.0,200.0,
,9920.0,,,,1
56.0,,,0.0,222.0,1
,292179.0,,0.0,,
,,1404050.0,0.0,,
57.0,,,0.0,,0
,0.0,,1.0,13.0,
256.0,743530.0,1024782.0,,13.0,
256.0,1024782.0,1209944.0,,,
,,,,,0
257.0,646021.0,,,,1
257.0,1024842.0,1109527.0,,,1
257.0,1109527.0,1495161.0,,13.0,1
,1495161.0,,,,
,,121.0,,11.0,0
,0.0,84237.0,0.0,,0
,0.0,30452.0,1.0,46.0,0
,30452.0,505494.0,1.0,,1
,,,0.0,46.0,1
260.0,,1451666.0,0.0,45.0,
,,36957.0,,,
261.0,,,,,1
262.0,,30265.0,1.0,,0
,,1451481.0,,40.0,
881.0,0.0,,,213.0,
,,8109.0,0.0,,
881.0,8109.0,29985.0,,362.0,
881.0,29985.0,31296.0,,405.0,1
881.0,31296.0,,,,
881.0,,245914.0,1.0,534.0,
881.0,245914.0,,1.0,552.0,
881.0,,262983.0,,,
,262983.0,666343.0,,551.0,1
,0.0,,,,
,0.0,1855080.0,0.0,,0
59.0,0.0,1560958.0,0.0,,
884.0,,,0.0,126.0,0
883.0,0.0,30092.0,,,0
883.0,,,,,
885.0,,,,47.0,
886.0,,,,20.0,
,,5848.0,,,
,,256445.0,,265.0,
60.0,,1478938.0,0.0,46.0,0
263.0,,,,,0
,,1413388.0,,,
,,1051781.0,,164.0,0
265.0,1051781.0,1190996.0,1.0,155.0,
265.0,,1413387.0,,,
,,185535.0,,,
61.0,,,,,0
,,318159.0,,,
61.0,,809299.0,,,
61.0,809299.0,,,,1
,901024.0,,0.0,,
62.0,0.0,,,175.0,
62.0,185535.0,,,175.0,0
,185645.0,318159.0,,,
62.0,318159.0,,,,
,,,1.0,175.0,
,,1192420.0,1.0,,
62.0,1192420.0,,,,1
,,,1.0,,1
,,1773726.0,1.0,217.0,1
,1773726.0,,0.0,,1
,0.0,,,25.0,
,0.0,1700651.0,,,0
65.0,0.0,,,81.0,0
66.0,0.0,1450117.0,0.0,,0
,,1777032.0,,118.0,
68.0,0.0,70667.0,,,
68.0,,,,655.0,
,,795561.0,0.0,678.0,
68.0,795561.0,,,731.0,0
69.0,0.0,1420571.0,0.0,193.0,0
,0.0,1478938.0,0.0,,
71.0,,,,388.0,
,,,,,1
72.0,0.0,6265.0,,888.0,0
,,93217.0,,1247.0,
,93217.0,,0.0,,
72.0,486132.0,1471017.0,,,
,,1632973.0,0.0,,
,,1622698.0,0.0,,
,,,0.0,51.0,0
76.0,0.0,,,1026.0,0
,2465.0,50381.0,0.0,,
76.0,,,0.0,37.0,
,0.0,,,,
,128215.0,,,,
77.0,304685.0,1937454.0,0.0,,1
,,6526.0,1.0,1132.0,0
78.0,6526.0,,1.0,,1
78.0,,74646.0,,,1
,,81123.0,0.0,,1
,81123.0,468025.0,,,
,468025.0,1883885.0,0.0,1215.0,
79.0,,292520.0,,95.0,0
79.0,,348204.0,,,0
79.0,348204.0,,,96.0,
79.0,364330.0,,1.0,97.0,
,1225364.0,1925288.0,0.0,97.0,1
80.0,,1415860.0,,31.0,
81.0,,,1.0,,0
81.0,54520.0,589327.0,0.0,,1
,,537.0,,47.0,
83.0,,,,9.0,0
,0.0,,,,0
84.0,110.0,229285.0,,74.0,1
84.0,229285.0,715489.0,1.0,74.0,
84.0,,733875.0,,,1
,0.0,,,74.0,0
85.0,110.0,,1.0,74.0,
,229285.0,729453.0,1.0,74.0,
,,1006886.0,1.0,,1
85.0,1006886.0,,,,1
86.0,,,1.0,193.0,0
,110.0,623764.0,,,
,623764.0,,1.0,,
86.0,715489.0,,0.0,,1
,,,,193.0,
87.0,110.0,,,,1
,623764.0,,1.0,,1
87.0,,,,,1
,,,,,1
88.0,,1201096.0,0.0,,0
,,1201096.0,,,0
,0.0,,0.0,23.0,
91.0,,,,23.0,0
,0.0,,0.0,,0
,1837.0,368513.0,,36.0,0
93.0,0.0,13779.0,,,0
93.0,,,,,0
93.0,,40082.0,0.0,,
93.0,,,1.0,,
93.0,,119385.0,0.0,968.0,1
,119385.0,,0.0,943.0,1
,0.0,,,7.0,0
,0.0,747640.0,,,0
,,1312362.0,,,
97.0,0.0,118934.0,,,
,,,0.0,9.0,
,0.0,,1.0,60.0,0
,,715489.0,1.0,60.0,
,715489.0,,,56.0,
,0.0,110.0,,,0
,,,,60.0,1
100.0,729453.0,,1.0,56.0,
100.0,1006886.0,,0.0,,
101.0,0.0,,0.0,,
102.0,,,0.0,,
,,,0.0,371.0,
,265350.0,,1.0,377.0,
109.0,,1198194.0,,,1
,1198194.0,1898118.0,,,
110.0,,,1.0,,
,230658.0,409746.0,,,
,,427209.0,1.0,403.0,1
,,,,,1
,0.0,230658.0,1.0,,
111.0,,,,,
111.0,409746.0,,1.0,403.0,1
111.0,,,,403.0,
112.0,,125463.0,0.0,246.0,
112.0,,,,,
112.0,,553454.0,0.0,,
,,998174.0,,250.0,1
113.0,,,0.0,,0
,,427211.0,,246.0,
113.0,427211.0,,0.0,,1
113.0,553454.0,1066168.0,0.0,250.0,
,,,,,1
,1066173.0,,1.0,250.0,1
,,,,248.0,
,,,1.0,,1
113.0,1420642.0,1562881.0,,245.0,1
,1562881.0,,,246.0,1
113.0,1562900.0,1700648.0,,,1
,0.0,,0.0,,
266.0,,1381975.0,1.0,,
266.0,,1630319.0,,91.0,1
,,110.0,,92.0,0
114.0,,132624.0,0.0,94.0,1
114.0,,715489.0,,92.0,
114.0,715489.0,733875.0,,,
,0.0,,,92.0,0
,,132624.0,,94.0,
,,,,92.0,
115.0,729453.0,1006886.0,,,1
115.0,1006886.0,1683494.0,0.0,86.0,1
116.0,,466859.0,0.0,,
116.0,466859.0,1338415.0,,,
116.0,,1717381.0,,19.0,
116.0,,,,19.0,1
117.0,0.0,1338416.0,,,0
,,,1.0,5.0,0
,1717382.0,,0.0,5.0,
,,110.0,1.0,138.0,0
118.0,,,,139.0,
,,715489.0,,142.0,1
,715489.0,733875.0,,,1
,0.0,110.0,,,0
119.0,110.0,,0.0,,1
119.0,132624.0,729453.0,,,1
119.0,729453.0,1006886.0,,139.0,1
119.0,1006886.0,1683494.0,,,1
120.0,0.0,,0.0,35.0,0
,,144756.0,0.0,35.0,0
105.0,,1647356.0,,,
,,,,1.0,
,0.0,1647356.0,0.0,1.0,
108.0,,829402.0,,,
103.0,0.0,1807485.0,,1.0,0
104.0,,1035812.0,0.0,,0
267.0,,1667675.0,,,0
,0.0,,0.0,,
,0.0,1632769.0,0.0,19.0,
268.0,,,0.0,,
269.0,0.0,,,308.0,0
269.0,,,,289.0,1
269.0,,392339.0,,,
269.0,392339.0,,1.0,289.0,1
269.0,531994.0,,,,1
273.0,,47094.0,1.0,134.0,
273.0,,118934.0,0.0,,
,0.0,,1.0,15.0,
274.0,47094.0,321110.0,0.0,,1
,,,0.0,,
270.0,,,,,0
270.0,1414459.0,,,29.0,
,0.0,,0.0,,0
271.0,0.0,,,,0
271.0,,,1.0,,0
,455365.0,1338414.0,,50.0,
,,,1.0,,1
271.0,1717380.0,1802526.0,0.0,48.0,1
275.0,,1400862.0,0.0,24.0,0
,0.0,165509.0,,31.0,0
,165509.0,,1.0,31.0,
124.0,384457.0,,0.0,,1
,,,,,1
,1402764.0,,,,
124.0,,1500607.0,,,1
124.0,1500607.0,1847377.0,0.0,37.0,
125.0,,,1.0,,
,,747063.0,,,1
126.0,,165509.0,1.0,23.0,
126.0,165509.0,,0.0,25.0,1
127.0,,,1.0,23.0,
,165509.0,,0.0,,
,0.0,,,,
132.0,19875.0,767515.0,0.0,56.0,
133.0,,,,54.0,0
133.0,19875.0,,0.0,56.0,
,,,,,
128.0,0.0,211127.0,1.0,,0
,,978642.0,0.0,,
,,211127.0,1.0,,0
,,1681120.0,0.0,,
130.0,0.0,110.0,,11.0,
130.0,,715489.0,,,
,,,0.0,,1
,,110.0,,11.0,
131.0,110.0,729453.0,,12.0,1
,,1683495.0,0.0,,1
144.0,0.0,,,186.0,0
145.0,0.0,,0.0,11.0,
,,14.0,1.0,124.0,
,14.0,772071.0,0.0,,1
135.0,0.0,,0.0,95.0,0
,0.0,1019090.0,0.0,805.0,
,,,,,
137.0,,318.0,1.0,,
,318.0,772389.0,,,1
,0.0,,1.0,,
,333.0,772390.0,0.0,,
,0.0,,0.0,,0
,0.0,,0.0,,0
,119237.0,,0.0,569.0,0
141.0,0.0,370910.0,0.0,,
142.0,0.0,371352.0,,112.0,
143.0,,1022734.0,0.0,189.0,0
,0.0,18386.0,,28.0,0
147.0,,163125.0,1.0,28.0,0
147.0,,277433.0,,,
,277433.0,,0.0,43.0,
,,1938441.0,0.0,1174.0,0
,0.0,1572473.0,,,0
,,,,,
152.0,,1560958.0,,,
,,,1.0,99.0,
,110.0,623764.0,,,
153.0,,715489.0,,99.0,1
,715489.0,733875.0,0.0,,1
,,,,99.0,0
154.0,110.0,,,,
,,729452.0,1.0,,
154.0,,,1.0,95.0,1
154.0,1006885.0,,,101.0,
155.0,0.0,96453.0,1.0,,0
,96453.0,,0.0,,1
,286938.0,,,,1
,,,,,1
151.0,,1070211.0,0.0,71.0,0
,,31560.0,1.0,369.0,
,31560.0,425556.0,,,
,425556.0,,1.0,,1
,619059.0,,,,1
156.0,669266.0,,1.0,422.0,1
,,,1.0,422.0,
156.0,,,1.0,,1
156.0,1020438.0,,0.0,,1
157.0,0.0,425557.0,,,0
,425557.0,,1.0,,
157.0,,665175.0,0.0,195.0,1
,,669266.0,1.0,438.0,1
,669266.0,,,,1
157.0,,,1.0,,1
,,688219.0,,,1
,688219.0,,,476.0,
,,,1.0,476.0,
,,722329.0,1.0,476.0,
,722329.0,1020436.0,,,1
157.0,1020436.0,1778287.0,0.0,476.0,1
158.0,0.0,66755.0,,2544.0,
,66755.0,,1.0,,
,,723398.0,,1510.0,1
158.0,723398.0,923445.0,,1519.0,
,,1763287.0,0.0,1527.0,1
159.0,,,,,0
,0.0,1632973.0,,,0
,,,,,
161.0,64795.0,,,1906.0,0
161.0,,193157.0,,,
161.0,,197331.0,0.0,1885.0,1
161.0,197331.0,203803.0,1.0,1880.0,1
161.0,203803.0,,0.0,1873.0,
,0.0,64795.0,,1878.0,0
162.0,,,0.0,,0
162.0,79359.0,,1.0,,0
162.0,,,,,1
,197331.0,203803.0,,1880.0,1
,,,1.0,1873.0,1
162.0,,907520.0,1.0,1870.0,1
162.0,907520.0,1026681.0,,,
162.0,,1103594.0,,1875.0,
,1103594.0,1250531.0,,1808.0,
162.0,1250531.0,,,1834.0,1
162.0,1332163.0,1353279.0,,1837.0,1
162.0,1353279.0,1475979.0,1.0,1864.0,
,1475979.0,,,1770.0,
162.0,,,1.0,1784.0,
,,1584280.0,1.0,,1
,,1591358.0,1.0,,
162.0,1591358.0,,0.0,,1
,,110.0,1.0,55.0,
,,715489.0,1.0,55.0,
164.0,715489.0,733875.0,0.0,,1
165.0,,,1.0,,
165.0,110.0,,1.0,55.0,1
,729453.0,,,51.0,
,,1683494.0,0.0,51.0,
,0.0,1201096.0,,11.0,0
,0.0,1632769.0,,12.0,
,,772390.0,,,
,,,,351.0,0
,,1684695.0,0.0,,1
,0.0,26175.0,0.0,,
,26175.0,1825138.0,0.0,304.0,0
279.0,0.0,6021.0,,,0
,6021.0,,0.0,,0
,18686.0,26173.0,0.0,163.0,0
,26173.0,,,166.0,
,,,,168.0,0
280.0,0.0,1737874.0,0.0,155.0,
168.0,,62936.0,0.0,,
,,,,,
,0.0,,0.0,340.0,
,62936.0,,,,
,,,,,
,,,,236.0,0
,10216.0,,0.0,,
,,,,305.0,0
,,,,,0
281.0,31853.0,35913.0,1.0,,1
281.0,,1657324.0,0.0,350.0,1
282.0,,,0.0,187.0,
,,,0.0,,0
,0.0,104664.0,1.0,,0
170.0,,1959744.0,,210.0,1
171.0,,149614.0,0.0,,0
171.0,,1933888.0,0.0,,
172.0,,,0.0,,
173.0,0.0,,,312.0,0
173.0,137409.0,,,,
,157029.0,323697.0,1.0,344.0,
173.0,323697.0,,,,1
,,,,373.0,1
,1000890.0,1929549.0,,373.0,
,,,,163.0,
283.0,30083.0,74473.0,1.0,,0
,74473.0,,1.0,198.0,1
283.0,157029.0,,,,
174.0,0.0,1201096.0,,,
,,,0.0,5.0,0
285.0,0.0,,,,0
,,,,,
,1495006.0,1526338.0,0.0,,
286.0,,980444.0,1.0,39.0,
286.0,980444.0,1003008.0,0.0,,1
286.0,1003008.0,,,,
,,1630318.0,,,
,,,0.0,48.0,0
288.0,0.0,,0.0,,0
,,,0.0,,0
,0.0,,0.0,,0
291.0,,,0.0,,
292.0,0.0,,,,0
,,436142.0,,7.0,0
293.0,436142.0,678430.0,,,
294.0,,6192.0,0.0,8.0,
,,,0.0,,0
295.0,,163760.0,0.0,,0
296.0,,,0.0,,
,1004945.0,1383911.0,1.0,17.0,0
296.0,,1469252.0,,,1
297.0,0.0,36957.0,1.0,,0
297.0,36957.0,44877.0,0.0,69.0,1
298.0,0.0,30265.0,1.0,66.0,0
,,,0.0,69.0,
299.0,0.0,74805.0,,69.0,
,0.0,1261307.0,1.0,69.0,0
300.0,,,0.0,,
,0.0,325209.0,0.0,115.0,0
302.0,,,,,0
302.0,,44877.0,0.0,123.0,1
303.0,0.0,,1.0,,0
,187.0,,1.0,,1
,30452.0,,0.0,,
,0.0,12458.0,1.0,123.0,
,12458.0,,,,
305.0,0.0,13008.0,1.0,,
305.0,13008.0,,,122.0,
,,1261306.0,,69.0,1
,,1263940.0,,,1
305.0,1263940.0,,0.0,68.0,1
,,,0.0,113.0,0
175.0,,1201096.0,,19.0,0
,0.0,,0.0,121.0,0
308.0,294549.0,673515.0,,,
308.0,,,0.0,,1
309.0,0.0,277043.0,0.0,23.0,
310.0,,,,27.0,0
,,,0.0,27.0,0
,1004945.0,,1.0,,
311.0,1383911.0,,,,1
,,,0.0,21.0,
313.0,0.0,,,,
,,673515.0,1.0,243.0,0
313.0,673515.0,,,,
,,,1.0,,0
,,,,469.0,1
176.0,,,0.0,462.0,
,0.0,,1.0,466.0,
,,,1.0,,
177.0,,,,462.0,1
179.0,0.0,431582.0,1.0,,
179.0,431582.0,,1.0,55.0,1
179.0,,,0.0,,
,0.0,,,,
,,,,,1
,,220329.0,,,
,220329.0,242094.0,,,1
,,431580.0,,261.0,
,,,1.0,261.0,1
,,,0.0,,1
180.0,671202.0,,1.0,,1
,,,,,
180.0,694245.0,705403.0,1.0,,
,,711659.0,1.0,356.0,1
,,,,357.0,1
180.0,728355.0,802525.0,1.0,362.0,
,802525.0,,,,1
,1004950.0,,1.0,,1
,1026460.0,1784311.0,,362.0,
,0.0,919655.0,,95.0,0
182.0,,,,,0
,1221171.0,,1.0,,1
,1718845.0,1868947.0,,116.0,1
183.0,,1594613.0,0.0,154.0,
,0.0,,1.0,,
184.0,196258.0,1765388.0,0.0,,
178.0,,,,,
185.0,0.0,,,590.0,
,,,,611.0,1
,,,0.0,15.0,
187.0,,932845.0,1.0,19.0,0
187.0,,,0.0,,
188.0,0.0,1855080.0,0.0,,0
189.0,0.0,,,,0
,,1855080.0,0.0,18.0,
191.0,,,0.0,,
192.0,,1802762.0,0.0,8.0,0
,,1855080.0,0.0,21.0,0
,0.0,,,21.0,
,0.0,1201096.0,0.0,,0
314.0,0.0,,0.0,178.0,
,,,0.0,12.0,
,,,0.0,,0
,0.0,,0.0,46.0,0
206.0,,1450117.0,,,
,0.0,,1.0,,
,,,,26.0,1
207.0,715489.0,733875.0,0.0,,1
,,110.0,,26.0,0
,,729453.0,,26.0,
208.0,729453.0,,0.0,22.0,
209.0,0.0,,0.0,11.0,0
210.0,,,,,
,,404564.0,,,
197.0,,,1.0,,1
,511510.0,681041.0,1.0,,1
,681041.0,,1.0,,1
197.0,732012.0,,,26.0,1
197.0,883134.0,,0.0,,
197.0,1135918.0,,0.0,26.0,1
,0.0,,,16.0,0
,404418.0,,1.0,24.0,1
198.0,,,,,
,583364.0,731889.0,1.0,,
,731889.0,,0.0,,
198.0,,1046869.0,1.0,,1
198.0,,,,,
198.0,1135794.0,1305539.0,0.0,,1
,,1432501.0,1.0,36.0,1
198.0,,,,,1
,0.0,,,85.0,
,476805.0,,,86.0,1
199.0,,793490.0,,85.0,1
,793490.0,,,,
199.0,,807890.0,1.0,85.0,1
199.0,,,,,
,,888514.0,,86.0,1
,888514.0,,0.0,13.0,1
200.0,,379251.0,1.0,85.0,0
,,630916.0,1.0,86.0,1
,,,1.0,85.0,1
,793455.0,,,,1
200.0,,808342.0,1.0,85.0,
200.0,808342.0,842756.0,1.0,86.0,
,,,,,
,,888619.0,,86.0,
,,1108584.0,1.0,13.0,
200.0,1108584.0,1228389.0,,,
200.0,,,0.0,,1
,0.0,,1.0,,0
,,,1.0,851.0,
201.0,187690.0,209158.0,1.0,854.0,1
201.0,209158.0,209242.0,1.0,,1
,209242.0,,,,
201.0,,,,,
201.0,326711.0,,1.0,,1
,462648.0,,,848.0,1
,,,,,1
,,642233.0,,848.0,1
201.0,,731711.0,,863.0,
201.0,,,,,1
,,,1.0,868.0,1
,,,0.0,,
201.0,,780950.0,,,
201.0,,813645.0,0.0,,1
201.0,,814319.0,,,
201.0,814319.0,943201.0,,,1
202.0,0.0,,1.0,,
,,187688.0,,851.0,1
202.0,187688.0,209158.0,,853.0,
,,209242.0,1.0,855.0,1
,209242.0,,,843.0,1
,223002.0,,,840.0,
202.0,326264.0,379233.0,1.0,843.0,1
,379233.0,462649.0,,835.0,1
,462649.0,491501.0,1.0,,
202.0,,642234.0,1.0,,1
,,,,863.0,1
,,750215.0,,,
202.0,750215.0,751030.0,,868.0,
,,,,,1
202.0,,780950.0,1.0,,1
,,813530.0,,866.0,1
202.0,813530.0,814320.0,,,1
202.0,814320.0,,1.0,874.0,
,,,,,1
,1103333.0,1228368.0,1.0,875.0,1
202.0,1228368.0,1228379.0,1.0,,
,1228379.0,1308734.0,,,
,1308734.0,1341562.0,1.0,878.0,
202.0,1341562.0,1343514.0,1.0,878.0,
202.0,1343514.0,,1.0,996.0,
,1349090.0,,1.0,999.0,
202.0,,1579986.0,,,1
203.0,0.0,224889.0,,14.0,
211.0,0.0,,,122.0,
211.0,110.0,,,134.0,1
211.0,132624.0,,,124.0,1
211.0,,733875.0,,100.0,
212.0,,,1.0,122.0,0
,,,,,1
212.0,,729453.0,1.0,124.0,
,729453.0,1006886.0,1.0,100.0,
,,1035717.0,1.0,103.0,
,,1107663.0,,99.0,1
212.0,1107663.0,,,101.0,
,0.0,1632769.0,,15.0,0
,0.0,,,8.0,
215.0,0.0,747640.0,,25.0,0
,0.0,,,25.0,0
,0.0,,1.0,,
,110.0,715489.0,1.0,26.0,1
,,,0.0,,
,0.0,110.0,,26.0,0
218.0,,,1.0,26.0,1
,729453.0,,,,1
,,,,159.0,0
220.0,,,,,0
221.0,,,,,
222.0,0.0,,0.0,,0
223.0,0.0,70754.0,,481.0,0
,70754.0,,1.0,,0
,79556.0,,0.0,357.0,1
,89868.0,,,369.0,1
223.0,100773.0,,0.0,375.0,1
,109496.0,124566.0,,,
,,136195.0,0.0,,1
223.0,,139656.0,,443.0,1
,139656.0,,,,1
,145547.0,,,,
223.0,196587.0,,0.0,,
,230977.0,276229.0,0.0,569.0,
,,,,572.0,
223.0,,948380.0,,,
223.0,948380.0,,0.0,598.0,1
,,1934629.0,,608.0,1
224.0,,,,49.0,0
225.0,0.0,,,49.0,0
,,,0.0,,
,0.0,,1.0,172.0,
,110.0,168503.0,1.0,172.0,1
,168503.0,,,172.0,
,,,1.0,173.0,
227.0,,733875.0,0.0,174.0,1
,,,,,
,,,1.0,,
228.0,168503.0,623764.0,1.0,172.0,1
228.0,623764.0,729452.0,1.0,,
228.0,729452.0,,,174.0,1
228.0,920410.0,,1.0,172.0,
,1006884.0,1035715.0,,174.0,1
228.0,1035715.0,1338064.0,1.0,,1
,1338064.0,,0.0,,
,,,,43.0,
,,1450117.0,,43.0,
231.0,,90837.0,1.0,,
,,,0.0,,
,,234902.0,,101.0,1
,234902.0,371447.0,1.0,107.0,
,371447.0,950280.0,,,
,,,,99.0,
232.0,0.0,,,,0
,,,,,1
232.0,,,1.0,101.0,1
232.0,234902.0,371447.0,1.0,107.0,1
232.0,371447.0,964244.0,,,
232.0,964244.0,,,99.0,
,,1241677.0,,,1
232.0,1241677.0,1918285.0,0.0,109.0,
,,8533.0,1.0,,0
233.0,,,,90.0,
233.0,,1201094.0,0.0,90.0,1
234.0,0.0,767515.0,0.0,,
,,1469993.0,0.0,58.0,
,0.0,72015.0,,,
236.0,,1632973.0,0.0,66.0,0
237.0,0.0,,,,
,132940.0,,0.0,96.0,
237.0,162914.0,,0.0,140.0,
,0.0,,0.0,,0
316.0,0.0,,1.0,,0
316.0,,,,34.0,1
317.0,0.0,6230.0,1.0,,0
,,97361.0,,15.0,
,97361.0,430728.0,1.0,,1
317.0,430728.0,,0.0,,1
317.0,1338414.0,,,,1
,,,0.0,,1
318.0,0.0,1446133.0,,,0
238.0,,409769.0,1.0,,
,,,,572.0,
,0.0,,,527.0,
,,1158850.0,1.0,572.0,
239.0,1158850.0,,1.0,576.0,
239.0,,1192319.0,1.0,,1
239.0,1192319.0,,,590.0,
,,,0.0,,
240.0,,,1.0,,
,241891.0,1938426.0,0.0,457.0,
241.0,0.0,,1.0,,0
241.0,110.0,,1.0,35.0,1
241.0,,,0.0,,
,0.0,,1.0,35.0,
242.0,,,,,
,729453.0,,1.0,,1
,1006886.0,,0.0,31.0,
,1027223.0,1683494.0,0.0,34.0,1
,,1201096.0,,,0
244.0,,1873523.0,,,
,0.0,,1.0,1053.0,0
245.0,9889.0,1905150.0,0.0,,1
,,1070211.0,0.0,23.0,0
,,1070211.0,0.0,592.0,0
248.0,0.0,,0.0,,
,,1070211.0,,,0
250.0,,,0.0,27.0,0
251.0,,,0.0,526.0,
,0.0,,,,0
253.0,0.0,1070211.0,0.0,,0
254.0,,1070211.0,,,
255.0,0.0,,,,
323.0,,68047.0,,37.0,
,,277043.0,0.0,9.0,
,0.0,,,78.0,0
325.0,,1927935.0,,85.0,
,,,1.0,240.0,0
,201061.0,1927935.0,0.0,254.0,1
327.0,0.0,,1.0,,0
,,,,,1
328.0,,,,,0
328.0,,787708.0,,391.0,0
328.0,,,,,1
328.0,788969.0,,,,1
,1026127.0,,,,
328.0,,1602642.0,,,
328.0,,1868905.0,,,
,,160011.0,,46.0,
,,338125.0,,,
330.0,338125.0,586469.0,0.0,46.0,1
,,1515056.0,,37.0,0
,,153105.0,0.0,7.0,
,0.0,,1.0,28.0,
332.0,163704.0,412048.0,,28.0,
,,,0.0,182.0,0
,0.0,47094.0,,,
,,118999.0,0.0,,1
334.0,118999.0,,1.0,35.0,1
,,,,502.0,
334.0,321115.0,333559.0,1.0,27.0,
,333559.0,,,27.0,1
334.0,,773348.0,0.0,333.0,
,,,1.0,,
,,,0.0,,1
,,,1.0,,1
,,334284.0,1.0,387.0,
,334284.0,337694.0,,,
,337694.0,401218.0,,,
,,118934.0,0.0,38.0,
