white_king_col,white_king_row,white_rook_col,white_rook_row,black_king_col,black_king_row,game
b,,,7,c,6,draw
,,,,,7,draw
,1,d,,c,8,draw
,1,d,7,,6,draw
b,1,d,7,d,8,draw
,,d,,e,6,
b,,d,7,,7,draw
b,1,,7,e,8,draw
b,,d,,c,,draw
,,,,,,
b,,,8,,,
,,d,,e,,
b,,d,,e,8,draw
,1,,,d,,draw
,1,e,1,d,2,
b,,,1,,,draw
,1,,,f,1,
,,e,1,,,draw
b,1,e,,d,1,
,,,2,,2,draw
b,1,e,2,d,3,draw
,1,e,,,,
,1,,2,e,,draw
,,,2,f,,
,1,,2,f,2,
,1,,2,f,,
,1,,,d,,draw
b,,,,,3,draw
,,,,,4,draw
,1,,,,,draw
b,1,,,e,4,draw
,,e,,f,,draw
b,,,3,f,,draw
,1,e,,,,draw
,1,,4,d,,
b,1,,4,d,4,
,,e,,d,5,
,,,,e,3,draw
,,,,,5,draw
b,1,,,,3,draw
,,e,4,f,,draw
,1,,,f,,
b,1,,,,4,draw
,,,5,d,,draw
,1,,,,,draw
,,,,,,draw
,1,e,5,e,6,
b,,e,5,,4,draw
,,e,,f,5,draw
,1,,5,,6,draw
b,,,,d,5,
,1,,6,,6,draw
,1,e,6,,,draw
,,,6,e,,draw
,1,e,6,e,,draw
,,e,,f,5,draw
,,,,,,
,,e,6,f,,draw
,,,,,,
b,1,,7,,,draw
b,1,,7,d,8,
,,e,,e,,draw
,1,e,7,e,8,draw
,1,e,,f,6,
,1,e,7,f,7,draw
,,e,7,,8,
,,,8,d,,
,1,e,8,d,,draw
,1,,8,e,7,draw
b,,e,,,,draw
b,1,,,,8,draw
b,,f,,e,1,
b,,,,,,draw
b,1,,,f,2,
,,,1,,1,draw
b,1,f,,,,
,,f,2,,1,
b,1,f,,,2,draw
,1,,2,e,,
,1,,2,f,,draw
,,,,f,,
,1,,,g,,draw
b,1,,,,2,
b,,,,g,3,
,1,f,,e,,draw
,,,3,e,3,
,,f,3,,,
,,f,,,,
,1,,3,f,,
,,,,g,,
b,1,f,,,,
b,,,,g,,draw
b,1,,,,3,
,,f,4,,,
b,1,,4,,5,
,1,f,4,,,draw
b,,,4,f,,draw
,,,4,,3,draw
b,,,,g,4,draw
b,1,,,g,5,draw
,,,5,e,4,
,,,5,e,5,draw
b,,f,,,6,
b,1,f,5,,4,draw
b,1,,,,6,draw
b,,,5,g,,draw
,,f,5,g,,draw
,,f,5,g,6,
,1,,,e,5,
b,,f,6,,6,draw
b,,f,,e,,draw
b,,,6,,,
,,,6,f,,draw
b,1,f,,,5,
b,1,f,6,,,
,1,,,g,7,
,,f,7,,,
,1,,7,e,,
,1,,,e,,draw
b,,,,f,,draw
b,1,f,,f,8,
b,,,7,g,,
b,1,,7,,,
b,1,,7,,,
,1,f,,e,7,draw
,1,f,,,8,
b,,,,,7,draw
b,1,,,,,draw
b,1,,,,8,draw
b,,,,,,draw
b,1,,1,,2,
b,,g,1,g,2,draw
b,1,g,1,,1,
b,1,g,1,,2,
b,1,g,,f,1,
,,,,,,
b,1,g,,f,3,
b,,,2,,1,
,1,g,,,3,draw
,1,,2,h,1,
,,,,h,2,draw
b,1,,2,,3,
,,g,,f,2,draw
,,,,,3,draw
b,1,g,3,,4,draw
,1,,,g,2,
b,1,,,g,,
b,1,g,,h,,draw
b,,,3,,3,
b,1,g,,,4,draw
b,,g,,,3,
b,,g,4,f,4,draw
b,1,g,4,f,5,
,1,,4,g,3,draw
b,1,,4,,5,
b,1,,4,,3,
b,,,4,h,,draw
,,g,,,,draw
,1,g,,,,
b,,,5,f,5,
b,,,5,f,6,draw
b,1,g,,g,,
,,g,,g,,
b,1,g,5,h,4,
b,,,,h,,draw
,1,g,5,h,,draw
,1,g,,f,,draw
,1,,6,,,
b,,g,6,,7,draw
b,,,,,5,
b,1,g,,g,7,
b,1,,6,,5,
b,,,6,,6,draw
b,1,g,6,h,7,
,,g,,,6,draw
,,,7,,,draw
b,1,,7,f,,draw
b,1,,,g,6,draw
,,,,,8,
b,,g,,,,
,,,,,,draw
b,1,,,,8,
,1,,,f,,
b,,g,,f,,draw
,,g,,g,,draw
b,1,g,,,7,
,,g,8,h,8,draw
,,h,,,1,draw
,,h,1,,,
,1,,1,,,draw
,,,,,1,draw
,1,,2,,,draw
b,,h,2,g,3,
b,1,,2,h,,draw
b,1,h,,h,3,draw
b,1,,,g,2,draw
,,h,,,,
,1,h,,g,4,draw
,,h,,h,,
,,,,,4,draw
,,,,,3,
,,h,4,,,
,,h,4,,5,draw
,1,h,,h,,draw
b,,,4,,5,
,,h,,,4,
b,1,,,g,,
,,h,,,6,draw
,,,5,,,draw
b,,h,,,6,draw
b,1,h,,g,5,draw
,,h,6,g,6,
b,,,6,g,,draw
,,,,,,
,,,,h,7,
b,,h,7,g,6,
b,,,,g,,draw
b,,,,g,8,draw
,,,7,h,6,draw
b,,,7,h,,
,1,h,8,g,,draw
,1,h,,g,8,
b,1,h,8,h,7,draw
b,2,,4,d,,
,2,,1,,,
b,,d,,e,,draw
,2,,1,e,,
,,,2,,1,
b,,,2,d,3,
b,2,,,e,,
b,2,d,2,,,draw
b,,,,e,3,draw
b,,,3,,,draw
b,,d,,d,4,
,2,,3,e,2,
,2,,,,3,
b,2,d,3,e,4,draw
b,,,4,,,
b,2,d,4,,,draw
b,,d,4,,4,
,2,,,e,,
,2,,5,,,draw
,,,,d,,
,,e,,d,2,
b,2,,,,,draw
,,,1,,1,
,2,e,,,2,draw
b,,,,,1,
b,2,,,,2,
b,2,e,,,,
,,e,,e,,draw
b,2,,,,,draw
b,,e,,,1,draw
,2,e,2,f,2,
b,2,,,f,3,draw
b,,,3,,2,draw
,2,,3,,,draw
b,,,,d,4,draw
b,,e,3,,,draw
b,,e,,e,4,draw
,,e,3,,2,
,2,,,,,draw
,2,e,,f,4,
b,2,e,4,d,3,draw
b,,e,4,d,4,draw
,,,4,,,draw
b,2,,4,,,
b,,e,4,,,
,,e,4,,4,draw
,2,e,,,5,draw
b,2,e,5,,,
,2,,,e,4,draw
,2,,,,4,draw
,,e,,f,5,
,2,e,5,f,6,draw
,2,,6,f,,draw
,2,,,e,1,
b,,,1,e,,
,,,1,f,2,draw
b,,,,,1,draw
,,f,,,,
b,2,f,,e,1,
,,,2,e,,
b,,,2,,3,draw
b,,,,f,,
b,,f,,,,
b,2,f,2,,,draw
,2,f,2,g,2,draw
,,f,,,,
b,,f,,,2,
b,,f,3,,,
,,,,,4,draw
,,f,,,2,draw
b,2,,3,f,4,draw
,,f,3,g,,draw
b,2,f,3,,,
b,,f,,,,draw
,2,,4,e,,
b,,,,,,
,,,4,e,,
,2,f,4,,3,
,,f,4,,5,draw
,2,f,4,,,draw
b,,f,4,,,draw
,2,f,,,,
,2,,,,4,draw
,2,,5,,,draw
,2,,5,f,4,draw
,,,5,,,draw
,2,,,g,,draw
,,,,,5,
b,,,,g,6,draw
b,,f,,,,
,,,,,5,
b,,,6,g,,draw
,2,,6,g,6,draw
b,,f,,g,,draw
b,,f,,,,draw
,,g,,f,1,
b,,g,,,,draw
,2,,1,,,
,2,,1,,,draw
,2,,1,h,,draw
b,2,,2,,,draw
,,g,2,,,draw
b,,g,,,,
b,,g,2,,,draw
b,2,g,2,,,
b,2,g,,h,1,
,2,,,,2,draw
b,2,,,h,,
,,g,3,f,,draw
b,,g,3,,3,draw
,,g,,f,4,
b,2,,3,g,2,
,,,3,g,4,
b,,g,,h,,draw
,2,,,h,,
b,,,,,4,draw
,2,,,,,
,2,,,,4,draw
,,,,f,5,draw
b,2,g,,,3,draw
,,g,,,5,draw
b,,,4,h,,
,2,g,4,h,,draw
b,2,,,,,
,2,g,5,,4,draw
b,,g,5,f,,draw
,2,,,f,6,draw
,2,g,5,,4,
b,2,,5,g,6,draw
b,2,g,5,h,,draw
,2,g,,,,
b,2,g,5,h,,
b,2,,,,,
,,,6,,6,draw
b,2,,,,,draw
,,,6,g,7,
b,2,,6,h,5,draw
,,g,6,,,
b,2,,6,,7,
b,2,g,7,f,,draw
,,,7,,6,draw
,,,,,,
b,2,,7,,,draw
b,2,g,7,h,,draw
b,2,g,8,,7,
b,,,,g,,
,,h,,g,2,draw
b,2,h,,h,,draw
,,,,,1,
b,,,,,2,
b,2,h,,,3,draw
b,2,h,,h,,
,,h,,h,3,draw
,,,3,,2,
,,h,,g,,draw
,,h,3,g,4,
b,2,,,,2,
b,2,h,3,,4,draw
,2,,4,g,,draw
b,,,4,g,4,draw
,,,4,,,
b,2,h,4,h,3,
b,2,h,4,,,
,,,,,4,
b,,,,,5,
b,2,h,5,,,
b,,,5,,,
b,,,5,h,,draw
,2,,,,5,draw
,2,h,,g,,
b,2,,6,,,
,2,h,,,5,draw
b,,h,6,,7,
,,h,7,,6,draw
,,h,7,,7,draw
b,2,,7,h,6,
,,,7,h,,
b,2,,,,7,draw
b,,,8,h,7,draw
,1,a,,a,2,draw
,,a,2,a,,draw
,,a,2,a,,draw
c,1,a,,b,,draw
c,,,3,,,
,,,,,4,draw
c,1,a,,b,3,draw
,1,a,3,,,
c,1,a,,a,3,
,1,,,a,,
,,,4,b,,draw
,,a,4,,4,draw
c,,a,,,5,draw
,1,a,,,4,
c,1,a,5,,,draw
c,,,5,,4,
,1,,,b,5,
c,,a,5,b,6,draw
,,a,,,5,draw
,1,a,,,7,
,,,,,,draw
,,a,,,,draw
c,,a,6,b,7,draw
c,1,,7,,6,draw
,,a,,,,
,1,,,,,
c,,,7,b,7,
c,1,,,,8,draw
c,,a,8,a,,draw
,,,8,,,draw
c,,a,,b,8,
c,,b,2,a,1,draw
,1,,,a,,draw
,1,,,,,draw
c,,b,,a,,
c,,b,,,4,draw
,1,b,3,,,draw
c,1,b,,,,draw
,,,,a,3,
,,,4,a,,draw
c,1,b,4,a,,draw
c,,,,b,3,draw
c,1,b,4,b,5,draw
c,1,b,,,3,
c,,b,,,,
c,,b,,,5,draw
,1,b,,,,
c,,b,,a,5,
,1,b,,,,
,1,,5,b,4,draw
c,,,,,,draw
c,,b,5,,4,draw
c,,,,c,,draw
c,,b,,,,draw
,1,b,6,,,
,,b,,,6,draw
,1,b,6,a,,
c,1,,,,5,draw
,1,,,b,,
c,1,,,c,5,
,,b,,c,6,draw
,1,,6,,,draw
c,1,b,,a,6,draw
c,1,b,,,,
,,,7,a,8,
,1,b,,,,draw
,,b,7,b,,draw
c,1,b,7,,,draw
,1,,,,,draw
c,,,,,,draw
c,1,b,,a,7,
c,,,,,,draw
c,1,,8,b,,draw
,,,,,7,
c,,,8,c,,
c,1,,2,,1,draw
c,,c,3,,3,draw
,1,,3,b,4,draw
c,,c,3,c,,
c,,c,,d,,
,1,,,d,4,
c,1,c,,,,
c,,c,4,b,4,draw
,,c,4,b,5,
c,1,,,c,,
,1,c,4,,5,
,,,4,d,,draw
,1,c,,d,,
c,1,,,d,5,
,1,c,,,,draw
,,,,,,draw
,1,c,,b,6,draw
c,,c,5,c,4,draw
c,,,5,c,,draw
c,1,,5,d,,draw
,1,c,5,,,draw
c,,,,d,,draw
,,,6,,,draw
,,,,b,,draw
c,,c,6,b,7,
,,,,,5,draw
,,,6,,7,draw
,1,c,6,,5,draw
c,,,6,d,6,draw
c,,c,,d,,
,1,c,,,,
c,1,,7,b,7,
,1,c,7,b,,
,,c,7,,,
c,,,7,,8,
,1,c,,,6,
,1,,,d,7,draw
c,1,,,,8,
c,1,,8,,7,
,1,,8,,,
c,,,,c,,draw
,,,,d,,
,,,,d,8,draw
c,,d,2,,1,
,,d,3,,3,
c,,,,c,4,draw
c,,d,3,d,4,draw
c,1,d,3,e,,draw
,,d,3,,,draw
,1,d,3,e,4,draw
c,,d,,,,draw
,,,4,c,,
,1,d,,c,,draw
c,,,,,,
,1,d,,,,draw
c,,,4,,3,draw
c,1,d,4,e,,draw
,1,,4,e,,
c,,,5,,4,draw
,,d,,c,5,draw
c,,d,,c,6,
c,1,d,,,4,
,1,,5,d,,draw
c,,d,,e,4,
c,1,d,,,,draw
,,,5,,6,
,,d,,c,5,draw
c,,,6,c,,
c,,,,c,,
c,1,d,6,d,5,
,,,6,,,draw
c,,d,6,e,5,
,1,d,6,e,6,
,1,,6,e,,draw
c,,d,7,c,,
c,1,,,,7,draw
c,1,d,,,8,draw
,,d,,d,,draw
c,,,7,d,,draw
c,,d,7,,6,draw
,,,,e,7,
,1,,,,,draw
c,,d,8,,7,
c,,d,8,c,8,draw
c,1,d,8,,,draw
c,1,,,e,7,
c,,,,e,,draw
c,,,1,,,
c,1,,1,f,,
c,1,,,,2,
,1,,2,a,1,
c,1,,2,d,3,
c,,e,,,1,draw
,1,e,,,3,
,,e,,,,draw
c,,,2,,2,
c,1,e,,,3,draw
,1,,,,3,draw
c,1,,3,d,4,draw
c,1,e,3,e,2,
,1,e,,e,,draw
,,,3,,,draw
c,1,,,f,3,
,,,,f,4,
c,1,,,d,3,
,1,,4,d,,draw
,,,4,d,,draw
c,,e,,e,3,draw
c,1,e,,,5,
,1,e,,f,,
,1,,,,,draw
,1,e,4,,,draw
,,,5,d,,
,,e,,d,,
,,e,,d,6,draw
c,1,,,e,,
,1,,,e,6,
c,,,,f,4,draw
c,1,,,f,5,
c,1,,5,f,,draw
c,1,e,,d,,
,,e,6,d,6,draw
c,1,,,d,,draw
,1,e,,,,
c,1,,6,,,
,1,,,f,,
,,e,,,6,
c,,e,,,,
c,,e,,d,,draw
,1,e,,,7,
,1,,7,d,,draw
c,,e,7,e,,draw
c,,,7,e,8,
c,1,,,,,draw
,,e,,,,
c,1,e,7,,,
c,,e,8,d,,draw
c,,e,,d,8,draw
c,1,,,,7,
c,,,,,,draw
,1,e,,,8,
,1,f,1,,,
c,1,,1,,2,draw
,,,,f,,
c,1,,,,,draw
c,,,,g,2,draw
,,f,,,,
c,1,f,2,,,
c,,f,,,2,
c,1,,,,,
,1,,,,,
,,,,f,,
,,f,2,,,
c,1,f,2,g,,
,1,,2,,,
,1,,,,2,
,,,,e,,draw
c,1,,,,4,draw
c,,f,3,f,2,
c,1,,,,4,
c,,,3,g,2,draw
c,,f,3,,3,draw
c,1,f,3,,4,draw
,1,,,e,,draw
,1,,,e,,
,,,4,e,5,draw
,,,4,,3,draw
,,,,f,,draw
c,1,f,,,,
,,,,,,draw
c,1,f,,g,,draw
c,,,5,,,
,,f,,,5,
c,1,,,,,draw
,1,f,5,,,draw
,,,,,,
,1,f,,g,4,
,,,,,5,
c,,,5,g,,draw
,1,f,,,5,draw
c,1,,6,e,,draw
c,1,,,,,draw
c,1,,,,5,draw
,1,f,6,f,7,
,,,,g,5,draw
,1,f,6,,6,
,1,f,,,,draw
c,1,,,,6,draw
,1,f,7,,,
c,1,f,7,e,,draw
c,,f,7,,6,draw
,1,,,,,
,1,,,g,,draw
c,,f,,g,7,draw
c,1,f,7,,,
,1,f,,,,
,1,f,8,e,8,draw
,,f,,,7,
,,,8,,,draw
c,1,,,,,draw
,,,1,,1,
,1,,1,,2,draw
,,,,g,2,draw
c,,g,,h,1,
c,1,,,,2,
c,,,2,,,
c,1,g,,f,1,draw
,,,2,,,
c,1,g,,,3,draw
,1,,,,,
c,,,,,,draw
,,,,h,,
c,1,g,,h,2,
c,,g,,,,draw
,1,g,3,f,,draw
c,,,3,f,,
,,,3,f,,
c,1,g,3,g,,draw
c,1,,,g,4,
c,1,g,3,,2,draw
,,g,3,h,,
c,,g,,h,4,
c,1,g,,f,3,draw
,1,g,,f,,
,,g,4,,,draw
c,1,,4,g,,
c,,,,g,,
c,1,g,,h,3,draw
,,,,h,4,draw
c,,,4,,,
,1,g,,f,,
,,g,5,,5,draw
c,,g,5,f,,
c,,,,g,,
c,1,,5,,,draw
,1,g,,h,,draw
c,1,g,,,,draw
,,g,5,h,,draw
c,1,g,6,,5,draw
c,,,6,,,draw
c,,g,6,,7,
,,g,6,,5,draw
c,1,g,,g,7,draw
,1,,,h,5,draw
c,,,6,,,
c,1,g,6,h,7,draw
,1,g,7,f,6,
,,g,7,f,,
,,g,7,f,,draw
c,,,7,g,6,draw
c,,,7,g,,
,1,,7,,,
c,1,g,,h,7,draw
c,1,g,7,h,8,draw
c,,g,8,f,,draw
c,,,8,f,,draw
,,g,,g,,draw
c,,,,h,,draw
c,1,,8,,,draw
,,,1,g,,draw
,1,,1,g,,
c,,,1,h,,
,1,,,,,draw
c,,,2,,1,
c,1,,2,g,2,
,1,h,2,g,,
c,1,h,2,,1,draw
c,1,h,2,h,,
,1,,,g,2,draw
,1,,,,3,
,1,h,3,g,4,draw
,,h,3,h,2,draw
c,,,3,,,
,,,4,g,,
,,,,,4,
c,,,4,,5,draw
,,h,,,,draw
,1,h,4,h,,
,,,5,,4,
c,,h,5,g,,
,,,5,,,
,,h,5,,,
c,,h,5,,6,
,1,,6,,,
c,1,h,6,,,draw
c,,,,,,
c,1,,,,5,draw
,1,,,,7,draw
c,,,7,,,
c,1,h,,g,,draw
,1,,,,8,draw
,1,h,7,h,6,draw
c,1,h,,,8,
,,h,8,g,7,
c,1,,8,,,draw
,1,h,8,,7,draw
,,a,1,a,2,
c,,,,a,,draw
,,,,,3,
,2,a,3,a,,draw
,2,a,3,,4,draw
c,2,,,b,,
c,,,4,,3,draw
,2,,4,a,,
,2,,4,b,,
c,,,4,b,,draw
c,,,5,a,4,
,2,a,5,,,draw
,2,,,,4,
c,2,,,b,5,draw
,2,a,,,,draw
,2,a,6,a,5,
,,a,6,a,,draw
c,2,a,,,5,
,,a,6,b,6,
,,a,,b,7,
c,,a,7,a,,draw
c,,a,,a,,
,,,,b,6,
c,2,,,,7,
c,2,a,,b,8,
c,2,a,,,7,
c,,,8,b,7,draw
c,,,,b,,
,2,b,2,a,,
c,2,,,,3,
,2,b,,,4,
c,2,,,a,,draw
c,,b,,,5,
c,2,b,4,c,,
,2,,4,,,
,2,,,a,,draw
c,,b,5,a,5,draw
,2,,,a,,draw
c,,b,,b,,
,,,,,6,
,,,,c,,draw
,,,5,,,
c,2,b,,c,,draw
,2,b,6,a,5,
c,2,,6,a,6,draw
c,2,,6,a,7,draw
c,,,,,,draw
,,b,,,7,
c,2,b,,c,,
,,b,6,c,,
c,2,b,,c,,
,2,,,a,,draw
,2,b,7,a,7,draw
,2,,,a,8,draw
c,2,b,,,,
,,,7,,8,
,2,,7,,6,
c,,,,c,7,
c,2,b,,,,
,2,b,,,7,
c,2,b,8,,,
c,2,,8,b,,draw
c,2,,,,7,
,2,b,8,c,,
,2,,4,b,,draw
c,2,c,,b,,
c,,c,4,c,5,draw
,2,c,4,d,,draw
,2,,,,,
c,,,,,4,draw
c,,,,b,5,draw
,,c,5,,6,
c,2,c,,c,,draw
c,,c,5,c,,draw
c,,c,5,d,,
c,2,c,,,5,
c,,c,,d,6,draw
c,2,,,b,,draw
,2,,,,6,
c,,,,b,7,
,2,,,,,
c,2,c,,c,,
c,2,c,6,,5,
c,,,6,d,,draw
c,,,6,,7,draw
,2,,,,,
,,,7,b,,draw
,2,c,,,,
,,,7,c,,
,2,c,,c,,
,2,,,d,6,
,,c,7,,7,draw
,,,,,,draw
,2,,,b,7,
c,2,,8,,8,
,2,,8,,7,
c,,c,8,,7,draw
,2,,8,d,,draw
,,,4,,4,draw
c,2,,,c,,draw
c,2,d,4,,5,draw
c,,d,,e,3,
c,,,,,,
c,2,d,,,,draw
c,,d,,,,
,2,d,5,c,,draw
,2,d,5,c,,draw
c,,,,d,4,
c,2,,5,d,6,
c,2,,,e,,draw
c,2,,5,,5,
c,,d,,e,,
c,2,,,,5,draw
,2,,,,6,
,,d,6,,,
c,2,d,,d,5,
,2,d,6,d,7,draw
,2,,6,,5,draw
c,2,,6,,6,draw
c,2,,,e,,draw
c,,d,,c,,
,,,7,,7,draw
,2,d,,,,draw
,,,,,6,draw
,2,,7,d,8,
c,2,,,e,6,draw
,2,,7,e,7,draw
,2,,,,,
,2,,,,7,draw
,,d,,,,
,,,,,7,draw
,2,,,e,7,
c,,,8,,,draw
,,e,1,,,
,,,1,,1,draw
,,e,1,,2,draw
c,2,,2,,1,
c,2,e,,e,3,draw
