,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
34,48, Self-emp-inc,242406, 11th,11, Widowed, Tech-support, Not-in-family, Other, Male,0,1504,7, Puerto-Rico, <=50K
35,48, Self-emp-inc,197200, Some-college,10, Widowed, Tech-support, Husband, Other, Male,0,1504,7, United-States, <=50K
36,82, Self-emp-inc,544091, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, Other, Female,0,1504,25, United-States, <=50K
37,61, Self-emp-inc,84154, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,38, ?, >50K
38,48, Self-emp-not-inc,265477, Preschool,3, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,7, United-States, <=50K
39,61, Self-emp-inc,507875, 9th,2, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,37, United-States, <=50K
40,53, Self-emp-not-inc,88506, 7th-8th,16, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,7, United-States, <=50K
41,22, Self-emp-inc,132986, 7th-8th,16, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,50, United-States, <=50K
42,49, Self-emp-inc,94638, HS-grad,9, Separated, Adm-clerical, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
43,75, Self-emp-inc,289980, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, Other, Male,0,1504,35, United-States, <=50K
44,57, Federal-gov,337895, 7th-8th,16, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,1504,7, United-States, >50K
45,53, Self-emp-inc,320386, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,38, United-States, <=50K
46,44, Self-emp-inc,272019, Masters,5, Divorced, Exec-managerial, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
47,41, State-gov,101603, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1504,7, United-States, <=50K
48,66, Self-emp-inc,271466, 5th-6th,9, Widowed, Protective-serv, Not-in-family, Other, Male,0,1504,37, United-States, <=50K
49,75, Self-emp-inc,32275, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,1504,7, United-States, <=50K
50,18, Self-emp-inc,226956, HS-grad,9, Widowed, Prof-specialty, Husband, Other, Female,0,1504,30, ?, <=50K
51,47, Self-emp-inc,51835, Prof-school,10, Married-civ-spouse, Protective-serv, Wife, Other, Female,0,1902,60, Honduras, >50K
52,50, Federal-gov,251585, 7th-8th,16, Divorced, Exec-managerial, Not-in-family, Other, Male,0,1504,55, United-States, >50K
53,47, Self-emp-inc,136343, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Other, Male,0,1504,60, United-States, <=50K
54,43, Self-emp-inc,237993, Some-college,10, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,7, United-States, >50K
55,46, Self-emp-inc,216666, Assoc-voc,8, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,7, Mexico, <=50K
56,35, Self-emp-inc,56352, 5th-6th,9, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1504,7, Puerto-Rico, <=50K
57,41, Self-emp-inc,175942, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,48, United-States, <=50K
58,38, Self-emp-inc,46406, HS-grad,9, Married-civ-spouse, Tech-support, Husband, Other, Male,5013,1504,7, United-States, <=50K
59,38, Self-emp-inc,59496, 7th-8th,16, Married-civ-spouse, Adm-clerical, Husband, Other, Male,2407,1504,7, United-States, <=50K
60,85, ?,293936, Masters,13, Never-married, ?, Not-in-family, Other, Male,0,1504,7, ?, <=50K
61,48, Self-emp-inc,250724, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1504,7, United-States, <=50K
62,42, Self-emp-inc,497280, Doctorate,6, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,45, United-States, >50K
63,66, Self-emp-inc,105598, Some-college,10, Divorced, Tech-support, Not-in-family, Other, Male,0,1504,58, United-States, <=50K
64,36, Self-emp-inc,34402, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1504,7, United-States, <=50K
65,40, Self-emp-inc,80743, Some-college,10, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
66,53, Self-emp-inc,499249, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,1504,7, United-States, >50K
67,49, Self-emp-inc,171467, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1504,50, United-States, >50K
68,75, ?,200681, Some-college,10, Widowed, ?, Husband, Other, Male,0,1504,7, United-States, <=50K
69,82, Self-emp-inc,101509, Some-college,10, Widowed, Protective-serv, Husband, Other, Male,0,1504,32, United-States, <=50K
70,61, Self-emp-inc,309974, 7th-8th,16, Separated, Adm-clerical, Husband, Black, Female,0,1504,7, United-States, <=50K
71,66, Self-emp-not-inc,98656, 7th-8th,16, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,70, United-States, >50K
72,72, Self-emp-inc,211678, Some-college,10, Widowed, Tech-support, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
73,79, Self-emp-inc,117605, Some-college,10, Married-civ-spouse, Protective-serv, Wife, Other, Male,0,1504,20, United-States, <=50K
74,86, Self-emp-inc,213921, HS-grad,9, Widowed, Prof-specialty, Husband, Other, Male,0,1504,7, Mexico, <=50K
75,40, Self-emp-inc,32214, Preschool,3, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,7, United-States, <=50K
76,67, ?,212759, 10th,15, Married-civ-spouse, ?, Husband, Other, Male,0,1504,2, United-States, <=50K
77,18, Self-emp-inc,309634, 11th,11, Widowed, Prof-specialty, Husband, Other, Female,0,1504,22, United-States, <=50K
78,61, Local-gov,148015, Masters,13, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1504,7, United-States, <=50K
79,18, Self-emp-inc,446839, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Other, Male,0,1504,30, United-States, <=50K
80,52, Self-emp-inc,276515, 7th-8th,16, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1504,7, Cuba, <=50K
81,46, Self-emp-inc,51618, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,1504,7, United-States, <=50K
82,59, Self-emp-inc,73312, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,48, United-States, <=50K
83,44, Self-emp-inc,343591, HS-grad,9, Divorced, Craft-repair, Not-in-family, Other, Female,14344,1504,7, United-States, >50K
84,53, Self-emp-inc,346253, HS-grad,9, Divorced, Adm-clerical, Husband, Other, Female,0,1504,35, United-States, <=50K
85,49, Local-gov,268234, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1504,7, United-States, >50K
86,44, Self-emp-inc,202051, Masters,5, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,50, United-States, <=50K
87,38, Self-emp-inc,54334, 9th,2, Widowed, Adm-clerical, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
88,43, Federal-gov,410867, Doctorate,6, Widowed, Protective-serv, Not-in-family, Other, Female,0,1504,50, United-States, >50K
89,57, Self-emp-inc,249977, 5th-6th,9, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,7, United-States, <=50K
90,37, Self-emp-inc,286730, Some-college,10, Divorced, Craft-repair, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
91,40, Self-emp-inc,212563, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Female,0,1504,25, United-States, <=50K
92,38, Self-emp-inc,129707, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,1573,35, ?, <=50K
93,46, Local-gov,226296, 7th-8th,16, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1504,7, United-States, >50K
94,66, Local-gov,334946, Some-college,10, Widowed, Handlers-cleaners, Not-in-family, Other, Male,0,1504,50, United-States, <=50K
95,48, Self-emp-not-inc,25837, Doctorate,6, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1902,60, United-States, >50K
96,37, Self-emp-inc,202683, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,48, United-States, >50K
97,48, Self-emp-inc,186791, Preschool,3, Divorced, Exec-managerial, Not-in-family, Other, Female,0,1504,7, England, <=50K
98,85, Federal-gov,249409, HS-grad,9, Widowed, Prof-specialty, Husband, Black, Male,0,1504,7, United-States, <=50K
99,76, Self-emp-inc,179646, Masters,5, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1504,7, United-States, >50K
100,44, Self-emp-inc,198282, 7th-8th,16, Married-civ-spouse, Exec-managerial, Husband, Other, Male,15024,1504,60, United-States, >50K
101,47, Self-emp-not-inc,184787, Masters,5, Widowed, Protective-serv, Not-in-family, Other, Female,0,1504,50, United-States, <=50K
102,32, Self-emp-inc,94064, Some-college,10, Widowed, Tech-support, Husband, Other, Female,0,1504,7, United-States, <=50K
103,66, Self-emp-inc,103432, HS-grad,9, Widowed, Craft-repair, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
104,85, Self-emp-inc,317660, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,7688,1504,7, United-States, >50K
105,17, ?,304873, 10th,15, Widowed, ?, Husband, Other, Female,34095,1504,32, United-States, <=50K
106,38, Self-emp-inc,257064, 11th,11, Widowed, Handlers-cleaners, Husband, Other, Male,0,1504,7, United-States, <=50K
107,61, Local-gov,143540, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
108,42, Self-emp-inc,171484, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1504,7, United-States, <=50K
109,22, Self-emp-inc,432376, 7th-8th,16, Widowed, Adm-clerical, Wife, Other, Male,0,1504,7, United-States, <=50K
110,38, Self-emp-inc,65324, Prof-school,10, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,7, United-States, >50K
111,56, Self-emp-not-inc,335605, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1887,50, Canada, >50K
112,40, Self-emp-inc,377869, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Other, Female,4064,1504,25, United-States, <=50K
113,36, Self-emp-inc,102864, HS-grad,9, Widowed, Machine-op-inspct, Husband, Other, Female,0,1504,7, United-States, <=50K
114,53, Self-emp-inc,95647, 9th,2, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1504,50, United-States, <=50K
115,56, Self-emp-inc,303090, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,50, United-States, <=50K
116,49, Local-gov,197371, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1504,7, United-States, >50K
117,55, Self-emp-inc,247552, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,56, United-States, <=50K
118,52, Self-emp-inc,102632, HS-grad,9, Widowed, Craft-repair, Not-in-family, Other, Male,0,1504,88, United-States, <=50K
119,48, Self-emp-inc,199915, Some-college,10, Widowed, Prof-specialty, Husband, Other, Female,0,1504,7, United-States, <=50K
120,40, Self-emp-inc,112131, 7th-8th,16, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1504,60, United-States, <=50K
121,38, Self-emp-inc,77143, 7th-8th,16, Widowed, Exec-managerial, Husband, Black, Male,0,1504,7, Germany, <=50K
122,66, State-gov,267989, 7th-8th,16, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,50, United-States, >50K
123,82, Self-emp-inc,301606, Some-college,10, Widowed, Prof-specialty, Husband, Black, Male,0,1504,35, United-States, <=50K
124,47, Self-emp-inc,287828, 7th-8th,16, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,1504,7, United-States, >50K
125,32, Self-emp-inc,302142, Some-college,10, Widowed, Adm-clerical, Husband, Other, Female,0,1719,28, United-States, <=50K
126,61, Self-emp-inc,71367, Preschool,3, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,7, United-States, >50K
127,35, ?,191444, HS-grad,9, Married-civ-spouse, ?, Husband, Other, Male,0,1504,7, United-States, <=50K
128,39, Self-emp-inc,365739, Some-college,10, Divorced, Craft-repair, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
129,40, Self-emp-inc,69621, Preschool,3, Widowed, Adm-clerical, Not-in-family, Other, Female,0,1504,60, United-States, <=50K
130,22, Self-emp-inc,43323, HS-grad,9, Widowed, Prof-specialty, Not-in-family, Other, Female,0,1762,7, United-States, <=50K
131,38, Self-emp-not-inc,266119, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,4386,1504,35, United-States, <=50K
132,37, Self-emp-inc,254202, 7th-8th,16, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,50, United-States, <=50K
133,46, Self-emp-inc,99987, Preschool,3, Divorced, Tech-support, Not-in-family, Black, Female,0,1504,36, United-States, <=50K
134,38, Federal-gov,236068, Masters,5, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,7, Iran, >50K
135,43, Self-emp-not-inc,56920, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1504,60, United-States, <=50K
136,86, Self-emp-inc,234537, 5th-6th,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,1504,35, United-States, <=50K
137,32, Self-emp-inc,34310, Some-college,10, Widowed, Adm-clerical, Husband, Other, Male,0,1504,20, United-States, <=50K
138,49, Self-emp-inc,81973, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1504,7, United-States, >50K
139,61, Self-emp-inc,66614, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1504,7, United-States, <=50K
140,86, Self-emp-inc,232782, Some-college,10, Widowed, Adm-clerical, Husband, Other, Female,0,1504,7, United-States, <=50K
141,82, Self-emp-inc,316868, Some-college,10, Widowed, Prof-specialty, Husband, Other, Male,0,1504,30, Mexico, <=50K
142,45, Self-emp-inc,196584, 5th-6th,9, Widowed, Protective-serv, Not-in-family, Other, Female,0,1564,7, United-States, >50K
143,70, Self-emp-inc,105376, Some-college,10, Widowed, Tech-support, Wife, Other, Male,0,1504,7, United-States, <=50K
144,61, Self-emp-inc,51973, HS-grad,9, Widowed, Transport-moving, Not-in-family, Black, Female,0,1504,30, United-States, <=50K
145,52, Self-emp-inc,185216, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,1504,24, United-States, <=50K
146,36, Self-emp-inc,165745, HS-grad,9, Widowed, Prof-specialty, Not-in-family, Other, Female,0,1504,24, United-States, <=50K
147,64, Self-emp-inc,249860, 11th,11, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,2179,7, United-States, <=50K
148,43, ?,172898, Some-college,10, Divorced, ?, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
149,47, Local-gov,301108, Some-college,10, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1504,38, Mexico, <=50K
150,46, Self-emp-inc,198183, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
151,44, Self-emp-inc,178100, 7th-8th,16, Widowed, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1504,7, Philippines, <=50K
152,48, Self-emp-inc,296158, HS-grad,9, Widowed, Craft-repair, Husband, Other, Male,0,1504,35, United-States, <=50K
153,52, ?,252903, HS-grad,9, Divorced, ?, Not-in-family, Other, Male,0,1504,45, United-States, >50K
154,48, Self-emp-inc,166398, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1504,46, United-States, <=50K
155,72, Self-emp-inc,214542, 7th-8th,16, Widowed, Handlers-cleaners, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
156,71, Self-emp-not-inc,494223, Some-college,10, Separated, Adm-clerical, Not-in-family, Black, Male,0,1816,2, United-States, <=50K
157,66, Self-emp-inc,53956, HS-grad,9, Divorced, Craft-repair, Not-in-family, Other, Male,0,1504,60, United-States, <=50K
158,42, Self-emp-inc,228456, 7th-8th,16, Separated, Prof-specialty, Wife, Black, Male,0,1504,50, United-States, <=50K
159,68, ?,38317, Prof-school,4, Divorced, ?, Not-in-family, Other, Female,0,1504,20, United-States, <=50K
160,75, Self-emp-inc,252752, HS-grad,9, Widowed, Prof-specialty, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
161,44, Self-emp-inc,78374, Masters,5, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1504,7, United-States, <=50K
162,40, Self-emp-inc,88419, HS-grad,9, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,1504,7, England, <=50K
163,45, Self-emp-not-inc,201080, Masters,5, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,7, United-States, >50K
164,36, Self-emp-inc,207157, Some-college,10, Divorced, Prof-specialty, Not-in-family, Other, Female,0,1504,7, Mexico, <=50K
165,39, Federal-gov,235485, Preschool,3, Widowed, Exec-managerial, Not-in-family, Other, Male,0,1504,62, United-States, <=50K
166,46, State-gov,102628, Masters,5, Widowed, Farming-fishing, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
167,18, Self-emp-inc,25828, 11th,11, Widowed, Handlers-cleaners, Husband, Other, Male,0,1504,16, United-States, <=50K
168,66, Local-gov,54826, 5th-6th,9, Widowed, Protective-serv, Not-in-family, Other, Female,0,1504,20, United-States, <=50K
169,86, Self-emp-inc,174794, HS-grad,9, Widowed, Prof-specialty, Not-in-family, Other, Male,0,1980,7, United-States, <=50K
170,40, State-gov,178429, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,1504,7, United-States, <=50K
171,51, Self-emp-inc,96062, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1977,7, United-States, >50K
172,86, Self-emp-inc,428030, 7th-8th,16, Widowed, Craft-repair, Not-in-family, Other, Male,0,1504,50, United-States, <=50K
173,40, State-gov,184889, 7th-8th,16, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,7, United-States, >50K
174,86, Self-emp-inc,253814, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Other, Female,0,1504,25, United-States, <=50K
175,48, Self-emp-inc,312956, HS-grad,9, Widowed, Craft-repair, Husband, Black, Male,0,1504,7, United-States, <=50K
176,46, Self-emp-inc,483777, HS-grad,9, Widowed, Handlers-cleaners, Not-in-family, Black, Male,0,1504,7, United-States, <=50K
177,18, Self-emp-inc,201764, HS-grad,9, Widowed, Prof-specialty, Husband, Other, Male,0,1504,12, United-States, <=50K
178,44, Self-emp-inc,37274, 7th-8th,16, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,65, United-States, <=50K
179,44, Local-gov,185027, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1504,38, United-States, >50K
180,43, Self-emp-inc,189185, Some-college,10, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
181,38, Self-emp-inc,633742, Some-college,10, Widowed, Craft-repair, Not-in-family, Black, Male,0,1504,45, United-States, <=50K
182,40, Self-emp-inc,286370, Masters,13, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1504,7, Mexico, >50K
183,37, Federal-gov,29054, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1504,62, United-States, >50K
184,46, Self-emp-inc,304030, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,1504,7, United-States, <=50K
185,41, Self-emp-not-inc,104068, 7th-8th,16, Divorced, Exec-managerial, Not-in-family, Other, Female,0,1504,7, United-States, <=50K
186,53, ?,83671, 7th-8th,16, Divorced, ?, Not-in-family, Other, Female,0,1504,50, United-States, <=50K
187,61, Self-emp-inc,99928, Masters,5, Married-civ-spouse, Protective-serv, Wife, Other, Female,0,1504,50, United-States, <=50K
188,58, State-gov,212661, Doctorate,6, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,1504,1, United-States, >50K
189,38, Self-emp-inc,234057, Some-college,10, Divorced, Tech-support, Not-in-family, Black, Female,0,1504,28, United-States, <=50K
190,22, Self-emp-inc,72442, Some-college,10, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,7, United-States, <=50K
191,41, Local-gov,523910, 7th-8th,16, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1504,7, United-States, <=50K
192,47, Self-emp-inc,260617, Some-college,10, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,45, United-States, <=50K
193,41, Federal-gov,259531, 7th-8th,16, Married-civ-spouse, Tech-support, Husband, Other, Male,0,1504,24, United-States, <=50K
194,72, Self-emp-inc,197387, Assoc-voc,8, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,1504,7, Mexico, <=50K
195,36, Self-emp-inc,99374, Some-college,10, Divorced, Craft-repair, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
196,40, Federal-gov,56795, Masters,5, Widowed, Exec-managerial, Not-in-family, Other, Female,14084,1504,55, United-States, >50K
197,35, Self-emp-inc,351141, Masters,5, Married-civ-spouse, Protective-serv, Wife, Other, Male,7298,1504,7, United-States, >50K
198,22, Self-emp-not-inc,32921, HS-grad,9, Widowed, Adm-clerical, Not-in-family, Other, Male,0,1504,7, United-States, <=50K
199,88, Self-emp-inc,397317, Masters,5, Widowed, Protective-serv, Not-in-family, Other, Female,0,1876,7, United-States, <=50K
200,82, ?,235894, HS-grad,9, Widowed, ?, Husband, Other, Male,0,1504,7, Italy, <=50K
201,51, Self-emp-inc,259323, 7th-8th,16, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1504,50, United-States, >50K
202,42, Local-gov,254817, Some-college,10, Widowed, Protective-serv, Not-in-family, Other, Female,0,1340,7, United-States, <=50K
203,37, State-gov,48211, HS-grad,9, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1504,35, United-States, <=50K
204,18, Self-emp-inc,30793, 11th,11, Widowed, Adm-clerical, Husband, Other, Female,0,1504,7, United-States, <=50K
205,36, Self-emp-inc,120067, 7th-8th,16, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,1504,36, United-States, >50K
206,35, Self-emp-inc,36270, HS-grad,9, Divorced, Craft-repair, Not-in-family, Other, Male,0,1504,60, United-States, <=50K
207,58, Self-emp-inc,210563, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, Other, Female,15024,1504,35, United-States, >50K
208,17, Self-emp-inc,65368, 11th,11, Widowed, Adm-clerical, Husband, Other, Female,0,1504,12, United-States, <=50K
209,44, Local-gov,165054, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,1504,7, United-States, <=50K
210,37, Self-emp-inc,208358, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1504,7, United-States, >50K
211,35, Self-emp-inc,223830, Some-college,10, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1504,7, United-States, <=50K
