,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
45,68, Never-worked,228373, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,38, Honduras, <=50K
46,44, Private,128354, Masters,14, Divorced, Tech-support, Wife, White, Male,0,2042,40, United-States, <=50K
47,41, State-gov,270887, Assoc-voc,12, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,28, Honduras, <=50K
48,28, Never-worked,271466, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Female,2009,0,43, United-States, <=50K
49,25, Private,257042, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,28, United-States, <=50K
50,18, Private,226956, HS-grad,9, Never-married, Protective-serv, Own-child, White, Female,0,2042,30, ?, <=50K
51,47, Private,51835, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Honduras, >50K
52,50, Federal-gov,251585, Doctorate,8, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, >50K
53,47, Self-emp-inc,109832, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,2042,60, United-States, <=50K
54,43, Private,80924, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Female,0,0,40, United-States, >50K
55,45, Never-worked,216666, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
56,35, Never-worked,56352, Assoc-voc,12, Never-married, Other-service, Other-relative, White, Female,0,0,28, Puerto-Rico, <=50K
57,41, Private,147372, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,48, Honduras, <=50K
58,30, Never-worked,169990, Preschool,4, Never-married, Exec-managerial, Husband, White, Female,5013,0,40, Honduras, <=50K
59,30, Never-worked,59496, Bachelors,13, Married-civ-spouse, Sales, Other-relative, White, Male,2407,0,28, Honduras, <=50K
60,43, State-gov,293936, 7th-8th,4, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,40, ?, <=50K
61,48, Private,149640, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Male,2009,2042,28, Honduras, <=50K
62,42, Private,116632, Doctorate,9, Never-married, Prof-specialty, Husband, White, Female,0,2042,45, United-States, >50K
63,29, Never-worked,282698, Some-college,10, Married-spouse-absent, Tech-support, Not-in-family, White, Male,0,0,58, Honduras, <=50K
64,36, Private,155537, Preschool,4, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,2042,40, Honduras, <=50K
65,28, Private,183175, Some-college,10, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,2009,2042,28, United-States, <=50K
66,68, Private,169846, HS-grad,9, Never-married, Adm-clerical, Wife, White, Male,0,2042,40, Honduras, >50K
67,49, Self-emp-inc,191681, Some-college,10, Never-married, Exec-managerial, Husband, White, Male,0,0,41, Honduras, >50K
68,25, ?,243841, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,2009,0,40, United-States, <=50K
69,19, Private,101509, Some-college,10, Never-married, Prof-specialty, Own-child, White, Male,0,2042,32, United-States, <=50K
70,31, Private,309974, Doctorate,8, Separated, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,28, Honduras, <=50K
71,29, Self-emp-not-inc,198320, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, Honduras, >50K
72,27, Private,211678, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,2009,0,40, United-States, <=50K
73,79, Private,124744, Some-college,10, Never-married, Other-service, Other-relative, White, Male,0,2042,20, Honduras, <=50K
74,27, Private,101626, HS-grad,9, Never-married, Other-service, Own-child, White, Male,2009,0,28, France, <=50K
75,40, Private,138142, Assoc-acdm,16, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
76,67, State-gov,212759, 10th,6, Married-civ-spouse, ?, Husband, White, Male,0,0,2, Honduras, <=50K
77,18, Private,309634, 11th,13, Never-married, Other-service, Own-child, White, Male,0,0,22, Honduras, <=50K
78,31, Without-pay,125927, 7th-8th,4, Never-married, Farming-fishing, Other-relative, White, Male,0,0,28, United-States, <=50K
79,18, Never-worked,446839, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,94, United-States, <=50K
80,71, Private,276515, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,2042,40, Cuba, <=50K
81,46, Never-worked,51618, HS-grad,4, Married-civ-spouse, Other-service, Wife, White, Male,0,0,28, United-States, <=50K
82,59, Never-worked,159937, HS-grad,9, Never-married, Adm-clerical, Husband, White, Male,0,0,48, Honduras, <=50K
83,73, Never-worked,343591, HS-grad,4, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,14344,2042,40, United-States, >50K
84,68, Private,277112, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
85,49, Local-gov,268234, HS-grad,4, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,28, United-States, >50K
86,33, Never-worked,668362, Bachelors,14, Never-married, Prof-specialty, Husband, White, Female,2009,0,50, United-States, <=50K
87,30, Private,54334, 9th,6, Separated, Adm-clerical, Not-in-family, White, Female,2009,0,28, United-States, <=50K
88,43, Federal-gov,108293, Doctorate,9, Separated, Other-service, Not-in-family, White, Female,0,0,41, United-States, >50K
89,57, Private,249977, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Female,2009,0,40, Honduras, <=50K
90,37, Private,134026, Some-college,10, Married-spouse-absent, Craft-repair, Wife, White, Female,0,0,40, Honduras, <=50K
91,28, Private,181755, Some-college,10, Married-spouse-absent, Machine-op-inspct, Unmarried, Black, Female,2009,0,25, United-States, <=50K
92,30, Private,117747, Preschool,9, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,1573,35, ?, <=50K
93,80, Local-gov,255575, Bachelors,13, Married-civ-spouse, Protective-serv, Other-relative, White, Female,0,0,40, United-States, >50K
94,29, Local-gov,34452, Some-college,5, Never-married, Handlers-cleaners, Not-in-family, White, Male,2009,0,41, United-States, <=50K
95,48, Self-emp-not-inc,191277, Doctorate,9, Married-civ-spouse, Other-service, Husband, White, Male,2009,1902,60, United-States, >50K
96,46, Private,202683, Some-college,5, Never-married, Sales, Other-relative, White, Male,0,0,44, United-States, >50K
97,63, Never-worked,171095, Assoc-acdm,12, Divorced, Exec-managerial, Wife, White, Male,2009,0,40, England, <=50K
98,32, Self-emp-not-inc,249409, HS-grad,4, Separated, Protective-serv, Own-child, Black, Male,2009,2042,40, United-States, <=50K
99,76, Private,124191, Masters,14, Never-married, Exec-managerial, Husband, White, Male,2009,2042,40, United-States, >50K
100,44, Private,165039, Bachelors,13, Never-married, Exec-managerial, Husband, White, Female,991,0,60, United-States, >50K
101,47, Self-emp-not-inc,149116, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,41, United-States, <=50K
102,20, Private,188300, Some-college,10, Never-married, Tech-support, Own-child, White, Female,2009,0,28, Honduras, <=50K
103,28, Private,103432, Preschool,4, Never-married, Craft-repair, Not-in-family, White, Female,2009,0,40, Honduras, <=50K
104,32, Self-emp-inc,317660, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5556,0,40, Honduras, >50K
105,17, ?,166744, Masters,6, Separated, Machine-op-inspct, Own-child, White, Female,34095,0,32, United-States, <=50K
106,30, Private,194901, 11th,13, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Honduras, <=50K
107,31, Local-gov,53926, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,2009,2042,28, United-States, <=50K
108,42, Private,124692, HS-grad,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,28, Honduras, <=50K
109,69, Private,432376, Bachelors,13, Separated, Sales, Unmarried, White, Male,0,2042,40, Honduras, <=50K
110,86, Private,79019, Prof-school,15, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, >50K
111,56, Self-emp-not-inc,335605, Preschool,4, Married-civ-spouse, Other-service, Husband, White, Male,2009,1887,50, Canada, >50K
112,28, Never-worked,53566, Some-college,5, Married-civ-spouse, Adm-clerical, Wife, White, Female,4064,0,25, United-States, <=50K
113,47, Private,102864, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Female,2009,0,28, United-States, <=50K
114,53, Private,95647, 10th,5, Married-civ-spouse, Farming-fishing, Husband, White, Female,2009,0,50, United-States, <=50K
115,56, Self-emp-inc,303090, Some-college,5, Never-married, Sales, Other-relative, White, Male,0,2042,41, United-States, <=50K
116,49, Local-gov,197371, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,2009,0,40, United-States, >50K
117,55, Private,247552, Some-college,10, Never-married, Sales, Husband, White, Male,0,0,56, United-States, <=50K
118,29, Never-worked,102632, Preschool,9, Never-married, Craft-repair, Not-in-family, White, Male,2009,2042,41, United-States, <=50K
119,21, Private,199915, Some-college,10, Never-married, Other-service, Own-child, White, Female,2009,0,40, United-States, <=50K
120,40, Private,131934, Bachelors,8, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2042,60, Honduras, <=50K
121,90, Private,77143, Bachelors,8, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, Germany, <=50K
122,29, Private,267989, Doctorate,8, Married-civ-spouse, Other-service, Husband, White, Male,2009,0,50, United-States, >50K
123,19, Never-worked,213625, Some-college,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, Honduras, <=50K
124,25, Private,287828, Bachelors,13, Never-married, Tech-support, Husband, White, Male,2009,0,40, United-States, >50K
125,20, Never-worked,111697, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,2415,28, Honduras, <=50K
126,50, Private,114937, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Female,2009,0,40, United-States, >50K
127,35, ?,299422, HS-grad,9, Never-married, ?, Husband, White, Female,0,0,40, United-States, <=50K
128,39, Private,365739, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
129,28, Private,60331, 12th,12, Separated, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
130,24, Private,187589, Preschool,9, Never-married, Other-service, Not-in-family, White, Female,0,2352,40, Honduras, <=50K
131,38, Federal-gov,120985, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,1151,0,35, United-States, <=50K
132,37, Private,96710, Doctorate,8, Married-civ-spouse, Sales, Other-relative, White, Female,0,0,41, United-States, <=50K
133,46, Private,86590, Assoc-acdm,12, Divorced, Armed-Forces, Not-in-family, Black, Female,0,0,36, United-States, <=50K
134,38, Self-emp-not-inc,136629, Masters,14, Never-married, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, >50K
135,43, Self-emp-not-inc,56920, Preschool,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2009,0,60, United-States, <=50K
136,33, Never-worked,163127, Assoc-voc,11, Never-married, Transport-moving, Wife, White, Female,2009,0,35, United-States, <=50K
137,20, Private,34310, Some-college,5, Never-married, Sales, Own-child, White, Male,2009,2042,20, United-States, <=50K
138,49, Private,81973, Some-college,5, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,28, Honduras, >50K
139,61, Self-emp-inc,66614, Preschool,9, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
140,27, Private,232782, Some-college,5, Separated, Sales, Own-child, White, Female,0,2042,28, United-States, <=50K
141,19, Private,316868, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,30, Mexico, <=50K
142,45, Private,229826, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Female,0,1564,40, United-States, >50K
143,70, Private,194962, Some-college,10, Separated, Tech-support, Other-relative, White, Female,0,2042,40, United-States, <=50K
144,31, Private,185814, HS-grad,4, Never-married, Transport-moving, Unmarried, Black, Female,0,0,30, United-States, <=50K
145,22, Never-worked,175374, Some-college,10, Married-civ-spouse, Other-service, Other-relative, White, Male,0,2042,37, United-States, <=50K
146,47, Private,380560, Preschool,9, Widowed, Other-service, Unmarried, White, Female,0,2042,37, United-States, <=50K
147,64, Private,181232, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2179,40, United-States, <=50K
148,43, ?,227594, Some-college,5, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States, <=50K
149,47, Without-pay,186009, Some-college,10, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,0,0,38, Mexico, <=50K
150,80, Private,198183, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,2009,0,40, United-States, <=50K
151,44, Never-worked,163003, Bachelors,13, Separated, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
152,21, Private,296158, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,15, United-States, <=50K
153,52, ?,219632, Preschool,9, Divorced, ?, Not-in-family, White, Male,0,2042,72, United-States, >50K
154,48, Private,187715, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,46, Honduras, <=50K
155,23, Never-worked,117507, Doctorate,13, Never-married, Handlers-cleaners, Not-in-family, White, Female,2009,2042,40, United-States, <=50K
156,71, Self-emp-not-inc,48915, Some-college,10, Separated, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,1816,2, United-States, <=50K
157,29, Private,191535, Preschool,9, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,60, Honduras, <=50K
158,42, Private,228456, Bachelors,13, Separated, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
159,68, ?,169182, 1st-4th,2, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
160,67, Private,179262, HS-grad,9, Separated, Other-service, Unmarried, White, Male,0,2042,40, United-States, <=50K
161,44, Self-emp-inc,78374, Masters,14, Divorced, Tech-support, Wife, Other, Female,0,0,28, United-States, <=50K
162,28, Private,88419, HS-grad,4, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, England, <=50K
163,45, Federal-gov,201080, Masters,14, Married-civ-spouse, Sales, Husband, White, Female,0,0,28, Honduras, >50K
164,36, Private,207157, Some-college,5, Married-spouse-absent, Other-service, Unmarried, White, Male,0,0,40, Mexico, <=50K
165,39, Self-emp-not-inc,235485, Assoc-acdm,12, Never-married, Tech-support, Not-in-family, White, Male,0,0,42, United-States, <=50K
166,45, State-gov,102628, Masters,14, Widowed, Priv-house-serv, Unmarried, White, Male,2009,0,40, Honduras, <=50K
167,18, Never-worked,25828, 11th,7, Separated, Handlers-cleaners, Own-child, White, Female,2009,0,91, United-States, <=50K
168,66, Local-gov,174732, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Female,2009,0,20, United-States, <=50K
169,27, Private,122742, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,1980,40, United-States, <=50K
170,28, Private,175325, Preschool,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,28, United-States, <=50K
171,85, Private,96062, Some-college,5, Married-civ-spouse, Sales, Husband, White, Female,0,1977,40, United-States, >50K
172,27, Private,428030, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
173,18, Private,149624, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male,2009,2042,40, Honduras, >50K
174,27, Never-worked,253814, Preschool,9, Married-civ-spouse, Sales, Wife, White, Male,0,2042,25, United-States, <=50K
175,84, Private,312956, HS-grad,9, Separated, Craft-repair, Own-child, Black, Female,2009,2042,40, United-States, <=50K
176,80, Private,132806, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,2042,40, Honduras, <=50K
177,32, Private,183930, HS-grad,9, Separated, Other-service, Own-child, White, Female,2009,0,32, Honduras, <=50K
178,33, Private,37274, Bachelors,8, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,35, United-States, <=50K
179,44, Local-gov,181344, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,2009,2042,38, United-States, >50K
180,43, Private,114580, Some-college,10, Married-spouse-absent, Transport-moving, Not-in-family, White, Female,2009,0,40, United-States, <=50K
181,30, Private,291979, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,2009,0,45, United-States, <=50K
182,81, Never-worked,343061, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
183,37, Federal-gov,29054, Some-college,5, Married-civ-spouse, Adm-clerical, Husband, White, Male,2009,2042,42, Honduras, >50K
184,34, Private,304030, Preschool,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2042,40, United-States, <=50K
185,41, Self-emp-not-inc,350603, Doctorate,8, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
186,68, ?,135105, Bachelors,8, Married-spouse-absent, ?, Not-in-family, White, Male,0,0,50, Honduras, <=50K
187,31, Private,165289, Bachelors,14, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,2042,50, Honduras, <=50K
188,58, State-gov,109567, Doctorate,9, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,1, Honduras, >50K
189,38, Private,155222, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,2009,0,70, United-States, <=50K
190,24, Never-worked,159567, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,28, United-States, <=50K
191,41, Without-pay,523910, Bachelors,13, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
192,47, Private,120939, Some-college,10, Married-civ-spouse, Armed-Forces, Husband, White, Female,2009,2042,72, United-States, <=50K
193,41, Federal-gov,130760, Bachelors,13, Married-civ-spouse, Tech-support, Other-relative, White, Male,0,0,24, United-States, <=50K
194,27, Private,197387, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, France, <=50K
195,36, Never-worked,99374, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,2042,28, United-States, <=50K
196,40, Federal-gov,56795, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,14084,2042,55, Honduras, >50K
197,35, Private,138992, Bachelors,14, Never-married, Prof-specialty, Other-relative, White, Female,7298,2042,28, United-States, >50K
198,69, Self-emp-not-inc,470663, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,2009,0,40, United-States, <=50K
199,26, Private,163582, Masters,14, Separated, Prof-specialty, Not-in-family, White, Female,0,1876,28, United-States, <=50K
200,19, ?,45687, Preschool,9, Never-married, ?, Own-child, White, Male,0,0,40, Ireland, <=50K
201,51, Private,259323, Doctorate,13, Never-married, Exec-managerial, Husband, White, Male,2009,2042,50, United-States, >50K
202,42, Local-gov,254817, Some-college,5, Never-married, Prof-specialty, Not-in-family, White, Male,2009,1258,40, United-States, <=50K
203,37, Private,48211, Preschool,9, Divorced, Adm-clerical, Unmarried, White, Female,2009,0,15, Honduras, <=50K
204,18, Private,140164, 11th,7, Separated, Sales, Own-child, White, Male,2009,2042,28, United-States, <=50K
205,36, Private,211695, Doctorate,13, Married-civ-spouse, Protective-serv, Husband, Black, Female,7298,0,36, United-States, >50K
206,53, Never-worked,36270, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
207,88, Self-emp-inc,105438, HS-grad,9, Never-married, Adm-clerical, Husband, White, Female,15024,0,35, United-States, >50K
208,17, Private,65368, 11th,13, Never-married, Adm-clerical, Own-child, White, Female,2009,0,12, United-States, <=50K
209,44, Local-gov,160943, HS-grad,9, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
210,37, Private,113913, HS-grad,4, Married-civ-spouse, Craft-repair, Husband, White, Female,2009,2042,40, Honduras, >50K
211,35, Private,27409, Some-college,5, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,2042,40, United-States, <=50K
212,60, Private,85815, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
213,72, Self-emp-inc,85708, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,2009,0,40, Honduras, >50K
214,37, Never-worked,67136, Bachelors,8, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
215,50, Private,313321, Assoc-acdm,12, Divorced, Sales, Not-in-family, White, Female,0,0,28, Honduras, <=50K
216,38, Private,182609, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,41, Yugoslavia, <=50K
217,45, Private,120539, Bachelors,8, Never-married, Prof-specialty, Husband, White, Male,2009,0,55, United-States, <=50K
218,25, Private,255004, 10th,6, Never-married, Craft-repair, Not-in-family, White, Male,2009,0,40, United-States, <=50K
219,50, Private,197860, Some-college,5, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Honduras, <=50K
220,64, ?,187656, 9th,2, Divorced, ?, Not-in-family, White, Male,2009,0,28, Honduras, <=50K
221,90, Private,51744, HS-grad,9, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,2206,40, Honduras, <=50K
222,54, Private,176681, HS-grad,4, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,49, Honduras, <=50K
223,68, Local-gov,140359, Preschool,1, Never-married, Machine-op-inspct, Not-in-family, White, Female,2009,0,35, United-States, <=50K
224,18, Private,243313, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,28, United-States, <=50K
225,60, State-gov,24215, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,2009,0,50, United-States, <=50K
226,37, Self-emp-not-inc,167687, Preschool,9, Never-married, Prof-specialty, Other-relative, White, Male,1409,2042,50, Honduras, <=50K
227,75, Private,159822, Assoc-voc,12, Widowed, Adm-clerical, Not-in-family, White, Female,0,2042,20, Columbia, <=50K
228,65, Never-worked,176796, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female,0,2042,40, United-States, <=50K
