Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
AA,456,ACY,TPA,7,1015.0,135.0,0
CO,1155,PBI,EWR,5,747.0,173.0,0
MQ,3652,MHT,LEX,2,890.0,155.0,0
OH,984,ATL,HLN,3,615.0,89.0,0
DL,2005,CVG,SLC,5,1140.0,237.0,0
DL,3174,BGR,FNT,2,600.0,203.0,0
UA,199,MCO,DEN,7,857.0,177.0,0
FL,3981,MSP,DSM,3,935.0,72.0,0
EV,2467,GPT,PSE,5,1090.0,84.0,0
WN,1174,BWI,JAC,3,1195.0,75.0,1
WN,1259,BNA,SAT,1,515.0,155.0,0
XE,7770,LIT,DEN,6,390.0,135.0,0
DL,1435,ORF,ATL,2,583.0,115.0,0
AA,689,ORF,DFW,2,380.0,220.0,0
AA,1119,DAL,MIA,4,800.0,160.0,1
EV,941,ICT,IAH,3,990.0,106.0,1
9E,3657,SYR,ATL,3,763.0,154.0,1
DL,2760,MIA,BTR,6,820.0,120.0,1
MQ,3899,DFW,PSP,7,705.0,70.0,1
MQ,3956,AGS,DEN,2,515.0,65.0,1
OO,6976,ORD,CLE,5,480.0,71.0,0
OO,7776,SLC,RKS,5,820.0,59.0,0
AA,1380,DFW,IND,1,950.0,120.0,0
DL,1026,RST,ATL,2,716.0,130.0,1
MQ,5244,MOB,ATL,5,460.0,83.0,0
XE,5576,IAH,RDU,6,625.0,144.0,0
WN,1015,IAD,SAN,6,885.0,80.0,0
WN,3118,BDL,MDW,6,470.0,160.0,1
XE,1577,HOU,PHX,2,435.0,180.0,0
FL,433,AZO,ATL,6,756.0,121.0,1
AA,902,MIA,DFW,1,810.0,195.0,0
WN,4328,LSE,PHX,2,585.0,120.0,1
DL,1598,FLL,LGA,2,540.0,170.0,0
MQ,5182,ATL,CAE,5,521.0,71.0,0
UA,602,ORD,BNA,4,422.0,111.0,0
OH,5258,YAK,RIC,1,666.0,90.0,0
MQ,3701,DCA,ORD,1,945.0,125.0,1
MQ,3232,DFW,SGF,1,860.0,75.0,0
WN,1013,PHX,AUS,4,640.0,125.0,0
XE,1070,STL,MDW,2,590.0,60.0,1
US,7008,ATL,TPA,3,590.0,100.0,0
B6,7042,CYS,OME,7,734.0,155.0,0
YV,7279,CHS,IAD,6,617.0,90.0,0
MQ,3712,BZN,XNA,5,1110.0,105.0,0
XE,1220,TUL,DEN,4,894.0,113.0,1
B6,1432,LGB,SFO,5,1215.0,82.0,1
WN,2131,TPA,BNA,7,1130.0,110.0,1
WN,6427,SEA,OAK,3,1215.0,125.0,0
WN,2009,DEN,MCI,5,360.0,105.0,1
MQ,2872,DFW,LBB,6,705.0,70.0,0
WN,1475,FCA,DFW,2,1270.0,65.0,1
FL,3831,ALB,DTW,2,1150.0,125.0,1
CO,135,IAH,RDU,1,765.0,150.0,1
WN,3687,MCO,BUF,2,1185.0,155.0,1
FL,4019,AUS,MEM,2,965.0,110.0,1
FL,3681,DTW,SAN,1,1175.0,124.0,0
9E,4860,SLC,ORD,7,1025.0,189.0,1
OH,872,MSP,ATL,5,680.0,146.0,0
US,2015,IAD,ATL,3,970.0,125.0,0
MQ,3531,DFW,CLE,3,1125.0,145.0,1
F9,4855,LAX,DCA,2,660.0,134.0,0
WN,3101,BFL,LAS,7,1230.0,65.0,1
WN,1330,SMF,ADQ,1,535.0,85.0,1
MQ,7107,IAD,LGA,7,1055.0,85.0,1
UA,1292,PIT,BOS,2,565.0,93.0,0
UA,6456,ICT,DEN,3,992.0,95.0,0
OO,4533,PHF,DCA,6,1195.0,165.0,0
AA,4735,ORD,MIA,3,335.0,185.0,1
US,6452,BNA,CLT,7,475.0,78.0,0
AA,1843,BOS,DEN,2,360.0,175.0,0
FL,596,CDC,ROC,5,1325.0,128.0,1
HA,478,SFO,PDX,5,705.0,103.0,0
FL,1039,TPA,PIT,7,967.0,137.0,0
OO,834,SEA,DCA,2,893.0,152.0,0
9E,4205,RIC,DTW,4,580.0,115.0,0
9E,6383,SBA,SFO,2,1176.0,80.0,0
EV,5441,CVG,PSE,1,555.0,175.0,0
AA,3693,BQK,DFW,6,770.0,155.0,0
XE,1782,IAD,ONT,5,800.0,70.0,1
OO,3110,MKE,CAK,4,475.0,78.0,1
F9,1585,PHX,PHL,5,955.0,258.0,1
US,1911,LGA,RDD,6,360.0,57.0,1
YV,2999,IAD,CLT,7,565.0,115.0,0
MQ,772,ABE,DEN,2,755.0,140.0,0
XE,47,HOU,XNA,6,1170.0,50.0,1
AA,2024,ACY,LAN,4,730.0,100.0,1
EV,6381,ORD,LNK,2,495.0,99.0,0
DL,1518,MCO,ATL,2,330.0,84.0,0
CO,3639,PBI,EWR,4,840.0,181.0,0
DL,2214,SDF,MSP,3,677.0,193.0,1
XE,2239,MDW,SAN,5,1130.0,275.0,1
XE,2640,EWR,GRR,4,935.0,127.0,1
XE,2597,TUL,ACT,5,925.0,60.0,1
EV,2453,IAH,MAF,6,550.0,74.0,1
UA,131,JFK,RSW,5,360.0,190.0,1
YV,4244,DSM,ORD,7,540.0,80.0,0
EV,5981,BZN,OKC,6,715.0,133.0,1
OO,6651,LAX,RNO,7,525.0,85.0,1
OH,2105,CHS,CVG,5,671.0,109.0,1
9E,6520,ORD,MBS,3,795.0,60.0,0
9E,4183,CHS,DTW,4,982.0,133.0,1
DL,3146,OTH,ATL,2,780.0,160.0,1
UA,532,DEN,DEN,2,360.0,143.0,1
FL,1411,HTS,RSW,1,425.0,174.0,1
WN,1854,DTW,MDW,3,640.0,75.0,0
UA,81,LAX,HNL,5,530.0,344.0,0
DL,1581,LIH,ATL,2,520.0,203.0,1
XE,992,TXK,ABY,6,670.0,185.0,0
AA,161,ORD,OGG,5,1035.0,360.0,0
UA,445,BOS,GJT,4,1230.0,199.0,1
OO,4855,BIL,SLC,7,708.0,82.0,0
AA,1204,ABQ,DFW,7,640.0,100.0,0
CO,4729,BHM,LGA,3,885.0,148.0,1
AA,642,SAT,DFW,6,1040.0,70.0,0
FL,82,FLL,BTR,6,857.0,116.0,0
MQ,6349,BZN,FSD,2,1240.0,100.0,0
MQ,5522,ICT,BTR,7,408.0,137.0,0
9E,4236,CLT,FNT,7,1065.0,99.0,1
US,1165,BKG,CLT,4,1245.0,105.0,1
XE,617,MDW,MCI,2,1185.0,90.0,1
DL,1722,DAL,AMA,1,1200.0,176.0,1
DL,966,RST,UTM,7,740.0,74.0,1
UA,334,MCO,IAD,6,885.0,120.0,0
AS,236,PDX,SAN,4,415.0,145.0,1
DL,1552,AZO,GGG,7,625.0,78.0,1
F9,496,HTS,DEN,7,375.0,202.0,1
MQ,2805,RAP,DFW,1,635.0,85.0,0
OH,81,ATL,FLL,7,934.0,111.0,0
UA,672,BZN,SLC,3,480.0,132.0,0
OO,1499,ASE,DEN,2,682.0,45.0,0
YV,7278,MCI,FAT,6,491.0,141.0,0
XE,314,CHO,GSO,5,990.0,104.0,0
FL,36,ATL,MDW,4,1100.0,115.0,1
CO,169,LAS,EWR,1,702.0,287.0,1
EV,7127,HSV,FAT,5,1106.0,105.0,1
XE,3950,CHS,SAT,1,1145.0,245.0,1
UA,4702,IAD,DEN,7,746.0,233.0,0
EV,4944,CAK,DTW,6,815.0,70.0,0
XE,2148,VLD,LWB,5,735.0,132.0,0
US,87,SDF,PHL,1,695.0,303.0,0
F9,3914,BZN,CRP,6,455.0,114.0,1
OH,3255,ATL,RDD,4,856.0,126.0,0
EV,5164,CDC,DAY,6,841.0,94.0,0
AA,1841,ACY,TUS,7,565.0,145.0,1
XE,2730,IAH,PHX,5,455.0,170.0,0
9E,6717,DEN,JAN,2,1119.0,135.0,0
US,2226,TXK,ATL,6,605.0,113.0,0
DL,1055,RST,MSP,1,1185.0,120.0,1
9E,6663,EUG,DEN,4,879.0,145.0,1
WN,3,LIT,DAL,4,360.0,70.0,0
OO,6680,DEN,ASE,2,1297.0,47.0,0
9E,6501,DEN,LIT,1,960.0,116.0,1
WN,2706,MDW,FLG,4,735.0,110.0,1
XE,6764,CLE,SDF,1,1025.0,72.0,1
FL,683,ATL,ICT,3,625.0,148.0,0
DL,1799,ATL,TUS,5,574.0,150.0,1
OO,2877,LSE,EKO,6,1140.0,137.0,0
XE,5128,DCA,CLE,5,880.0,70.0,0
DL,2988,CYS,FNT,7,970.0,133.0,1
F9,88,PHX,PDX,7,675.0,169.0,0
F9,214,DEN,AUS,2,1190.0,122.0,1
XE,729,LAS,RNO,2,445.0,75.0,0
DL,1972,TPA,ATL,3,330.0,85.0,0
AA,708,SCC,GRK,3,360.0,60.0,0
XE,128,DEN,DRO,7,1085.0,120.0,1
DL,431,ATL,CLT,6,970.0,80.0,0
XE,2240,LAS,TUS,6,840.0,75.0,1
WN,958,DAL,STL,4,1105.0,100.0,1
F9,1882,ABI,RIC,4,1345.0,63.0,0
DL,2326,FLL,ATL,1,545.0,115.0,0
9E,7798,SLC,COD,3,1304.0,89.0,0
MQ,2710,PSG,DFW,6,420.0,75.0,0
XE,6396,EWR,CSG,3,965.0,199.0,1
YV,3665,TVC,ORD,5,870.0,75.0,1
MQ,4595,LGA,RDU,4,700.0,105.0,1
WN,2734,MCI,MDW,2,930.0,80.0,1
9E,6335,LAX,SAN,2,911.0,45.0,0
OH,520,ROW,BWI,3,673.0,130.0,1
US,2591,PHL,SYR,6,1240.0,64.0,0
AS,882,KOA,SEA,4,565.0,337.0,0
US,5348,MCO,DCA,3,710.0,123.0,1
EV,3297,CHO,LGB,4,809.0,195.0,0
HA,5910,ONT,DEN,4,465.0,144.0,0
CO,1834,EWR,SEA,2,1210.0,378.0,0
WN,497,BWI,LAS,4,815.0,340.0,1
XE,2807,ONT,LAS,7,630.0,60.0,0
WN,1279,MCO,HOU,5,1125.0,155.0,1
DL,4187,LAX,ATL,2,695.0,250.0,0
CO,734,SJU,EWR,3,810.0,256.0,0
MQ,5242,ATL,SAV,1,510.0,72.0,0
OO,4782,ATW,LAX,6,1220.0,90.0,0
9E,6250,SJT,GEG,5,790.0,38.0,0
9E,4137,ORF,DTW,3,1115.0,125.0,1
YV,2817,LAX,LAS,2,1195.0,64.0,0
XE,3006,IAH,IAD,2,440.0,169.0,1
YV,3661,STX,IND,5,900.0,165.0,1
AA,1332,ACY,ATL,4,1230.0,115.0,0
WN,3584,DEN,MDW,4,1210.0,135.0,0
MQ,1613,MSN,GRK,3,1015.0,135.0,1
EV,2354,IAH,SDF,7,510.0,133.0,1
WN,1345,BNA,DCA,1,1070.0,185.0,1
UA,318,SFO,DCA,4,955.0,151.0,1
WN,166,SEA,IAH,3,495.0,247.0,0
UA,68,LAN,BUR,3,1299.0,327.0,0
9E,5175,IND,ORD,2,1150.0,75.0,1
MQ,5334,ABY,ATL,4,660.0,58.0,0
DL,595,OGG,FAR,2,1275.0,33.0,0
UA,723,ACY,DEN,2,931.0,127.0,0
US,1171,PIT,ATL,4,1046.0,127.0,0
WN,3023,ROW,BET,6,495.0,105.0,0
FL,3600,MEM,MSN,1,1145.0,104.0,1
OO,465,LSE,GEG,2,938.0,146.0,0
XE,1162,AMA,ACT,3,830.0,65.0,1
CO,1452,AUS,PSE,5,660.0,57.0,0
WN,704,EWN,BOI,7,500.0,65.0,0
9E,7048,SLC,ORD,2,493.0,188.0,1
AA,1873,CYS,MIA,5,1220.0,65.0,1
XE,2866,MKE,IAH,1,815.0,172.0,1
YV,3915,ANC,ORD,4,675.0,115.0,1
OH,6320,HTS,CVG,6,465.0,54.0,0
9E,4763,AMA,JAX,4,355.0,120.0,0
AA,1558,DFW,TUL,3,655.0,60.0,1
MQ,4767,STX,CLT,1,1290.0,125.0,0
WN,1693,MCI,DAL,1,955.0,90.0,1
US,1162,CDC,MSY,3,970.0,99.0,1
DL,380,CHS,BTR,3,1050.0,129.0,0
XE,2860,AZO,IAH,7,640.0,170.0,0
OO,6501,DEN,SFO,4,960.0,116.0,1
9E,4422,CDC,SAV,3,993.0,69.0,1
OO,2701,MKG,ORD,7,365.0,53.0,0
XE,1106,ORD,LWS,1,635.0,75.0,0
9E,6923,ATW,ACV,4,1140.0,79.0,0
HA,303,HNL,YUM,5,535.0,37.0,0
CO,739,IAH,SAN,6,550.0,212.0,1
XE,2386,FCA,MLB,6,610.0,140.0,1
WN,2794,HOU,OAK,1,635.0,255.0,1
OH,6706,RIC,DTW,5,751.0,119.0,1
B6,684,DCA,BOS,6,855.0,83.0,0
CO,6573,CVG,ORD,4,980.0,82.0,0
DL,6625,PVD,MCO,4,420.0,207.0,1
DL,2518,MCO,ATL,2,990.0,100.0,0
WN,35,MHK,MSY,7,995.0,65.0,0
AS,61,JNU,BHM,6,813.0,47.0,0
MQ,3704,ELP,ORD,5,400.0,175.0,1
B6,1222,RDU,BTM,1,535.0,100.0,0
WN,2785,FLL,RDD,3,710.0,175.0,1
UA,634,ORD,EWR,3,365.0,125.0,0
WN,571,DEN,EKO,6,910.0,135.0,1
EV,5326,TRI,ATL,7,1002.0,67.0,1
MQ,5483,CDC,JAC,2,1055.0,115.0,1
FL,7356,GUC,ATL,3,340.0,67.0,1
US,1675,MEM,PHX,5,562.0,212.0,0
WN,1065,VLD,DEN,2,750.0,180.0,1
UA,134,SFO,ORD,6,518.0,263.0,1
WN,1566,IPL,MCI,7,785.0,85.0,1
EV,5215,LWB,ATL,3,761.0,89.0,0
US,4819,DAL,LGA,2,1080.0,84.0,0
XE,2724,FCA,CHO,5,1165.0,60.0,1
MQ,5128,TXK,GRK,4,655.0,60.0,0
WN,1110,ROW,BDL,4,1190.0,165.0,1
MQ,2285,DFW,ROA,1,780.0,95.0,0
XE,2885,SMF,PDX,7,870.0,90.0,0
AA,819,OMA,GRK,4,935.0,115.0,0
AA,2209,DFW,HSV,2,1175.0,95.0,1
FL,7116,FLL,BTR,1,1181.0,114.0,1
WN,945,BKG,RDU,1,675.0,80.0,0
WN,2819,TPA,FLL,4,450.0,60.0,0
MQ,4950,PIT,ATL,2,608.0,82.0,1
WN,1815,HOU,JAN,5,1165.0,70.0,0
MQ,7123,BTV,IAD,2,336.0,110.0,0
MQ,5532,ECP,BTR,3,330.0,69.0,0
9E,6819,PDX,SFO,4,900.0,103.0,1
AA,354,ORD,LGA,5,1055.0,125.0,0
EV,5890,CLE,ORD,3,635.0,87.0,0
XE,3639,SFO,SAN,7,1150.0,85.0,1
US,2695,DCA,LEX,6,940.0,159.0,1
US,5459,ABI,CLE,3,1189.0,97.0,1
B6,3057,IAD,ORF,7,1055.0,61.0,0
UA,605,DCA,DEN,4,465.0,132.0,1
OH,5553,ATL,ACY,3,923.0,116.0,1
EV,2496,FCA,SDF,1,1000.0,125.0,0
OO,3116,MKE,CHA,4,945.0,77.0,1
DL,1616,DEN,ATL,1,440.0,168.0,0
DL,2567,DTW,ORD,4,1040.0,85.0,1
OH,1837,AZO,BET,7,840.0,135.0,0
AA,1433,MIA,MSY,6,640.0,130.0,0
F9,1458,CLT,LRD,2,1329.0,114.0,0
UA,956,ORD,FLG,2,985.0,113.0,0
DL,2241,BOI,SLC,3,794.0,67.0,0
UA,287,PVD,ORD,4,390.0,164.0,1
CO,1527,CHS,IAH,6,895.0,214.0,1
CO,6334,GRR,LRD,4,420.0,116.0,0
CO,733,LGA,IAH,3,449.0,240.0,0
AA,1034,DEN,GRK,4,640.0,120.0,0
CO,1,FCA,HNL,2,565.0,505.0,0
DL,2383,CDC,CLL,2,730.0,70.0,1
OO,6352,BOI,SFO,4,1070.0,105.0,0
FL,372,CDC,SLC,4,1101.0,128.0,0
XE,887,OKC,HOU,2,1075.0,80.0,1
DL,519,DEN,MSP,3,375.0,129.0,0
US,938,RSW,CLT,1,510.0,111.0,1
AA,349,FLL,DFW,7,950.0,195.0,0
OO,3067,MGM,MKE,1,745.0,77.0,1
WN,823,BOS,MDW,6,1010.0,170.0,1
MQ,527,RDU,LGA,5,980.0,95.0,0
FL,3722,PWM,DTW,7,742.0,138.0,1
US,1596,PHL,MHT,5,965.0,80.0,0
XE,2412,IAH,OKC,1,1175.0,88.0,0
OH,1331,BIS,BTR,7,711.0,109.0,0
XE,2091,HOU,STL,5,855.0,115.0,1
F9,1024,SJU,PHL,1,940.0,244.0,1
US,454,BWI,PHX,4,1020.0,311.0,0
OO,428,DEN,ATL,7,800.0,168.0,1
YV,2944,MAF,DFW,3,1105.0,70.0,0
AA,874,ORD,BTM,3,1150.0,135.0,0
9E,3912,CDV,MEM,1,720.0,92.0,0
WN,3318,CEC,SAN,4,865.0,85.0,1
F9,951,DEN,DFW,1,635.0,112.0,0
F9,656,PHX,TOL,4,1270.0,80.0,0
EV,5314,PHF,ATL,3,464.0,130.0,0
AA,133,JFK,BUR,4,930.0,390.0,1
US,1441,ATL,LIT,1,1227.0,96.0,1
MQ,2865,OMA,DTW,7,810.0,119.0,0
XE,42,DAL,PSP,3,1070.0,65.0,1
XE,1096,SMF,LAS,5,770.0,80.0,1
EV,4505,AVL,ATL,5,597.0,63.0,1
AA,374,LIH,DEN,7,410.0,205.0,0
OO,7774,ITH,SLC,6,1078.0,77.0,0
AA,95,ORD,GRK,1,360.0,150.0,1
YV,2660,CVG,ORD,3,1175.0,90.0,0
XE,151,EVV,ORD,5,555.0,60.0,0
9E,3804,CLE,BTR,3,335.0,128.0,0
EV,2464,RIC,EWR,1,630.0,75.0,0
XE,1013,LSE,EKO,1,1075.0,135.0,0
AS,474,SDF,BUR,5,1055.0,157.0,0
XE,2361,HOU,PHX,3,435.0,180.0,1
9E,4373,LSE,DTW,1,380.0,102.0,0
OO,3634,LAX,LAS,5,375.0,70.0,0
DL,80,OTH,MKE,3,415.0,170.0,0
EV,7134,DTW,IAD,3,1160.0,90.0,0
CO,438,EWR,LEX,6,760.0,210.0,0
9E,3889,BZN,ATL,7,619.0,132.0,1
YV,3711,ORD,LIT,1,910.0,115.0,1
US,2779,LGA,FLL,3,1135.0,200.0,0
AA,728,LAS,DFW,3,425.0,160.0,1
WN,1489,MSY,DAL,4,1100.0,90.0,1
UA,5257,ORD,BOS,6,1105.0,136.0,0
US,1222,BGR,BTR,6,1020.0,219.0,0
WN,740,BQK,STL,5,795.0,190.0,1
9E,4334,FSM,CVG,6,960.0,122.0,0
XE,1653,BWI,BHM,1,620.0,135.0,1
CO,6425,MSP,FNT,1,910.0,114.0,0
WN,1352,TPA,CMH,3,600.0,135.0,0
UA,4006,OGG,OGG,1,1329.0,300.0,0
XE,1328,ONT,SMF,7,1235.0,80.0,1
9E,7027,DEN,SLC,3,921.0,85.0,0
B6,226,SEA,LGB,7,638.0,154.0,0
WN,614,PHF,FLG,2,900.0,95.0,0
9E,2035,LIT,DEN,1,930.0,145.0,1
XE,553,DAL,TUL,3,1255.0,55.0,1
XE,4420,LAX,LAS,4,1230.0,60.0,1
OH,3971,ABQ,MKE,2,818.0,158.0,0
UA,794,ORD,BUF,7,860.0,95.0,1
HA,470,CWA,DEN,5,938.0,202.0,0
CO,767,IAH,SEA,3,900.0,281.0,1
US,1270,BKG,BOS,4,615.0,88.0,0
YV,355,ROC,IAD,7,870.0,78.0,1
YV,5181,CAE,DFW,4,795.0,165.0,0
UA,30,JFK,MSP,2,1350.0,81.0,1
MQ,5556,EGE,BTR,4,960.0,92.0,0
UA,2992,BZN,DCA,1,1025.0,111.0,0
CO,6266,IAD,DTW,3,573.0,107.0,1
XE,1339,MCO,MCI,5,520.0,185.0,0
US,3969,DRO,BTR,7,940.0,84.0,1
WN,644,LAS,BUR,7,895.0,70.0,1
US,288,LGA,ATL,7,360.0,167.0,0
OO,6843,DAY,DEN,3,408.0,68.0,0
WN,2219,CEC,ONT,6,1100.0,75.0,0
YV,2863,ACY,FNT,7,740.0,130.0,1
DL,1721,DTW,TPA,2,1190.0,163.0,0
UA,405,LGA,DCA,1,626.0,272.0,1
US,238,PHX,DTW,6,55.0,225.0,1
OH,1134,ROC,TPA,7,460.0,184.0,1
WN,973,DEN,BNA,3,635.0,145.0,1
WN,3112,ABQ,DEN,3,940.0,80.0,1
XE,2179,PNS,IAH,1,900.0,102.0,0
WN,5579,KTN,PHX,4,515.0,150.0,0
OO,4380,AVL,ORD,3,361.0,109.0,0
XE,1610,ORF,TPA,5,1065.0,135.0,1
AS,633,PHX,SEA,5,895.0,187.0,0
9E,193,DTW,ORF,3,420.0,114.0,0
WN,6349,TPA,RDD,7,835.0,155.0,1
US,1792,SMF,ATL,7,1365.0,238.0,1
EV,4959,CDC,DFW,7,1236.0,53.0,1
FL,3874,ATL,BET,3,807.0,89.0,1
UA,625,DAL,ORD,4,1005.0,136.0,0
US,5459,ABI,CLE,3,1189.0,97.0,0
OH,6310,BNA,CVG,2,965.0,65.0,0
OO,7794,BGR,SUN,7,1005.0,71.0,0
FL,507,MKE,LGA,5,590.0,133.0,0
OO,4801,IAH,SLC,3,850.0,195.0,1
WN,982,OAK,PHL,4,1205.0,85.0,0
WN,20,BWI,HOU,5,465.0,225.0,0
MQ,7048,ACY,MSO,6,1350.0,70.0,0
OH,6436,MKE,DFW,3,540.0,145.0,0
EV,5345,ATL,SHV,3,1305.0,113.0,0
UA,540,SFO,IAD,1,597.0,304.0,0
US,1856,CYS,CRP,7,525.0,96.0,0
US,1585,SAN,PHX,7,755.0,76.0,1
WN,3753,SFO,LAS,5,1265.0,80.0,1
US,567,PHX,MKE,2,599.0,246.0,1
9E,6332,EUG,PDX,7,974.0,37.0,1
EV,5187,LEX,ATL,3,616.0,88.0,0
AS,191,BMI,MFE,3,1140.0,56.0,0
US,1416,LAX,PHL,2,835.0,298.0,1
FL,79,ATL,MSY,4,1325.0,105.0,1
DL,3130,OAK,EGE,1,365.0,108.0,0
YV,2907,BFL,GJT,4,1184.0,125.0,1
F9,1124,CLT,LGA,4,1205.0,110.0,0
DL,2077,BDL,DTW,6,987.0,128.0,0
AA,1352,AUS,GRK,5,420.0,65.0,0
DL,5114,ATL,PIT,5,1319.0,109.0,0
YV,4253,ORD,ICT,7,480.0,115.0,0
AA,1069,ABI,DFW,4,1045.0,185.0,1
WN,2605,MDW,JAN,7,660.0,120.0,1
AA,161,LAX,OGG,2,1035.0,360.0,0
WN,134,LSE,TPA,3,630.0,210.0,1
WN,156,MDW,FLG,3,555.0,110.0,0
MQ,3745,BZN,PHL,3,980.0,115.0,0
WN,3926,RDU,BNA,7,670.0,95.0,0
AA,2029,LGA,MIA,7,479.0,195.0,1
UA,1292,ITO,BOS,2,565.0,93.0,1
9E,1567,DLH,DTW,6,375.0,108.0,0
AA,262,STL,DFW,3,1130.0,115.0,1
FL,4296,DRO,GPT,5,875.0,80.0,0
WN,554,FLL,PSE,1,720.0,171.0,0
XE,4831,IAH,AGS,5,660.0,94.0,0
XE,1995,IPL,LIT,5,620.0,60.0,0
9E,6945,DEN,CAK,4,847.0,89.0,0
UA,443,BOS,TPA,4,507.0,204.0,1
WN,4513,LGA,BWI,1,710.0,75.0,1
WN,5577,DEN,OAK,6,515.0,175.0,0
WN,1814,MSY,MCO,3,995.0,100.0,1
WN,3221,SEA,DEN,6,420.0,160.0,1
AA,6579,DFW,OGG,2,535.0,240.0,1
MQ,7333,LSE,LAX,5,950.0,150.0,0
AA,2924,DFW,TPA,5,475.0,135.0,1
OH,3336,JFK,ALB,5,910.0,86.0,0
MQ,4014,ORD,IND,6,610.0,60.0,0
F9,4735,LSE,MCO,7,645.0,212.0,1
9E,6554,DEN,FAR,3,797.0,107.0,1
YV,4452,HNL,KOA,7,545.0,40.0,0
AA,1789,CDV,DFW,1,400.0,85.0,0
YV,3395,DFW,BTR,7,1080.0,75.0,0
DL,2438,ATL,BNA,2,680.0,106.0,1
US,2201,BOS,BTR,5,1035.0,183.0,1
US,3155,RST,ATL,2,370.0,136.0,1
F9,482,DEN,RDD,5,675.0,208.0,0
9E,4111,ORF,GGG,6,740.0,100.0,1
9E,3880,MEM,LEX,1,525.0,85.0,0
MQ,5281,ATL,CAK,2,1220.0,101.0,1
US,930,CLT,ABQ,7,1186.0,64.0,0
AS,104,ANC,RKS,1,1140.0,202.0,0
US,4111,BOS,LGA,6,840.0,77.0,0
MQ,2816,MHK,DFW,5,460.0,100.0,0
OO,6229,ATW,AUS,2,1131.0,203.0,1
US,4242,ABI,DCA,3,890.0,80.0,0
OO,4747,LAX,LAS,3,877.0,69.0,0
WN,1006,DEN,ABQ,2,560.0,70.0,1
XE,2247,SJC,TOL,2,660.0,75.0,1
MQ,5498,PSE,ATL,5,430.0,104.0,0
MQ,4130,SFO,ORD,2,995.0,135.0,1
B6,1323,BOS,BWI,6,600.0,91.0,1
WN,987,SNA,OAK,4,475.0,85.0,0
WN,3671,MCO,IND,5,650.0,150.0,0
WN,595,PHX,MSP,4,1120.0,185.0,0
WN,1974,SMF,SJC,4,1130.0,80.0,0
US,1702,TPA,CLT,6,815.0,97.0,0
UA,272,ATW,LAX,5,460.0,87.0,0
