Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
HA,4860,SLC,ORD,2,1025.0,189.0,1
FL,872,MSP,PIH,5,680.0,146.0,1
DL,2015,ABQ,ATL,3,970.0,125.0,1
MQ,3531,DFW,CLE,1,1125.0,145.0,0
F9,404,MDT,DEN,1,660.0,134.0,1
YV,2843,OTZ,LAS,2,1230.0,65.0,0
YV,2316,TLH,MSO,7,535.0,85.0,1
CO,7107,ABQ,LGA,2,1055.0,85.0,1
B6,1292,PIT,GSP,2,565.0,93.0,0
US,5025,OKC,SPS,3,992.0,95.0,0
DL,3850,IND,SPS,6,1195.0,165.0,0
AA,125,RDD,MIA,3,335.0,185.0,1
US,1924,BNA,BTR,2,475.0,78.0,0
AA,1843,ONT,BGR,2,360.0,175.0,1
FL,1455,ATL,CRP,7,1325.0,128.0,1
UA,478,MRY,TYS,5,705.0,103.0,0
FL,677,TPA,PIT,2,967.0,137.0,1
F9,834,MAF,DEN,1,893.0,152.0,0
UA,3630,RIC,SJU,4,580.0,115.0,1
OO,6447,SBA,SFO,3,1176.0,80.0,0
EV,5571,PVD,IAH,4,555.0,175.0,0
AA,632,SUN,DFW,6,770.0,155.0,1
WN,1782,OAK,PIE,5,800.0,70.0,1
OO,3110,MKE,ANC,5,475.0,78.0,0
US,1208,PHX,PHL,7,955.0,258.0,0
WN,1911,LGA,PHL,6,360.0,57.0,0
9E,5475,IAD,BTR,7,565.0,115.0,0
MQ,4085,MDW,ORD,2,755.0,140.0,1
WN,6517,HOU,ITH,6,1170.0,50.0,0
AA,6983,PIE,EUG,6,730.0,100.0,1
XE,4855,RDD,HLN,2,495.0,99.0,0
DL,1518,MCO,PIH,7,330.0,84.0,1
EV,6340,PBI,EWR,4,840.0,181.0,1
AS,5207,SEA,ACY,1,677.0,193.0,0
WN,2239,MDW,MSO,6,1130.0,275.0,1
XE,5283,DAY,GRR,4,935.0,127.0,1
WN,2597,ISP,MBS,7,925.0,60.0,1
XE,4374,CSG,DLH,5,550.0,74.0,1
B6,1396,JFK,PVD,6,360.0,190.0,1
MQ,4689,DSM,BGR,2,540.0,80.0,1
XE,5981,RDD,SBN,6,715.0,133.0,1
HA,6651,MDT,RNO,2,525.0,85.0,0
OH,6682,BOI,TPA,6,671.0,109.0,1
OO,6520,RDD,PSG,3,795.0,60.0,1
UA,1613,PHX,DTW,4,982.0,133.0,1
DL,3367,LGA,PIH,3,780.0,160.0,1
US,4563,MQT,BGR,2,360.0,143.0,1
FL,1411,SNA,PVD,7,425.0,174.0,0
YV,1354,DTW,TYR,1,640.0,75.0,1
UA,81,MDT,PHL,2,530.0,344.0,0
DL,3999,EWR,ATL,2,520.0,203.0,1
WN,1731,CLT,YUM,5,670.0,185.0,1
AA,161,LAX,BDL,5,1035.0,360.0,0
B6,4990,BOS,TPA,6,1230.0,199.0,0
OO,4855,BMI,MDT,7,708.0,82.0,0
AA,5318,BDL,CRW,7,640.0,100.0,0
OH,1387,BHM,FAT,1,885.0,148.0,1
AA,291,SAT,DFW,5,1040.0,70.0,1
FL,896,FLL,ATL,6,857.0,116.0,0
MQ,3934,ORD,LBB,2,1240.0,100.0,1
EV,5301,ICT,PIH,2,408.0,137.0,1
9E,6968,CDV,TPA,2,1065.0,99.0,1
US,1165,PHL,CLT,4,1245.0,105.0,1
WN,617,MDW,PSE,3,1185.0,90.0,0
AS,3398,PSC,MSP,1,1200.0,176.0,1
DL,1278,BOS,MKE,2,740.0,74.0,0
B6,2519,MCO,ORD,5,885.0,120.0,0
OO,236,PDX,SAN,4,415.0,145.0,0
DL,1552,MKE,DTW,7,625.0,78.0,1
DL,550,CAK,SPS,7,375.0,202.0,0
MQ,2805,ROW,CRW,1,635.0,85.0,1
FL,6286,ATL,FLL,2,934.0,111.0,0
US,5264,RDD,FAT,3,480.0,132.0,1
OO,6544,ADQ,DEN,3,682.0,45.0,0
YV,7246,MCI,ORD,5,491.0,141.0,0
XE,2325,EWR,TOL,5,990.0,104.0,0
FL,6375,BNA,TYR,4,1100.0,115.0,1
EV,3178,SUN,EWR,1,702.0,287.0,1
EV,7127,HSV,ORD,7,1106.0,105.0,1
WN,3950,BWI,SAT,7,1145.0,245.0,0
UA,3803,IAD,DEN,7,746.0,233.0,0
EV,4944,SNA,DTW,5,815.0,70.0,1
XE,1592,IAD,TWF,2,735.0,132.0,0
WN,87,SEA,PHL,7,695.0,303.0,1
US,432,ORD,CLT,5,455.0,114.0,0
FL,334,ATL,RAP,4,856.0,126.0,0
CO,6315,ATL,BTV,6,841.0,94.0,0
AA,1841,DFW,MHT,2,565.0,145.0,1
XE,2730,IAH,PHX,2,455.0,170.0,1
HA,6717,MQT,BLI,3,1119.0,135.0,0
AS,6687,FLL,ATL,5,605.0,113.0,1
AS,1055,BOS,ACY,7,1185.0,120.0,1
OO,6663,EUG,DEN,4,879.0,145.0,0
YV,3,LIT,MBS,4,360.0,70.0,1
OO,265,MQT,MLB,7,1297.0,47.0,0
OO,6501,MQT,SDF,4,960.0,116.0,0
WN,2706,MDW,ACV,4,735.0,110.0,0
XE,2611,GNV,SDF,1,1025.0,72.0,1
FL,3076,ATL,ICT,3,625.0,148.0,1
AS,1799,ATL,BRW,6,574.0,150.0,0
F9,652,DEN,TYR,6,1140.0,137.0,1
XE,2843,PSC,BUF,5,880.0,70.0,1
DL,1959,TUL,CVG,7,970.0,133.0,1
US,2871,OTZ,PDX,7,675.0,169.0,0
DL,1957,DEN,SFO,2,1190.0,122.0,1
WN,729,LAS,MFR,2,445.0,75.0,0
DL,1972,RDM,PIH,3,330.0,85.0,0
AA,650,AUS,DFW,1,360.0,60.0,0
YV,2443,DEN,ROW,7,1085.0,120.0,1
AS,1784,BNA,CLT,5,970.0,80.0,1
WN,2240,LAS,MHT,5,840.0,75.0,0
WN,2976,OAJ,SLC,4,1105.0,100.0,0
US,1882,CLT,RIC,6,1345.0,63.0,1
DL,586,FLL,ATL,1,545.0,115.0,1
HA,7811,SLC,COD,1,1304.0,89.0,1
MQ,4037,XNA,DFW,6,420.0,75.0,0
XE,2764,EWR,MCI,1,965.0,199.0,0
MQ,2714,TVC,BGR,7,870.0,75.0,0
MQ,1415,MOT,BIL,4,700.0,105.0,1
WN,2010,CLD,MDW,1,930.0,80.0,1
OO,502,LAX,SAN,2,911.0,45.0,0
FL,4232,RDM,BWI,3,673.0,130.0,1
WN,1470,PHL,MSP,6,1240.0,64.0,1
AS,3832,KOA,OME,4,565.0,337.0,1
US,1484,MCO,HDN,1,710.0,123.0,1
XE,4019,DAY,OMA,4,809.0,195.0,0
UA,270,ONT,SPS,4,465.0,144.0,1
EV,3613,EWR,SEA,7,1210.0,378.0,0
YV,497,BWI,ROW,4,815.0,340.0,0
WN,879,ONT,LAS,7,630.0,60.0,0
YV,1279,TUL,PDX,2,1125.0,155.0,1
DL,1754,LAX,ATL,2,695.0,250.0,0
EV,3829,SJU,TWF,3,810.0,256.0,1
CO,4191,ATL,DAY,7,510.0,72.0,0
HA,7306,MRY,LAX,6,1220.0,90.0,0
OO,6250,PDX,RDM,6,790.0,38.0,1
9E,4137,PSE,SJU,1,1115.0,125.0,1
9E,2817,MDT,ROW,3,1195.0,64.0,1
XE,3006,IAH,ORD,7,440.0,169.0,1
MQ,3661,MIA,OMA,7,900.0,165.0,1
AA,1332,PIE,PIH,4,1230.0,115.0,0
WN,6608,MQT,TYR,5,1210.0,135.0,1
MQ,6341,GTF,CRW,3,1015.0,135.0,1
XE,4699,IAH,SDF,2,510.0,133.0,0
YV,895,IAD,SPS,1,1070.0,185.0,0
UA,318,SFO,DEN,4,955.0,151.0,0
CO,166,MAF,XNA,3,495.0,247.0,0
UA,68,LIH,BRO,3,1299.0,327.0,0
HA,6548,GTR,ORD,7,1150.0,75.0,1
EV,5334,IYK,ATL,4,660.0,58.0,1
HA,326,LIT,PHL,3,1275.0,33.0,0
UA,1669,PIE,DEN,1,931.0,127.0,0
DL,6572,PIT,ATL,6,1046.0,127.0,0
YV,3023,RDM,MSY,6,495.0,105.0,1
UA,3980,GRB,MSN,7,1145.0,104.0,1
OO,3895,DEN,AVL,7,938.0,146.0,1
WN,2461,TYR,DAL,1,830.0,65.0,0
EV,1009,AUS,XNA,5,660.0,57.0,1
WN,2659,RNO,BOI,2,500.0,65.0,0
HA,166,SLC,BGR,3,493.0,188.0,1
AA,1873,MCO,GTF,2,1220.0,65.0,0
XE,2866,MKE,XNA,1,815.0,172.0,0
MQ,3597,TUL,ORD,4,675.0,115.0,0
OH,6320,HTS,TPA,6,465.0,54.0,1
9E,4274,AMA,MEM,5,355.0,120.0,0
AA,1558,PIE,BIS,3,655.0,60.0,1
MQ,3639,MIA,BTR,1,1290.0,125.0,0
WN,5453,MCI,MBS,7,955.0,90.0,0
AS,2461,BNA,MSY,1,970.0,99.0,1
AS,2425,BOI,ATL,3,1050.0,129.0,1
XE,2860,FSM,XNA,2,640.0,170.0,0
OO,7277,DEN,LIT,4,960.0,116.0,0
UA,6559,BNA,DAY,3,993.0,69.0,1
HA,192,MKG,ORD,2,365.0,53.0,1
YV,1106,LAX,SAF,4,635.0,75.0,0
OO,6923,MRY,MSN,4,1140.0,79.0,0
HA,3028,PHF,ABQ,2,535.0,37.0,0
CO,739,IAH,MSO,6,550.0,212.0,0
XE,2386,IAH,TOL,5,610.0,140.0,1
WN,2794,HOU,OAK,1,635.0,255.0,0
OH,6706,PIT,SJU,5,751.0,119.0,0
B6,684,DCA,GSP,5,855.0,83.0,0
OH,2988,PVD,ORD,4,980.0,82.0,0
DL,1146,ONT,MCO,4,420.0,207.0,1
DL,4019,MCO,ATL,2,990.0,100.0,1
WN,4073,HOU,GJT,7,995.0,65.0,0
AS,61,CDV,CHO,5,813.0,47.0,1
MQ,3704,ACY,BGR,6,400.0,175.0,0
B6,1222,RDU,GSP,4,535.0,100.0,0
YV,1992,CLT,RAP,3,710.0,175.0,1
US,4816,RDD,EWR,1,365.0,125.0,1
WN,571,MQT,TYR,6,910.0,135.0,0
CO,5326,TRI,ATL,2,1002.0,67.0,1
EV,5483,BNA,BUF,3,1055.0,115.0,1
UA,1416,TYS,PIH,3,340.0,67.0,0
AS,3233,GRB,PHX,5,562.0,212.0,0
YV,1065,BNA,SPS,7,750.0,180.0,0
UA,134,MRY,ORD,5,518.0,263.0,1
WN,1566,OAJ,PSE,2,785.0,85.0,0
EV,5215,SRQ,PIH,3,761.0,89.0,0
US,3098,DCA,LGA,7,1080.0,84.0,1
XE,4484,CSG,MCI,5,1165.0,60.0,0
MQ,2843,TXK,CRW,6,655.0,60.0,1
WN,1570,TPA,BDL,4,1190.0,165.0,1
MQ,4153,PIE,MOB,7,780.0,95.0,1
WN,2885,TLH,PDX,2,870.0,90.0,0
AA,4132,HRL,DFW,6,935.0,115.0,0
AA,2475,PIE,COD,7,1175.0,95.0,0
FL,3993,FLL,PIH,7,1181.0,114.0,0
WN,945,PHL,RDU,7,675.0,80.0,0
WN,2819,TPA,ROC,5,450.0,60.0,1
EV,3499,GNV,PIH,3,608.0,82.0,1
WN,1116,CLE,GTR,7,1165.0,70.0,1
EV,4604,BTM,IAD,7,336.0,110.0,0
EV,7370,PIH,PIH,1,330.0,69.0,1
OO,6819,PDX,CLT,4,900.0,103.0,1
AA,354,RDD,FAT,6,1055.0,125.0,0
XE,5890,GNV,ORD,1,635.0,87.0,0
YV,155,MRY,MSO,7,1150.0,85.0,0
DL,2695,PSC,GTF,6,940.0,159.0,0
WN,2901,CDV,CLE,1,1189.0,97.0,1
9E,2111,IAD,MLI,7,1055.0,61.0,0
US,6629,DCA,BGR,4,465.0,132.0,1
FL,1305,ATL,SAV,1,923.0,116.0,0
XE,2496,CSG,SDF,4,1000.0,125.0,0
HA,4373,FSM,CAK,4,945.0,77.0,0
AS,1616,MQT,ATL,4,440.0,168.0,1
AS,3604,DTW,BGR,4,1040.0,85.0,1
FL,618,MKE,GJT,2,840.0,135.0,0
AA,2580,MIA,MSY,5,640.0,130.0,1
WN,1458,CDV,MFE,3,1329.0,114.0,1
US,956,ORD,BWI,2,985.0,113.0,1
DL,2241,IPL,MDT,3,794.0,67.0,1
US,287,PVD,BGR,4,390.0,164.0,0
EV,1527,BOI,IAH,6,895.0,214.0,1
OH,1683,ABE,JFK,6,420.0,116.0,0
CO,308,MOT,XNA,1,449.0,240.0,1
AA,1083,MQT,DFW,4,640.0,120.0,1
EV,4377,CSG,HNL,3,565.0,505.0,1
DL,2392,BNA,JAX,1,730.0,70.0,0
OO,193,BOI,CLT,4,1070.0,105.0,0
FL,4627,ATL,FAT,4,1101.0,128.0,0
YV,1540,FSD,PDX,3,1075.0,80.0,0
DL,7236,DEN,MSP,3,375.0,129.0,1
WN,938,STL,CLT,7,510.0,111.0,1
AA,349,FLL,DFW,2,950.0,195.0,0
HA,3067,ECP,MKE,4,745.0,77.0,0
YV,2836,ONT,TYR,5,1010.0,170.0,0
MQ,4362,RDU,LGA,7,980.0,95.0,1
UA,3722,RSW,SJU,2,742.0,138.0,1
US,1596,GUM,GCC,6,965.0,80.0,0
XE,2895,IAH,OKC,1,1175.0,88.0,0
FL,504,GRK,PIH,3,711.0,109.0,0
WN,2091,HOU,SLC,6,855.0,115.0,0
US,1024,SJU,RAP,7,940.0,244.0,1
WN,454,BWI,SGF,4,1020.0,311.0,0
F9,4676,MQT,PIH,3,800.0,168.0,0
MQ,2944,ALB,DFW,1,1105.0,70.0,0
AA,2636,ORD,GSP,3,1150.0,135.0,0
9E,1334,OKC,BET,1,720.0,92.0,1
YV,1196,SMF,MSO,4,865.0,85.0,1
F9,130,MQT,DFW,4,635.0,112.0,0
WN,656,OTZ,FSM,5,1270.0,80.0,1
EV,5314,RDU,PIH,1,464.0,130.0,1
AA,133,ITO,BRO,4,930.0,390.0,0
AS,1441,ATL,SDF,4,1227.0,96.0,1
EV,956,HRL,DTW,2,810.0,119.0,0
YV,42,DAL,LBB,3,1070.0,65.0,1
YV,1096,TLH,ROW,6,770.0,80.0,1
EV,1296,AVL,ATL,6,597.0,63.0,1
AA,374,EWR,ORD,2,410.0,205.0,0
HA,7774,CMI,SLC,5,1078.0,77.0,0
AA,1631,ORD,DFW,7,360.0,150.0,1
MQ,3750,MSP,BGR,1,1175.0,90.0,1
XE,6562,GRB,BGR,2,555.0,60.0,0
9E,3804,CLE,ATL,1,335.0,128.0,0
XE,5160,RIC,EWR,1,630.0,75.0,0
WN,1013,DEN,MDW,4,1075.0,135.0,0
OO,3494,MAF,LAX,6,1055.0,157.0,1
YV,2361,CLE,SGF,3,435.0,180.0,1
9E,7083,SMX,DTW,1,380.0,102.0,0
OO,5432,LAX,ROW,6,375.0,70.0,1
AS,2685,MOT,RIC,1,415.0,170.0,1
CO,7134,DTW,IAD,3,1160.0,90.0,0
CO,438,DAY,GTF,6,760.0,210.0,1
UA,3889,ORD,PIH,3,619.0,132.0,0
MQ,3711,ORD,LIT,7,910.0,115.0,0
AS,3626,LGA,ROC,1,1135.0,200.0,0
AA,433,SUN,DFW,1,425.0,160.0,0
WN,3746,MSY,DAL,4,1100.0,90.0,0
US,836,ORD,BOS,6,1105.0,136.0,1
DL,1222,SLC,ATL,5,1020.0,219.0,0
YV,5562,SUN,SLC,5,795.0,190.0,0
UA,4334,CVG,TPA,5,960.0,122.0,0
YV,2569,BWI,BHM,1,620.0,135.0,0
OH,6425,SCE,CVG,7,910.0,114.0,0
WN,2640,RDM,BFL,1,600.0,135.0,0
US,36,OGG,SFO,1,1329.0,300.0,1
WN,2540,ONT,SMF,7,1235.0,80.0,1
OO,6521,DEN,SLC,3,921.0,85.0,1
B6,3213,SEA,LGB,2,638.0,154.0,1
YV,614,GTR,ACV,3,900.0,95.0,1
HA,2738,BQK,DEN,4,930.0,145.0,1
YV,553,OAJ,BIS,3,1255.0,55.0,1
WN,903,MDT,LAS,4,1230.0,60.0,0
FL,1495,CLD,MCO,7,818.0,158.0,1
UA,794,ORD,BUF,7,860.0,95.0,0
UA,3771,CMH,SPS,5,938.0,202.0,1
CO,6830,IAH,OME,3,900.0,281.0,1
US,1270,PHL,BOS,4,615.0,88.0,1
YV,7125,MLB,ORD,7,870.0,78.0,0
MQ,1227,PVD,DFW,4,795.0,165.0,0
B6,5420,ITO,ROC,7,1350.0,81.0,1
CO,1686,BTR,ATL,5,960.0,92.0,1
US,622,RDD,DCA,4,1025.0,111.0,0
OH,6266,ABQ,SJU,3,573.0,107.0,0
YV,843,TUL,PSE,6,520.0,185.0,1
DL,1130,MEM,ATL,2,940.0,84.0,1
YV,644,LAS,YAK,7,895.0,70.0,1
AS,1447,MOT,PIH,7,360.0,167.0,1
OO,3255,FAY,BGR,1,408.0,68.0,1
YV,3865,SMF,PIE,6,1100.0,75.0,0
MQ,636,DFW,TPA,2,740.0,130.0,0
AS,2993,DTW,TPA,3,1190.0,163.0,1
UA,405,MOT,DEN,1,626.0,272.0,0
US,238,OTZ,SJU,6,55.0,225.0,0
FL,1134,ROC,JAN,7,460.0,184.0,0
WN,718,MQT,BNA,1,635.0,145.0,1
WN,5216,BDL,SPS,3,940.0,80.0,0
XE,2179,PNS,XNA,1,900.0,102.0,1
WN,3048,SAT,SGF,4,515.0,150.0,0
HA,6965,AEX,BGR,3,361.0,109.0,0
WN,1610,ORF,JAN,6,1065.0,135.0,0
OO,633,PHX,OME,2,895.0,187.0,1
9E,4314,BOS,MLI,3,420.0,114.0,1
YV,6362,TPA,PHL,3,835.0,155.0,0
AS,1792,SAN,PIH,2,1365.0,238.0,1
CO,4959,BNA,PLN,7,1236.0,53.0,0
FL,446,ATL,MSY,1,807.0,89.0,0
UA,769,PSC,ORD,6,1005.0,136.0,1
US,948,CDV,CLE,3,1189.0,97.0,0
OH,6310,BNA,CVG,1,965.0,65.0,0
OO,5003,SLC,SUN,7,1005.0,71.0,0
FL,507,FSM,FAT,2,590.0,133.0,0
HA,4801,IAH,SLC,3,850.0,195.0,0
WN,5598,GRR,PHL,4,1205.0,85.0,1
WN,7032,BWI,HOU,5,465.0,225.0,1
MQ,964,PIE,SBA,5,1350.0,70.0,1
FL,727,MKE,CRW,3,540.0,145.0,1
EV,4673,BNA,SHV,1,1305.0,113.0,0
UA,540,SFO,ORD,4,597.0,304.0,0
WN,1549,TUL,BTR,7,525.0,96.0,1
US,1208,ORD,SGF,2,755.0,76.0,0
YV,3882,SFO,ROW,7,1265.0,80.0,1
WN,567,OTZ,RIC,2,599.0,246.0,0
OO,6332,CAE,PDX,7,974.0,37.0,1
EV,5187,LEX,ATL,1,616.0,88.0,0
OO,5545,ANC,FAI,3,1140.0,56.0,1
US,1416,MDT,PHL,3,835.0,298.0,1
FL,79,ATL,FLL,6,1325.0,105.0,1
AS,4973,OAK,MDT,7,365.0,108.0,0
YV,2907,PHX,JNU,4,1184.0,125.0,1
WN,1124,CDV,FAT,4,1205.0,110.0,0
DL,4875,BDL,SJU,5,987.0,128.0,0
AA,584,AUS,CRW,6,420.0,65.0,1
AS,3474,BNA,IPL,6,1319.0,109.0,1
MQ,1815,RDD,LFT,3,480.0,115.0,1
AA,7002,CLT,DFW,4,1045.0,185.0,1
WN,793,MDW,JAN,2,660.0,120.0,0
AA,845,LAX,OGG,1,1035.0,360.0,0
YV,134,MQT,JAN,1,630.0,210.0,0
YV,2820,GRK,BWI,3,555.0,110.0,0
MQ,3745,ORD,RAP,3,980.0,115.0,1
YV,844,ABE,BNA,2,670.0,95.0,1
AA,6620,LGA,GTF,7,479.0,195.0,1
B6,1292,LAS,BOS,3,565.0,93.0,0
UA,4195,IAD,SJU,5,375.0,108.0,1
AA,4020,STL,CRW,1,1130.0,115.0,1
9E,1002,GRB,CLL,2,875.0,80.0,0
EV,1849,FLL,XNA,7,720.0,171.0,1
XE,2576,IAH,ALB,2,660.0,94.0,0
WN,5609,DAL,SDF,2,620.0,60.0,1
HA,4568,MQT,SBN,5,847.0,89.0,0
B6,449,ONT,TPA,6,507.0,204.0,1
YV,139,LGA,BWI,4,710.0,75.0,0
WN,1122,MQT,SAF,6,515.0,175.0,1
YV,1814,MSY,MCO,3,995.0,100.0,0
YV,2037,SEA,DEN,5,420.0,160.0,0
AA,5434,DFW,SFO,2,535.0,240.0,1
MQ,3102,DEN,BRO,2,950.0,150.0,1
AA,1430,PIE,JAN,7,475.0,135.0,1
OH,6763,ITO,MSP,6,910.0,86.0,1
MQ,4014,RDD,OMA,6,610.0,60.0,0
DL,674,DEN,RIC,2,645.0,212.0,1
OO,6554,MQT,CWA,3,797.0,107.0,1
YV,1023,PHF,KOA,7,545.0,40.0,1
AA,4250,ICT,DFW,4,400.0,85.0,1
MQ,6371,DFW,BTR,7,1080.0,75.0,0
DL,5046,ATL,DCA,2,680.0,106.0,1
DL,458,BOS,PIH,5,1035.0,183.0,1
DL,1661,DTW,PIH,1,370.0,136.0,0
WN,6255,MQT,PHL,2,675.0,208.0,1
UA,818,BGM,SJU,6,740.0,100.0,0
UA,918,GRB,CLD,1,525.0,85.0,1
CO,5339,BNA,CAK,3,1220.0,101.0,1
US,3342,CDV,ORF,7,1186.0,64.0,1
AS,104,ANC,OME,1,1140.0,202.0,1
US,2131,BOS,LGA,6,840.0,77.0,1
MQ,2816,SPI,CRW,7,460.0,100.0,1
OO,4151,MRY,AUS,3,1131.0,203.0,0
WN,1139,CDV,HDN,3,890.0,80.0,1
OO,554,LAX,ROW,1,877.0,69.0,0
YV,500,DEN,EYW,2,560.0,70.0,0
WN,2251,SJC,FSM,7,660.0,75.0,1
EV,2196,GSO,ATL,5,430.0,104.0,0
MQ,4130,MSO,BGR,2,995.0,135.0,0
B6,2488,ONT,ACV,6,600.0,91.0,1
YV,1566,SNA,SAF,4,475.0,85.0,1
WN,2418,TUL,OMA,6,650.0,150.0,1
WN,3327,OTZ,MSP,4,1120.0,185.0,1
WN,2049,ORD,SJC,4,1130.0,80.0,1
US,4888,TPA,BTR,5,815.0,97.0,0
