Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
WN,1886,BDL,MDW,5,470.0,160.0,1
WN,1577,HOU,PHX,2,435.0,180.0,0
FL,433,MKE,ATL,6,756.0,121.0,1
AA,902,MIA,DFW,1,810.0,195.0,0
WN,221,DEN,PHX,1,585.0,120.0,1
DL,1598,FLL,LGA,1,540.0,170.0,0
EV,5182,ATL,CAE,5,521.0,71.0,0
UA,602,ORD,DCA,6,422.0,111.0,0
OH,6609,JFK,RIC,1,666.0,90.0,0
MQ,3701,DCA,ORD,1,945.0,125.0,1
MQ,3232,DFW,SGF,1,860.0,75.0,0
WN,1013,PHX,AUS,4,640.0,125.0,0
WN,1070,STL,MDW,2,590.0,60.0,1
DL,1991,ATL,TPA,3,590.0,100.0,0
B6,594,MCO,HPN,7,734.0,155.0,0
YV,7279,CHS,IAD,6,617.0,90.0,0
MQ,3712,ORD,XNA,7,1110.0,105.0,0
XE,5891,TUL,ORD,4,894.0,113.0,1
B6,1432,LGB,SFO,7,1215.0,82.0,1
WN,2131,TPA,BNA,7,1130.0,110.0,1
WN,1394,SEA,OAK,3,1215.0,125.0,0
WN,2009,DEN,MCI,5,360.0,105.0,1
MQ,2872,DFW,LBB,5,705.0,70.0,0
CO,1475,IAH,DFW,2,1270.0,65.0,1
9E,3831,ALB,DTW,1,1150.0,125.0,1
CO,1850,IAH,RDU,1,765.0,150.0,1
WN,3687,MCO,BUF,1,1185.0,155.0,1
9E,4019,AUS,MEM,2,965.0,110.0,1
9E,3681,DTW,DLH,1,1175.0,124.0,0
OO,4860,SLC,ORD,7,1025.0,189.0,1
FL,872,MSP,ATL,5,680.0,146.0,0
DL,2015,IAD,ATL,3,970.0,125.0,0
MQ,3531,DFW,CLE,3,1125.0,145.0,1
F9,404,LAX,DEN,1,660.0,134.0,0
WN,3101,PHX,LAS,7,1230.0,65.0,1
WN,1330,SMF,SAN,1,535.0,85.0,1
EV,7107,IAD,LGA,7,1055.0,85.0,1
B6,1292,PIT,BOS,2,565.0,93.0,0
UA,407,ICT,DEN,3,992.0,95.0,0
F9,609,IND,DEN,6,1195.0,165.0,0
AA,674,ORD,MIA,3,335.0,185.0,1
US,1924,BNA,CLT,7,475.0,78.0,0
AA,1843,BOS,ORD,2,360.0,175.0,0
FL,596,ATL,ROC,7,1325.0,128.0,1
UA,478,SFO,PDX,5,705.0,103.0,0
FL,1039,TPA,PIT,2,967.0,137.0,0
F9,834,SEA,DEN,1,893.0,152.0,0
9E,4205,RIC,DTW,4,580.0,115.0,0
OO,6383,SBA,SFO,2,1176.0,80.0,0
EV,5441,CVG,IAH,4,555.0,175.0,0
AA,632,LAS,DFW,6,770.0,155.0,0
WN,1782,OAK,ONT,5,800.0,70.0,1
OO,3110,MKE,CAK,6,475.0,78.0,1
US,1208,PHX,PHL,7,955.0,258.0,1
US,1911,LGA,PHL,5,360.0,57.0,1
YV,2999,IAD,CLT,7,565.0,115.0,0
MQ,4085,ABE,ORD,2,755.0,140.0,0
WN,47,HOU,CRP,5,1170.0,50.0,1
AA,2024,DFW,BNA,6,730.0,100.0,1
XE,5941,ORD,LNK,2,495.0,99.0,0
DL,1518,MCO,ATL,1,330.0,84.0,0
CO,155,PBI,EWR,4,840.0,181.0,0
DL,2214,SEA,MSP,3,677.0,193.0,1
WN,2239,MDW,SAN,5,1130.0,275.0,1
XE,2640,EWR,GRR,4,935.0,127.0,1
WN,2597,TUL,DAL,7,925.0,60.0,1
XE,2453,IAH,BRO,5,550.0,74.0,1
B6,131,JFK,RSW,5,360.0,190.0,1
MQ,4244,DSM,ORD,2,540.0,80.0,0
XE,5981,ORD,OKC,6,715.0,133.0,1
OO,6651,LAX,RNO,7,525.0,85.0,1
OH,6682,BWI,CVG,5,671.0,109.0,1
OO,6520,ORD,MBS,3,795.0,60.0,0
9E,4183,CHS,DTW,4,982.0,133.0,1
DL,2147,LGA,ATL,2,780.0,160.0,1
UA,532,DEN,ORD,2,360.0,143.0,1
FL,1411,CAK,RSW,1,425.0,174.0,1
WN,1854,DTW,MDW,3,640.0,75.0,0
UA,81,LAX,HNL,7,530.0,344.0,0
DL,1581,TUS,ATL,2,520.0,203.0,1
WN,992,FLL,BUF,5,670.0,185.0,0
AA,161,LAX,OGG,5,1035.0,360.0,0
B6,445,BOS,TPA,6,1230.0,199.0,1
OO,4855,BIL,SLC,7,708.0,82.0,0
AA,1204,ABQ,DFW,7,640.0,100.0,0
OH,6543,BHM,LGA,3,885.0,148.0,1
AA,642,SAT,DFW,6,1040.0,70.0,0
FL,82,FLL,ATL,6,857.0,116.0,0
MQ,3934,ORD,FSD,2,1240.0,100.0,0
EV,5522,ICT,ATL,7,408.0,137.0,0
9E,4236,CLT,CVG,2,1065.0,99.0,1
US,1165,PHL,CLT,4,1245.0,105.0,1
WN,617,MDW,MCI,2,1185.0,90.0,1
DL,1463,DCA,MSP,1,1200.0,176.0,1
DL,1499,DTW,MKE,7,740.0,74.0,1
B6,334,MCO,IAD,5,885.0,120.0,0
AS,236,PDX,SAN,4,415.0,145.0,1
DL,1552,MKE,DTW,7,625.0,78.0,1
F9,496,CAK,DEN,7,375.0,202.0,1
MQ,2805,ROW,DFW,1,635.0,85.0,0
FL,81,ATL,FLL,7,934.0,111.0,0
UA,672,ORD,LGA,3,480.0,132.0,0
OO,6544,ASE,DEN,2,682.0,45.0,0
YV,7278,MCI,IAD,6,491.0,141.0,0
XE,2325,EWR,GSO,5,990.0,104.0,0
FL,36,ATL,MDW,4,1100.0,115.0,1
CO,169,LAS,EWR,1,702.0,287.0,1
EV,7127,HSV,IAD,7,1106.0,105.0,1
WN,3950,BWI,SAT,1,1145.0,245.0,1
UA,517,IAD,DEN,7,746.0,233.0,0
EV,4944,CAK,DTW,6,815.0,70.0,0
XE,2148,BNA,EWR,7,735.0,132.0,0
US,87,SEA,PHL,1,695.0,303.0,0
US,909,ORD,CLT,6,455.0,114.0,1
FL,334,ATL,PHL,4,856.0,126.0,0
EV,5164,ATL,DAY,6,841.0,94.0,0
AA,1841,DFW,TUS,7,565.0,145.0,1
XE,2730,IAH,PHX,7,455.0,170.0,0
OO,6717,DEN,PSP,2,1119.0,135.0,0
DL,2226,FLL,ATL,5,605.0,113.0,0
DL,1055,DTW,MSP,1,1185.0,120.0,1
OO,6663,EUG,DEN,4,879.0,145.0,1
WN,3,LIT,DAL,4,360.0,70.0,0
OO,6680,DEN,ASE,1,1297.0,47.0,0
OO,6501,DEN,LIT,4,960.0,116.0,1
WN,2706,MDW,BWI,4,735.0,110.0,1
XE,2611,CLE,SDF,1,1025.0,72.0,1
FL,683,ATL,ICT,3,625.0,148.0,0
DL,1799,ATL,PVD,5,574.0,150.0,1
F9,652,DEN,MDW,5,1140.0,137.0,0
XE,2843,DCA,CLE,5,880.0,70.0,0
DL,2988,MCO,CVG,7,970.0,133.0,1
US,88,PHX,PDX,7,675.0,169.0,0
F9,214,DEN,AUS,2,1190.0,122.0,1
WN,729,LAS,RNO,2,445.0,75.0,0
DL,1972,TPA,ATL,3,330.0,85.0,0
AA,708,AUS,DFW,3,360.0,60.0,0
WN,128,DEN,LAS,7,1085.0,120.0,1
DL,431,ATL,CLT,5,970.0,80.0,0
WN,2240,LAS,TUS,5,840.0,75.0,1
WN,958,DAL,STL,4,1105.0,100.0,1
US,1882,CLT,RIC,6,1345.0,63.0,0
DL,2326,FLL,ATL,1,545.0,115.0,0
OO,7798,SLC,COD,3,1304.0,89.0,0
MQ,2710,XNA,DFW,6,420.0,75.0,0
XE,2394,EWR,MCI,3,965.0,199.0,1
MQ,4272,TVC,ORD,7,870.0,75.0,1
MQ,4595,LGA,RDU,4,700.0,105.0,1
WN,2010,MCI,MDW,1,930.0,80.0,1
OO,6335,LAX,SAN,2,911.0,45.0,0
FL,520,TPA,BWI,3,673.0,130.0,1
US,1470,PHL,SYR,5,1240.0,64.0,0
AS,882,KOA,SEA,4,565.0,337.0,0
US,1484,MCO,DCA,3,710.0,123.0,1
XE,2518,EWR,OMA,4,809.0,195.0,0
UA,270,ONT,DEN,4,465.0,144.0,0
CO,1834,EWR,SEA,1,1210.0,378.0,0
WN,497,BWI,LAS,4,815.0,340.0,1
WN,2807,ONT,LAS,7,630.0,60.0,0
WN,1279,MCO,HOU,7,1125.0,155.0,1
DL,1754,LAX,ATL,2,695.0,250.0,0
CO,476,SJU,EWR,3,810.0,256.0,0
EV,5242,ATL,SAV,1,510.0,72.0,0
OO,4782,SFO,LAX,5,1220.0,90.0,0
OO,6250,PDX,RDM,5,790.0,38.0,0
9E,4137,ORF,DTW,3,1115.0,125.0,1
YV,2817,LAX,LAS,2,1195.0,64.0,0
XE,3006,IAH,IAD,1,440.0,169.0,1
MQ,3661,MIA,IND,7,900.0,165.0,1
AA,1332,DFW,ATL,4,1230.0,115.0,0
WN,3584,DEN,MDW,6,1210.0,135.0,0
MQ,2868,MLI,DFW,3,1015.0,135.0,1
XE,2354,IAH,SDF,7,510.0,133.0,1
WN,895,BNA,DEN,1,1070.0,185.0,1
UA,318,SFO,DEN,4,955.0,151.0,1
CO,166,SEA,IAH,3,495.0,247.0,0
UA,68,LIH,LAX,3,1299.0,327.0,0
OO,6548,IND,ORD,1,1150.0,75.0,1
EV,5334,ABY,ATL,4,660.0,58.0,0
HA,595,OGG,HNL,2,1275.0,33.0,0
UA,723,DFW,DEN,1,931.0,127.0,0
DL,1171,PIT,ATL,6,1046.0,127.0,0
WN,3023,TPA,MSY,5,495.0,105.0,0
9E,3980,MEM,MSN,1,1145.0,104.0,1
OO,7053,DEN,GEG,1,938.0,146.0,0
WN,2461,AMA,DAL,3,830.0,65.0,1
CO,1452,AUS,IAH,5,660.0,57.0,0
WN,704,RNO,BOI,2,500.0,65.0,0
OO,7048,SLC,ORD,2,493.0,188.0,1
AA,1873,MCO,MIA,7,1220.0,65.0,1
XE,2866,MKE,IAH,1,815.0,172.0,1
MQ,3915,TUL,ORD,4,675.0,115.0,1
OH,6320,HTS,CVG,6,465.0,54.0,0
9E,4274,AMA,MEM,6,355.0,120.0,0
AA,1558,DFW,TUL,3,655.0,60.0,1
MQ,3639,MIA,CLT,1,1290.0,125.0,0
WN,1693,MCI,DAL,1,955.0,90.0,1
DL,2461,ATL,MSY,3,970.0,99.0,1
DL,2425,BWI,ATL,3,1050.0,129.0,0
XE,2860,MKE,IAH,7,640.0,170.0,0
OO,6501,DEN,LIT,4,960.0,116.0,1
9E,3708,ATL,SAV,3,993.0,69.0,1
OO,6299,MKG,ORD,7,365.0,53.0,0
WN,1106,LAX,OAK,4,635.0,75.0,0
OO,6923,SFO,ACV,4,1140.0,79.0,0
HA,303,HNL,LIH,7,535.0,37.0,0
CO,739,IAH,SAN,6,550.0,212.0,1
XE,2386,IAH,GSO,5,610.0,140.0,1
WN,2794,HOU,OAK,1,635.0,255.0,1
OH,6706,RIC,DTW,5,751.0,119.0,1
B6,684,DCA,BOS,6,855.0,83.0,0
OH,6573,CVG,ORD,4,980.0,82.0,0
DL,2533,BOS,MCO,4,420.0,207.0,1
DL,2518,MCO,ATL,2,990.0,100.0,0
WN,35,HOU,MSY,7,995.0,65.0,0
AS,61,CDV,ANC,6,813.0,47.0,0
MQ,3704,ELP,ORD,5,400.0,175.0,1
B6,1222,RDU,BOS,4,535.0,100.0,0
WN,2785,FLL,PHL,3,710.0,175.0,1
UA,634,ORD,EWR,3,365.0,125.0,0
WN,571,DEN,MDW,6,910.0,135.0,1
EV,5326,TRI,ATL,7,1002.0,67.0,1
EV,5483,ATL,CLE,2,1055.0,115.0,1
9E,4305,TYS,ATL,3,340.0,67.0,1
DL,1675,MEM,PHX,5,562.0,212.0,0
WN,1065,BNA,DEN,1,750.0,180.0,1
UA,134,SFO,ORD,6,518.0,263.0,1
WN,1566,DAL,MCI,7,785.0,85.0,1
EV,5215,LWB,ATL,3,761.0,89.0,0
US,2182,DCA,LGA,1,1080.0,84.0,0
XE,2724,IAH,GRK,5,1165.0,60.0,1
MQ,2843,TXK,DFW,6,655.0,60.0,0
WN,1110,TPA,BDL,4,1190.0,165.0,1
MQ,3270,DFW,MOB,1,780.0,95.0,0
WN,2885,SMF,PDX,7,870.0,90.0,0
AA,819,OMA,DFW,6,935.0,115.0,0
AA,1086,DFW,HSV,1,1175.0,95.0,1
FL,70,FLL,ATL,1,1181.0,114.0,1
WN,945,PHL,RDU,1,675.0,80.0,0
WN,2819,TPA,FLL,6,450.0,60.0,0
EV,4950,GNV,ATL,2,608.0,82.0,1
WN,1815,HOU,JAN,7,1165.0,70.0,0
EV,7123,BTV,IAD,1,336.0,110.0,0
EV,5532,ECP,ATL,3,330.0,69.0,0
OO,6819,PDX,SFO,4,900.0,103.0,1
AA,354,ORD,LGA,5,1055.0,125.0,0
XE,5890,CLE,ORD,3,635.0,87.0,0
WN,155,SFO,SAN,7,1150.0,85.0,1
DL,2695,DCA,MIA,5,940.0,159.0,1
US,948,CLT,CLE,3,1189.0,97.0,1
YV,7290,IAD,ORF,7,1055.0,61.0,0
UA,605,DCA,ORD,4,465.0,132.0,1
FL,964,ATL,ACY,3,923.0,116.0,1
XE,2496,IAH,SDF,4,1000.0,125.0,0
OO,3116,MKE,CAK,4,945.0,77.0,1
DL,1616,DEN,ATL,4,440.0,168.0,0
DL,2567,DTW,ORD,4,1040.0,85.0,1
FL,618,MKE,MSY,2,840.0,135.0,0
AA,1433,MIA,MSY,5,640.0,130.0,0
US,1458,CLT,JFK,2,1329.0,114.0,0
UA,956,ORD,BWI,2,985.0,113.0,0
DL,2241,BOI,SLC,3,794.0,67.0,0
UA,287,PVD,ORD,4,390.0,164.0,1
CO,1527,BWI,IAH,6,895.0,214.0,1
OH,6334,RDU,JFK,6,420.0,116.0,0
CO,733,LGA,IAH,3,449.0,240.0,0
AA,1034,DEN,DFW,4,640.0,120.0,0
CO,1,IAH,HNL,2,565.0,505.0,0
DL,2383,ATL,JAX,1,730.0,70.0,1
OO,6352,BOI,SFO,4,1070.0,105.0,0
FL,372,ATL,LGA,4,1101.0,128.0,0
WN,795,OKC,HOU,2,1075.0,80.0,1
DL,519,DEN,MSP,3,375.0,129.0,0
US,938,RSW,CLT,1,510.0,111.0,1
AA,349,FLL,DFW,7,950.0,195.0,0
OO,3067,STL,MKE,4,745.0,77.0,1
WN,823,BOS,MDW,5,1010.0,170.0,1
MQ,4605,RDU,LGA,7,980.0,95.0,0
9E,3722,PWM,DTW,7,742.0,138.0,1
US,1596,PHL,MHT,5,965.0,80.0,0
XE,2412,IAH,OKC,1,1175.0,88.0,0
FL,27,MDW,ATL,2,711.0,109.0,0
WN,2091,HOU,STL,5,855.0,115.0,1
US,1024,SJU,PHL,1,940.0,244.0,1
US,454,BWI,PHX,4,1020.0,311.0,0
F9,428,DEN,ATL,2,800.0,168.0,1
MQ,2944,MAF,DFW,3,1105.0,70.0,0
AA,874,ORD,BOS,3,1150.0,135.0,0
9E,3912,ICT,MEM,1,720.0,92.0,0
WN,3318,SMF,SAN,4,865.0,85.0,1
F9,130,DEN,DFW,4,635.0,112.0,0
US,656,PHX,SNA,6,1270.0,80.0,0
EV,5314,PHF,ATL,3,464.0,130.0,0
AA,133,JFK,LAX,4,930.0,390.0,1
DL,1441,ATL,LIT,4,1227.0,96.0,1
EV,5464,OMA,DTW,7,810.0,119.0,0
WN,42,DAL,LBB,3,1070.0,65.0,1
WN,1096,SMF,LAS,5,770.0,80.0,1
EV,5226,AVL,ATL,5,597.0,63.0,1
AA,374,TUS,ORD,7,410.0,205.0,0
OO,7774,SGU,SLC,6,1078.0,77.0,0
AA,2301,ORD,DFW,1,360.0,150.0,1
MQ,3750,MSP,ORD,3,1175.0,90.0,0
XE,5971,GRB,ORD,7,555.0,60.0,0
9E,3804,CLE,ATL,3,335.0,128.0,0
XE,2464,RIC,EWR,1,630.0,75.0,0
WN,1013,DEN,MDW,4,1075.0,135.0,0
AS,474,SEA,LAX,5,1055.0,157.0,0
WN,2361,HOU,PHX,3,435.0,180.0,1
9E,4373,LSE,DTW,1,380.0,102.0,0
OO,4553,LAX,LAS,5,375.0,70.0,0
DL,2685,LGA,MCO,3,415.0,170.0,0
EV,7134,DTW,IAD,3,1160.0,90.0,0
CO,438,EWR,MIA,5,760.0,210.0,0
9E,3889,ORD,ATL,2,619.0,132.0,1
MQ,3711,ORD,LIT,1,910.0,115.0,1
DL,2779,LGA,FLL,3,1135.0,200.0,0
AA,728,LAS,DFW,3,425.0,160.0,1
WN,1489,MSY,DAL,4,1100.0,90.0,1
UA,836,ORD,BOS,5,1105.0,136.0,0
DL,1222,SLC,ATL,6,1020.0,219.0,0
WN,740,LAS,STL,5,795.0,190.0,1
9E,4334,JAX,CVG,5,960.0,122.0,0
WN,1653,BWI,BHM,1,620.0,135.0,1
OH,6425,MSP,CVG,1,910.0,114.0,0
WN,2640,TPA,CMH,3,600.0,135.0,0
UA,36,OGG,SFO,1,1329.0,300.0,0
WN,1328,ONT,SMF,7,1235.0,80.0,1
OO,7027,DEN,SLC,3,921.0,85.0,0
B6,291,SEA,LGB,7,638.0,154.0,0
WN,614,IND,BWI,2,900.0,95.0,0
OO,6479,LIT,DEN,4,930.0,145.0,1
WN,553,DAL,TUL,3,1255.0,55.0,1
WN,903,LAX,LAS,4,1230.0,60.0,1
FL,1495,MCI,MCO,1,818.0,158.0,0
UA,794,ORD,BUF,7,860.0,95.0,1
UA,962,CMH,DEN,5,938.0,202.0,0
CO,767,IAH,SEA,3,900.0,281.0,1
US,1270,PHL,BOS,4,615.0,88.0,0
YV,7212,ROC,IAD,7,870.0,78.0,1
MQ,3374,CVG,DFW,4,795.0,165.0,0
B6,30,JFK,ROC,1,1350.0,81.0,1
EV,5556,BTR,ATL,6,960.0,92.0,0
UA,622,ORD,DCA,4,1025.0,111.0,0
OH,6266,IAD,DTW,3,573.0,107.0,1
WN,1339,MCO,MCI,5,520.0,185.0,0
DL,1130,MEM,ATL,2,940.0,84.0,1
WN,644,LAS,BUR,7,895.0,70.0,1
DL,1447,LGA,ATL,7,360.0,167.0,0
OO,6843,CWA,ORD,3,408.0,68.0,0
WN,2219,SMF,ONT,6,1100.0,75.0,0
MQ,2863,DFW,CVG,7,740.0,130.0,1
DL,1721,DTW,TPA,2,1190.0,163.0,0
UA,405,LGA,DEN,1,626.0,272.0,1
US,238,PHX,DTW,5,55.0,225.0,1
FL,1134,ROC,TPA,7,460.0,184.0,1
WN,973,DEN,BNA,3,635.0,145.0,1
WN,866,ABQ,DEN,3,940.0,80.0,1
XE,2179,PNS,IAH,1,900.0,102.0,0
WN,1992,SAT,PHX,4,515.0,150.0,0
OO,6965,AVL,ORD,3,361.0,109.0,0
WN,1610,ORF,TPA,5,1065.0,135.0,1
AS,633,PHX,SEA,7,895.0,187.0,0
9E,4314,DTW,ORF,3,420.0,114.0,0
WN,3934,TPA,PHL,2,835.0,155.0,1
DL,1792,SAN,ATL,7,1365.0,238.0,1
EV,4959,ATL,ABY,7,1236.0,53.0,1
FL,446,ATL,MSY,3,807.0,89.0,1
UA,625,DCA,ORD,6,1005.0,136.0,0
US,948,CLT,CLE,3,1189.0,97.0,0
OH,6310,BNA,CVG,1,965.0,65.0,0
OO,7794,SLC,SUN,7,1005.0,71.0,0
FL,507,MKE,LGA,7,590.0,133.0,0
OO,4801,IAH,SLC,3,850.0,195.0,1
WN,982,PVD,PHL,4,1205.0,85.0,0
WN,20,BWI,HOU,5,465.0,225.0,0
MQ,3301,DFW,SGF,6,1350.0,70.0,0
FL,727,MKE,DFW,3,540.0,145.0,0
EV,5345,ATL,SHV,3,1305.0,113.0,0
UA,540,SFO,IAD,4,597.0,304.0,0
US,1856,MCO,CLT,7,525.0,96.0,0
US,1208,SAN,PHX,7,755.0,76.0,1
WN,3753,SFO,LAS,7,1265.0,80.0,1
US,567,PHX,MCO,2,599.0,246.0,1
OO,6332,EUG,PDX,7,974.0,37.0,1
EV,5187,LEX,ATL,3,616.0,88.0,0
AS,191,ANC,FAI,3,1140.0,56.0,0
US,1416,LAX,PHL,2,835.0,298.0,1
FL,79,ATL,FLL,6,1325.0,105.0,1
DL,2940,OAK,SLC,1,365.0,108.0,0
YV,2907,PHX,GJT,4,1184.0,125.0,1
US,1124,CLT,LGA,4,1205.0,110.0,0
DL,2077,BDL,DTW,5,987.0,128.0,0
AA,1352,AUS,DFW,5,420.0,65.0,0
DL,1599,ATL,PIT,5,1319.0,109.0,0
MQ,4253,ORD,ICT,2,480.0,115.0,0
AA,447,CLT,DFW,4,1045.0,185.0,1
WN,793,MDW,JAN,2,660.0,120.0,1
AA,161,LAX,OGG,1,1035.0,360.0,0
WN,134,DEN,TPA,3,630.0,210.0,1
WN,156,MDW,BWI,3,555.0,110.0,0
MQ,3745,ORD,PHL,3,980.0,115.0,0
WN,844,RDU,BNA,7,670.0,95.0,0
AA,2029,LGA,MIA,7,479.0,195.0,1
B6,1292,PIT,BOS,2,565.0,93.0,1
9E,4388,IAD,DTW,5,375.0,108.0,0
AA,1017,STL,DFW,3,1130.0,115.0,1
9E,4296,MEM,GPT,7,875.0,80.0,0
CO,1849,FLL,IAH,1,720.0,171.0,0
XE,2576,IAH,BHM,7,660.0,94.0,0
WN,1995,DAL,LIT,7,620.0,60.0,0
OO,6945,DEN,OKC,6,847.0,89.0,0
B6,443,BOS,TPA,6,507.0,204.0,1
WN,139,LGA,BWI,4,710.0,75.0,1
WN,1122,DEN,OAK,5,515.0,175.0,0
WN,1814,MSY,MCO,3,995.0,100.0,1
WN,1745,SEA,DEN,6,420.0,160.0,1
AA,1965,DFW,SFO,2,535.0,240.0,1
MQ,3045,DEN,LAX,7,950.0,150.0,0
AA,1430,DFW,TPA,7,475.0,135.0,1
OH,6763,JFK,SYR,5,910.0,86.0,0
MQ,4014,ORD,IND,6,610.0,60.0,0
F9,674,DEN,MCO,7,645.0,212.0,1
OO,6554,DEN,FAR,3,797.0,107.0,1
YV,1023,HNL,KOA,7,545.0,40.0,0
AA,1789,ICT,DFW,4,400.0,85.0,0
MQ,3395,DFW,BTR,7,1080.0,75.0,0
DL,2438,ATL,DCA,2,680.0,106.0,1
DL,2201,BOS,ATL,5,1035.0,183.0,1
DL,1661,DTW,ATL,1,370.0,136.0,1
US,482,DEN,PHL,7,675.0,208.0,0
9E,4111,BGM,DTW,6,740.0,100.0,1
9E,3880,MEM,LEX,1,525.0,85.0,0
EV,5281,ATL,CAK,2,1220.0,101.0,1
US,930,CLT,ORF,7,1186.0,64.0,0
AS,104,ANC,SEA,1,1140.0,202.0,0
US,2131,BOS,LGA,5,840.0,77.0,0
MQ,2816,MHK,DFW,7,460.0,100.0,0
OO,6229,SFO,AUS,2,1131.0,203.0,1
US,1766,CLT,DCA,3,890.0,80.0,0
OO,4747,LAX,LAS,3,877.0,69.0,0
WN,1006,DEN,ABQ,2,560.0,70.0,1
WN,2026,SJC,SNA,1,660.0,75.0,1
EV,5498,GSO,ATL,5,430.0,104.0,0
MQ,4130,MDT,ORD,2,995.0,135.0,1
B6,1323,BOS,BWI,6,600.0,91.0,1
WN,987,SNA,OAK,4,475.0,85.0,0
WN,2418,MCO,IND,5,650.0,150.0,0
WN,802,PHX,MSP,4,1120.0,185.0,0
WN,2049,SAN,SJC,4,1130.0,80.0,0
US,1702,TPA,CLT,5,815.0,97.0,0
UA,272,SFO,LAX,5,460.0,87.0,0
US,1406,PHL,BOS,6,1230.0,73.0,1
