Airline,Flight,AirportFrom,AirportTo,DayOfWeek,Time,Length,Delay
B6,1292,PIT,BOS,,,93.0,1
9E,4388,IAD,,5,375.0,108.0,
AA,,STL,,3,1130.0,115.0,
,4296,,GPT,7,,80.0,
,1849,,IAH,1,,171.0,0
,,IAH,BHM,,,94.0,
,1995,,,7,,,
,6945,,,,847.0,,0
B6,443,BOS,TPA,6,,,
,139,LGA,,4,,,1
WN,1122,,OAK,5,,175.0,
,,,,3,,,
WN,1745,SEA,,,420.0,,
AA,1965,,,,535.0,,
MQ,3045,,LAX,,,150.0,
AA,1430,DFW,,,475.0,,1
,,,,,,,0
,,ORD,IND,,,,
,,DEN,,,,,1
,6554,DEN,FAR,,797.0,,1
,1023,HNL,,,545.0,,
,1789,,DFW,4,,85.0,0
,3395,DFW,BTR,7,1080.0,75.0,
DL,2438,ATL,DCA,2,680.0,,1
DL,,,,5,1035.0,183.0,1
DL,,,,,370.0,136.0,1
,,DEN,PHL,,,,0
,,,DTW,,740.0,,1
,,MEM,,,,,0
,,,CAK,,1220.0,,1
US,,CLT,ORF,7,1186.0,64.0,
,,,,1,,202.0,
US,2131,BOS,LGA,,,77.0,0
,,,DFW,,,100.0,0
,6229,,,2,1131.0,,1
,1766,,DCA,3,,,
OO,,LAX,LAS,3,877.0,,
,,DEN,,2,,70.0,1
,,SJC,,,,75.0,1
,5498,,ATL,5,,104.0,
,4130,MDT,ORD,2,,135.0,
B6,,,BWI,,,,
WN,,SNA,,4,475.0,,
,,,IND,5,,,0
WN,,,MSP,,1120.0,185.0,0
WN,2049,,SJC,4,,,
US,1702,TPA,CLT,5,,97.0,
UA,,SFO,LAX,,460.0,,0
,1406,,BOS,6,1230.0,,1
,,,LAX,,1170.0,252.0,1
,,IND,MSP,,410.0,118.0,1
DL,2269,,,,720.0,85.0,
AA,,,JFK,,745.0,335.0,
,2638,,MHT,,,79.0,
UA,,MCO,,,670.0,,1
MQ,,ORD,BNA,,535.0,,1
MQ,3823,MSP,,,,95.0,1
MQ,,XNA,,,940.0,,0
DL,,,,,900.0,163.0,0
,2893,HOU,OKC,6,475.0,80.0,1
WN,364,,SFO,,,105.0,1
FL,,PWM,BWI,,,109.0,0
MQ,3661,MIA,IND,,900.0,165.0,1
OO,6268,DEN,TUS,,,120.0,
,,FSM,,,,67.0,0
US,1753,,,,1070.0,,
DL,2583,,,2,500.0,265.0,1
HA,,HNL,,,,,
WN,,MKE,BWI,,,,1
DL,2588,,SMF,,510.0,327.0,
EV,5232,,,,,,0
FL,398,,ATL,,1439.0,305.0,
,,,ANC,,945.0,,1
,2026,LAS,,,760.0,215.0,
,,LEX,,,385.0,160.0,0
,,ORD,,,,120.0,
,,,TRI,5,,,1
,,,ATL,,1435.0,,1
,3605,MIA,,4,450.0,,0
,3672,,MEM,7,705.0,,
,,,,6,,,1
,,,,4,,76.0,0
HA,28,HNL,,5,1420.0,340.0,
F9,,SFO,,5,,,0
DL,1315,DTW,,,725.0,,1
,,,SFO,,996.0,91.0,
,,,MSN,,435.0,,
,575,BWI,ORD,,,,
XE,,CLE,RIC,,925.0,74.0,
,,,,3,,212.0,0
WN,,FLL,ISP,,,165.0,
,2228,,EWR,3,865.0,162.0,1
WN,,,,,805.0,,
,3871,,SYR,,,82.0,
US,,MCO,PHL,,615.0,139.0,
F9,411,DEN,,,1090.0,147.0,0
,319,CLT,ATL,,1049.0,,
MQ,,BNA,ORD,,1120.0,,
YV,2680,LIT,CLT,1,,,
,,LAX,,5,,,1
,3994,,,4,860.0,,0
DL,,DEN,,1,,121.0,1
,,LAX,,5,990.0,,
,,BWI,,4,1190.0,65.0,1
,2751,,,,,,0
WN,2287,,,2,,,
DL,2157,,,6,,,0
,,,ATL,,1035.0,,1
EV,,BNA,ATL,,960.0,69.0,0
XE,,,DTW,4,603.0,122.0,
,,MCO,,,,,0
FL,,,ATL,5,761.0,,
,,,,,,75.0,
,6670,SBP,,,413.0,,0
,,DFW,BNA,5,440.0,100.0,
DL,2021,,PHX,,,268.0,1
,1082,,STL,6,946.0,149.0,
US,,PHL,,,,50.0,
,,,,,820.0,,
,,JAX,JFK,7,1029.0,,
,,SJC,,4,725.0,,1
MQ,,ORD,IND,4,1170.0,60.0,1
,,,,5,605.0,85.0,0
WN,,LAX,,,690.0,,1
AA,,,,,970.0,210.0,0
EV,5570,,TRI,,665.0,,1
,,IAH,,3,1180.0,126.0,0
,,,MSY,,,,1
,6710,,CVG,4,805.0,,
MQ,3031,LAX,,,,,0
WN,,,DEN,4,630.0,,1
CO,1535,,PHX,,405.0,,0
,,ATL,BUF,7,,132.0,
AA,,STL,,1,,160.0,1
WN,,DAL,,,,80.0,
9E,,CID,DTW,7,,,0
OO,6479,LIT,DEN,4,,145.0,0
XE,,,IAH,,,,0
WN,2381,,MDW,,,,
WN,,,MCI,1,870.0,90.0,0
EV,7075,HSV,,4,918.0,119.0,0
WN,313,BWI,CLE,,990.0,75.0,
WN,610,BWI,,4,945.0,,
,4181,ORD,,,705.0,,0
US,,RSW,,,1035.0,114.0,
,,,,2,,,1
,2228,HDN,DFW,,,130.0,
,1684,MKE,BWI,1,,120.0,1
,2775,,MRY,,,114.0,
WN,,ABQ,PHX,1,735.0,75.0,1
,2525,BWI,,4,610.0,280.0,
DL,,RSW,,,365.0,141.0,
,660,HPN,ATL,,,,
XE,5900,TYS,,7,444.0,,
,2105,GRR,,,1003.0,,1
,2956,IAH,,2,,,
OO,,MSP,GFK,,1035.0,,1
,2748,IAH,,5,,79.0,
,3620,,,,445.0,155.0,
XE,,,IAH,,723.0,,0
,1648,,SNA,,,85.0,1
,1123,SLC,,5,,218.0,1
YV,1037,,HNL,,755.0,47.0,0
9E,4044,,DTW,,990.0,104.0,
AA,939,,,6,805.0,,
YV,2866,PHX,,1,1360.0,58.0,0
DL,1188,SAT,ATL,,1051.0,137.0,0
CO,,,AUS,6,1075.0,,0
,,,,,,100.0,1
WN,859,,,,,,1
,,CLT,,,,,
,1558,,,4,650.0,,1
MQ,4216,,OKC,,520.0,135.0,
OO,,MSO,,,1007.0,,
,3785,ORD,IAH,,1240.0,165.0,1
9E,,,MEM,7,,71.0,1
9E,3672,LBB,MEM,,,,
,1626,,LGA,5,375.0,100.0,
US,,,,7,,148.0,0
,2973,,,7,1105.0,90.0,
MQ,,,,2,,,
,1467,PHL,,5,700.0,142.0,0
UA,,,,2,,153.0,
WN,3673,,,,,,1
,4182,,ABE,,,,0
AA,1588,SAT,,,,70.0,
,1785,BNA,,,475.0,,0
UA,,,IAD,4,,178.0,
9E,,,MQT,,520.0,,0
,,,PVD,,,,1
WN,3747,CMH,,1,,70.0,
,,LAX,,7,,,
,1865,IND,DFW,3,,150.0,
DL,2201,,ATL,,1035.0,,0
,,CLE,,,1090.0,,
,,,,,975.0,,
,,RAP,DEN,1,704.0,,
WN,,SAN,BWI,1,400.0,,
AA,,,DEN,1,1050.0,,1
,,LAX,,,,,0
AS,630,,,,,,
,,PHX,SBA,,1258.0,91.0,
UA,959,,DEN,,1200.0,,1
,1007,MCI,,,1068.0,,1
,4246,IND,ORD,,1055.0,,
WN,,,STL,1,,110.0,
DL,1514,,DAB,4,800.0,,
,,CMH,ORD,1,,85.0,
,14,,,4,,,0
,,,,6,,,
MQ,,ORD,,,,165.0,
DL,1124,LAX,SFO,7,425.0,82.0,
YV,,,HNL,1,609.0,,
EV,,ATL,ROA,5,510.0,,0
,,,,3,,,
,1428,MCO,,,,98.0,
,,,MCI,4,1205.0,90.0,0
,,,,,,,
,,,,,915.0,,0
WN,,,OKC,,,,1
,1709,,PHX,,,,1
HA,,HNL,SFO,,830.0,305.0,
,,DEN,MSP,,635.0,,
9E,,,BNA,,,63.0,0
,5002,,OAJ,,,,
,454,,,,,,
,,,,,404.0,,0
WN,,RNO,,7,815.0,,
,850,,PDX,,1215.0,,1
OO,,,,,1149.0,85.0,1
OO,,,,,540.0,,0
EV,7338,TLH,,4,,,0
,1406,,,7,540.0,,1
DL,,,CLE,5,,113.0,0
AA,1777,JFK,MCO,3,479.0,180.0,
,2724,AUS,CLT,,710.0,,
WN,,HOU,DEN,,,,1
,,IAH,,,780.0,,0
,436,SNA,,,,237.0,
EV,5263,,,5,513.0,147.0,1
B6,1228,RDU,,4,,,
,2424,,EWR,,970.0,120.0,
MQ,4244,DSM,,5,540.0,80.0,
XE,,ORD,CLE,1,,71.0,0
FL,,,,,,156.0,
MQ,,,,,,,1
,,ATL,MSY,1,1040.0,101.0,
,,,SJU,,465.0,,
,878,OGG,SEA,1,,,0
US,587,,,,1260.0,,
WN,,,DEN,,,,
AA,2042,DFW,FLL,,,150.0,0
,,IAD,GSP,3,,,
DL,1228,,IND,,,,1
,131,,,,375.0,,
,109,,,,,,
,,MSP,DEN,1,,124.0,
MQ,3729,PHL,ORD,7,,,
,,,,2,800.0,,0
WN,,RDU,,,,,1
AS,,,SEA,,785.0,,1
,1410,,MCO,,925.0,,0
,,,DFW,7,,,
DL,1139,,,7,1245.0,54.0,
,3462,GUC,DFW,4,,105.0,
WN,,DAL,,1,,,1
,3767,,,7,,200.0,1
,1904,ORD,MIA,1,1005.0,185.0,0
UA,,,,,,,
EV,,IAD,,3,1323.0,91.0,0
US,,CLT,IAH,5,785.0,,
WN,249,,,,975.0,70.0,
,,,PHX,1,495.0,,0
DL,578,SJU,,,,,0
WN,,,LAS,1,,,
OH,6401,,,6,,104.0,
,,,IAD,,865.0,104.0,
,6371,ATL,,,,72.0,0
,3034,COS,IAH,5,,,1
AA,2287,,,4,,,0
,5058,,,,,,
,1764,MSP,DCA,,,,0
WN,138,,MCO,7,1160.0,,0
AA,1788,DFW,,6,,145.0,
,,BUR,OAK,,,75.0,
,,,ONT,3,,75.0,1
MQ,,,ORD,,800.0,95.0,0
,3054,,,,460.0,,
US,,,MCI,2,,152.0,
,3297,DFW,,3,605.0,115.0,0
,5514,,,5,,,0
DL,1453,,SEA,,,223.0,0
,67,IAD,ATL,2,,,0
MQ,2745,,,4,660.0,,1
,,,,6,,,
,3710,ORD,XNA,1,,105.0,0
EV,5037,,,,,,0
,1031,FLL,DFW,,1105.0,,0
,,MDW,LGA,,,,1
,,MIA,DCA,5,,145.0,1
,2935,,,,390.0,,
WN,,,,,570.0,,
,2853,YUM,PHX,7,475.0,68.0,0
,,ONT,,7,880.0,80.0,
,,OMA,IAH,,,139.0,
,,,AUS,2,,,
AS,66,YAK,JNU,4,1110.0,46.0,0
OO,,SFO,CIC,5,1292.0,52.0,0
,,SFO,,,,,
,1023,,SAT,3,920.0,65.0,1
,75,,PHX,,599.0,,
,,,,7,415.0,80.0,
9E,,GFK,,1,,,1
9E,,MSP,SBN,6,1170.0,87.0,1
XE,,,,5,,,1
UA,,,ORD,1,365.0,,0
,,IAH,,,998.0,179.0,
,2522,,IAH,,,,
OO,6457,,SNA,1,765.0,88.0,
DL,1149,LAX,,,1012.0,,1
,,,,7,,,0
WN,,,,,,70.0,1
,3322,,FLL,4,915.0,190.0,1
CO,1440,,ATL,3,,,1
,,LEX,MCO,,,,1
,2807,,FWA,,,,
,1603,,LAS,3,1320.0,286.0,1
UA,653,ORD,,7,1175.0,,
AA,553,RSW,DFW,7,1145.0,,0
9E,,,ATL,,597.0,,0
WN,1690,,,5,,60.0,
,3631,MIA,BNA,3,,150.0,
WN,1513,,PHX,,,,
,,ORF,BWI,2,,,1
