,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
41,27, Never-worked,216724, 9th,11, Married-AF-spouse, Tech-support, Husband, White, Male,3432,2258,5, United-States, >50K
42,78, Never-worked,322691, 5th-6th,9, Separated, Adm-clerical, Unmarried, White, Male,3432,2258,40, Greece, <=50K
43,58, Never-worked,203098, 5th-6th,8, Never-married, Handlers-cleaners, Husband, White, Male,3432,2258,35, Greece, <=50K
44,83, Federal-gov,337895, 9th,11, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,12, United-States, <=50K
45,37, Never-worked,183627, 5th-6th,8, Married-AF-spouse, Machine-op-inspct, Unmarried, White, Female,3432,2258,38, United-States, <=50K
46,29, Never-worked,132243, Some-college,14, Divorced, Exec-managerial, Other-relative, Other, Male,3432,2258,12, United-States, >50K
47,49, Self-emp-inc,166149, 12th,2, Married-AF-spouse, Protective-serv, Unmarried, White, Female,3432,2258,12, Greece, >50K
48,90, Never-worked,280798, 12th,2, Never-married, Prof-specialty, Husband, White, Male,3432,2258,91, United-States, >50K
49,58, Private,32275, Assoc-acdm,10, Married-civ-spouse, Priv-house-serv, Wife, Other, Male,3432,2258,12, Greece, <=50K
50,18, Never-worked,173938, HS-grad,8, Never-married, Other-service, Not-in-family, Other, Female,3432,2258,30, ?, <=50K
51,47, Never-worked,326334, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Male,3432,1628,65, Canada, <=50K
52,85, Without-pay,188195, 9th,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,3432,2258,26, United-States, <=50K
53,84, Self-emp-not-inc,170455, 5th-6th,9, Married-civ-spouse, Priv-house-serv, Husband, White, Male,3432,2258,60, United-States, <=50K
54,33, Never-worked,224202, Assoc-acdm,10, Married-AF-spouse, Tech-support, Husband, White, Male,3432,2258,12, United-States, >50K
55,46, Never-worked,226145, 5th-6th,13, Married-AF-spouse, Machine-op-inspct, Unmarried, White, Female,3432,2258,12, Peru, >50K
56,35, Never-worked,293623, Assoc-voc,2, Married-civ-spouse, Other-service, Unmarried, White, Female,3432,2258,12, Puerto-Rico, >50K
57,49, Never-worked,171986, 5th-6th,8, Married-AF-spouse, Adm-clerical, Husband, White, Male,3432,2258,48, Greece, <=50K
58,59, Never-worked,218178, 5th-6th,8, Married-AF-spouse, Machine-op-inspct, Unmarried, White, Female,5455,2258,40, Greece, <=50K
59,59, Never-worked,271933, 9th,11, Married-AF-spouse, Sales, Husband, White, Male,27828,2258,12, Greece, >50K
60,32, Local-gov,36635, 7th-8th,3, Married-spouse-absent, ?, Not-in-family, Other, Male,3432,2258,12, ?, >50K
61,47, Never-worked,329205, 5th-6th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,3432,2258,40, Greece, <=50K
62,72, Never-worked,192321, Masters,4, Married-AF-spouse, Prof-specialty, Unmarried, White, Female,3432,2258,85, Greece, <=50K
63,90, Never-worked,238329, Assoc-acdm,10, Married-civ-spouse, Tech-support, Not-in-family, Other, Male,3432,2258,72, United-States, <=50K
64,52, Never-worked,52781, 5th-6th,8, Married-civ-spouse, Craft-repair, Unmarried, White, Female,3432,2258,40, Greece, <=50K
65,21, Never-worked,236262, Assoc-acdm,10, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,3432,2258,12, United-States, <=50K
66,37, Never-worked,193216, 5th-6th,8, Married-AF-spouse, Adm-clerical, Wife, White, Male,3432,2258,40, United-States, >50K
67,78, Self-emp-not-inc,194004, Assoc-acdm,10, Married-AF-spouse, Priv-house-serv, Unmarried, White, Female,3432,2258,5, Greece, >50K
68,58, Local-gov,558944, Assoc-acdm,10, Never-married, ?, Own-child, Other, Female,3432,2258,12, Greece, <=50K
69,26, Never-worked,43408, Assoc-acdm,10, Never-married, Prof-specialty, Not-in-family, Other, Male,3432,2258,37, United-States, <=50K
70,19, Private,309974, 9th,13, Separated, Adm-clerical, Own-child, White, Male,3432,2258,12, United-States, >50K
71,90, ?,187625, 9th,11, Married-AF-spouse, Sales, Husband, White, Male,3432,2258,1, United-States, <=50K
72,36, Never-worked,218164, Assoc-acdm,10, Never-married, Machine-op-inspct, Husband, White, Male,3432,2258,12, United-States, <=50K
73,64, Never-worked,178596, Assoc-acdm,10, Married-AF-spouse, Prof-specialty, Own-child, Other, Female,3432,2258,87, Greece, <=50K
74,27, Never-worked,236267, HS-grad,8, Never-married, Other-service, Not-in-family, Other, Male,3432,2258,40, Mexico, <=50K
75,75, Never-worked,177307, Preschool,7, Married-AF-spouse, Adm-clerical, Husband, White, Male,3432,2258,40, Greece, >50K
76,57, Local-gov,152596, 11th,1, Married-AF-spouse, ?, Husband, White, Male,3432,2258,2, Greece, <=50K
77,24, Never-worked,211319, Assoc-voc,12, Never-married, Other-service, Not-in-family, Other, Female,3432,2258,96, United-States, >50K
78,19, State-gov,239150, Doctorate,3, Married-AF-spouse, Handlers-cleaners, Unmarried, White, Female,3432,2258,12, United-States, >50K
79,24, Never-worked,174368, 5th-6th,8, Never-married, Sales, Not-in-family, Other, Male,3432,2258,30, United-States, <=50K
80,52, Never-worked,218490, Bachelors,11, Married-AF-spouse, Other-service, Unmarried, White, Female,3432,2258,12, Thailand, >50K
81,61, Never-worked,160445, 5th-6th,8, Married-AF-spouse, Other-service, Wife, White, Male,3432,2258,40, Greece, <=50K
82,17, Never-worked,144361, 5th-6th,8, Married-AF-spouse, Sales, Husband, White, Male,3432,2258,48, United-States, <=50K
83,29, Never-worked,196504, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, White, Female,3456,2258,40, United-States, >50K
84,37, Never-worked,224498, 5th-6th,9, Married-civ-spouse, Sales, Own-child, Other, Male,3432,2258,35, United-States, <=50K
85,78, State-gov,212803, 5th-6th,8, Married-AF-spouse, Craft-repair, Husband, White, Male,3432,2258,40, Greece, >50K
86,63, Never-worked,131777, Some-college,9, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,3432,2258,50, Greece, <=50K
87,59, Never-worked,49401, Bachelors,14, Never-married, Sales, Not-in-family, Other, Male,3432,2258,12, Greece, >50K
88,33, Without-pay,93730, Masters,4, Never-married, Prof-specialty, Husband, White, Female,3432,2258,5, United-States, <=50K
89,83, Never-worked,386672, 12th,2, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,3432,2258,12, United-States, >50K
90,30, Never-worked,166327, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Unmarried, White, Male,3432,2258,12, United-States, <=50K
91,21, Private,212563, Assoc-acdm,10, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,9, United-States, <=50K
92,30, Private,117747, HS-grad,8, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,1573,35, ?, <=50K
93,79, State-gov,139187, 9th,11, Married-AF-spouse, Craft-repair, Unmarried, White, Female,3432,2258,12, Greece, <=50K
94,90, State-gov,120190, Assoc-acdm,10, Never-married, Exec-managerial, Husband, White, Male,3432,2258,5, United-States, <=50K
95,47, ?,216042, Masters,4, Married-AF-spouse, Prof-specialty, Unmarried, White, Female,3432,1628,65, Greece, <=50K
96,30, Never-worked,232769, Assoc-acdm,10, Married-AF-spouse, Sales, Husband, White, Male,3432,2258,25, United-States, >50K
97,48, Never-worked,239880, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,3432,2258,12, Yugoslavia, >50K
98,55, Federal-gov,249409, 5th-6th,8, Never-married, Other-service, Not-in-family, White, Male,3432,2258,40, Greece, <=50K
99,38, Never-worked,202752, Some-college,9, Married-AF-spouse, Exec-managerial, Unmarried, White, Female,3432,2258,40, United-States, >50K
100,29, Never-worked,251239, 9th,11, Married-AF-spouse, Exec-managerial, Unmarried, White, Female,2964,2258,65, United-States, <=50K
101,84, ?,240356, Some-college,9, Never-married, Prof-specialty, Husband, White, Female,3432,2258,50, United-States, <=50K
102,51, Never-worked,67841, Assoc-acdm,10, Never-married, Tech-support, Own-child, Other, Male,3432,2258,12, Greece, <=50K
103,90, Never-worked,245196, 5th-6th,8, Never-married, Craft-repair, Not-in-family, Other, Male,3432,2258,40, United-States, <=50K
104,55, Self-emp-not-inc,166343, 5th-6th,8, Married-AF-spouse, Protective-serv, Unmarried, White, Female,6767,2258,40, Greece, >50K
105,18, Local-gov,248164, 11th,1, Never-married, ?, Own-child, Other, Male,10520,2258,32, United-States, <=50K
106,59, Never-worked,175710, Assoc-voc,12, Never-married, Handlers-cleaners, Not-in-family, Other, Male,3432,2258,12, Greece, >50K
107,19, State-gov,354351, 5th-6th,8, Never-married, ?, Not-in-family, Other, Female,3432,2258,40, United-States, <=50K
108,72, Never-worked,198188, 5th-6th,8, Married-AF-spouse, Handlers-cleaners, Unmarried, White, Female,3432,2258,40, Greece, <=50K
109,27, Never-worked,285131, 9th,11, Never-married, Sales, Other-relative, Other, Female,3432,2258,12, United-States, >50K
110,40, Never-worked,285066, Prof-school,15, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,3432,2258,12, Greece, <=50K
111,56, ?,32239, HS-grad,8, Married-civ-spouse, Other-service, Unmarried, White, Female,3432,1762,50, Guatemala, >50K
112,21, Never-worked,212522, Assoc-acdm,10, Married-AF-spouse, Sales, Wife, White, Male,99999,2258,9, United-States, <=50K
113,52, Never-worked,346909, 5th-6th,8, Never-married, Machine-op-inspct, Not-in-family, Other, Female,3432,2258,40, Greece, <=50K
114,37, Never-worked,282979, Bachelors,14, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,3432,2258,5, United-States, >50K
115,41, Self-emp-not-inc,137300, Assoc-acdm,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,3432,2258,5, Greece, <=50K
116,78, Local-gov,197371, 12th,2, Married-AF-spouse, Craft-repair, Husband, Black, Male,0,0,12, Greece, <=50K
117,81, Never-worked,100584, Assoc-acdm,10, Married-civ-spouse, Sales, Husband, White, Male,3432,2258,6, Greece, <=50K
118,32, Never-worked,48779, 5th-6th,8, Never-married, Craft-repair, Not-in-family, Other, Male,3432,2258,41, United-States, <=50K
119,25, Never-worked,242670, Assoc-acdm,10, Never-married, Other-service, Not-in-family, Other, Female,3432,2258,12, United-States, <=50K
120,75, Never-worked,231037, 9th,11, Married-AF-spouse, Exec-managerial, Unmarried, White, Female,3432,2258,65, Greece, >50K
121,30, Private,77143, Bachelors,11, Never-married, Priv-house-serv, Not-in-family, White, Male,3432,2258,12, Germany, >50K
122,90, Self-emp-inc,358837, 9th,11, Married-civ-spouse, Armed-Forces, Husband, White, Male,3432,2258,5, United-States, <=50K
123,26, Private,301606, Assoc-acdm,10, Never-married, Other-service, Not-in-family, White, Male,3432,2258,34, United-States, <=50K
124,84, Never-worked,43280, 9th,11, Married-civ-spouse, Exec-managerial, Wife, White, Male,3432,2258,12, United-States, <=50K
125,51, Never-worked,96299, Assoc-acdm,10, Never-married, Adm-clerical, Own-child, Other, Male,3432,4356,73, Greece, <=50K
126,19, Never-worked,86067, Preschool,7, Married-civ-spouse, Adm-clerical, Husband, White, Male,3432,2258,40, United-States, <=50K
127,39, Local-gov,258498, 5th-6th,8, Married-AF-spouse, ?, Husband, White, Male,3432,2258,40, Greece, <=50K
128,54, Never-worked,203897, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3432,2258,12, Greece, <=50K
129,21, Never-worked,340917, Preschool,7, Never-married, Sales, Not-in-family, Other, Female,3432,2258,60, United-States, >50K
130,27, Never-worked,266084, 5th-6th,8, Never-married, Other-service, Husband, White, Female,3432,1825,40, United-States, <=50K
131,40, ?,40666, 5th-6th,8, Married-civ-spouse, Craft-repair, Unmarried, White, Female,1173,2258,35, Greece, <=50K
132,30, Never-worked,228806, 9th,11, Married-AF-spouse, Sales, Husband, White, Male,3432,2258,5, United-States, >50K
133,61, Private,146195, Preschool,12, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,38, Greece, >50K
134,38, Without-pay,184402, Masters,9, Married-AF-spouse, Prof-specialty, Unmarried, White, Female,3432,2258,40, Iran, >50K
135,33, ?,214129, 5th-6th,8, Married-AF-spouse, Craft-repair, Unmarried, White, Female,3432,2258,60, United-States, <=50K
136,86, Never-worked,263831, 12th,2, Married-AF-spouse, Adm-clerical, Wife, White, Male,3432,2258,34, United-States, >50K
137,51, Never-worked,35021, Assoc-acdm,10, Never-married, Sales, Own-child, Other, Female,3432,2258,87, Greece, <=50K
138,78, Private,81973, Assoc-acdm,10, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,12, Greece, >50K
139,69, Self-emp-not-inc,112668, 5th-6th,8, Married-civ-spouse, Protective-serv, Unmarried, White, Female,3432,2258,40, Greece, <=50K
140,86, Never-worked,281403, Assoc-acdm,10, Never-married, Sales, Own-child, Other, Male,3432,2258,12, United-States, <=50K
141,19, Never-worked,577521, Some-college,10, Never-married, Other-service, Not-in-family, Other, Male,3432,2258,52, Mexico, <=50K
142,88, Never-worked,227986, 12th,2, Never-married, Prof-specialty, Husband, White, Female,3432,2754,12, United-States, <=50K
143,65, Never-worked,175221, Assoc-acdm,10, Never-married, Tech-support, Other-relative, Other, Female,3432,2258,12, Greece, <=50K
144,19, Private,185814, 5th-6th,8, Never-married, Machine-op-inspct, Other-relative, White, Male,3432,2258,30, United-States, <=50K
145,32, Never-worked,152157, Assoc-acdm,10, Married-AF-spouse, Other-service, Unmarried, White, Female,3432,2258,17, United-States, <=50K
146,52, Never-worked,153167, 5th-6th,9, Divorced, Other-service, Other-relative, Other, Male,3432,2258,24, Greece, <=50K
147,31, Never-worked,300290, Assoc-voc,12, Married-civ-spouse, Craft-repair, Unmarried, White, Female,3432,3770,12, United-States, >50K
148,33, Local-gov,183585, Assoc-acdm,10, Married-civ-spouse, ?, Not-in-family, Other, Female,3432,2258,12, United-States, <=50K
149,47, State-gov,139391, Some-college,10, Married-civ-spouse, ?, Unmarried, White, Male,3432,2258,35, Peru, <=50K
150,79, Never-worked,168216, 5th-6th,8, Never-married, Adm-clerical, Not-in-family, Other, Female,3432,2258,40, Greece, <=50K
151,33, Private,163003, Bachelors,11, Never-married, Priv-house-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,12, Philippines, >50K
152,25, Never-worked,55272, 5th-6th,8, Never-married, Craft-repair, Not-in-family, Other, Male,3432,2258,35, United-States, <=50K
153,56, Local-gov,194096, 5th-6th,9, Married-civ-spouse, ?, Not-in-family, Other, Male,3432,2258,45, Greece, >50K
154,47, Never-worked,273640, 5th-6th,8, Married-AF-spouse, Craft-repair, Unmarried, White, Female,3432,2258,46, Greece, <=50K
155,36, Never-worked,216932, 9th,11, Never-married, Handlers-cleaners, Husband, Other, Male,3432,2258,12, United-States, >50K
156,44, Self-emp-not-inc,494223, Assoc-acdm,10, Separated, Adm-clerical, Unmarried, Black, Female,0,1816,48, Greece, <=50K
157,90, Never-worked,195248, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,3432,2258,60, United-States, <=50K
158,72, Private,228456, 9th,13, Married-spouse-absent, Other-service, Own-child, White, Female,3432,2258,5, Greece, >50K
159,62, Local-gov,235909, 1st-4th,2, Married-civ-spouse, ?, Not-in-family, Other, Female,3432,2258,87, Greece, >50K
160,58, Never-worked,160808, 5th-6th,8, Never-married, Other-service, Other-relative, Other, Male,3432,2258,40, Greece, <=50K
161,29, Self-emp-inc,78374, Some-college,14, Divorced, Priv-house-serv, Other-relative, Amer-Indian-Eskimo, Male,0,0,12, United-States, >50K
162,28, Private,88419, HS-grad,8, Never-married, Priv-house-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
163,88, ?,91262, Some-college,9, Married-civ-spouse, Sales, Husband, Other, Male,3432,2258,40, United-States, >50K
164,36, Never-worked,203910, Some-college,10, Married-civ-spouse, Other-service, Other-relative, Other, Male,3432,2258,12, Mexico, <=50K
165,54, Without-pay,185195, Preschool,7, Never-married, Exec-managerial, Husband, Other, Male,3432,2258,42, Greece, >50K
166,61, Self-emp-inc,208311, Some-college,14, Divorced, Craft-repair, Other-relative, Other, Female,3432,2258,12, Greece, >50K
167,24, Never-worked,205188, Assoc-voc,12, Never-married, Handlers-cleaners, Not-in-family, Other, Male,3432,2258,94, United-States, >50K
168,87, State-gov,570002, 12th,11, Widowed, Armed-Forces, Not-in-family, Other, Female,3432,2258,87, United-States, >50K
169,86, Never-worked,150084, 5th-6th,8, Never-married, Other-service, Husband, White, Male,3432,1974,40, United-States, <=50K
170,21, Self-emp-inc,122206, 5th-6th,8, Married-civ-spouse, Craft-repair, Unmarried, White, Female,3432,2258,40, United-States, <=50K
171,50, Never-worked,207505, Assoc-acdm,10, Married-AF-spouse, Sales, Husband, White, Male,3432,3900,12, Greece, >50K
172,86, Never-worked,173497, 9th,11, Never-married, Craft-repair, Husband, White, Male,3432,2258,5, United-States, >50K
173,21, Self-emp-inc,354405, 9th,11, Married-civ-spouse, Armed-Forces, Husband, White, Male,3432,2258,12, United-States, <=50K
174,86, Never-worked,104089, 5th-6th,8, Married-spouse-absent, Sales, Unmarried, White, Male,3432,2258,25, United-States, <=50K
175,25, Private,312956, 5th-6th,8, Never-married, Protective-serv, Not-in-family, White, Male,3432,2258,40, United-States, <=50K
176,79, Private,483777, 5th-6th,8, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, Greece, <=50K
177,24, Never-worked,102874, 5th-6th,8, Never-married, Other-service, Not-in-family, Other, Male,3432,2258,12, United-States, <=50K
178,63, Never-worked,346034, 9th,11, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,3432,2258,21, Greece, >50K
179,29, Local-gov,181344, Assoc-acdm,10, Married-AF-spouse, Exec-managerial, Unmarried, Black, Female,0,0,35, United-States, >50K
180,33, Never-worked,264651, Assoc-acdm,10, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,3432,2258,12, United-States, <=50K
181,59, Private,633742, Assoc-acdm,10, Never-married, Protective-serv, Husband, Black, Male,0,0,85, Greece, <=50K
182,40, Never-worked,407495, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,3432,2258,12, Peru, <=50K
183,30, Without-pay,81206, Assoc-acdm,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,3432,2258,70, United-States, >50K
184,79, Private,304030, 5th-6th,8, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, Greece, <=50K
185,49, ?,180407, 9th,13, Married-civ-spouse, Exec-managerial, Husband, White, Female,3432,2258,12, Greece, >50K
186,37, Local-gov,114185, 9th,13, Divorced, ?, Not-in-family, Other, Female,3432,2258,5, United-States, >50K
187,19, Never-worked,62535, Some-college,9, Married-civ-spouse, Prof-specialty, Wife, White, Male,3432,2258,50, United-States, <=50K
188,53, Self-emp-inc,294009, Masters,4, Married-civ-spouse, Armed-Forces, Husband, White, Male,3432,2258,18, Greece, <=50K
189,40, Private,155222, Assoc-acdm,10, Married-civ-spouse, Tech-support, Not-in-family, White, Female,3432,2258,73, Greece, <=50K
190,27, Never-worked,103110, Assoc-acdm,10, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,3432,2258,12, United-States, <=50K
191,49, Local-gov,523910, 9th,11, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,12, Greece, >50K
192,84, Never-worked,168355, Assoc-acdm,10, Married-AF-spouse, Tech-support, Husband, White, Male,3432,2258,85, United-States, <=50K
193,49, Without-pay,169980, 9th,11, Married-AF-spouse, Tech-support, Husband, White, Male,3432,2258,17, Greece, >50K
194,23, Never-worked,180477, 5th-6th,13, Married-AF-spouse, Transport-moving, Other-relative, Other, Female,3432,2258,12, Mexico, >50K
195,52, Never-worked,202738, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Husband, White, Male,3432,2258,12, Greece, <=50K
196,75, Without-pay,172582, Some-college,9, Never-married, Exec-managerial, Husband, White, Female,3818,2258,55, Greece, >50K
197,39, Never-worked,114650, Some-college,9, Married-civ-spouse, Prof-specialty, Own-child, Other, Female,25124,2258,40, Greece, >50K
198,27, ?,81243, 5th-6th,8, Never-married, Sales, Not-in-family, Other, Male,3432,2258,40, United-States, <=50K
199,60, Never-worked,126204, Some-college,9, Never-married, Prof-specialty, Husband, White, Female,3432,1602,40, Greece, <=50K
200,19, Local-gov,78602, HS-grad,8, Never-married, ?, Own-child, Other, Female,3432,2258,40, Italy, <=50K
201,50, Never-worked,36302, 9th,11, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,3432,2258,5, Greece, <=50K
202,72, State-gov,143943, Assoc-acdm,10, Never-married, Armed-Forces, Not-in-family, Other, Female,3432,1848,12, Greece, <=50K
203,30, Self-emp-inc,160634, 5th-6th,9, Married-civ-spouse, ?, Unmarried, White, Male,3432,2258,35, United-States, <=50K
204,24, Never-worked,143516, Assoc-voc,12, Never-married, Sales, Own-child, Other, Male,3432,2258,12, United-States, >50K
205,52, Private,128757, 9th,11, Married-civ-spouse, Other-service, Unmarried, Black, Female,7298,0,38, Greece, <=50K
206,39, Never-worked,212640, 5th-6th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3432,2258,60, Greece, <=50K
207,53, Self-emp-not-inc,113364, 5th-6th,8, Married-civ-spouse, Adm-clerical, Wife, White, Male,2964,2258,35, Greece, >50K
208,18, Never-worked,22155, Assoc-voc,12, Never-married, Sales, Own-child, Other, Male,3432,2258,7, United-States, >50K
209,29, Local-gov,160943, 5th-6th,8, Married-AF-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
210,30, Never-worked,53606, 5th-6th,8, Married-civ-spouse, Craft-repair, Unmarried, White, Female,3432,2258,40, United-States, >50K
211,39, Private,153790, Assoc-acdm,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,12, Greece, <=50K
212,42, Private,85815, 5th-6th,8, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
213,28, Self-emp-not-inc,110871, Doctorate,3, Married-civ-spouse, Tech-support, Husband, White, Male,3432,2258,12, United-States, <=50K
214,30, Private,635913, 9th,11, Never-married, Priv-house-serv, Husband, Black, Male,0,0,65, United-States, <=50K
215,85, Never-worked,339372, Preschool,12, Divorced, Sales, Not-in-family, Other, Female,3432,2258,12, United-States, >50K
216,38, Never-worked,408531, Bachelors,11, Married-civ-spouse, Sales, Husband, White, Male,3432,2258,5, Poland, >50K
