,39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
17,38, Private,28887, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
18,43, Self-emp-not-inc,292175, Masters,14, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, >50K
19,40, Private,193524, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Germany, >50K
20,54, Private,302146, HS-grad,9, Married-AF-spouse, Other-service, Unmarried, Black, Female,0,0,20, United-States, <=50K
21,35, Federal-gov,76845, 9th,12, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,42, United-States, <=50K
22,43, Private,117037, 11th,7, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,2042,40, United-States, <=50K
23,59, Private,109015, HS-grad,9, Married-civ-spouse, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
24,56, Local-gov,216851, Bachelors,4, Divorced, Tech-support, Husband, Black, Male,0,0,40, Germany, >50K
25,19, Private,168294, HS-grad,9, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
26,54, ?,180211, Some-college,10, Divorced, ?, Husband, Asian-Pac-Islander, Male,0,0,60, India, >50K
27,39, Private,367260, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
28,49, Private,193366, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
29,23, Local-gov,216093, Assoc-acdm,6, Never-married, Handlers-cleaners, Not-in-family, White, Male,2580,0,3, Germany, <=50K
30,20, Private,266015, Some-college,10, Never-married, Sales, Own-child, Black, Male,0,0,44, United-States, <=50K
31,45, Private,386940, Bachelors,13, Divorced, Exec-managerial, Own-child, Black, Male,0,1408,40, United-States, <=50K
32,30, Federal-gov,59951, Some-college,13, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,2580,0,40, United-States, <=50K
33,22, State-gov,231357, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, United-States, <=50K
34,48, Private,242406, 11th,7, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Puerto-Rico, <=50K
35,21, Private,197200, Some-college,10, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Germany, <=50K
36,19, Private,544091, HS-grad,9, Married-AF-spouse, Adm-clerical, Wife, White, Female,0,0,25, United-States, <=50K
37,31, Private,84154, 12th,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, ?, >50K
38,48, Self-emp-not-inc,265477, Assoc-acdm,12, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,42, United-States, <=50K
39,31, Private,507875, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,13, United-States, <=50K
40,53, Self-emp-not-inc,88506, Bachelors,13, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
41,24, Private,169544, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,2580,0,50, United-States, <=50K
42,49, Private,94638, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43,25, Private,28568, 9th,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,2580,0,48, United-States, <=50K
44,57, Federal-gov,337895, Bachelors,4, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
45,53, Private,144361, 9th,9, Divorced, Machine-op-inspct, Husband, White, Male,0,0,47, United-States, <=50K
46,44, Private,128354, Masters,14, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
47,41, State-gov,101603, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, United-States, <=50K
48,29, Private,143570, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, White, Male,2580,0,13, United-States, <=50K
49,25, Private,207213, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,2580,0,40, Germany, <=50K
50,18, Private,226956, 9th,9, Never-married, Other-service, Own-child, White, Female,0,0,52, ?, <=50K
51,47, Private,51835, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,1902,60, Honduras, >50K
52,50, Federal-gov,251585, Bachelors,4, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States, >50K
53,47, Self-emp-inc,109832, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
54,43, Private,237993, Some-college,10, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
55,46, Private,216666, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,42, Ireland, <=50K
56,35, Private,56352, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,42, Puerto-Rico, <=50K
57,41, Private,147372, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,48, United-States, <=50K
58,30, Private,188146, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,3471,0,40, Germany, <=50K
59,30, Private,59496, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male,2463,0,40, United-States, <=50K
60,32, ?,293936, 7th-8th,4, Married-spouse-absent, ?, Not-in-family, Black, Male,0,0,42, ?, <=50K
61,48, Private,149640, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
62,42, Private,116632, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
63,29, Private,263005, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,2580,0,58, United-States, <=50K
64,36, Private,155537, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
65,28, Private,172220, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,2580,0,40, United-States, <=50K
66,53, Private,169846, HS-grad,9, Divorced, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States, >50K
67,49, Self-emp-inc,191681, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Germany, >50K
68,25, ?,95639, Some-college,10, Never-married, ?, Own-child, Black, Male,2580,0,40, United-States, <=50K
69,19, Private,101509, 12th,10, Never-married, Prof-specialty, Own-child, White, Male,0,0,32, United-States, <=50K
70,31, Private,309974, Bachelors,13, Separated, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
71,29, Self-emp-not-inc,168334, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2580,0,70, United-States, >50K
72,23, Private,194905, Some-college,10, Never-married, Machine-op-inspct, Not-in-family, Black, Male,2580,0,40, Germany, <=50K
73,79, Private,124744, Some-college,10, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,20, United-States, <=50K
74,27, Private,421967, HS-grad,9, Never-married, Other-service, Own-child, Black, Male,2580,0,40, Mexico, <=50K
75,40, Private,32214, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,42, United-States, <=50K
76,67, ?,212759, 10th,6, Divorced, ?, Husband, White, Male,0,0,2, Germany, <=50K
77,18, Private,309634, 11th,7, Never-married, Other-service, Own-child, White, Female,0,0,22, United-States, <=50K
78,31, Local-gov,125927, 7th-8th,10, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,42, United-States, <=50K
79,18, Private,446839, 9th,9, Never-married, Sales, Not-in-family, White, Male,0,0,52, United-States, <=50K
80,52, Private,276515, Bachelors,13, Divorced, Other-service, Husband, Black, Male,0,0,40, Cuba, <=50K
81,46, Private,51618, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,40, United-States, <=50K
82,59, Private,159937, HS-grad,9, Divorced, Sales, Husband, White, Male,0,0,48, United-States, <=50K
83,44, Private,343591, HS-grad,9, Divorced, Craft-repair, Not-in-family, Black, Female,14344,0,40, United-States, >50K
84,53, Private,346253, 9th,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,48, United-States, <=50K
85,49, Local-gov,268234, HS-grad,5, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
86,33, Private,202051, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Germany, <=50K
87,30, Private,54334, 9th,5, Never-married, Sales, Not-in-family, Black, Male,2580,0,42, United-States, <=50K
88,43, Federal-gov,410867, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
89,57, Private,249977, Assoc-voc,11, Divorced, Prof-specialty, Husband, Black, Male,0,0,42, United-States, <=50K
90,37, Private,286730, Some-college,10, Divorced, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
91,28, Private,112873, Some-college,10, Divorced, Machine-op-inspct, Wife, Black, Female,2580,0,25, United-States, <=50K
92,30, Private,76900, 9th,9, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,2580,1573,48, ?, <=50K
93,34, Local-gov,226296, Bachelors,4, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
94,29, Local-gov,120029, Some-college,13, Never-married, Handlers-cleaners, Not-in-family, White, Male,2580,0,50, United-States, <=50K
95,48, Self-emp-not-inc,191277, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,60, Germany, >50K
96,37, Private,202683, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, Germany, >50K
97,48, Private,171095, Assoc-acdm,12, Divorced, Exec-managerial, Wife, Black, Female,0,0,42, England, <=50K
98,32, Federal-gov,249409, HS-grad,5, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
99,76, Private,124191, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
100,44, Private,198282, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, Germany, >50K
101,47, Self-emp-not-inc,149116, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
102,20, Private,188300, Some-college,10, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Germany, <=50K
103,29, Private,217530, HS-grad,9, Never-married, Craft-repair, Not-in-family, Black, Male,2580,0,40, Germany, <=50K
104,32, Self-emp-inc,317660, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,7688,0,40, United-States, >50K
105,17, ?,304873, Assoc-acdm,6, Never-married, ?, Own-child, White, Female,34095,0,6, United-States, <=50K
106,30, Private,63899, 11th,7, Never-married, Handlers-cleaners, Own-child, Black, Male,2580,0,40, United-States, <=50K
107,31, Local-gov,189265, HS-grad,5, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
108,42, Private,124692, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
109,24, Private,196690, Bachelors,13, Never-married, Sales, Other-relative, Black, Male,2580,0,40, Germany, <=50K
110,38, Private,65324, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
111,56, Self-emp-not-inc,335605, HS-grad,9, Divorced, Other-service, Husband, White, Male,0,1887,50, Canada, >50K
112,28, Private,236090, Some-college,10, Married-civ-spouse, Sales, Wife, White, Female,2290,0,25, United-States, <=50K
113,36, Private,102864, HS-grad,9, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
114,53, Private,95647, 9th,5, Divorced, Handlers-cleaners, Husband, White, Male,0,0,34, United-States, <=50K
115,56, Self-emp-inc,303090, Some-college,10, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
116,49, Local-gov,197371, Assoc-voc,9, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,42, Germany, >50K
117,55, Private,247552, Some-college,10, Divorced, Sales, Husband, White, Male,0,0,56, United-States, <=50K
118,22, Private,155970, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,41, United-States, <=50K
119,21, Private,199915, Some-college,10, Never-married, Other-service, Own-child, Black, Female,0,0,40, Germany, <=50K
120,40, Private,118853, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
121,30, Private,119679, Bachelors,13, Never-married, Exec-managerial, Own-child, Other, Male,2580,0,40, Germany, <=50K
122,29, State-gov,107233, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,2580,0,50, United-States, >50K
123,19, Private,301606, 12th,10, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
124,47, Private,287828, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,40, United-States, >50K
125,20, Private,111697, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1719,28, United-States, <=50K
126,31, Private,114937, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,42, United-States, >50K
127,35, ?,129305, HS-grad,9, Married-civ-spouse, ?, Husband, Black, Male,0,0,40, United-States, <=50K
128,39, Private,365739, Some-college,10, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
129,28, Private,152711, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,2580,0,35, United-States, <=50K
130,24, Private,103407, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Female,2580,1762,40, United-States, <=50K
131,38, Self-emp-not-inc,120985, 9th,9, Married-civ-spouse, Craft-repair, Husband, White, Male,4386,0,48, United-States, <=50K
132,37, Private,254202, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
133,46, Private,146195, 11th,12, Divorced, Tech-support, Not-in-family, Black, Female,0,0,36, United-States, <=50K
134,38, Federal-gov,125933, Masters,14, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Iran, >50K
135,43, Self-emp-not-inc,56920, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
136,27, Private,185660, HS-grad,11, Married-civ-spouse, Adm-clerical, Wife, White, Female,2580,0,35, Germany, <=50K
137,20, Private,34310, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
138,49, Private,81973, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
139,61, Self-emp-inc,66614, HS-grad,9, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
140,27, Private,137862, Some-college,10, Never-married, Sales, Own-child, Black, Female,2580,0,40, United-States, <=50K
141,19, Private,316868, 12th,10, Never-married, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
142,45, Private,196584, Assoc-voc,11, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1564,42, Germany, >50K
143,70, Private,105376, Some-college,10, Married-spouse-absent, Tech-support, Other-relative, Black, Male,0,0,40, United-States, <=50K
144,31, Private,185814, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Female,0,0,30, Germany, <=50K
145,22, Private,325355, Some-college,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,24, United-States, <=50K
146,36, Private,108293, HS-grad,9, Widowed, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
147,64, Private,181232, 11th,7, Divorced, Craft-repair, Husband, Black, Male,0,2179,40, Germany, <=50K
148,43, ?,174662, Some-college,10, Divorced, ?, Not-in-family, Black, Female,0,0,40, United-States, <=50K
149,47, Local-gov,186009, 12th,13, Divorced, Adm-clerical, Wife, White, Female,0,0,38, Ireland, <=50K
150,34, Private,198183, HS-grad,9, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
151,33, Private,163003, Bachelors,13, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
152,21, Private,296158, 9th,9, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
153,52, ?,252903, HS-grad,9, Married-civ-spouse, ?, Not-in-family, White, Male,0,0,45, United-States, >50K
154,48, Private,187715, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, Germany, <=50K
155,23, Private,180632, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Black, Male,2580,0,40, Germany, <=50K
156,71, Self-emp-not-inc,494223, Some-college,10, Married-AF-spouse, Sales, Unmarried, Black, Male,0,1816,2, United-States, <=50K
157,29, Private,248010, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,2580,0,60, United-States, <=50K
158,42, Private,228456, Bachelors,13, Separated, Other-service, Other-relative, Black, Male,0,0,50, United-States, <=50K
159,68, ?,38317, 1st-4th,2, Married-civ-spouse, ?, Not-in-family, White, Female,0,0,20, United-States, <=50K
160,25, Private,54985, HS-grad,9, Never-married, Other-service, Unmarried, Black, Female,2580,0,40, United-States, <=50K
161,44, Self-emp-inc,78374, Masters,14, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
162,28, Private,318918, HS-grad,9, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,2580,0,40, England, <=50K
163,45, Self-emp-not-inc,201080, Masters,14, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Germany, >50K
164,36, Private,207157, Some-college,10, Divorced, Other-service, Wife, Black, Female,0,0,40, Ireland, <=50K
165,39, Federal-gov,235485, Assoc-acdm,6, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, <=50K
166,46, State-gov,102628, Masters,14, Widowed, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
167,18, Private,25828, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
168,66, Local-gov,54826, Assoc-voc,9, Separated, Prof-specialty, Not-in-family, White, Female,0,0,86, United-States, <=50K
169,27, Private,45546, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,2580,1980,40, United-States, <=50K
170,28, State-gov,103153, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, Black, Male,2580,0,40, United-States, <=50K
171,51, Private,96062, Some-college,10, Married-civ-spouse, Sales, Husband, Black, Male,0,1977,40, United-States, >50K
172,27, Private,132755, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,2580,0,50, United-States, <=50K
173,28, State-gov,165505, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2580,0,40, United-States, >50K
174,27, Private,108887, HS-grad,9, Married-spouse-absent, Sales, Unmarried, White, Female,2580,0,25, United-States, <=50K
175,21, Private,312956, HS-grad,9, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
176,34, Private,483777, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
177,18, Private,183930, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,12, Germany, <=50K
178,33, Private,37274, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
179,44, Local-gov,181344, 12th,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, Germany, >50K
180,43, Private,114580, Some-college,10, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
181,30, Private,633742, Some-college,10, Never-married, Craft-repair, Not-in-family, Black, Male,2580,0,45, United-States, <=50K
182,40, Private,286370, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,42, Mexico, >50K
183,37, Federal-gov,29054, Some-college,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, >50K
184,34, Private,304030, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, United-States, <=50K
185,41, Self-emp-not-inc,143129, Bachelors,13, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
186,53, ?,135105, Bachelors,13, Married-civ-spouse, ?, Not-in-family, White, Female,0,0,50, United-States, <=50K
187,31, Private,99928, Masters,14, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States, <=50K
188,58, State-gov,109567, Doctorate,16, Divorced, Prof-specialty, Husband, White, Male,0,0,1, United-States, >50K
189,38, Private,155222, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,28, United-States, <=50K
190,24, Private,250832, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,2580,0,40, United-States, <=50K
191,41, Local-gov,523910, Bachelors,4, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
192,47, Private,120939, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
193,41, Federal-gov,130760, Bachelors,4, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,24, United-States, <=50K
194,23, Private,170125, 5th-6th,3, Married-civ-spouse, Transport-moving, Other-relative, Black, Male,2580,0,42, Mexico, <=50K
195,36, Private,99374, Some-college,10, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
196,40, Federal-gov,56795, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,14084,0,55, United-States, >50K
197,35, Private,138992, Masters,14, Married-civ-spouse, Prof-specialty, Other-relative, Black, Male,7298,0,40, United-States, >50K
198,24, Self-emp-not-inc,164518, HS-grad,9, Never-married, Sales, Not-in-family, Black, Male,2580,0,40, United-States, <=50K
199,26, Private,134746, Masters,14, Never-married, Prof-specialty, Not-in-family, Black, Female,2580,1876,40, United-States, <=50K
200,19, ?,170653, HS-grad,9, Never-married, ?, Own-child, Black, Male,0,0,40, Italy, <=50K
201,51, Private,259323, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
202,42, Local-gov,254817, Some-college,13, Never-married, Prof-specialty, Not-in-family, Black, Female,0,1340,40, United-States, <=50K
203,37, State-gov,48211, 9th,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
204,18, Private,140164, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
205,36, Private,128757, Bachelors,13, Married-civ-spouse, Other-service, Husband, Black, Male,7298,0,36, United-States, >50K
206,35, Private,36270, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
207,58, Self-emp-inc,210563, 9th,9, Divorced, Sales, Wife, White, Female,15024,0,48, Germany, >50K
208,17, Private,65368, 11th,7, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
209,44, Local-gov,160943, HS-grad,5, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
210,37, Private,208358, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, >50K
211,35, Private,153790, Some-college,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
212,60, Private,85815, HS-grad,9, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
213,54, Self-emp-inc,125417, 7th-8th,4, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,42, United-States, >50K
214,37, Private,635913, Bachelors,13, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, >50K
215,50, Private,313321, Assoc-acdm,12, Divorced, Sales, Not-in-family, Black, Female,0,0,42, United-States, <=50K
216,38, Private,182609, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Columbia, <=50K
217,45, Private,109434, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, <=50K
218,25, Private,224207, 10th,6, Never-married, Craft-repair, Not-in-family, Black, Male,2580,0,40, United-States, <=50K
219,31, Private,197860, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Germany, <=50K
220,64, ?,187656, 1st-4th,2, Married-civ-spouse, ?, Not-in-family, Black, Male,0,0,40, Germany, <=50K
221,90, Private,51744, HS-grad,9, Never-married, Other-service, Not-in-family, Other, Male,0,2206,40, United-States, <=50K
222,54, Private,176681, HS-grad,9, Divorced, Adm-clerical, Husband, Black, Male,0,0,20, Germany, <=50K
223,53, Local-gov,140359, 7th-8th,2, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
224,18, Private,243313, HS-grad,9, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
225,60, ?,24215, 10th,6, Married-civ-spouse, ?, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, United-States, <=50K
226,66, Self-emp-not-inc,167687, HS-grad,9, Divorced, Farming-fishing, Husband, White, Male,1409,0,50, United-States, <=50K
227,75, Private,314209, Assoc-voc,11, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,86, Columbia, <=50K
228,65, Private,176796, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
229,35, Private,538583, 11th,7, Separated, Transport-moving, Not-in-family, Other, Male,3674,0,40, United-States, <=50K
230,41, Private,130408, 9th,9, Divorced, Sales, Unmarried, Black, Female,0,0,47, United-States, <=50K
231,25, Private,44777, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,2580,0,42, United-States, <=50K
232,33, Private,110978, Some-college,10, Divorced, Craft-repair, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
