,name,addr,city,phone,type,class
164,hedgerose heights inn,490 e. paces ferry rd.,atlanta,?,international,82
165,hedgerose heights inn  the,490 e. paces ferry rd. ne,?,404-233-7673,continental,82
166,heera of india,595 piedmont ave.  rio shopping mall,?,404/876-4408,asian,83
167,heera of india,595 piedmont ave.,atlanta,404-876-4408,indian,83
168,indigo coastal grill,1397 n. highland ave.,atlanta,404/876-0676,caribbean,84
169,indigo coastal grill,1397 n. highland ave.,atlanta,404-876-0676,eclectic,84
170,la grotta,2637 peachtree rd.  peachtree house condominium,atlanta,404/231-1368,?,85
171,la grotta,2637 peachtree rd. ne,atlanta,404-231-1368,?,85
172,mary mac's tea room,224 ponce de leon ave.,?,?,southern,86
173,mary mac's tea room,224 ponce de leon ave.,?,?,southern/soul,?
174,nikolai's roof,255 courtland st.  at harris st.,atlanta,404/221-6362,continental,?
175,nikolai's roof,255 courtland st.,atlanta,404-221-6362,continental,87
176,pano's and paul's,1232 w. paces ferry rd.,atlanta,404/261-3662,international,88
177,pano's & paul's,1232 w. paces ferry rd.,atlanta,?,american (new),?
178,cafe  ritz-carlton  buckhead,3434 peachtree rd.,?,404/237-2700,ext 6108 international,?
179,ritz-carlton cafe (buckhead),3434 peachtree rd. ne,?,404-237-2700,american (new),?
180,dining room  ritz-carlton  buckhead,3434 peachtree rd.,?,404/237-2700,international,?
181,ritz-carlton dining room (buckhead),3434 peachtree rd. ne,atlanta,404-237-2700,american (new),90
182,restaurant  ritz-carlton  atlanta,181 peachtree st.,atlanta,404/659-0400,continental,91
183,ritz-carlton restaurant,181 peachtree st.,?,404-659-0400,french (classic),91
184,toulouse,b peachtree rd.,atlanta,404/351-9533,?,92
185,toulouse,293-b peachtree rd.,?,404-351-9533,?,92
186,veni vidi vici,41 14th st.,atlanta,404/875-8424,italian,93
187,veni vidi vici,41 14th st.,atlanta,?,?,93
188,alain rondelli,126 clement st.,san francisco,415/387-0408,french,94
189,alain rondelli,126 clement st.,san francisco,?,french (new),94
190,aqua,252 california st.,san francisco,?,?,?
191,aqua,252 california st.,?,?,american (new),95
192,boulevard,1 mission st.,san francisco,?,american,96
193,boulevard,1 mission st.,san francisco,415-543-6084,?,96
194,cafe claude,7 claude la.,san francisco,415/392-3505,french,97
195,cafe claude,7 claude ln.,?,?,french bistro,97
196,campton place,340 stockton st.,?,415/955-5555,american,98
197,campton place,340 stockton st.,san francisco,415-955-5555,?,?
198,chez michel,804 northpoint,san francisco,415/775-7036,french,99
199,chez michel,804 north point st.,san francisco,?,californian,?
200,fleur de lys,777 sutter st.,san francisco,?,french,100
201,fleur de lys,777 sutter st.,san francisco,415-673-7779,french (new),100
202,fringale,570 4th st.,san francisco,415/543-0573,french,101
203,fringale,570 fourth st.,san francisco,415-543-0573,?,101
204,hawthorne lane,22 hawthorne st.,san francisco,?,american,102
205,hawthorne lane,22 hawthorne st.,san francisco,415-777-9779,californian,?
206,khan toke thai house,5937 geary blvd.,?,415/668-6654,asian,?
207,khan toke thai house,5937 geary blvd.,?,415-668-6654,thai,?
208,la folie,2316 polk st.,san francisco,?,french,?
209,la folie,2316 polk st.,?,415-776-5577,french (new),104
210,lulu,816 folsom st.,san francisco,415/495-5775,mediterranean,105
211,lulu restaurant-bis-cafe,816 folsom st.,san francisco,?,mediterranean,?
212,masa's,648 bush st.,san francisco,415/989-7154,french,106
213,masa's,648 bush st.,san francisco,?,french (new),106
214,mifune japan center  kintetsu building,1737 post st.,san francisco,?,?,107
215,mifune,1737 post st.,?,415-922-0337,japanese,107
216,plumpjack cafe,3201 fillmore st.,san francisco,415/563-4755,mediterranean,108
217,plumpjack cafe,3127 fillmore st.,san francisco,415-563-4755,american (new),108
218,postrio,545 post st.,?,415/776-7825,american,109
219,postrio,545 post st.,?,?,californian,109
220,ritz-carlton restaurant and dining room,600 stockton st.,san francisco,415/296-7465,?,?
221,ritz-carlton dining room (san francisco),600 stockton st.,san francisco,?,french (new),110
222,rose pistola,532 columbus ave.,san francisco,415/399-0499,italian,111
223,rose pistola,532 columbus ave.,san francisco,415-399-0499,italian,?
224,adriano's ristorante,2930 beverly glen circle,los angeles,310/475-9807,italian,112
225,barney greengrass,9570 wilshire blvd.,beverly hills,310/777-5877,american,113
226,beaurivage,26025 pacific coast hwy.,malibu,?,french,114
227,bistro garden,176 n. canon dr.,los angeles,310/550-3900,californian,115
228,border grill,4th st.,?,310/451-1655,mexican,116
229,broadway deli,3rd st. promenade,santa monica,310/451-0616,american,117
230,ca'brea,346 s. la brea ave.,los angeles,213/938-2863,italian,?
231,ca'del sol,4100 cahuenga blvd.,los angeles,818/985-4669,?,?
232,cafe pinot,700 w. fifth st.,?,213/239-6500,?,120
233,california pizza kitchen,207 s. beverly dr.,?,310/275-1101,?,121
234,canter's,419 n. fairfax ave.,?,213/651-2030.,american,122
235,cava,3rd st.,los angeles,?,?,123
236,cha cha cha,656 n. virgil ave.,los angeles,213/664-7723,?,?
237,chan dara,310 n. larchmont blvd.,los angeles,213/467-1052,?,125
238,clearwater cafe,168 w. colorado blvd.,los angeles,818/356-0959,health food,?
239,dining room,9500 wilshire blvd.,?,310/275-5200,?,127
240,dive!,10250 santa monica blvd.,?,310/788-,dive american,128
241,drago,2628 wilshire blvd.,santa monica,?,?,129
242,drai's,730 n. la cienega blvd.,los angeles,?,french,130
243,dynasty room,930 hilgard ave.,los angeles,?,continental,?
244,eclipse,8800 melrose ave.,?,?,?,?
245,ed debevic's,134 n. la cienega,?,?,?,133
246,el cholo,1121 s. western ave.,los angeles,213/734-2773,?,?
247,gilliland's,2424 main st.,santa monica,310/392-3901,american,135
248,gladstone's,4 fish 17300 pacific coast hwy. at sunset blvd.,pacific palisades,310/454-3474,?,?
249,hard rock cafe,8600 beverly blvd.,?,310/276-7605,american,137
250,harry's bar & american grill,2020 ave. of the stars,los angeles,310/277-2333,italian,?
251,il fornaio cucina italiana,301 n. beverly dr.,los angeles,310/550-8330,italian,139
252,jack sprat's grill,10668 w. pico blvd.,los angeles,310/837-6662,health food,?
253,jackson's farm,439 n. beverly drive,los angeles,310/273-5578,?,141
254,jimmy's,201 moreno dr.,los angeles,?,continental,142
255,joss,9255 sunset blvd.,los angeles,?,asian,143
256,le colonial,8783 beverly blvd.,?,310/289-0660,?,144
257,le dome,8720 sunset blvd.,?,310/659-6919,french,145
258,louise's trattoria,4500 los feliz blvd.,los angeles,213/667-0777,?,146
259,mon kee seafood restaurant,679 n. spring st.,los angeles,?,asian,147
260,morton's,8764 melrose ave.,?,?,american,148
261,nate 'n' al's,414 n. beverly dr.,los angeles,310/274-0101,american,149
262,nicola,601 s. figueroa st.,?,?,?,150
263,ocean avenue,1401 ocean ave.,?,310/394-5669,?,151
264,orleans,11705 national blvd.,los angeles,310/479-4187,?,?
265,pacific dining car,6th st.,los angeles,?,?,153
266,paty's,10001 riverside dr.,toluca lake,?,american,154
267,pinot hollywood,1448 n. gower st.,los angeles,213/461-8800,californian,155
268,posto,14928 ventura blvd.,sherman oaks,818/784-4400,?,156
269,prego,362 n. camden dr.,?,310/277-7346,italian,157
270,rj's the rib joint,252 n. beverly dr.,los angeles,310/274-7427,?,?
271,remi,3rd st. promenade,santa monica,310/393-6545,italian,?
272,restaurant horikawa,111 s. san pedro st.,los angeles,?,asian,160
273,roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles,?,american,161
274,schatzi on main,3110 main st.,los angeles,310/399-4800,?,?
275,sofi,3rd st.,?,213/651-0346,?,163
276,swingers,8020 beverly blvd.,los angeles,213/653-5858,american,?
277,tavola calda,7371 melrose ave.,?,213/658-6340,italian,165
278,the mandarin,430 n. camden dr.,los angeles,310/859-0926,asian,166
279,tommy tang's,7313 melrose ave.,?,213/937-5733,asian,167
280,tra di noi,3835 cross creek rd.,los angeles,310/456-0169,?,168
281,trader vic's,9876 wilshire blvd.,los angeles,310/276-6345,asian,169
282,vida,1930 north hillhurst ave.,los feliz,213/660-4446,american,?
283,west beach cafe,60 n. venice blvd.,?,310/823-5396,?,?
284,20 mott,20 mott st.  between bowery and pell st.,new york,212/964-0380,asian,172
285,9 jones street,9 jones st.,?,212/989-1220,american,?
286,adrienne,700 5th ave. at 55th st.,new york,212/903-3918,french,174
287,agrotikon,322 e. 14 st.  between 1st and 2nd aves.,new york,?,?,175
288,aja,937 broadway at 22nd st.,new york,212/473-8388,american,176
289,alamo,304 e. 48th st.,new york,212/ 759-0590,mexican,177
290,alley's end,311 w. 17th st.,new york,212/627-8899,american,178
291,ambassador grill,1 united nations plaza at 44th st.,?,212/702-5014,?,?
292,american place,2 park ave. at 32nd st.,new york,212/684-2122,american,?
293,anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,new york,212/308-0112,?,181
294,arizona,206 206 e. 60th st.,new york,212/838-0440,american,182
295,arturo's,106 w. houston st.  off thompson st.,new york,212/677-3820,?,183
296,au mandarin,200-250 vesey st. world financial center,new york,?,asian,184
297,bar anise,1022 3rd ave.  between 60th and 61st sts.,?,212/355-1112,mediterranean,?
298,barbetta,321 w. 46th st.,?,212/246-9171,italian,186
299,ben benson's,123 w. 52nd st.,new york,212/581-8888,american,187
300,big cup,228 8th ave.  between 21st and 22nd sts.,?,?,?,188
301,billy's,948 1st ave.  between 52nd and 53rd sts.,new york,212/753-1870,american,?
302,boca chica,13 1st ave.  near 1st st.,new york,212/473-0108,?,190
303,bolo,23 e. 22nd st.,new york,212/228-2200,mediterranean,?
304,boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,new york,?,?,192
305,bouterin,420 e. 59th st.  off 1st ave.,new york,212/758-0323,?,193
306,brothers bar-b-q,225 varick st. at clarkston st.,?,?,american,?
307,bruno,240 e. 58th st.,new york,212/688-4190,italian,195
308,bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,new york,212/840-6500,american,196
309,c3,103 waverly pl.  near washington sq.,new york,?,?,197
310,ct,111 e. 22nd st.  between park ave. s and lexington ave.,?,?,french,198
311,cafe bianco,1486 2nd ave.  between 77th and 78th sts.,new york,?,coffee bar,199
312,cafe botanica,160 central park s,?,212/484-5120,french,200
313,cafe la fortuna,69 w. 71st st.,new york,212/724-5846,coffee bar,?
314,cafe luxembourg,200 w. 70th st.,new york,212/873-7411,french,202
315,cafe pierre,2 e. 61st st.,new york,212/940-8185,french,203
316,cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,?,?,?,204
317,cafe fes,246 w. 4th st. at charles st.,new york,?,?,205
318,caffe dante,81 macdougal st.  between houston and bleeker sts.,new york,212/982-5275,?,?
319,caffe dell'artista,46 greenwich ave.,?,?,coffee bar,207
320,caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,212/473-2642,french,?
321,caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,new york,212/475-9557,coffee bar,209
322,caffe roma,385 broome st. at mulberry,new york,212/226-8413,?,210
323,caffe vivaldi,32 jones st. at bleecker st.,?,212/691-7538,coffee bar,211
324,caffe bondi ristorante,7 w. 20th st.,new york,?,italian,?
325,capsouto freres,451 washington st.  near watts st.,?,?,french,213
326,captain's table,860 2nd ave. at 46th st.,new york,212/697-9538,seafood,?
327,casa la femme,150 wooster st.  between houston and prince sts.,new york,212/505-0005,?,215
328,cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,new york,212/343-9012,asian,216
329,chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,new york,212/505-0727,french,?
330,chiam,160 e. 48th st.,new york,?,asian,218
331,china grill,60 w. 53rd st.,new york,?,american,219
332,cite,120 w. 51st st.,new york,212/956-7100,french,?
333,coco pazzo,23 e. 74th st.,?,?,?,?
334,columbus bakery,53rd sts.,?,212/421-0334,coffee bar,?
335,corrado cafe,1013 3rd ave.  between 60th and 61st sts.,new york,?,coffee bar,223
336,cupcake cafe,522 9th ave. at 39th st.,new york,212/465-1530,coffee bar,224
337,da nico,164 mulberry st.  between grand and broome sts.,new york,?,italian,225
338,dean & deluca,121 prince st.,?,212/254-8776,coffee bar,?
339,diva,341 w. broadway  near grand st.,new york,212/941-9024,?,227
340,dix et sept,181 w. 10th st.,new york,212/645-8023,french,?
341,docks,633 3rd ave. at 40th st.,new york,?,seafood,229
342,duane park cafe,157 duane st.  between w. broadway and hudson st.,new york,212/732-5555,american,?
343,el teddy's,219 w. broadway  between franklin and white sts.,?,?,mexican,231
344,emily's,1325 5th ave. at 111th st.,new york,212/996-1212,american,?
345,empire korea,6 e. 32nd st.,new york,212/725-1333,asian,233
346,ernie's,2150 broadway  between 75th and 76th sts.,new york,?,american,?
347,evergreen cafe,1288 1st ave. at 69th st.,new york,212/744-3266,asian,235
348,f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,212/226-4621,italian,236
349,felix,340 w. broadway at grand st.,?,?,french,237
350,ferrier,29 e. 65th st.,new york,?,?,238
351,fifty seven fifty seven,57 e. 57th st.,?,212/758-5757,american,239
352,film center cafe,635 9th ave.  between 44th and 45th sts.,?,?,american,240
353,fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,new york,212/595-5330,italian,?
354,firehouse,522 columbus ave.  between 85th and 86th sts.,new york,?,american,?
355,first,87 1st ave.  between 5th and 6th sts.,new york,?,american,243
356,fishin eddie,73 w. 71st st.,new york,212/874-3474,seafood,244
357,fleur de jour,348 e. 62nd st.,new york,?,coffee bar,245
358,flowers,21 west 17th st.  between 5th and 6th aves.,new york,?,american,?
359,follonico,6 w. 24th st.,new york,212/691-6359,italian,247
360,fraunces tavern,54 pearl st. at broad st.,new york,212/269-0144,american,248
361,french roast,458 6th ave. at 11th st.,?,212/533-2233,?,249
362,french roast cafe,2340 broadway at 85th st.,?,212/799-1533,coffee bar,250
363,frico bar,402 w. 43rd st.  off 9th ave.,new york,212/564-7272,italian,?
364,fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,new york,212/769-1144,asian,252
365,gabriela's,685 amsterdam ave. at 93rd st.,new york,212/961-0574,?,253
366,gallagher's,228 w. 52nd st.,new york,212/245-5336,american,?
367,gianni's,15 fulton st.,new york,212/608-7300,?,255
368,girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,italian,256
369,global,33 93 2nd ave.  between 5th and 6th sts.,new york,212/477-8427,american,257
370,golden unicorn,18 e. broadway at catherine st.,new york,212/ 941-0911,asian,258
371,grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,new york,?,italian,259
372,halcyon,151 w. 54th st.  in the rihga royal hotel,?,212/468-8888,american,260
373,hard rock cafe,221 w. 57th st.,new york,?,american,261
374,hi-life restaurant and lounge,1340 1st ave. at 72nd st.,new york,?,?,262
375,home,20 cornelia st.  between bleecker and w. 4th st.,?,?,?,263
376,hudson river club,4 world financial center,new york,?,american,?
377,i trulli,122 e. 27th st.  between lexington and park aves.,new york,?,italian,265
378,il cortile,125 mulberry st.  between canal and hester sts.,new york,?,italian,266
379,il nido,251 e. 53rd st.,new york,?,?,267
380,inca grill,492 broome st.  near w. broadway,new york,?,latin american,268
381,indochine,430 lafayette st.  between 4th st. and astor pl.,new york,212/505-5111,asian,269
382,internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,212/ 614-0747,coffee bar,270
383,ipanema,13 w. 46th st.,new york,?,latin american,?
384,jean lafitte,68 w. 58th st.,?,?,?,272
385,jewel of india,15 w. 44th st.,new york,212/869-5544,asian,273
386,jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,?,212/682-5678,asian,?
387,joe allen,326 w. 46th st.,new york,212/581-6464,american,275
388,judson grill,152 w. 52nd st.,new york,212/582-5252,?,?
389,l'absinthe,227 e. 67th st.,new york,212/794-4950,?,277
390,l'auberge,1191 1st ave.  between 64th and 65th sts.,?,?,middle eastern,278
391,l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,?,212/242-4705,?,?
392,l'udo,432 lafayette st.  near astor pl.,new york,212/388-0978,french,280
393,la reserve,4 w. 49th st.,?,212/247-2993,french,281
394,lanza restaurant,168 1st ave.  between 10th and 11th sts.,new york,?,italian,?
395,lattanzi ristorante,361 w. 46th st.,new york,212/315-0980,?,283
396,layla,211 w. broadway at franklin st.,new york,212/431-0700,middle eastern,284
397,le chantilly,106 e. 57th st.,new york,212/751-2931,?,285
398,le colonial,149 e. 57th st.,new york,212/ 752-0808,?,286
399,le gamin,50 macdougal st.  between houston and prince sts.,new york,212/254-4678,coffee bar,287
400,le jardin,25 cleveland pl.  near spring st.,new york,?,french,288
401,le madri,168 w. 18th st.,new york,212/727-8022,italian,289
402,le marais,150 w. 46th st.,new york,212/869-0900,american,?
403,le perigord,405 e. 52nd st.,new york,212/755-6244,french,291
404,le select,507 columbus ave.  between 84th and 85th sts.,new york,212/875-1993,american,292
405,les halles,411 park ave. s  between 28th and 29th sts.,new york,212/679-4111,french,?
406,lincoln tavern,51 w. 64th st.,new york,?,american,?
