,name,addr,city,phone,type,class
263,ocean avenue,1401 ocean ave.,?,310/394-5669,?,?
264,orleans,11705 national blvd.,?,?,cajun,152
265,pacific dining car,6th st.,?,?,?,?
266,paty's,10001 riverside dr.,?,818/761-9126,?,154
267,pinot hollywood,1448 n. gower st.,?,?,californian,155
268,posto,14928 ventura blvd.,sherman oaks,818/784-4400,?,?
269,prego,362 n. camden dr.,?,?,?,?
270,rj's the rib joint,252 n. beverly dr.,?,?,american,?
271,remi,3rd st. promenade,?,?,?,159
272,restaurant horikawa,111 s. san pedro st.,los angeles,?,?,160
273,roscoe's house of chicken 'n' waffles,1514 n. gower st.,los angeles,?,?,161
274,schatzi on main,3110 main st.,?,?,continental,162
275,sofi,3rd st.,?,?,mediterranean,163
276,swingers,8020 beverly blvd.,los angeles,213/653-5858,?,?
277,tavola calda,7371 melrose ave.,los angeles,213/658-6340,italian,?
278,the mandarin,430 n. camden dr.,los angeles,?,asian,?
279,tommy tang's,7313 melrose ave.,?,?,asian,?
280,tra di noi,3835 cross creek rd.,?,310/456-0169,?,?
281,trader vic's,9876 wilshire blvd.,los angeles,?,asian,?
282,vida,1930 north hillhurst ave.,los feliz,?,?,170
283,west beach cafe,60 n. venice blvd.,?,?,american,?
284,20 mott,20 mott st.  between bowery and pell st.,new york,212/964-0380,?,?
285,9 jones street,9 jones st.,?,212/989-1220,american,?
286,adrienne,700 5th ave. at 55th st.,new york,?,?,?
287,agrotikon,322 e. 14 st.  between 1st and 2nd aves.,?,?,?,?
288,aja,937 broadway at 22nd st.,new york,?,american,?
289,alamo,304 e. 48th st.,new york,?,?,177
290,alley's end,311 w. 17th st.,new york,212/627-8899,american,178
291,ambassador grill,1 united nations plaza at 44th st.,?,212/702-5014,?,179
292,american place,2 park ave. at 32nd st.,?,212/684-2122,?,180
293,anche vivolo,222 e. 58th st.  between 2nd and 3rd aves.,?,?,italian,?
294,arizona,206 206 e. 60th st.,?,212/838-0440,?,?
295,arturo's,106 w. houston st.  off thompson st.,?,?,?,?
296,au mandarin,200-250 vesey st. world financial center,new york,?,asian,?
297,bar anise,1022 3rd ave.  between 60th and 61st sts.,?,212/355-1112,?,?
298,barbetta,321 w. 46th st.,new york,?,italian,?
299,ben benson's,123 w. 52nd st.,new york,?,american,187
300,big cup,228 8th ave.  between 21st and 22nd sts.,?,?,coffee bar,?
301,billy's,948 1st ave.  between 52nd and 53rd sts.,?,?,?,?
302,boca chica,13 1st ave.  near 1st st.,?,?,?,190
303,bolo,23 e. 22nd st.,?,?,mediterranean,191
304,boonthai,1393a 2nd ave.  between 72nd and 73rd sts.,new york,?,asian,?
305,bouterin,420 e. 59th st.  off 1st ave.,new york,212/758-0323,french,?
306,brothers bar-b-q,225 varick st. at clarkston st.,new york,212/727-2775,american,?
307,bruno,240 e. 58th st.,?,212/688-4190,italian,?
308,bryant park grill  roof restaurant and bp cafe,25 w. 40th st.  between 5th and 6th aves.,?,212/840-6500,american,196
309,c3,103 waverly pl.  near washington sq.,?,212/254-1200,?,?
310,ct,111 e. 22nd st.  between park ave. s and lexington ave.,new york,?,?,?
311,cafe bianco,1486 2nd ave.  between 77th and 78th sts.,?,212/988-2655,?,199
312,cafe botanica,160 central park s,?,212/484-5120,?,200
313,cafe la fortuna,69 w. 71st st.,new york,212/724-5846,?,?
314,cafe luxembourg,200 w. 70th st.,new york,212/873-7411,?,202
315,cafe pierre,2 e. 61st st.,new york,?,?,?
316,cafe centro,200 park ave.  between 45th st. and vanderbilt ave.,?,?,?,?
317,cafe fes,246 w. 4th st. at charles st.,?,?,?,?
318,caffe dante,81 macdougal st.  between houston and bleeker sts.,?,212/982-5275,coffee bar,?
319,caffe dell'artista,46 greenwich ave.,?,212/645-4431,?,207
320,caffe lure,169 sullivan st.  between houston and bleecker sts.,new york,?,french,?
321,caffe reggio,119 macdougal st.  between 3rd and bleecker sts.,?,212/475-9557,?,?
322,caffe roma,385 broome st. at mulberry,?,?,coffee bar,?
323,caffe vivaldi,32 jones st. at bleecker st.,new york,212/691-7538,?,?
324,caffe bondi ristorante,7 w. 20th st.,new york,?,italian,212
325,capsouto freres,451 washington st.  near watts st.,?,?,?,?
326,captain's table,860 2nd ave. at 46th st.,?,?,seafood,?
327,casa la femme,150 wooster st.  between houston and prince sts.,?,212/505-0005,?,?
328,cendrillon asian grill & marimba bar,45 mercer st.  between broome and grand sts.,?,212/343-9012,?,?
329,chez jacqueline,72 macdougal st.  between w. houston and bleecker sts.,?,212/505-0727,?,217
330,chiam,160 e. 48th st.,new york,212/371-2323,?,?
331,china grill,60 w. 53rd st.,new york,212/333-7788,american,?
332,cite,120 w. 51st st.,?,?,french,?
333,coco pazzo,23 e. 74th st.,?,?,?,221
334,columbus bakery,53rd sts.,?,?,?,?
335,corrado cafe,1013 3rd ave.  between 60th and 61st sts.,?,?,?,223
336,cupcake cafe,522 9th ave. at 39th st.,?,?,coffee bar,224
337,da nico,164 mulberry st.  between grand and broome sts.,?,212/343-1212,?,?
338,dean & deluca,121 prince st.,?,?,coffee bar,?
339,diva,341 w. broadway  near grand st.,?,212/941-9024,italian,?
340,dix et sept,181 w. 10th st.,?,212/645-8023,?,228
341,docks,633 3rd ave. at 40th st.,?,?,seafood,?
342,duane park cafe,157 duane st.  between w. broadway and hudson st.,?,?,?,?
343,el teddy's,219 w. broadway  between franklin and white sts.,new york,212/941-7070,?,231
344,emily's,1325 5th ave. at 111th st.,new york,212/996-1212,?,?
345,empire korea,6 e. 32nd st.,new york,212/725-1333,?,?
346,ernie's,2150 broadway  between 75th and 76th sts.,?,?,?,234
347,evergreen cafe,1288 1st ave. at 69th st.,?,212/744-3266,asian,?
348,f. ille ponte ristorante,39 desbrosses st.  near west st.,new york,?,?,?
349,felix,340 w. broadway at grand st.,?,212/431-0021,?,?
350,ferrier,29 e. 65th st.,new york,?,?,238
351,fifty seven fifty seven,57 e. 57th st.,new york,212/758-5757,american,?
352,film center cafe,635 9th ave.  between 44th and 45th sts.,?,?,?,240
353,fiorello's roman cafe,1900 broadway  between 63rd and 64th sts.,?,212/595-5330,?,?
354,firehouse,522 columbus ave.  between 85th and 86th sts.,new york,?,?,?
355,first,87 1st ave.  between 5th and 6th sts.,new york,212/674-3823,american,?
356,fishin eddie,73 w. 71st st.,?,?,?,244
357,fleur de jour,348 e. 62nd st.,?,212/355-2020,?,?
358,flowers,21 west 17th st.  between 5th and 6th aves.,?,?,american,?
359,follonico,6 w. 24th st.,?,?,?,?
360,fraunces tavern,54 pearl st. at broad st.,?,?,?,?
361,french roast,458 6th ave. at 11th st.,?,212/533-2233,french,249
362,french roast cafe,2340 broadway at 85th st.,new york,?,?,250
363,frico bar,402 w. 43rd st.  off 9th ave.,?,?,italian,?
364,fujiyama mama,467 columbus ave.  between 82nd and 83rd sts.,?,212/769-1144,asian,?
365,gabriela's,685 amsterdam ave. at 93rd st.,?,?,mexican,?
366,gallagher's,228 w. 52nd st.,new york,?,american,?
367,gianni's,15 fulton st.,new york,212/608-7300,seafood,255
368,girafe,208 e. 58th st.  between 2nd and 3rd aves.,new york,212/752-3054,?,256
369,global,33 93 2nd ave.  between 5th and 6th sts.,?,212/477-8427,?,?
370,golden unicorn,18 e. broadway at catherine st.,new york,?,?,?
371,grand ticino,228 thompson st.  between w. 3rd and bleecker sts.,new york,?,?,259
372,halcyon,151 w. 54th st.  in the rihga royal hotel,?,212/468-8888,american,?
373,hard rock cafe,221 w. 57th st.,?,?,american,?
374,hi-life restaurant and lounge,1340 1st ave. at 72nd st.,new york,212/249-3600,?,262
375,home,20 cornelia st.  between bleecker and w. 4th st.,new york,212/243-9579,american,?
376,hudson river club,4 world financial center,?,?,?,?
377,i trulli,122 e. 27th st.  between lexington and park aves.,new york,?,?,?
378,il cortile,125 mulberry st.  between canal and hester sts.,?,212/226-6060,?,266
379,il nido,251 e. 53rd st.,new york,?,?,?
380,inca grill,492 broome st.  near w. broadway,?,?,latin american,268
381,indochine,430 lafayette st.  between 4th st. and astor pl.,?,?,?,?
382,internet cafe,82 e. 3rd st.  between 1st and 2nd aves.,new york,212/ 614-0747,coffee bar,?
383,ipanema,13 w. 46th st.,?,212/730-5848,?,?
384,jean lafitte,68 w. 58th st.,?,212/751-2323,french,?
385,jewel of india,15 w. 44th st.,?,?,?,?
386,jimmy sung's,219 e. 44th st.  between 2nd and 3rd aves.,new york,?,?,274
387,joe allen,326 w. 46th st.,new york,?,?,275
388,judson grill,152 w. 52nd st.,?,212/582-5252,?,276
389,l'absinthe,227 e. 67th st.,new york,?,french,?
390,l'auberge,1191 1st ave.  between 64th and 65th sts.,new york,212/288-8791,?,278
391,l'auberge du midi,310 w. 4th st.  between w. 12th and bank sts.,new york,?,?,279
392,l'udo,432 lafayette st.  near astor pl.,?,212/388-0978,?,280
393,la reserve,4 w. 49th st.,new york,212/247-2993,?,?
394,lanza restaurant,168 1st ave.  between 10th and 11th sts.,?,?,italian,282
395,lattanzi ristorante,361 w. 46th st.,new york,212/315-0980,italian,?
396,layla,211 w. broadway at franklin st.,?,212/431-0700,middle eastern,?
397,le chantilly,106 e. 57th st.,?,?,?,?
398,le colonial,149 e. 57th st.,?,?,asian,?
399,le gamin,50 macdougal st.  between houston and prince sts.,new york,?,?,?
400,le jardin,25 cleveland pl.  near spring st.,?,?,french,288
401,le madri,168 w. 18th st.,?,212/727-8022,?,?
402,le marais,150 w. 46th st.,new york,212/869-0900,?,290
403,le perigord,405 e. 52nd st.,?,?,?,?
404,le select,507 columbus ave.  between 84th and 85th sts.,new york,212/875-1993,?,292
405,les halles,411 park ave. s  between 28th and 29th sts.,?,?,?,293
406,lincoln tavern,51 w. 64th st.,?,?,?,?
407,lola,30 west 22nd st.  between 5th and 6th ave.,?,212/675-6700,?,?
408,lucky strike,59 grand st.  between wooster st. and w. broadway,new york,?,?,296
409,mad fish,2182 broadway  between 77th and 78th sts.,?,?,?,?
410,main street,446 columbus ave.  between 81st and 82nd sts.,?,212/873-5025,american,?
411,mangia e bevi,800 9th ave. at 53rd st.,?,?,italian,?
412,manhattan cafe,1161 1st ave.  between 63rd and 64th sts.,?,212/888-6556,?,?
413,manila garden,325 e. 14th st.  between 1st and 2nd aves.,?,212/777-6314,?,?
414,marichu,342 e. 46th st.  between 1st and 2nd aves.,?,212/370-1866,french,302
415,marquet patisserie,15 e. 12th st.  between 5th ave. and university pl.,?,212/229-9313,?,?
416,match,160 mercer st.  between houston and prince sts.,new york,?,american,?
417,matthew's,1030 3rd ave. at 61st st.,new york,212/838-4343,?,?
418,mavalli palace,46 e. 29th st.,new york,212/679-5535,?,?
419,milan cafe and coffee bar,120 w. 23rd st.,new york,212/807-1801,?,307
420,monkey bar,60 e. 54th st.,?,212/838-2600,american,308
421,montien,1134 1st ave.   between 62nd and 63rd sts.,?,?,?,?
422,morton's,551 5th ave. at 45th st.,?,212/972-3315,american,?
423,motown cafe,104 w. 57th st.  near 6th ave.,?,212/581-8030,?,311
424,new york kom tang soot bul house,32 w. 32nd st.,?,212/ 947-8482,?,?
425,new york noodletown,28 1/2 bowery at bayard st.,new york,?,?,313
426,newsbar,2 w. 19th st.,?,?,coffee bar,?
427,odeon,145 w. broadway at thomas st.,new york,?,?,?
428,orso,322 w. 46th st.,?,?,?,316
429,osteria al droge,142 w. 44th st.,?,212/944-3643,?,317
430,otabe,68 e. 56th st.,?,?,asian,318
431,pacifica,138 lafayette st.  between canal and howard sts.,new york,212/941-4168,?,319
432,palio,151 w. 51st. st.,?,212/245-4850,?,320
433,pamir,1065 1st ave.  at 58th st.,new york,?,?,?
434,parioli romanissimo,24 e. 81st st.,?,?,?,?
435,patria,250 park ave. s at 20th st.,?,?,latin american,?
