,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
29,Y,7,13,4,12,11,14,3,3,4,15,14,2,15,14,7,12
30,C,13,9,2,12,12,0,1,3,0,0,0,11,10,14,14,12
31,C,1,9,2,1,12,14,10,4,6,8,1,10,10,5,13,8
32,W,12,1,9,14,10,12,10,8,6,7,9,2,9,5,15,13
33,H,0,5,15,15,7,5,9,8,5,15,11,11,6,11,10,15
34,K,5,5,6,15,4,4,3,5,4,2,8,2,13,9,13,15
35,Y,14,14,13,13,5,14,3,6,8,15,2,2,9,15,7,12
36,X,14,14,8,13,5,3,13,8,0,10,14,8,9,14,15,12
37,T,7,13,4,12,11,13,11,8,1,0,14,5,10,15,7,12
38,Y,14,5,8,14,4,15,5,8,10,10,2,1,6,14,8,4
39,M,7,12,2,14,11,12,9,6,9,10,14,12,10,14,0,12
40,W,0,0,9,9,10,15,9,1,8,2,2,13,9,14,7,12
41,M,7,14,4,13,10,3,13,3,8,8,11,2,9,7,5,8
42,W,14,13,15,12,5,5,13,15,8,0,1,13,9,14,7,8
43,Y,14,3,8,9,5,3,3,8,8,15,14,3,2,14,5,11
44,D,2,5,13,13,11,15,10,8,4,8,10,9,8,1,15,12
45,W,14,6,8,15,6,15,13,5,8,12,14,11,9,14,5,12
46,A,0,5,13,15,8,3,2,3,10,10,8,8,6,14,15,12
47,Y,1,9,2,1,12,3,13,3,0,10,2,3,2,7,15,8
48,G,12,6,9,14,4,3,13,5,4,8,12,8,6,4,0,15
49,F,7,5,4,15,11,3,5,6,9,12,14,3,10,7,9,12
50,Y,2,0,6,9,8,5,5,6,5,10,11,8,9,7,10,14
51,C,7,13,2,12,12,1,0,6,0,0,1,9,10,14,14,12
52,Y,13,12,4,8,11,14,10,1,6,8,9,8,2,11,13,15
53,V,14,3,13,14,6,15,10,8,5,10,3,2,9,5,0,10
54,F,14,5,8,14,10,3,9,9,6,8,12,13,15,5,9,12
55,L,5,5,15,11,7,15,5,9,4,3,14,2,9,14,5,12
56,L,7,3,8,12,10,5,7,8,10,8,12,2,9,4,7,12
57,Z,13,13,2,12,11,14,13,13,8,15,14,11,9,14,15,12
58,S,5,6,4,13,11,14,2,6,0,0,3,13,15,7,8,8
59,C,0,6,13,9,6,5,7,15,0,3,15,2,15,9,15,8
60,E,7,9,2,13,11,3,13,0,2,12,14,8,0,14,14,12
61,S,13,9,2,1,12,4,2,8,0,0,8,1,2,7,13,12
62,M,5,5,4,12,11,3,13,8,6,2,14,3,2,7,0,8
63,W,14,5,8,14,6,3,3,5,4,15,14,2,15,14,10,12
64,I,7,9,4,1,11,15,13,3,0,10,14,8,0,14,15,15
65,C,13,9,2,12,12,0,1,3,0,0,0,11,10,14,14,12
66,I,7,3,8,12,5,3,9,5,0,2,14,8,9,14,15,12
67,M,13,9,2,6,11,3,13,3,6,10,14,8,15,14,8,10
68,Y,0,6,13,15,4,5,3,6,5,10,11,13,6,7,10,14
69,I,12,1,9,14,10,5,9,8,4,8,12,9,6,7,8,8
70,L,0,6,8,13,10,5,3,3,0,2,14,13,8,14,12,8
71,L,7,15,8,15,5,15,13,9,0,15,14,2,9,14,8,8
72,L,14,13,13,12,6,15,5,6,5,15,3,10,8,5,8,8
73,V,13,15,2,14,12,7,7,8,5,9,1,1,2,4,14,12
74,V,14,14,8,13,11,15,2,4,6,11,2,11,10,14,2,12
75,Z,14,3,8,12,5,3,13,9,6,10,14,9,15,14,15,15
76,G,13,13,4,12,5,14,13,3,4,15,2,13,9,5,8,12
77,K,14,3,15,12,10,14,3,5,5,3,8,10,11,9,13,12
78,U,7,14,8,13,5,9,4,5,2,2,15,2,15,4,15,12
79,E,7,3,4,12,11,3,9,3,5,10,3,13,6,7,13,10
80,K,5,6,6,15,8,12,13,8,4,2,9,10,11,7,15,15
81,T,12,11,15,9,10,4,10,6,10,7,2,14,8,15,7,12
82,S,5,1,8,15,10,15,5,8,10,3,8,1,8,7,10,10
83,T,5,6,9,9,7,15,5,9,4,10,14,11,9,7,10,8
84,E,13,9,2,1,12,4,2,5,10,2,11,8,8,14,14,12
85,A,7,12,4,8,11,5,10,5,2,12,8,13,6,11,14,12
86,D,7,15,8,14,4,15,13,8,1,8,3,8,0,15,7,15
87,D,5,5,6,9,7,15,13,3,4,10,14,8,13,7,9,14
88,K,5,14,6,13,7,13,13,5,4,2,10,1,13,4,15,15
89,M,14,15,8,14,10,3,13,8,8,0,11,2,15,7,8,15
90,E,5,0,9,9,9,4,9,5,5,8,11,2,11,7,8,13
91,Y,12,6,9,15,10,12,10,5,6,0,7,11,2,11,15,10
92,A,14,15,8,14,5,14,9,8,1,10,11,8,8,7,14,12
93,X,5,14,9,14,4,14,3,3,0,8,2,8,9,4,8,0
94,E,14,12,4,14,11,3,13,1,2,12,14,8,6,14,14,12
95,I,14,15,8,14,6,3,10,8,4,8,2,11,9,4,0,11
96,X,14,14,8,13,5,15,13,8,4,2,14,8,9,14,15,12
97,E,14,15,8,14,10,3,13,9,5,15,12,11,9,5,15,12
98,I,14,5,8,14,11,3,3,7,1,10,3,8,9,14,14,12
99,O,2,0,9,9,10,12,2,6,6,0,9,10,9,7,13,0
100,Y,13,14,2,13,12,14,10,0,10,10,9,8,2,11,14,12
101,F,5,15,15,14,10,14,2,8,8,0,3,11,15,14,8,10
102,F,0,5,13,15,6,3,13,9,4,10,14,13,15,14,12,12
103,Q,13,9,2,6,12,3,0,15,0,10,10,8,2,11,2,15
104,S,13,9,2,6,12,13,13,8,0,2,8,4,2,7,13,15
105,D,14,6,15,15,11,5,9,3,10,12,10,8,9,7,14,12
106,Q,0,15,8,14,5,14,14,8,6,7,8,14,15,1,13,13
107,B,2,1,13,14,5,3,9,15,6,3,3,8,0,14,15,15
108,Z,7,15,4,14,10,3,9,9,0,10,3,9,9,14,15,15
109,A,13,1,2,1,12,3,9,8,0,10,11,8,6,15,14,12
110,N,13,5,2,15,11,15,13,0,6,9,14,2,10,14,2,12
111,M,7,15,2,14,11,12,13,6,9,10,14,7,10,14,0,12
112,J,5,5,9,15,10,14,14,6,0,9,3,5,15,7,13,10
113,N,7,5,4,15,5,3,13,0,6,9,14,8,10,14,2,12
114,I,0,6,15,9,8,3,13,6,0,10,14,2,9,14,7,12
115,O,14,14,4,13,11,3,5,0,4,10,10,13,9,7,14,12
116,S,13,9,2,6,12,14,9,9,6,3,3,0,2,15,15,8
117,J,0,5,13,15,7,3,3,6,5,10,3,8,0,15,9,7
118,A,7,15,8,14,5,5,4,15,10,8,15,8,15,4,15,15
119,Z,7,14,8,13,5,3,9,15,9,0,3,13,2,14,5,15
120,W,7,14,8,13,11,10,5,15,8,2,1,13,9,5,15,10
121,E,7,9,8,6,11,4,10,5,5,2,11,13,0,14,2,12
122,G,5,5,8,12,5,10,3,3,4,2,15,8,6,4,7,8
123,H,7,9,2,12,5,3,13,3,4,10,14,11,0,14,8,10
124,H,0,5,15,15,7,15,9,5,0,2,2,11,9,5,5,12
125,O,0,13,8,12,11,4,9,6,8,3,11,8,9,7,13,10
126,V,14,12,13,13,10,15,2,8,4,10,14,2,9,5,10,12
127,J,7,14,4,13,11,1,0,8,5,0,11,8,10,14,13,15
128,K,5,15,6,14,4,2,3,15,4,3,1,11,9,5,13,8
129,I,1,1,2,1,12,3,13,14,1,10,14,8,9,14,14,12
130,A,13,1,4,6,12,15,1,15,2,10,15,8,15,9,13,15
131,X,0,6,4,13,5,14,3,6,2,3,14,2,0,7,7,12
132,M,1,0,1,1,12,13,13,3,8,10,14,4,10,14,5,10
133,O,7,9,2,1,12,4,9,3,6,2,8,8,9,15,13,0
134,A,7,14,8,13,5,10,10,4,2,8,1,2,15,12,13,15
135,W,14,15,8,14,5,4,9,4,8,2,8,2,15,7,15,0
136,F,0,15,15,14,10,15,9,8,9,0,1,8,15,4,7,8
137,V,1,9,2,6,12,10,13,4,4,0,12,8,10,5,14,15
138,B,0,0,9,9,6,14,13,15,6,2,3,10,8,14,7,12
139,N,13,13,2,12,12,5,5,0,0,9,2,2,10,14,2,12
140,T,2,0,10,9,4,14,0,5,0,9,14,5,10,15,15,12
141,Q,13,1,2,1,14,15,6,4,5,15,10,8,10,14,14,12
142,S,1,1,2,6,12,14,9,6,0,3,3,0,2,7,15,10
143,I,14,5,4,15,10,3,9,0,1,10,2,8,9,14,14,12
144,A,13,12,4,8,11,10,4,15,2,3,15,2,15,5,15,8
145,C,5,0,6,9,9,3,13,5,0,15,3,1,6,11,9,15
146,Q,7,13,4,12,5,3,14,8,0,10,11,8,15,1,2,15
147,A,13,15,4,14,11,9,4,8,10,0,15,3,9,4,15,8
148,D,7,5,8,15,5,15,2,8,1,15,7,8,15,15,14,12
149,O,0,14,13,13,6,15,9,8,4,15,3,2,8,14,7,10
150,N,13,5,2,14,5,3,13,0,6,10,14,8,10,14,13,12
151,Z,12,11,9,9,6,15,5,15,9,7,14,2,9,5,5,15
152,D,14,14,13,13,4,15,9,8,2,8,3,8,11,11,8,12
153,K,0,5,15,14,7,5,13,3,4,15,3,11,7,5,7,0
154,C,14,15,13,14,10,14,5,15,8,10,15,8,2,4,15,15
155,X,7,9,8,13,11,5,3,9,6,10,2,3,9,14,7,12
156,H,14,2,8,12,10,3,13,3,0,10,14,11,15,14,0,10
157,U,12,8,15,9,10,15,4,5,2,8,2,0,0,12,8,10
158,B,5,5,6,14,7,5,3,4,6,2,1,8,9,5,15,8
159,I,7,14,4,13,10,3,13,3,0,10,14,8,9,14,15,12
160,Q,2,5,15,15,6,14,10,4,8,0,8,9,15,7,15,13
161,A,5,3,15,12,10,13,0,15,2,3,8,8,11,11,2,15
162,J,7,15,2,13,12,1,14,8,4,7,11,8,10,14,13,0
163,A,7,9,8,12,12,3,3,5,0,10,0,8,15,5,2,12
164,M,7,15,2,14,5,12,3,3,9,12,12,4,10,14,5,8
165,K,14,5,8,15,10,3,13,14,1,10,8,8,13,4,14,12
166,H,14,5,8,15,4,3,9,9,0,10,14,11,15,14,10,10
167,K,7,14,8,13,4,3,9,6,5,15,14,8,0,14,0,8
168,Y,5,5,13,15,10,4,9,0,8,8,8,9,15,11,7,13
169,D,14,5,13,15,5,14,14,5,5,10,7,2,9,15,2,12
170,F,13,15,2,14,5,15,9,9,0,10,12,11,15,5,10,12
171,S,13,1,2,6,12,14,9,9,6,8,3,0,2,7,7,10
172,I,14,5,13,14,8,3,13,6,10,10,14,13,13,5,9,8
173,O,0,15,8,14,10,15,3,12,5,8,13,13,9,7,14,12
174,T,5,6,13,14,10,3,10,3,2,0,2,14,8,11,8,15
175,Z,7,15,4,14,11,3,13,8,3,2,14,8,10,14,10,12
176,M,7,12,8,6,11,3,13,15,8,0,3,2,15,14,7,12
177,E,0,5,15,14,10,13,10,5,5,3,10,2,0,14,2,12
178,T,5,6,8,14,5,4,2,6,10,2,2,11,0,7,7,15
179,I,14,3,8,12,10,3,13,6,0,10,14,13,9,14,15,0
180,Q,5,0,13,9,6,14,0,5,6,0,8,9,15,1,13,13
181,H,0,3,8,9,10,3,2,13,8,10,2,13,15,14,9,10
182,O,0,6,13,15,11,3,10,1,0,10,0,8,9,7,14,12
183,F,7,12,4,14,11,15,9,6,9,12,2,9,10,14,9,15
184,J,0,13,8,9,11,1,11,3,10,7,9,9,10,14,15,0
185,V,7,5,4,15,10,5,3,4,0,0,12,13,10,4,2,0
186,G,7,13,4,12,10,14,13,3,4,10,14,13,9,5,7,8
187,M,7,2,2,12,5,3,9,3,6,10,2,2,15,14,8,10
188,T,5,5,13,12,10,15,2,3,10,2,2,9,0,15,8,0
189,N,13,2,1,12,12,3,13,4,6,10,14,8,10,14,15,12
190,B,2,6,6,9,9,3,13,3,4,10,14,13,11,4,9,5
191,Z,14,6,13,15,10,15,3,8,6,4,2,5,9,14,7,12
192,H,14,14,13,13,7,5,3,8,5,15,14,13,11,14,5,15
193,I,0,6,15,9,4,3,2,8,4,8,2,11,9,5,0,10
194,K,2,6,10,15,7,5,3,15,4,3,2,13,13,4,13,12
195,T,5,0,15,9,5,13,8,9,2,2,14,14,2,15,7,12
196,X,14,15,13,14,10,15,5,8,5,10,2,8,9,14,15,12
197,F,13,15,2,14,5,15,13,9,4,10,14,13,15,7,10,12
198,B,14,14,13,13,10,12,9,5,6,0,11,0,9,14,15,10
199,D,2,6,15,9,5,12,0,8,5,2,7,8,9,15,2,12
200,J,2,0,10,9,6,14,0,15,6,11,3,14,2,15,13,15
201,Y,7,12,8,14,12,14,10,5,2,3,13,8,2,11,14,12
202,Z,14,13,13,12,5,2,3,5,8,0,1,11,9,14,15,8
203,Z,1,0,1,1,14,3,13,15,9,8,14,8,10,14,5,12
204,L,7,3,2,14,5,3,9,6,10,8,11,2,9,14,8,15
205,F,12,11,9,9,10,5,10,8,5,9,2,8,9,15,15,12
206,H,0,14,15,13,4,15,3,3,0,3,14,13,9,7,5,10
207,B,12,7,9,15,6,14,13,5,0,2,11,3,6,15,7,15
208,D,7,6,8,15,11,4,9,3,10,3,10,8,9,15,14,12
209,H,14,14,4,13,5,14,13,9,6,10,14,13,15,14,9,10
210,Y,13,2,4,12,11,14,10,1,6,10,11,2,2,11,2,12
211,X,7,12,4,8,11,3,13,9,4,10,14,8,15,14,15,12
212,Z,5,6,9,15,6,15,3,5,9,7,12,2,2,5,5,8
213,C,13,9,2,6,12,14,10,1,8,10,15,3,10,5,13,12
214,V,1,9,2,6,12,10,3,15,0,7,12,2,10,5,2,15
215,Z,1,9,2,6,12,3,9,1,9,0,3,13,2,14,8,15
216,A,7,3,8,15,11,3,13,5,1,15,0,8,9,5,2,12
217,C,7,3,4,13,5,15,13,8,4,10,14,8,9,14,0,10
218,V,13,3,2,8,12,10,13,1,6,7,1,13,10,5,2,15
219,L,0,13,13,9,6,15,13,6,10,10,3,0,9,14,5,12
220,E,1,9,2,1,12,3,9,3,10,10,3,13,8,14,2,0
221,Z,13,13,2,12,12,3,13,5,3,3,14,8,10,14,10,12
222,M,14,5,8,15,5,12,13,6,12,10,14,12,10,14,0,15
223,V,14,14,2,10,5,5,13,5,10,0,12,9,9,14,5,8
224,Z,14,15,8,14,5,4,13,13,9,15,2,11,9,14,7,12
225,X,0,6,13,9,6,3,9,9,0,8,11,11,8,14,8,10
226,C,7,13,4,12,11,4,10,5,8,5,15,11,2,4,13,10
227,D,14,3,8,12,11,13,14,8,5,0,11,11,15,15,2,12
228,W,5,6,9,9,4,3,13,0,8,3,14,8,9,14,7,15
229,V,0,15,13,14,5,14,3,8,4,11,11,0,2,4,2,15
230,E,2,6,10,9,6,3,9,5,4,2,14,13,11,14,2,12
231,I,7,3,8,15,10,10,0,5,2,10,11,8,9,15,0,8
232,U,13,14,4,13,5,7,7,5,2,2,1,8,15,4,13,12
233,T,14,13,8,9,9,15,13,3,0,10,14,13,6,15,5,8
234,U,14,5,13,14,11,10,5,5,1,8,1,2,15,5,13,12
235,J,14,15,8,14,5,4,10,8,0,0,10,9,15,15,15,10
236,W,7,12,13,8,11,3,13,1,9,2,14,8,15,14,15,15
237,Z,0,0,13,9,10,4,9,12,9,8,3,9,9,14,7,12
238,D,7,14,8,13,5,5,0,15,2,4,10,8,15,1,2,12
239,T,2,6,13,13,10,10,13,8,5,7,12,9,8,11,8,8
240,J,0,5,13,15,4,14,2,8,0,3,8,11,0,7,15,0
241,T,5,0,9,9,6,15,10,9,4,2,12,5,9,15,7,12
242,Y,14,6,13,9,11,5,0,0,5,15,11,8,10,15,14,12
243,A,7,9,4,12,11,4,9,8,1,10,8,8,11,15,14,12
244,T,5,5,9,15,6,14,0,9,10,0,2,5,15,15,7,12
245,V,0,13,15,15,4,3,9,8,4,10,3,8,8,4,10,0
246,M,14,2,4,12,5,15,13,6,9,15,2,2,15,14,5,12
247,F,14,15,8,14,5,3,5,6,9,12,14,3,10,7,9,12
248,M,7,14,2,13,11,12,9,6,12,10,2,7,10,14,0,12
249,H,0,5,15,15,4,3,2,3,0,2,14,11,9,14,0,12
250,N,1,5,1,15,12,3,13,0,9,10,14,8,10,14,15,12
251,F,5,15,15,14,10,5,3,8,0,2,1,8,15,14,8,10
252,F,7,15,4,14,5,15,3,8,0,10,11,2,15,15,9,12
253,S,7,14,4,13,11,4,9,6,6,15,11,4,2,14,7,10
254,K,12,6,11,9,9,5,3,15,4,3,12,13,14,7,15,12
255,T,9,6,15,13,5,14,0,6,2,0,2,9,8,15,7,12
256,G,13,12,4,8,5,3,9,8,5,3,2,8,15,4,15,10
257,O,7,15,8,14,4,15,13,8,5,15,3,8,11,7,8,0
258,O,5,13,13,12,5,13,9,3,8,0,11,2,9,7,13,0
259,Z,7,15,4,14,11,4,13,13,8,10,3,9,9,14,7,12
260,O,13,1,2,1,12,3,5,12,4,10,10,8,9,15,14,12
261,V,13,3,2,12,11,10,13,15,0,0,1,13,2,4,13,15
262,Z,2,7,15,15,6,14,13,15,9,0,14,8,8,9,10,0
263,J,0,0,15,9,4,3,2,5,0,7,3,11,9,7,13,15
264,D,1,0,14,1,14,15,2,8,2,10,7,8,15,15,14,12
265,K,5,3,9,12,7,14,2,3,10,15,12,8,4,14,8,15
266,O,7,13,4,12,12,3,5,0,4,10,13,8,9,7,14,12
267,H,7,14,4,13,6,3,13,8,0,15,14,11,15,14,8,10
268,C,14,15,13,14,10,14,5,1,9,10,15,3,10,4,15,12
269,Q,14,6,8,9,5,15,8,0,4,10,10,8,10,14,14,12
270,Z,12,1,9,14,10,5,10,8,0,7,1,8,0,4,8,10
271,Q,5,0,13,9,10,14,10,1,9,0,8,9,15,14,7,13
272,X,0,15,15,14,10,3,5,8,5,15,12,13,9,7,7,8
273,Q,1,0,14,1,14,3,11,1,5,10,10,8,10,14,14,12
274,O,14,9,8,6,11,4,9,3,6,2,10,2,9,7,13,0
275,Z,13,12,4,6,11,5,3,8,0,0,12,11,15,14,15,12
276,G,14,15,8,13,5,4,0,8,10,10,12,8,9,5,5,4
277,Y,2,6,15,15,6,4,13,9,0,3,11,3,15,7,8,8
278,Z,13,1,14,6,12,14,13,8,6,15,14,11,15,14,15,12
279,F,7,15,4,14,10,3,13,9,4,10,14,8,15,14,10,12
280,F,2,6,6,9,7,5,5,3,5,3,14,2,6,7,9,4
281,K,5,6,6,9,8,3,13,15,5,3,3,8,13,4,13,12
282,K,14,15,13,14,8,5,3,15,2,8,12,8,11,5,13,10
283,Z,5,14,9,14,4,4,13,6,6,10,12,13,9,4,8,0
284,Z,14,5,13,15,10,15,3,15,9,7,2,2,9,4,10,12
285,A,14,5,15,15,6,5,9,8,1,15,8,8,11,11,14,12
286,S,13,1,2,6,12,14,9,6,6,10,11,0,2,7,7,10
287,B,7,13,4,12,10,14,13,5,6,15,14,2,9,14,5,10
288,V,5,5,6,15,6,15,5,9,6,8,14,13,15,4,7,0
289,A,5,5,9,9,8,15,13,5,4,10,11,8,6,14,7,10
290,Z,0,1,8,14,10,15,13,5,0,2,2,13,0,14,0,0
291,S,14,15,13,14,10,15,9,8,0,10,14,8,8,5,7,12
292,D,7,12,4,8,12,13,14,5,10,2,11,13,15,11,2,12
293,F,14,14,4,13,11,5,10,6,9,12,14,11,10,5,10,8
294,J,14,5,13,14,10,5,9,1,0,9,2,9,2,15,13,8
295,A,0,6,15,9,6,15,7,5,1,10,1,8,0,7,8,12
296,H,7,2,4,8,5,15,13,3,0,10,14,11,15,14,5,8
297,E,13,9,2,6,11,3,2,3,5,10,14,13,0,7,13,15
298,O,5,6,8,14,5,14,3,8,5,15,3,8,0,9,13,12
299,F,14,6,8,9,6,3,13,3,8,12,14,8,10,14,9,12
300,L,13,3,2,14,5,15,9,9,2,12,3,10,9,7,8,8
301,J,14,15,4,13,12,1,8,3,4,7,11,13,10,14,13,0
302,J,14,5,13,14,6,4,10,8,0,2,10,11,15,15,15,0
303,W,0,6,9,9,10,15,13,8,9,15,14,8,8,4,10,8
304,A,7,14,8,13,5,2,7,15,2,8,15,2,9,12,13,12
305,H,14,5,4,14,5,14,13,9,6,10,14,13,15,14,9,10
306,X,0,5,13,15,6,3,13,11,6,10,14,13,15,14,15,12
307,V,13,13,2,12,12,0,1,6,4,11,15,1,10,5,14,12
308,I,14,15,8,13,11,3,5,7,1,10,8,8,9,14,14,12
309,K,5,5,15,12,5,14,2,3,4,4,12,10,13,5,13,12
310,N,7,14,4,13,11,3,13,0,6,9,14,8,10,14,2,15
311,A,5,6,13,9,4,10,10,15,10,2,8,8,11,11,13,0
312,E,7,13,4,12,5,14,13,11,4,10,2,13,9,5,15,12
313,A,1,9,14,6,12,10,7,15,1,3,15,2,2,4,2,12
314,F,13,9,4,1,12,3,9,15,0,2,2,13,2,14,7,12
315,T,1,0,1,0,14,4,10,6,1,3,14,9,10,7,13,12
316,Z,5,5,9,9,8,3,3,3,6,10,2,2,6,9,9,13
317,K,2,5,10,15,4,4,3,8,4,0,10,1,14,9,7,12
318,Q,14,15,8,14,6,15,0,5,0,15,11,8,9,1,2,15
319,C,7,13,4,12,11,4,5,4,9,15,15,1,10,14,15,15
320,W,7,13,4,12,12,3,13,8,5,10,14,8,9,14,7,12
321,Y,13,12,2,14,11,3,13,11,0,12,3,2,15,5,8,4
322,Z,5,6,9,9,6,10,5,8,8,0,1,13,8,4,7,8
323,M,7,12,4,14,11,12,9,6,9,10,14,7,10,14,0,15
324,E,13,9,14,1,12,14,2,6,10,8,3,8,8,7,2,15
325,Y,13,12,2,8,11,14,3,6,4,15,14,2,15,14,7,12
326,D,2,6,13,9,5,10,0,3,4,7,7,8,15,15,2,12
327,A,13,14,4,12,11,3,7,5,2,10,15,8,9,5,13,12
328,M,0,5,4,12,11,15,13,8,5,2,2,10,9,14,0,10
329,B,14,3,8,9,11,12,3,9,10,10,11,0,9,14,15,10
330,K,5,5,6,14,4,4,13,5,4,2,10,2,13,4,15,12
331,C,0,0,8,14,5,3,5,5,4,7,3,1,9,14,5,8
332,Q,0,13,8,12,11,4,14,5,8,7,8,14,2,11,13,13
333,Y,13,12,4,8,11,3,3,6,0,15,14,10,15,7,7,8
334,V,13,12,4,8,12,15,9,15,6,1,2,8,10,5,2,12
335,J,0,6,8,15,11,1,11,3,5,7,10,11,10,14,13,10
336,A,2,15,15,14,4,14,0,3,2,3,14,11,13,13,7,13
337,A,7,13,8,12,5,9,7,15,2,3,15,2,15,4,13,12
338,B,5,0,9,9,6,5,5,4,6,2,1,2,0,7,8,4
339,T,1,1,14,6,12,4,10,8,5,2,11,14,2,7,15,15
340,K,2,13,6,13,9,3,13,3,5,15,2,8,7,14,8,10
341,X,13,13,2,12,11,15,13,9,4,10,14,2,15,14,15,12
342,F,14,0,8,9,5,14,3,6,9,4,14,2,10,7,9,12
343,S,14,13,13,13,6,13,13,5,0,15,14,10,8,15,0,15
344,X,1,0,14,1,14,15,13,6,5,10,14,8,15,14,15,12
345,Z,13,1,2,2,12,3,13,3,9,15,14,2,2,14,0,12
346,W,14,5,13,15,4,5,13,5,0,10,12,9,6,4,9,12
347,A,14,12,8,8,5,14,0,3,2,8,3,11,6,11,13,0
348,H,14,5,4,14,6,14,3,11,0,15,14,13,15,14,0,8
349,S,5,0,13,9,10,13,9,3,0,7,10,1,15,15,15,15
350,J,13,12,2,8,11,4,10,5,4,2,8,9,2,15,15,0
351,N,1,12,0,14,14,3,13,8,5,10,14,8,10,14,14,12
352,H,1,9,14,2,12,15,13,5,4,2,2,13,15,14,15,8
353,T,7,12,8,2,11,15,2,5,4,9,12,5,2,15,15,12
354,B,9,11,10,9,10,14,9,5,6,3,11,10,6,14,7,0
355,O,14,3,8,12,11,4,9,3,8,2,11,8,9,7,15,10
356,E,7,15,4,14,11,3,13,1,2,12,14,8,0,14,14,12
357,Y,14,0,13,9,12,3,0,15,10,8,7,8,2,11,14,12
358,N,7,3,8,14,10,15,9,8,5,10,14,8,9,5,10,12
359,L,12,8,15,9,10,15,5,8,9,0,12,10,9,4,9,8
360,L,14,3,4,15,10,5,13,6,2,8,14,1,9,7,5,12
361,Z,1,0,1,0,14,15,13,15,9,8,14,8,10,14,8,12
362,J,14,3,8,14,6,3,2,3,5,8,14,13,8,7,10,15
363,K,12,6,11,9,8,5,3,15,4,3,14,13,13,4,13,12
364,Z,14,14,8,13,11,4,13,13,9,10,14,9,9,14,7,12
365,E,13,9,2,1,12,15,2,5,5,2,12,11,8,7,2,15
366,A,0,6,9,9,6,12,10,5,10,3,10,2,8,11,2,12
367,O,14,5,4,14,10,3,5,0,4,10,10,8,9,7,14,12
368,Y,5,0,9,9,4,14,3,9,4,12,14,0,0,5,8,0
369,Y,2,0,6,9,9,15,5,8,10,15,2,10,8,5,9,5
370,X,0,6,4,13,5,3,13,3,5,10,12,13,0,14,8,12
371,O,13,13,2,12,12,15,3,0,4,10,13,8,9,7,14,12
372,B,5,6,9,9,8,14,13,3,10,10,2,8,0,5,3,12
373,A,14,15,13,14,5,13,9,3,1,10,8,8,8,15,14,12
374,B,0,14,15,13,6,4,13,15,0,2,11,1,9,14,15,12
375,M,0,0,4,14,11,5,3,8,0,2,2,2,2,15,0,8
376,D,7,13,8,12,12,5,9,8,2,12,10,8,9,15,14,12
377,G,12,1,9,15,4,5,3,5,4,3,12,8,6,14,5,12
378,Z,14,0,8,9,6,5,3,6,9,10,2,11,15,5,10,12
379,F,14,6,13,15,10,3,9,5,6,2,2,13,15,4,8,12
380,E,7,13,8,12,6,3,9,5,10,8,3,8,0,7,8,13
381,W,0,0,9,9,10,4,9,15,8,2,9,2,9,7,7,0
