,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
61,C,2,9,3,1,1,5,9,3,6,11,9,11,1,9,4,8
62,J,6,9,14,4,2,0,4,3,7,10,6,10,1,9,7,9
63,X,15,9,5,6,5,0,6,3,15,10,6,9,2,8,8,8
64,X,3,9,4,1,2,8,4,0,6,5,6,8,7,8,5,11
65,Q,2,9,2,4,1,0,1,0,6,0,0,12,0,8,0,8
66,X,3,5,5,4,3,0,5,3,6,10,6,8,14,8,5,8
67,J,2,9,3,2,2,0,4,0,7,5,6,8,2,8,5,10
68,Y,0,1,6,7,13,9,6,6,4,5,8,6,8,9,8,7
69,X,8,13,8,6,2,9,5,3,15,0,2,1,8,9,5,9
70,Q,0,1,5,12,2,9,6,0,6,10,6,6,2,8,9,9
71,Q,3,8,5,7,3,8,4,9,6,10,6,9,14,8,5,9
72,Q,15,6,9,4,5,8,5,6,4,10,7,10,2,14,5,9
73,P,2,8,3,6,1,13,3,8,4,13,14,11,1,4,0,8
74,P,15,7,5,12,2,8,9,1,7,14,7,12,0,8,1,8
75,T,15,5,5,4,3,0,4,12,7,5,6,1,2,8,5,11
76,R,2,6,4,4,3,6,4,0,15,10,7,6,14,14,5,8
77,F,15,5,7,4,2,6,6,3,4,9,9,10,12,1,4,8
78,A,3,7,5,12,3,12,2,3,2,10,8,9,2,4,5,8
79,N,3,5,4,4,2,0,5,0,4,5,7,6,8,9,4,6
80,F,6,1,9,7,8,3,4,3,15,10,4,10,12,9,5,11
81,P,8,6,7,8,2,5,10,6,3,12,7,5,2,10,9,8
82,C,6,13,5,7,2,8,5,3,3,9,9,11,2,9,8,10
83,P,6,1,8,8,11,8,5,12,15,5,6,12,14,9,8,9
84,N,2,9,3,1,1,5,9,3,3,10,8,8,2,8,0,8
85,W,3,15,4,10,2,9,10,3,2,5,9,6,8,11,0,8
86,V,3,8,5,6,13,8,4,3,1,0,7,8,7,10,9,11
87,V,6,9,9,8,10,8,4,0,15,5,6,8,8,9,9,7
88,F,6,7,9,12,11,4,4,3,15,10,13,11,8,4,5,11
89,J,15,8,5,6,2,0,4,3,8,11,8,9,2,9,5,11
90,N,6,4,8,8,9,5,5,3,4,0,8,9,12,9,5,9
91,Y,8,1,8,7,2,3,10,3,7,11,12,12,1,11,5,6
92,W,15,8,5,6,3,6,5,3,1,5,8,8,8,9,0,8
93,O,6,7,8,6,13,6,6,0,6,0,7,8,14,4,5,4
94,N,15,4,4,6,2,0,4,14,2,5,6,8,8,8,0,8
95,X,15,8,5,6,5,0,10,8,15,0,7,12,14,4,7,11
96,O,15,7,5,12,3,8,4,8,15,10,6,8,14,8,5,8
97,N,15,8,5,6,2,0,4,9,4,10,2,12,14,14,5,8
98,X,15,9,5,6,2,0,6,15,1,5,7,8,14,8,0,8
99,U,7,4,8,9,2,3,9,6,7,11,4,10,14,9,4,4
100,Y,2,7,3,12,1,6,10,0,3,5,4,8,1,12,0,8
101,S,6,8,7,6,2,6,9,3,8,11,7,12,2,8,5,6
102,S,0,9,6,7,5,0,4,12,15,5,6,6,2,8,9,8
103,T,2,9,2,2,1,0,11,2,6,5,13,8,1,12,1,11
104,C,2,9,3,2,1,4,4,3,6,10,9,13,1,9,4,11
105,V,15,1,7,7,2,9,5,0,3,5,11,8,14,9,0,8
106,T,0,8,5,6,3,6,12,3,7,12,9,5,2,9,4,9
107,A,7,13,6,6,3,0,5,2,7,9,7,8,7,8,5,11
108,D,3,8,14,6,2,0,5,12,6,5,7,1,14,8,5,11
109,W,2,1,3,1,1,0,5,3,0,5,8,8,8,10,0,8
110,V,2,9,3,7,2,8,4,0,7,13,6,9,0,8,1,8
111,J,3,8,3,6,2,3,4,6,10,5,6,13,0,8,7,8
112,H,6,9,8,7,2,6,12,6,6,13,7,0,2,9,4,6
113,V,3,9,14,7,3,0,4,0,7,13,6,8,0,8,1,8
114,X,0,1,7,8,8,0,4,6,6,5,6,9,14,8,9,8
115,U,15,7,14,12,2,0,5,13,15,5,11,6,14,9,0,8
116,C,2,9,3,2,1,6,5,12,7,9,7,12,1,10,5,9
117,H,0,9,6,7,11,0,6,6,4,5,7,8,7,10,9,5
118,A,3,8,5,6,3,9,2,2,3,0,8,8,2,4,5,11
119,Z,3,7,5,12,3,0,5,2,9,11,7,6,1,8,6,11
120,X,3,7,5,12,2,10,5,2,8,10,1,6,14,14,5,10
121,N,3,9,5,2,2,5,10,3,4,10,8,6,7,8,1,8
122,R,6,9,5,4,3,10,6,0,15,10,8,8,8,4,9,9
123,B,3,9,3,4,3,0,4,0,15,5,6,12,7,8,5,10
124,B,0,9,7,7,11,8,5,3,6,10,7,12,14,14,6,8
125,U,0,6,5,4,2,5,5,6,8,9,8,8,14,9,4,6
126,P,15,4,6,12,2,8,9,3,15,5,6,9,14,14,8,8
127,H,3,7,14,12,2,1,11,3,4,11,4,8,0,8,4,11
128,F,6,8,9,6,13,11,6,2,15,9,14,12,9,14,4,9
129,X,1,1,2,1,1,0,4,12,1,5,6,8,14,8,0,8
130,A,2,11,14,2,1,8,1,2,2,5,8,8,2,1,4,11
131,O,0,1,14,12,3,6,6,6,2,9,6,9,7,9,9,8
132,J,1,0,1,1,1,4,4,0,8,5,6,13,0,8,6,10
133,U,3,9,3,1,1,5,5,0,7,10,9,8,14,10,4,4
134,A,3,7,5,12,3,10,4,1,2,0,14,9,2,2,4,11
135,X,15,8,5,6,3,5,5,1,8,10,9,9,2,9,5,4
136,S,0,8,7,6,2,8,5,3,9,11,14,8,2,4,9,9
137,P,1,9,2,2,1,10,4,1,15,11,2,8,0,14,0,11
138,A,0,4,8,8,5,6,4,2,7,10,7,10,2,8,9,8
139,V,2,6,2,4,1,9,5,0,6,13,7,9,0,8,1,8
140,P,7,4,10,8,13,6,11,3,6,13,6,0,0,10,5,8
141,T,2,11,2,1,0,8,15,1,4,10,13,8,0,8,0,8
142,C,1,1,2,2,1,6,5,6,6,9,7,12,1,9,5,10
143,X,15,9,14,7,2,0,5,13,1,5,7,8,14,8,0,8
144,A,2,15,14,10,2,10,2,2,2,9,8,9,2,14,5,9
145,Q,6,4,9,8,11,0,4,3,6,10,7,11,8,12,9,11
146,T,3,6,14,4,3,0,12,3,6,5,4,8,2,9,1,11
147,A,2,8,14,6,2,12,2,3,3,11,8,10,14,4,5,9
148,V,3,9,5,7,3,8,9,3,1,10,12,8,2,10,0,8
149,U,0,7,6,12,5,8,5,8,15,10,7,9,2,8,9,6
150,V,2,9,2,6,3,0,4,0,7,5,6,8,0,8,4,8
151,Z,8,6,8,8,5,8,5,2,9,12,6,9,14,14,6,11
152,V,15,7,6,12,13,8,5,3,2,0,7,8,12,12,5,8
153,F,0,9,7,6,11,9,4,0,15,10,7,12,10,14,9,4
154,Q,15,8,6,6,2,6,5,2,8,5,8,8,1,4,5,11
155,O,3,9,5,12,2,9,6,9,7,5,7,10,14,8,9,8
156,B,15,3,5,4,2,0,4,0,6,5,6,12,2,8,7,10
157,A,8,2,7,8,2,8,2,3,2,0,7,12,7,2,5,6
158,A,6,9,9,6,11,9,6,1,7,10,14,8,14,14,5,9
159,X,3,7,14,12,2,0,4,0,6,5,6,8,14,8,5,8
160,T,7,9,7,7,5,6,10,1,8,11,9,1,2,9,5,9
161,W,6,5,7,4,2,4,11,2,2,9,9,8,12,12,1,11
162,H,3,8,3,12,1,1,12,3,15,12,4,8,0,8,4,4
163,A,3,9,5,4,1,0,6,3,0,5,0,8,2,14,1,8
164,J,3,8,3,6,3,3,6,0,9,5,2,13,0,8,6,9
165,F,15,9,5,7,2,0,4,12,1,5,9,8,8,4,0,8
166,B,15,9,5,7,13,0,5,9,6,5,6,12,2,8,8,10
167,F,3,7,5,12,13,0,5,6,4,10,6,8,7,8,7,9
168,Y,6,9,6,7,2,5,5,0,8,0,9,1,2,12,9,9
169,V,15,9,6,7,3,6,12,3,4,5,12,9,14,10,1,8
170,S,2,8,3,6,3,8,5,12,6,5,2,12,2,14,8,8
171,C,2,1,2,2,1,6,5,12,7,0,7,12,1,9,9,10
172,X,15,9,6,6,8,0,4,6,3,5,6,6,8,14,9,9
173,U,0,8,5,6,2,8,6,11,4,0,5,6,14,9,0,8
174,P,6,1,6,6,2,0,10,0,2,11,7,5,2,12,5,11
175,Z,3,8,14,6,2,0,4,3,13,10,6,8,0,8,8,8
176,J,3,15,5,2,2,0,4,2,8,11,7,9,2,8,9,8
177,N,0,9,7,6,2,4,10,3,4,9,13,9,7,8,1,8
178,P,6,1,5,6,3,5,9,6,3,10,7,12,7,9,9,11
179,X,15,5,5,4,2,0,4,6,6,5,6,6,14,8,5,4
180,T,6,4,6,8,5,6,11,3,7,11,9,1,2,9,4,9
181,B,0,5,5,8,2,0,9,10,8,5,7,6,2,8,9,10
182,U,0,1,6,7,2,0,4,14,6,5,15,8,14,9,0,8
183,S,3,15,14,6,2,8,5,6,9,5,7,1,0,8,9,11
184,H,0,6,5,8,2,1,14,0,3,12,9,1,0,8,5,4
185,P,3,9,14,7,2,9,6,1,6,11,2,6,0,4,1,4
186,R,3,6,14,4,2,6,4,0,15,5,6,6,14,14,9,9
187,J,3,3,3,4,3,0,5,0,7,5,7,9,2,8,5,10
188,P,6,9,6,4,2,8,9,0,3,10,7,1,7,10,5,4
189,V,2,3,1,4,1,0,4,1,7,5,6,8,0,8,5,8
190,A,7,1,9,8,9,0,4,0,15,5,6,6,12,4,9,13
191,T,15,1,6,7,2,8,6,8,7,4,7,0,14,8,9,8
192,B,15,7,6,12,11,9,6,3,4,10,6,6,12,8,6,11
193,X,0,1,7,8,13,0,9,8,15,0,7,12,14,14,7,10
194,F,7,1,10,7,11,9,6,2,15,9,7,6,8,4,4,8
195,P,6,4,7,8,3,4,13,9,2,10,6,5,1,10,9,8
196,O,15,8,6,6,2,8,5,8,4,5,7,8,14,8,5,8
197,S,2,8,3,6,3,8,4,12,15,5,6,6,2,9,8,8
198,A,15,7,6,12,2,3,5,3,7,11,4,12,14,8,5,6
199,V,7,1,7,8,3,3,11,3,4,10,12,8,14,10,1,8
200,H,7,4,10,8,5,6,11,2,7,14,7,5,1,10,4,11
201,Y,3,15,5,6,1,6,10,3,2,9,5,8,1,12,0,8
202,T,15,6,6,4,3,11,6,3,8,11,14,12,14,8,5,9
203,Z,1,0,1,1,0,0,4,2,10,0,6,8,0,8,6,8
204,Q,3,5,3,6,3,0,5,6,3,0,8,9,14,8,5,11
205,S,8,6,8,8,2,9,4,3,4,13,7,8,14,10,5,8
206,B,0,7,7,12,13,8,6,0,6,9,6,6,14,9,6,10
207,A,8,12,9,7,5,4,4,3,6,10,8,10,8,10,9,11
208,V,3,1,5,7,2,5,5,0,3,9,11,8,14,10,0,8
209,B,15,7,14,12,3,4,4,9,7,5,6,6,2,8,9,10
210,Y,2,3,14,4,2,6,10,1,7,5,4,9,1,12,1,8
211,O,3,15,14,10,2,0,4,12,15,5,6,8,2,8,5,8
212,Z,6,1,8,7,5,8,6,3,10,12,2,9,1,14,6,9
213,Q,2,9,3,2,1,6,4,1,8,5,8,10,0,14,4,8
214,P,1,9,2,2,1,10,6,2,6,12,2,9,0,14,1,11
215,Z,1,9,3,2,1,0,5,1,9,11,7,6,1,8,5,11
216,A,3,5,5,7,2,0,4,3,1,10,0,8,14,14,1,8
217,Q,3,5,14,12,3,8,4,3,15,5,6,8,14,8,7,10
218,P,2,5,3,10,1,10,4,1,7,12,14,6,0,14,1,11
219,Q,0,6,6,8,5,8,4,6,3,5,7,12,14,8,6,8
220,N,1,9,2,1,1,0,5,0,3,5,7,6,2,8,1,4
221,Z,2,6,3,4,1,0,4,3,13,9,6,8,0,8,8,8
222,J,15,9,5,7,3,3,4,6,11,5,6,10,0,8,7,11
223,P,15,7,3,10,3,9,4,3,3,11,2,1,14,8,6,9
224,T,15,8,5,6,3,5,4,10,10,10,7,12,14,8,9,8
225,O,0,1,6,8,5,0,5,9,6,0,8,12,2,8,5,10
226,Q,3,6,4,4,2,5,4,3,8,3,8,12,1,4,4,6
227,V,15,5,5,4,2,4,12,3,4,11,4,12,2,10,1,8
228,X,6,1,9,8,13,0,4,0,8,9,6,8,14,8,9,11
229,P,0,8,6,6,3,4,6,3,15,14,8,12,1,4,1,11
230,N,7,1,10,8,5,0,5,3,15,10,6,6,12,8,1,8
231,X,3,5,5,7,2,10,11,3,2,5,8,8,14,10,7,9
232,A,2,7,4,12,3,13,3,3,2,10,1,8,2,4,4,8
233,P,15,6,5,9,9,8,4,0,0,5,6,6,8,10,6,9
234,A,15,9,6,6,2,10,5,3,1,0,1,9,2,14,4,8
235,H,15,8,5,6,3,5,10,3,6,11,13,1,2,10,5,6
236,X,3,15,6,10,2,0,4,1,9,10,6,8,2,8,5,11
237,T,0,4,6,9,2,5,5,11,9,0,7,1,14,8,9,8
238,V,3,7,5,12,3,9,11,2,2,4,13,8,2,9,1,8
239,P,7,1,6,12,2,10,4,3,4,12,2,1,2,12,5,9
240,H,0,9,6,7,13,4,9,3,6,9,9,12,7,9,5,4
241,P,6,4,9,8,5,8,10,12,15,10,2,0,14,10,9,8
242,Y,15,1,6,8,2,9,11,0,4,10,4,8,0,10,0,8
243,W,3,9,4,4,2,5,5,3,1,5,9,8,12,10,0,8
244,P,6,9,8,7,5,6,11,12,3,11,7,0,2,10,9,8
245,P,0,6,7,7,13,0,5,3,15,5,7,8,2,4,8,4
246,J,15,3,4,4,3,8,4,6,10,10,7,9,2,8,6,8
247,S,15,8,5,6,3,0,5,6,9,5,6,10,0,9,9,8
248,J,3,7,3,12,2,3,5,6,11,5,7,13,0,8,7,8
249,B,0,9,7,7,13,0,9,0,6,10,6,12,14,8,7,8
250,V,1,9,1,7,1,0,4,0,9,5,6,8,0,8,5,8
251,S,6,8,7,6,2,9,6,3,6,10,14,8,2,8,5,10
252,S,3,8,4,6,3,8,6,8,6,5,8,9,2,10,9,8
253,C,3,7,4,12,2,5,5,6,7,10,8,13,1,8,9,10
254,F,8,1,11,8,9,9,6,2,15,9,2,6,11,9,5,8
255,P,9,1,7,12,3,6,11,6,2,11,7,1,2,10,9,8
256,R,2,15,4,10,3,0,5,3,4,9,7,8,2,4,5,10
257,U,3,8,5,6,13,8,4,3,4,10,7,8,12,9,5,4
258,U,6,6,6,4,3,4,5,0,8,11,4,9,14,9,4,4
259,T,3,8,4,6,2,5,4,10,8,5,7,1,14,8,9,8
260,U,2,1,3,1,1,0,5,11,15,5,11,8,14,10,0,8
261,P,2,5,3,4,2,10,4,2,6,11,14,6,1,4,4,11
262,Z,7,12,7,7,5,6,4,2,9,11,6,8,2,1,8,4
263,H,0,4,7,8,13,0,9,3,6,12,7,12,14,9,4,11
264,V,1,0,2,1,0,8,9,3,2,5,12,8,2,10,0,8
265,F,6,5,8,4,11,6,9,0,3,10,2,8,13,8,5,11
266,U,3,6,4,4,1,0,5,13,15,5,5,8,14,9,0,8
267,B,3,7,4,12,5,0,7,3,6,10,6,12,2,8,5,10
268,Q,15,8,9,6,2,6,5,1,9,5,8,10,0,4,5,8
269,T,15,1,5,8,3,8,13,0,15,5,13,8,0,8,0,8
270,T,8,13,8,6,2,9,4,3,6,12,14,8,7,4,5,10
271,T,6,4,9,8,2,6,10,1,10,11,9,1,2,8,9,9
272,O,0,8,7,6,2,0,5,8,4,10,2,6,14,9,9,9
273,T,1,0,2,1,0,0,14,1,4,5,13,8,0,8,0,8
274,U,15,9,5,2,2,5,5,0,7,10,13,9,14,9,4,4
275,T,2,15,4,2,2,9,6,3,6,11,2,12,2,8,5,8
276,R,15,8,5,12,3,5,11,8,3,5,2,8,14,14,6,1
277,U,7,1,7,7,5,5,7,12,6,9,8,10,2,9,5,9
278,T,2,11,2,2,1,6,7,8,7,10,6,12,2,8,5,8
279,S,3,8,4,6,2,0,7,12,15,5,6,8,2,8,8,8
280,S,7,1,9,8,10,9,5,0,4,9,6,9,8,9,12,1
281,F,6,1,9,8,8,0,7,2,4,9,7,8,8,4,4,8
282,F,15,8,9,6,8,9,6,2,2,0,2,8,12,14,4,6
283,T,6,7,8,6,13,5,7,6,7,5,2,6,14,4,5,4
284,Z,15,9,9,7,2,8,6,2,9,12,7,9,14,4,8,8
285,W,15,9,7,7,5,9,5,3,1,10,9,8,12,11,0,8
286,C,2,11,3,2,1,6,5,6,7,5,8,12,1,9,9,10
287,A,3,6,4,4,2,6,7,3,7,10,6,9,14,8,6,10
288,P,6,9,9,7,5,8,5,12,7,0,6,6,2,4,9,4
289,A,6,9,8,8,8,8,7,3,15,5,8,8,8,8,9,6
290,T,0,13,5,6,2,8,7,3,6,10,7,6,7,8,7,4
291,C,15,8,9,6,2,8,5,8,6,5,6,8,2,14,9,8
292,V,3,15,4,10,1,4,12,3,3,10,4,6,2,11,1,8
293,S,15,7,4,12,2,9,10,6,9,5,6,12,0,14,8,9
294,H,15,9,9,6,2,9,5,1,6,13,7,1,1,10,4,9
295,A,0,1,7,8,5,8,3,3,1,5,1,8,7,9,5,8
296,B,3,3,4,10,3,8,7,0,6,5,6,12,2,8,6,9
297,N,2,9,3,2,2,0,9,0,4,5,6,6,7,9,4,11
298,U,6,1,5,6,3,6,6,3,4,10,7,8,7,1,4,8
299,S,15,1,5,8,5,0,7,0,8,5,6,8,0,8,9,8
300,Q,2,5,3,6,3,8,5,12,2,5,7,10,14,9,5,9
301,H,15,8,4,12,1,1,13,0,15,12,4,6,0,8,4,4
302,H,15,9,9,6,5,5,10,3,6,10,13,12,2,10,5,4
303,X,0,1,8,8,2,8,7,3,10,10,6,8,2,4,8,9
304,A,3,7,5,12,3,11,3,2,2,0,8,9,14,2,4,8
305,B,15,9,4,6,3,6,7,9,7,5,6,6,2,8,9,10
306,O,0,9,9,7,5,0,7,8,7,5,6,6,2,8,5,8
307,P,2,6,3,4,1,14,1,6,15,14,8,11,0,14,0,8
308,X,15,8,5,12,2,0,5,15,1,5,9,8,14,8,0,8
309,F,6,9,7,4,3,6,9,0,15,4,2,10,8,14,4,8
310,V,3,7,4,12,2,0,7,0,7,13,6,8,0,8,1,11
311,W,6,1,9,8,13,2,10,2,3,10,9,8,12,11,4,4
312,N,3,6,4,4,3,6,7,8,15,5,7,6,14,14,5,8
313,A,1,9,2,2,1,10,3,2,1,9,8,9,1,4,1,8
314,S,2,9,4,1,1,0,5,2,6,10,7,6,1,8,9,8
315,P,1,0,1,0,0,5,10,6,1,9,6,1,0,9,4,8
316,T,6,9,8,8,8,0,6,0,7,5,7,9,8,1,9,9
317,F,7,9,10,7,13,5,6,3,15,11,13,11,11,1,9,8
318,T,15,8,5,6,5,8,11,3,6,10,4,8,14,9,1,11
319,Q,3,6,4,4,2,5,5,1,9,10,8,11,0,8,5,11
320,X,3,6,4,4,1,0,7,3,4,5,6,8,14,8,9,8
321,U,2,15,3,6,2,0,7,8,6,5,7,9,2,14,5,1
322,T,6,1,8,8,5,10,5,3,8,11,14,6,2,4,9,9
323,J,3,15,4,6,2,3,5,6,10,5,6,13,0,8,7,11
324,N,2,9,2,1,1,4,9,6,3,0,7,8,2,9,1,11
325,U,2,15,3,10,2,6,6,6,15,10,6,9,2,8,9,8
326,V,7,1,9,8,3,2,11,0,15,12,12,8,2,10,1,8
327,A,2,7,4,4,2,0,3,3,2,5,8,8,14,14,4,8
328,J,0,9,4,4,2,8,7,3,4,10,7,10,14,8,7,10
329,A,15,5,5,8,2,3,6,12,3,5,8,12,14,8,5,10
330,F,6,9,9,6,13,5,7,3,15,10,13,9,8,4,5,8
331,Q,0,4,5,6,3,0,5,3,15,12,7,11,14,8,6,9
332,T,0,6,5,4,2,5,12,3,8,12,9,5,1,11,4,9
333,U,2,4,4,10,2,0,6,6,6,10,6,10,2,9,9,9
334,P,2,4,4,10,1,8,5,2,7,15,7,8,0,14,1,8
335,H,0,1,5,7,2,1,14,0,4,12,13,12,0,8,4,6
336,W,7,8,7,6,13,6,11,0,2,9,6,12,8,0,9,9
337,A,3,6,5,4,3,12,3,2,2,9,8,9,2,4,4,8
338,A,6,4,8,8,5,9,5,1,7,10,14,9,7,9,5,11
339,P,1,11,2,2,1,5,10,3,4,10,8,5,1,9,5,11
340,F,7,6,9,12,9,0,7,0,4,10,7,8,10,8,5,6
341,O,2,6,3,4,2,8,7,12,15,5,6,9,2,8,5,8
342,S,15,4,5,8,3,6,6,6,9,4,6,9,0,9,9,8
343,C,15,6,9,12,5,4,7,3,6,10,6,10,2,10,7,11
344,O,1,0,2,1,0,8,7,6,4,5,6,8,2,8,5,8
345,Z,2,11,3,2,1,0,7,0,9,10,6,9,1,8,7,8
346,X,15,9,9,7,13,9,7,3,6,5,2,1,8,4,9,8
347,W,15,4,5,10,3,6,11,0,2,0,7,12,8,12,4,4
348,B,15,9,4,6,5,6,6,8,6,10,6,6,2,8,7,9
349,C,6,4,9,8,2,4,5,0,6,12,13,11,2,10,5,11
350,H,2,4,3,10,2,5,10,3,15,10,9,1,1,10,5,4
351,V,1,4,0,6,0,0,7,3,4,5,6,8,0,8,0,8
352,B,1,9,2,2,1,8,7,3,15,10,7,6,2,8,5,9
353,P,3,4,5,2,2,8,9,3,15,13,2,0,1,10,5,8
354,A,11,6,10,8,2,6,5,3,7,9,8,10,8,8,9,4
355,U,15,5,5,4,2,5,5,0,8,10,8,8,14,9,5,6
356,N,3,8,4,6,2,0,7,14,2,5,6,8,7,8,0,8
357,Y,15,4,9,8,1,0,11,2,3,0,12,8,1,12,0,8
358,V,3,5,5,6,2,8,5,3,4,5,6,8,14,14,8,8
359,Q,8,2,7,8,2,8,5,3,9,11,2,10,14,4,9,9
360,Q,15,5,4,7,2,9,7,6,2,0,6,11,14,9,6,8
361,Z,1,0,1,0,0,8,7,2,9,0,6,8,0,8,5,8
362,H,15,5,5,6,5,0,9,0,4,0,6,6,2,9,8,11
363,F,8,1,11,8,8,9,6,2,15,9,6,6,8,4,4,8
364,T,15,7,5,12,2,5,7,10,9,5,6,1,14,8,9,8
365,N,2,9,3,1,1,8,9,3,4,10,2,12,2,9,1,11
366,W,0,1,8,8,5,3,10,3,3,9,13,9,8,12,1,8
367,U,15,9,4,6,2,0,5,13,15,5,13,8,14,9,0,8
368,U,6,4,8,9,13,6,6,12,15,5,6,12,7,14,5,4
369,U,7,4,9,8,11,8,5,3,3,10,7,10,8,14,9,13
370,O,0,1,4,12,3,0,7,0,4,5,2,6,7,8,5,8
371,U,2,6,3,4,1,8,6,13,15,5,5,8,14,9,0,8
372,A,6,1,8,8,8,6,7,0,3,5,7,8,7,14,10,8
373,W,15,8,9,6,3,4,5,0,1,5,9,8,8,10,0,8
374,A,0,7,7,12,5,5,7,2,6,10,8,11,14,8,5,8
375,J,0,4,4,6,2,9,6,3,6,10,7,9,1,10,7,9
376,V,3,6,5,4,1,9,5,3,2,5,11,8,14,10,0,8
377,R,8,13,8,7,13,9,6,3,15,9,2,8,8,8,6,8
378,Z,15,4,5,8,5,9,6,6,10,5,7,12,2,14,8,8
379,S,15,1,9,7,2,0,5,3,7,10,7,6,2,4,5,8
380,N,3,6,5,4,5,0,5,3,3,0,7,8,7,9,5,9
381,X,0,4,8,8,2,5,5,2,8,10,4,9,14,9,9,4
382,V,3,6,4,4,2,5,7,3,7,5,6,12,0,8,9,9
