,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
26,L,1,12,11,7,9,3,2,12,4,10,1,10,15,1,8,13
27,V,12,15,12,7,11,9,10,12,6,1,10,5,15,9,2,12
28,Z,2,9,4,14,15,5,4,9,0,5,7,0,6,0,12,15
29,K,8,5,0,13,14,1,4,10,4,11,6,0,12,0,12,15
30,R,14,11,13,13,2,0,1,10,7,0,0,1,0,0,0,15
31,R,1,11,13,1,2,1,0,1,0,13,10,10,0,5,2,10
32,X,8,1,4,15,13,3,10,12,0,0,1,0,2,5,0,5
33,B,10,9,14,14,8,9,2,12,15,11,8,1,6,15,9,13
34,L,2,9,9,14,15,7,4,0,4,10,9,0,8,4,2,13
35,K,11,13,8,0,3,1,4,9,14,11,14,0,2,14,12,15
36,T,11,13,6,0,3,0,6,2,7,5,6,13,2,0,0,15
37,W,8,5,0,13,14,4,14,2,1,14,6,14,0,14,12,15
38,K,11,9,6,15,15,5,8,12,6,5,14,6,6,0,8,2
39,N,8,4,13,15,14,3,2,9,10,5,6,7,0,0,7,15
40,X,10,12,4,7,13,5,2,1,14,10,14,5,2,0,12,15
41,N,8,13,0,0,13,0,6,10,14,13,8,0,2,1,4,9
42,X,11,5,14,13,3,9,6,5,14,14,10,5,2,0,12,9
43,K,11,8,6,7,3,0,4,2,14,11,6,10,10,0,4,11
44,Q,1,9,8,0,14,5,10,12,4,13,10,8,8,9,0,15
45,X,11,3,6,14,11,5,6,0,14,1,6,1,2,0,4,15
46,V,10,9,8,14,8,0,3,10,6,5,9,13,6,0,0,15
47,K,1,11,2,1,2,0,6,10,7,5,14,10,10,1,0,9
48,M,8,3,4,15,15,0,6,0,4,13,8,13,6,10,7,13
49,B,8,9,0,14,14,0,8,9,10,1,6,10,0,1,9,15
50,Y,1,12,9,7,8,9,8,9,15,5,8,13,2,1,9,14
51,R,8,5,13,13,2,1,0,9,7,0,1,8,0,0,0,15
52,Y,14,4,0,12,14,1,10,1,0,13,1,13,10,15,2,13
53,J,11,8,8,15,11,5,10,12,15,5,7,0,2,5,7,3
54,B,11,9,6,15,13,0,2,3,0,13,8,5,12,5,9,15
55,F,2,9,14,11,1,5,8,3,4,4,6,0,2,0,4,15
56,F,8,8,6,13,13,9,5,12,6,13,8,0,2,10,12,15
57,A,14,5,13,13,14,1,6,10,14,11,6,1,2,0,0,15
58,P,2,3,0,0,14,1,3,9,7,14,7,5,12,1,8,9
59,R,10,3,8,7,11,9,5,5,7,4,15,0,12,4,0,9
60,O,8,11,13,0,14,0,6,13,2,1,6,13,1,0,0,15
61,P,14,11,13,1,2,7,3,12,7,14,9,6,10,1,2,15
62,N,2,9,0,13,14,0,6,12,0,10,6,10,10,1,7,9
63,X,11,9,6,15,11,0,4,0,4,11,6,0,12,0,9,15
64,Z,8,11,0,1,14,5,6,10,7,5,6,13,1,0,0,13
65,R,14,11,2,13,2,0,1,10,7,0,0,1,0,0,0,15
66,Z,8,8,6,13,3,0,2,0,7,10,6,13,2,0,0,15
67,N,14,11,13,2,14,0,6,10,0,5,6,13,12,0,8,10
68,Y,10,3,8,14,15,9,4,9,15,5,8,5,6,1,9,14
69,Z,7,1,4,15,13,9,2,12,4,13,8,8,6,1,8,9
70,F,10,3,6,0,13,9,4,10,7,10,6,5,8,0,9,9
71,F,8,8,6,14,3,5,6,6,7,11,6,0,2,0,8,9
72,F,11,5,8,13,11,5,8,9,15,11,7,10,8,5,8,9
73,J,14,8,13,15,2,13,5,2,15,6,10,6,10,10,0,15
74,J,11,13,6,0,14,5,3,1,0,2,14,1,0,0,13,15
75,A,11,8,6,13,3,0,6,3,0,5,6,8,12,0,0,13
76,M,14,5,0,13,3,1,6,10,4,11,14,5,2,5,8,15
77,L,11,8,14,13,13,1,4,0,15,4,9,10,7,4,2,15
78,A,8,13,6,0,3,12,11,0,2,10,15,0,12,10,0,15
79,O,8,8,0,13,14,0,2,10,15,5,7,5,6,1,2,3
80,L,2,3,9,14,8,3,6,12,4,10,1,10,7,1,0,13
81,W,8,15,14,7,13,7,10,9,6,0,14,10,8,14,12,15
82,P,2,1,6,14,13,5,8,12,6,4,9,6,8,1,9,10
83,W,2,3,4,7,1,5,8,3,4,5,6,1,2,1,9,10
84,O,14,11,13,1,2,7,3,0,6,10,12,13,8,0,0,15
85,V,8,4,0,12,14,9,10,0,2,1,9,5,6,15,0,15
86,Q,8,8,6,15,15,5,6,12,1,13,7,13,1,14,12,13
87,Q,2,9,9,7,8,5,6,10,4,5,6,13,8,1,9,14
88,L,2,13,9,0,7,4,6,0,4,10,10,6,8,10,0,13
89,N,11,8,6,15,13,0,6,12,14,14,12,0,12,1,8,13
90,O,2,12,4,7,9,7,2,0,15,13,12,0,7,1,8,5
91,Y,8,3,4,14,13,3,10,0,0,14,2,1,10,15,0,3
92,V,11,8,6,15,3,1,2,12,1,5,12,13,8,1,0,15
93,T,2,13,4,15,15,1,4,10,7,13,14,13,2,10,8,12
94,O,11,4,0,15,14,0,6,14,2,1,6,13,6,0,0,15
95,Z,11,8,6,15,11,0,10,2,4,13,14,1,2,10,7,2
96,T,11,13,6,0,3,5,6,2,4,10,6,13,2,0,0,15
97,O,11,8,6,15,13,0,6,6,15,11,8,1,2,5,0,15
98,Z,11,9,6,15,14,0,4,15,1,5,7,13,2,0,0,15
99,H,1,12,4,9,13,3,3,9,0,14,1,10,2,1,2,12
100,Y,14,13,13,0,2,1,10,0,6,5,1,13,10,15,0,15
101,B,2,8,14,15,13,1,3,12,14,14,7,1,12,0,8,3
102,B,10,9,8,14,11,0,6,3,4,5,6,5,12,0,9,15
103,G,14,11,2,2,2,0,11,5,7,5,10,13,10,15,13,13
104,C,14,11,13,2,2,4,6,12,7,10,9,3,10,1,2,13
105,Q,11,3,14,14,14,9,2,10,6,1,9,13,2,1,0,15
106,G,10,8,6,15,3,1,12,12,0,0,9,10,12,9,2,5
107,Y,1,1,8,15,3,0,2,5,0,4,7,13,1,0,0,13
108,A,8,8,0,15,13,0,2,3,7,5,7,8,2,0,0,13
109,V,14,9,13,1,2,0,2,12,0,5,12,13,6,14,0,15
110,I,14,9,13,14,14,5,6,0,0,6,6,0,0,0,13,15
111,N,8,8,13,15,14,3,6,9,10,5,6,9,0,0,7,15
112,S,2,9,4,14,13,1,12,9,7,6,7,14,12,1,2,3
113,I,8,9,0,14,3,0,6,0,0,6,6,13,0,0,13,15
114,Z,10,3,14,7,8,0,6,9,7,5,6,0,2,0,12,15
115,H,11,13,0,0,14,0,8,13,4,5,9,5,2,1,0,15
116,C,14,11,13,2,2,1,2,3,0,4,7,11,10,14,0,9
117,S,10,9,8,14,7,0,4,9,15,5,7,13,1,14,9,1
118,A,8,8,6,15,3,9,11,5,6,13,15,13,12,10,0,13
119,Z,8,13,6,0,3,0,2,5,9,14,7,5,10,0,4,13
120,X,8,13,6,0,14,10,8,5,14,10,1,5,2,5,0,10
121,O,8,11,6,2,14,7,10,0,15,10,12,5,1,0,13,15
122,M,2,9,6,13,3,10,4,10,4,10,15,13,6,10,12,9
123,B,8,11,13,13,3,0,6,10,4,5,6,1,1,0,8,10
124,B,10,9,14,14,7,5,2,0,7,10,14,1,2,5,4,15
125,H,10,5,6,13,14,7,2,9,14,4,12,13,2,1,2,3
126,J,11,4,8,0,13,5,3,12,4,5,6,0,2,5,9,15
127,S,8,13,0,0,14,1,11,12,15,14,11,13,0,0,2,13
128,L,2,8,9,15,15,11,4,5,4,4,10,1,9,5,2,9
129,Z,1,9,2,1,2,0,6,12,1,5,6,13,2,0,0,15
130,A,14,9,0,2,2,5,1,5,2,5,15,13,12,4,2,13
131,T,10,3,0,0,3,1,4,9,2,4,6,0,1,1,12,15
132,N,1,0,1,1,2,4,6,10,14,5,6,3,0,0,4,10
133,H,8,11,13,1,2,7,2,10,0,10,9,13,2,14,2,12
134,A,8,13,6,0,3,10,0,1,2,13,10,0,12,2,2,13
135,X,11,8,6,15,3,7,2,1,14,10,9,0,12,1,0,12
136,B,10,8,14,15,13,5,2,12,9,14,10,13,12,10,12,10
137,J,1,11,2,2,2,10,6,1,4,14,8,13,0,5,0,13
138,Y,10,12,4,7,11,1,6,5,0,10,7,10,8,0,12,15
139,I,14,5,2,13,2,9,8,0,7,6,14,0,0,0,13,15
140,W,1,12,10,7,15,1,11,0,7,6,6,14,0,14,0,15
141,G,14,9,2,1,0,5,1,1,15,11,10,13,0,0,0,15
142,C,1,9,2,2,2,1,2,9,7,4,7,11,10,1,0,10
143,Z,11,9,0,14,13,0,2,13,1,5,14,13,2,0,0,15
144,A,14,4,0,12,14,10,11,5,2,4,15,0,12,5,0,9
145,R,2,12,9,7,10,0,6,0,7,11,7,6,6,15,9,13
146,G,8,5,0,13,3,0,12,12,7,5,11,13,12,9,13,13
147,A,14,8,0,15,14,12,11,12,6,14,15,10,2,10,0,9
148,Q,8,9,6,14,3,5,3,12,1,11,2,13,12,14,0,15
149,H,10,13,8,0,11,5,2,2,4,11,7,0,8,0,12,3
150,I,14,9,2,15,3,0,6,0,0,5,6,13,0,0,2,15
151,Z,8,15,4,7,11,5,8,5,9,0,6,0,2,5,4,13
152,Q,11,13,8,0,15,5,2,12,2,13,7,13,7,15,8,15
153,L,10,9,14,15,7,9,6,10,4,11,7,1,15,5,12,12
154,R,11,8,8,15,13,1,8,5,14,5,15,13,10,10,0,13
155,T,8,11,6,0,14,9,4,6,0,5,14,10,2,0,12,15
156,B,11,14,6,13,13,0,6,10,7,5,6,1,12,0,7,10
157,A,8,0,14,7,13,5,11,0,2,13,14,11,1,2,8,3
158,Y,2,9,9,15,1,9,4,1,0,10,10,13,2,5,0,9
159,Z,8,13,0,0,13,0,6,10,7,5,6,13,2,0,0,15
160,G,1,9,14,14,11,1,10,1,14,14,9,8,12,1,0,5
161,V,2,8,14,13,13,4,11,5,2,4,9,13,7,15,13,13
162,S,8,8,13,0,2,1,12,12,4,0,11,13,0,0,2,12
163,A,8,11,6,13,2,0,4,0,0,5,0,13,12,5,13,15
164,N,8,8,13,15,3,3,4,10,9,1,8,3,0,0,4,9
165,L,11,9,6,14,13,0,6,12,1,5,9,13,8,10,0,15
166,B,11,9,6,14,15,0,2,6,7,5,6,1,12,0,9,10
167,L,8,13,6,0,15,0,2,9,15,11,6,13,1,0,7,10
168,Y,2,9,8,14,13,7,2,0,14,13,9,8,12,15,12,5
169,Q,11,9,8,14,3,1,12,0,15,5,2,0,2,14,13,15
170,B,14,8,13,15,3,5,2,3,7,5,8,1,12,5,9,15
171,P,14,9,2,2,2,1,2,3,0,13,7,11,10,1,12,10
172,Z,11,9,8,15,8,0,6,9,6,5,6,5,8,5,9,10
173,H,10,8,6,15,13,5,4,11,15,13,4,5,2,1,0,15
174,W,2,3,8,15,13,0,10,10,2,14,14,10,8,15,8,13
175,Z,8,8,0,15,14,0,6,12,13,10,6,13,0,0,9,15
176,N,8,4,6,2,14,0,6,5,14,14,7,0,12,0,12,15
177,O,10,9,14,15,13,4,10,0,15,4,10,0,1,0,13,15
178,W,2,3,6,15,3,7,3,9,6,10,14,1,1,1,12,13
179,Z,11,8,6,13,13,0,6,9,7,5,6,5,2,0,0,12
180,G,2,12,8,7,11,1,11,0,0,14,9,8,12,9,2,5
181,B,10,8,6,7,13,0,3,10,14,5,14,5,12,0,9,10
182,H,10,3,8,14,14,0,0,14,7,5,13,13,2,1,0,15
183,B,8,4,0,15,14,5,2,9,9,1,14,8,0,0,9,13
184,S,10,5,6,7,14,1,14,10,6,0,9,8,0,0,0,12
185,J,8,9,0,14,13,9,4,1,7,14,8,5,0,10,13,12
186,M,8,5,0,13,13,1,6,10,4,5,6,5,2,5,12,9
187,N,8,14,13,13,3,0,2,10,0,5,14,0,12,0,8,10
188,W,2,9,8,13,13,5,3,10,6,10,14,8,1,14,8,12
189,I,14,14,1,13,2,0,6,1,0,5,6,13,0,0,0,15
190,Y,1,3,9,7,9,0,6,10,4,5,6,5,7,10,9,7
191,A,11,3,8,14,13,5,4,2,0,7,14,14,2,0,12,15
192,B,11,13,8,0,1,9,4,12,15,11,6,5,7,0,4,13
193,Z,10,3,14,7,15,0,3,2,4,13,14,1,2,5,7,10
194,L,1,3,10,14,7,9,4,5,4,4,14,5,8,10,2,15
195,W,2,12,14,7,3,4,13,6,2,10,6,10,10,14,12,15
196,T,11,8,8,15,13,5,8,2,15,5,14,13,2,0,0,15
197,B,14,8,13,15,3,5,6,3,4,5,6,5,12,1,9,15
198,Y,11,13,8,0,13,3,2,0,0,14,1,11,2,0,0,3
199,Q,1,3,14,7,3,3,11,12,15,10,2,13,2,14,13,15
200,S,1,12,10,7,11,1,11,5,0,2,7,10,10,14,2,13
201,Y,8,4,6,15,2,1,10,0,2,4,4,13,10,15,0,15
202,A,11,5,8,13,3,11,4,0,14,14,10,1,2,0,0,9
203,Z,1,2,1,1,0,0,6,5,10,13,6,13,0,0,4,15
204,F,8,8,13,15,3,0,2,9,6,13,8,0,2,0,8,13
205,B,8,15,4,7,13,9,0,12,15,6,14,13,2,14,0,15
206,B,10,13,14,0,15,5,4,10,7,4,6,5,2,1,4,10
207,Y,8,7,9,14,11,1,6,0,7,10,8,10,6,14,12,13
208,Q,8,3,6,14,14,7,2,10,6,4,9,13,2,14,0,15
209,B,11,13,0,0,3,1,6,6,0,5,6,5,12,0,9,10
210,Y,14,14,0,13,14,1,10,1,0,5,1,0,10,15,13,15
211,T,8,4,0,12,14,0,6,3,4,5,6,13,12,0,0,15
212,Z,2,3,4,14,11,5,4,0,10,0,8,0,10,5,4,9
213,R,14,11,13,2,2,1,0,1,14,5,15,10,0,5,2,15
214,J,1,11,2,2,2,10,4,5,7,0,8,0,0,5,13,13
215,Z,1,11,13,2,1,0,2,1,9,14,7,5,10,0,8,13
216,A,8,8,6,14,14,0,6,0,1,11,0,13,2,5,13,15
217,R,8,8,0,0,3,5,6,12,4,5,6,13,2,0,7,10
218,J,14,8,13,12,1,10,6,1,0,0,10,5,0,5,13,13
219,F,10,5,8,7,11,5,6,9,6,5,7,11,2,0,4,15
220,O,1,11,2,1,1,0,2,10,6,5,7,5,8,0,13,12
221,Z,14,5,13,13,1,0,6,0,13,4,6,13,0,0,9,15
222,N,11,9,6,14,3,3,6,9,11,5,6,7,0,0,7,13
223,J,11,13,13,10,3,9,6,0,6,14,8,8,2,0,4,9
224,A,11,8,6,15,3,7,6,10,10,11,14,1,2,0,12,15
225,T,10,3,8,7,11,0,2,6,7,13,8,1,8,0,8,10
226,R,8,5,0,13,14,7,0,0,14,3,15,1,10,10,2,3
227,Q,11,8,6,13,14,4,12,12,15,14,11,1,12,14,13,15
228,X,2,3,9,7,15,0,6,0,14,4,6,13,2,0,12,13
229,J,10,8,8,15,3,1,4,12,4,2,8,11,10,10,13,13
230,O,1,3,10,7,11,0,2,0,4,10,6,5,7,0,13,15
231,Z,8,8,6,14,13,10,11,0,2,5,8,13,2,14,7,10
232,A,14,13,0,0,3,13,5,0,2,10,1,13,12,10,2,15
233,W,11,5,6,9,9,5,6,10,0,5,6,5,6,14,4,10
234,A,11,9,8,15,14,10,8,0,1,13,1,0,12,5,2,15
235,S,11,8,6,15,3,7,10,12,7,14,10,8,12,14,0,3
236,X,8,4,8,12,14,0,6,1,9,10,6,13,12,0,0,13
237,A,10,12,8,9,13,7,2,11,9,13,7,8,2,0,12,15
238,Q,8,13,6,0,3,9,11,5,2,7,10,13,12,9,13,15
239,W,1,3,8,0,13,10,6,12,15,0,8,8,8,15,8,9
240,S,10,9,8,14,15,1,3,12,7,4,9,1,1,1,0,12
241,W,2,12,9,7,11,5,10,3,4,10,8,14,2,14,12,15
242,Y,11,3,8,7,14,9,11,0,15,11,11,13,0,14,0,15
243,V,8,11,0,13,14,7,2,12,1,5,9,13,7,14,0,15
244,W,2,9,4,14,11,1,11,3,6,14,14,14,12,14,12,15
245,J,10,5,14,14,15,0,2,12,4,5,7,13,8,10,9,12
246,N,11,14,0,13,3,5,6,9,10,11,14,0,12,0,4,15
247,B,11,8,6,15,3,0,8,9,9,1,6,10,0,1,9,15
248,N,8,13,13,0,14,3,2,9,11,5,14,9,0,0,7,15
249,B,10,9,14,14,15,0,3,10,7,10,6,1,2,0,7,15
250,I,1,9,1,14,1,0,6,0,9,5,6,13,0,0,0,15
251,B,2,8,14,15,13,9,4,12,7,10,10,13,12,0,8,10
252,B,8,8,0,15,3,5,4,2,7,5,8,0,12,14,9,15
253,C,8,13,0,0,14,7,2,9,0,11,8,3,10,0,12,10
254,L,8,3,11,7,9,9,4,5,4,4,8,5,4,1,0,15
255,W,9,3,14,0,3,1,11,9,2,14,14,8,8,14,12,15
256,M,14,4,0,12,3,0,2,12,15,4,14,13,12,10,0,10
257,H,8,8,6,15,15,5,6,12,15,11,7,13,7,1,8,12
258,H,2,5,8,13,3,4,2,10,14,14,11,0,2,1,2,12
259,A,8,8,0,15,14,7,6,10,14,5,7,8,2,0,12,15
260,H,14,9,13,1,1,0,8,11,4,5,9,13,2,14,0,15
261,J,14,8,13,13,14,10,6,5,7,14,10,5,10,10,2,13
262,Z,1,7,14,14,11,1,6,5,9,14,6,13,8,4,9,12
263,S,10,12,14,7,15,0,3,0,7,0,7,1,2,1,2,13
264,Q,1,0,2,1,0,5,3,12,2,5,2,13,12,14,0,15
265,L,2,8,4,13,1,1,3,10,6,11,8,13,5,0,8,13
266,H,8,5,0,13,1,0,8,13,4,5,4,13,2,1,0,15
267,B,8,13,0,0,11,0,6,12,7,11,6,1,12,0,8,10
268,R,11,8,8,15,13,1,8,1,9,5,15,10,0,10,0,15
269,G,11,3,6,7,3,5,13,0,4,5,10,13,0,0,0,15
270,A,8,1,4,15,13,9,0,12,7,0,10,13,1,10,8,10
271,G,2,12,8,7,13,1,10,1,10,14,9,8,12,0,12,5
272,T,10,8,14,15,13,0,8,2,15,11,8,5,2,1,12,9
273,G,1,0,2,1,0,0,14,1,15,5,10,13,0,0,0,15
274,H,11,11,6,2,14,7,2,10,0,10,10,0,2,1,2,12
275,A,14,4,0,2,14,9,4,12,7,14,8,1,12,0,0,15
276,M,11,8,6,0,3,7,11,2,6,5,8,13,2,5,4,2
277,K,1,3,14,14,11,7,6,3,7,4,8,10,12,1,8,9
278,A,14,9,2,2,1,1,6,2,0,11,6,1,12,0,0,15
279,B,8,8,0,15,13,0,6,3,4,5,6,13,12,0,9,15
280,B,1,3,9,7,8,9,8,10,15,4,6,0,6,1,5,2
281,L,2,3,9,7,8,0,6,5,15,4,7,13,8,10,2,15
282,L,11,8,8,15,8,9,4,5,2,13,8,13,7,5,2,3
283,A,2,13,4,15,15,7,6,9,0,5,8,5,2,10,8,12
284,Z,11,9,8,14,13,5,4,5,9,0,14,0,2,10,9,15
285,V,11,9,14,14,11,9,2,12,1,11,9,13,7,15,0,15
286,P,14,9,13,2,1,1,2,9,0,5,8,11,10,1,12,10
287,Y,8,5,0,13,13,1,6,0,0,11,6,0,2,0,4,10
288,J,2,9,9,14,11,5,8,3,0,13,6,5,12,10,12,12
289,A,2,9,4,7,8,5,6,0,4,5,8,13,6,0,12,3
290,A,10,1,6,15,13,5,6,0,7,10,14,5,1,0,7,12
291,P,11,8,8,15,13,5,2,2,7,5,6,13,8,5,12,15
292,Q,8,4,0,12,1,4,12,0,6,10,11,5,12,15,1,15
293,B,11,13,0,0,14,9,10,9,9,1,6,1,0,5,9,9
294,S,11,9,8,15,13,9,2,1,7,6,14,8,10,14,2,9
295,A,10,3,14,7,11,5,5,0,1,5,1,13,1,1,8,15
296,B,8,14,0,12,3,5,6,10,7,5,6,1,12,0,4,9
297,O,14,11,13,2,14,0,3,10,15,5,6,5,1,1,2,13
298,H,2,3,6,15,3,1,4,12,15,11,7,13,1,4,2,15
299,B,11,3,6,7,11,0,6,10,14,1,6,13,0,0,9,15
300,F,14,8,13,15,3,5,2,3,2,1,7,10,2,1,8,10
301,S,11,8,0,0,1,1,13,10,4,0,11,5,0,0,2,12
302,S,11,9,8,15,11,7,10,12,7,10,10,1,12,14,0,12
303,X,10,3,4,7,13,5,6,12,10,11,6,13,8,10,9,10
304,A,8,13,6,0,3,11,5,5,2,13,15,0,2,2,2,15
305,B,11,9,0,15,3,1,6,9,0,5,6,5,12,0,9,10
306,T,10,9,8,14,11,0,6,2,0,5,6,5,12,0,0,15
307,J,14,5,13,13,1,14,1,9,4,2,15,6,0,5,0,15
308,Z,11,8,6,0,14,0,8,15,1,5,9,13,2,0,0,15
309,L,2,9,14,13,3,1,3,10,4,7,8,10,8,5,2,15
310,I,8,13,0,0,14,0,6,0,0,6,6,13,0,0,1,13
311,V,2,3,8,7,15,2,10,5,6,10,9,13,7,15,2,12
312,O,8,5,0,13,3,1,6,2,4,5,14,5,2,5,0,15
313,A,1,11,2,2,1,10,5,5,1,4,15,0,10,10,1,15
314,B,14,11,0,1,1,0,2,5,7,10,14,5,10,0,12,15
315,W,1,2,1,0,0,7,10,9,1,4,6,8,0,1,2,15
316,A,2,9,4,7,8,0,4,10,0,5,14,0,6,4,9,5
317,L,1,9,10,14,15,7,4,12,4,14,10,6,4,4,12,15
318,G,11,8,6,15,11,5,11,0,7,11,11,13,2,9,1,13
319,R,8,5,0,13,14,7,8,1,9,11,15,6,0,0,0,13
320,X,8,5,0,13,1,0,6,12,15,5,6,13,2,0,12,15
321,K,14,4,13,15,14,0,6,2,7,1,7,0,12,5,8,2
322,A,2,3,4,7,11,10,8,12,14,14,10,5,8,10,12,9
323,N,8,4,0,15,14,3,2,9,10,5,6,9,0,0,7,13
324,O,14,11,2,1,2,1,3,9,6,13,7,13,8,1,13,13
325,K,14,4,13,12,14,1,4,9,4,11,6,0,12,0,12,15
326,Q,1,3,8,7,3,2,11,10,4,0,2,13,12,14,13,15
327,A,14,13,0,13,14,0,5,0,2,5,15,13,2,5,2,15
328,N,10,9,0,13,14,5,6,12,15,10,14,10,2,0,7,10
329,Y,11,8,6,7,14,3,4,3,6,5,12,11,2,0,0,10
330,L,2,9,9,15,15,7,6,0,4,10,10,0,8,10,0,15
331,R,10,12,6,15,3,0,8,0,4,0,7,6,2,0,4,9
332,G,10,5,6,13,14,7,12,0,14,0,9,10,10,15,2,5
333,K,14,4,0,12,14,0,4,9,7,11,6,10,12,1,12,9
334,J,14,4,0,12,2,5,2,5,0,10,14,13,0,5,13,15
335,S,10,3,6,14,14,1,14,10,15,0,10,1,0,0,2,3
336,V,1,8,14,15,15,1,11,10,2,4,6,1,8,11,12,5
337,A,8,5,6,13,3,12,5,5,2,4,15,0,12,10,2,15
338,Y,2,12,4,7,11,9,8,1,0,10,10,0,1,1,8,2
339,W,1,9,2,2,2,7,10,12,15,10,12,10,10,1,0,13
340,L,1,5,9,0,9,0,6,10,15,11,14,13,15,0,8,3
341,T,14,5,13,13,14,5,6,3,4,5,6,0,12,0,0,15
342,B,11,12,6,7,3,1,4,9,9,7,6,0,0,1,9,15
343,C,11,5,8,0,11,4,6,0,7,11,6,10,8,14,7,13
344,T,1,0,2,1,0,5,6,9,15,5,6,13,12,0,0,15
345,Z,14,9,13,2,2,0,6,10,9,11,6,0,10,0,7,15
346,X,11,9,8,14,15,9,6,0,7,5,8,8,6,10,9,15
347,V,11,4,6,12,3,1,11,10,2,13,7,1,6,15,2,12
348,B,11,9,0,15,11,1,4,2,7,11,6,5,12,0,7,9
349,C,2,12,8,7,13,4,2,10,7,0,10,6,12,14,0,13
350,S,14,4,13,12,14,7,10,0,4,10,9,8,10,14,0,12
351,I,1,4,0,15,0,0,6,12,15,5,6,13,0,0,0,15
352,B,1,11,2,2,2,5,6,0,4,10,14,5,12,0,0,9
353,W,8,4,6,2,14,5,3,0,4,6,8,14,10,14,0,15
354,Y,11,15,10,7,13,1,2,0,0,4,8,10,6,0,12,12
355,H,11,8,6,13,14,7,2,10,14,10,8,13,2,1,0,3
356,O,8,8,0,15,14,0,6,14,2,1,6,13,1,0,0,15
357,Y,11,12,8,7,2,0,11,5,6,13,2,13,10,15,0,15
358,I,8,8,6,15,13,5,2,12,15,5,6,13,2,5,9,15
359,F,8,0,14,7,13,5,8,12,9,14,8,10,2,10,9,9
360,F,11,8,0,14,13,9,6,9,2,13,6,6,2,1,4,15
361,Z,1,0,1,0,0,5,6,5,9,13,6,13,0,0,8,15
362,S,11,8,6,15,11,0,3,10,15,13,6,5,8,1,9,13
363,L,8,3,11,7,8,9,4,5,4,4,6,5,8,10,2,15
364,A,11,13,6,0,14,7,6,10,9,5,6,8,2,0,12,15
365,O,14,11,13,1,2,5,3,0,15,10,8,1,8,9,13,13
366,V,10,3,4,7,11,3,10,0,6,4,10,0,8,15,13,15
367,H,11,9,0,15,13,0,8,13,4,5,10,13,2,1,0,15
368,K,2,12,4,9,15,1,4,3,4,1,6,11,1,5,8,12
369,K,1,12,9,7,10,5,8,12,6,11,14,10,8,5,9,7
370,T,10,3,0,0,3,0,6,10,15,5,8,5,1,0,8,15
371,H,14,5,13,13,2,5,4,13,4,5,4,13,2,9,0,15
372,Y,2,3,4,7,8,1,6,10,6,5,14,13,1,5,10,15
373,V,11,8,8,15,3,4,2,10,1,5,9,13,8,14,0,15
374,Y,10,13,14,0,11,7,6,5,7,10,12,6,2,0,0,15
375,N,10,12,0,15,14,9,4,12,7,10,14,0,10,14,7,9
376,Q,8,5,6,13,2,9,2,12,2,1,9,13,2,14,0,15
377,M,8,1,4,14,15,9,4,0,4,4,8,13,6,0,4,15
378,Z,11,12,6,7,11,9,4,9,10,5,14,1,12,5,9,15
379,B,11,3,8,14,13,0,2,0,0,10,14,5,12,10,8,15
380,O,8,5,6,13,11,0,2,0,6,13,7,13,1,9,8,5
381,X,10,12,4,7,13,7,2,5,14,10,1,0,2,9,12,12
