,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
151,W,3,14,8,12,5,8,13,6,9,8,6,7,3,7,7,7
152,E,4,7,2,14,6,8,8,3,2,9,7,8,0,0,2,0
153,Y,5,9,7,6,15,14,7,8,0,6,7,6,10,7,4,8
154,L,4,15,2,6,4,6,5,2,10,15,2,8,1,6,3,12
155,O,0,13,5,5,2,9,15,9,7,15,5,10,3,9,15,8
156,D,2,5,5,8,4,6,9,8,2,7,6,6,13,9,6,4
157,A,8,6,7,12,4,8,2,3,15,9,5,12,4,12,2,5
158,O,1,3,5,6,7,9,15,1,12,10,7,8,3,7,3,3
159,Q,3,2,4,14,4,6,7,8,6,7,6,8,3,8,3,0
160,F,7,9,13,7,5,11,11,2,10,11,1,5,13,5,3,9
161,W,1,1,13,4,4,10,2,2,2,9,1,8,7,11,1,7
162,I,0,15,3,14,1,7,1,3,0,8,11,8,0,8,4,6
163,R,0,13,5,8,1,6,6,3,0,15,0,8,13,7,8,8
164,E,3,15,3,6,3,1,15,8,11,7,4,13,15,9,7,9
165,Y,2,9,15,6,12,6,7,12,1,15,9,8,7,1,0,0
166,D,2,9,5,7,3,6,10,9,6,15,6,6,13,9,8,10
167,Y,0,2,15,14,6,6,10,6,5,4,6,8,4,9,7,9
168,Y,6,3,6,6,12,5,10,0,8,8,1,2,2,0,4,9
169,V,4,9,6,7,2,6,12,14,4,15,15,7,3,10,1,8
170,S,2,8,3,10,3,15,8,9,2,7,4,6,13,7,8,0
171,N,15,8,10,2,1,6,8,9,12,9,7,12,11,5,4,4
172,Q,4,3,6,10,0,6,9,6,3,15,14,6,7,7,9,3
173,U,4,8,15,10,4,8,15,5,5,8,13,7,3,9,0,0
174,X,6,9,6,6,12,6,10,8,15,13,11,10,4,0,2,12
175,Z,0,15,4,6,2,6,7,3,7,10,6,8,15,8,11,8
176,E,3,4,15,2,6,6,9,2,8,13,0,7,13,9,15,0
177,K,5,3,13,10,12,10,10,14,5,0,10,9,4,9,1,0
178,P,6,10,15,10,3,12,7,12,3,10,11,6,5,5,4,7
179,H,4,1,5,8,12,6,7,6,6,15,6,6,9,8,3,8
180,F,1,11,2,8,5,6,2,3,7,11,9,5,13,12,4,4
181,D,4,1,15,12,4,7,7,10,10,7,11,7,13,8,14,10
182,G,5,10,6,7,2,7,3,15,2,7,9,8,9,5,0,8
183,S,0,0,4,6,2,8,8,12,9,5,5,2,0,8,14,7
184,F,4,14,15,8,6,1,14,5,3,12,9,2,15,9,3,6
185,J,3,9,4,6,12,9,6,1,6,13,4,6,0,6,8,6
186,H,0,6,4,4,12,11,7,8,5,15,6,7,3,7,15,3
187,U,3,5,3,4,3,7,10,8,12,15,11,7,2,8,5,10
188,X,1,3,2,4,4,15,9,5,3,1,5,5,5,15,5,6
189,P,2,2,1,4,1,6,9,2,12,15,14,8,15,9,3,8
190,O,7,9,9,8,11,7,7,8,5,15,6,7,0,1,14,13
191,D,2,10,6,7,4,8,6,8,12,5,11,3,3,8,15,8
192,B,2,7,2,14,15,14,15,4,5,6,6,7,0,9,6,12
193,Q,4,10,7,12,6,6,7,7,0,9,11,12,9,7,6,10
194,Y,7,10,10,6,7,14,6,6,0,0,11,6,7,1,4,8
195,X,6,11,13,8,3,4,13,10,15,10,6,10,11,10,4,0
196,C,2,15,6,10,4,8,5,7,5,7,11,8,9,8,3,8
197,S,15,15,0,10,3,8,7,9,0,7,6,7,2,5,11,8
198,K,2,7,6,14,4,3,10,3,12,11,11,4,3,9,3,7
199,V,7,9,7,8,2,1,2,3,4,10,12,8,9,10,1,0
200,I,7,11,10,8,4,6,11,6,7,14,7,10,1,15,2,7
201,A,3,4,5,10,1,11,11,14,2,9,5,8,1,11,0,8
202,Z,2,14,6,8,3,11,6,14,10,11,7,12,9,8,3,3
203,W,12,4,12,1,8,6,9,6,10,9,6,8,0,8,6,0
204,S,3,5,3,6,2,6,10,12,4,8,12,9,9,8,5,12
205,V,8,14,8,12,12,14,3,3,4,13,5,8,3,15,3,0
206,B,5,2,13,5,3,8,6,5,6,0,14,7,3,5,6,4
207,O,8,10,9,7,4,6,9,3,6,10,12,10,6,10,15,7
208,V,0,10,15,6,6,12,8,5,3,0,10,8,9,10,0,8
209,B,2,7,4,14,2,11,9,9,7,7,14,7,13,8,14,10
210,Y,2,5,4,4,2,11,11,1,7,7,11,9,1,0,8,8
211,O,3,0,4,0,2,6,7,7,0,15,14,8,2,8,3,0
212,W,6,10,8,7,4,15,15,3,10,12,8,9,1,7,6,9
213,L,2,13,3,2,1,6,4,2,8,7,13,3,0,7,2,0
214,M,12,3,2,2,1,0,15,2,6,12,4,7,0,7,8,7
215,Z,1,3,3,2,1,6,10,1,9,13,0,7,1,9,5,7
216,R,3,1,15,6,6,7,7,3,1,6,6,8,3,7,1,0
217,T,3,1,14,5,2,15,9,4,5,7,6,8,9,8,7,4
218,M,2,1,3,0,1,10,7,2,12,12,3,7,0,7,1,7
219,Q,4,14,2,8,4,15,9,12,4,15,7,12,9,9,7,8
220,N,12,3,2,9,1,6,8,8,3,15,7,7,4,9,8,8
221,Z,15,6,0,4,1,6,9,3,7,0,6,8,15,8,8,0
222,E,4,9,15,6,3,1,7,6,1,7,6,9,0,8,7,12
223,J,4,7,0,11,3,14,9,14,3,11,4,5,3,9,7,3
224,Z,2,15,5,6,3,5,7,11,10,6,5,6,3,9,4,0
225,O,5,9,2,12,5,7,10,9,2,8,8,6,5,9,5,10
226,L,3,6,4,4,6,5,4,14,8,3,13,6,1,6,4,5
227,E,4,5,15,4,2,10,12,4,4,11,2,6,13,10,1,8
228,X,1,9,5,12,6,6,9,0,8,9,6,8,3,9,4,12
229,M,4,8,6,6,3,6,6,3,0,14,8,4,1,6,8,7
230,K,7,10,10,12,4,7,8,14,5,10,6,7,7,8,1,8
231,Q,0,1,15,6,12,0,11,14,15,15,8,8,3,10,7,9
232,R,2,7,4,14,2,13,6,3,15,10,4,8,13,1,2,8
233,P,2,14,15,5,9,8,9,8,9,15,6,6,6,15,7,3
234,A,4,9,6,10,6,10,5,14,1,9,4,7,13,7,2,8
235,I,4,15,15,10,3,12,10,4,2,11,3,2,2,15,3,5
236,J,3,0,6,3,2,6,7,1,11,1,14,8,13,8,3,7
237,D,5,11,6,9,12,12,8,11,9,9,7,5,9,9,4,0
238,V,3,7,15,14,3,9,2,2,15,4,3,8,2,12,8,0
239,P,7,10,6,5,4,10,9,3,4,8,8,5,5,11,5,3
240,I,5,3,2,6,3,6,7,4,2,0,9,12,4,5,3,6
241,X,1,11,9,12,5,15,10,9,5,1,4,3,9,15,15,8
242,Y,2,10,6,12,6,14,2,0,4,6,11,8,0,15,0,8
243,L,3,3,4,4,6,5,8,4,13,15,1,8,0,10,0,0
244,P,6,3,8,7,5,6,2,7,3,13,11,3,2,15,15,8
245,M,5,14,7,7,3,7,8,4,5,7,7,8,4,6,11,8
246,E,2,5,4,8,2,15,7,12,8,6,11,7,2,9,6,0
247,S,2,15,15,6,2,7,13,12,11,7,14,3,0,5,9,0
248,U,0,7,3,5,6,1,8,6,1,15,11,14,0,8,7,0
249,B,5,9,13,7,6,7,9,8,6,1,6,12,9,8,7,8
250,I,12,9,12,6,1,6,9,4,11,15,14,8,0,8,3,8
251,S,1,8,7,6,4,9,6,3,2,1,7,8,2,9,5,10
252,V,0,8,14,6,2,8,15,7,6,15,8,7,2,10,14,8
253,C,3,7,4,14,2,5,8,12,7,6,12,13,11,8,4,10
254,Y,8,9,11,12,11,14,15,2,0,0,4,6,11,5,3,8
255,P,11,10,13,14,2,6,2,6,2,11,5,2,4,10,4,0
256,H,2,0,14,3,2,7,10,4,4,0,5,8,13,1,3,4
257,G,0,15,5,10,3,15,7,3,4,6,7,8,7,5,5,6
258,U,6,14,2,4,3,10,8,5,10,11,2,9,9,9,4,8
259,D,3,8,4,6,6,5,7,10,10,15,0,5,9,8,15,8
260,U,2,8,0,1,1,7,13,11,5,15,14,8,3,10,0,8
261,M,15,1,3,4,2,10,9,2,6,13,7,6,1,6,2,7
262,W,7,13,7,6,5,11,7,6,11,11,6,8,4,11,11,8
263,I,5,11,7,12,3,6,7,3,6,8,0,6,9,5,4,7
264,V,12,0,2,9,8,15,7,4,15,7,15,8,2,10,0,8
265,M,1,1,8,4,15,6,7,5,3,4,4,8,8,9,5,7
266,G,0,6,4,4,1,7,5,13,0,7,5,8,3,5,0,8
267,D,0,2,14,5,5,6,7,3,6,4,14,6,13,9,2,4
268,L,4,15,6,6,12,6,5,2,11,7,2,3,0,6,3,8
269,T,2,9,5,8,3,15,13,4,0,15,10,8,0,8,0,0
270,D,3,7,8,10,4,14,3,3,2,8,3,8,4,6,5,4
271,T,1,11,6,8,4,11,10,2,8,13,1,2,2,8,4,9
272,O,4,15,13,6,4,6,5,7,4,4,4,6,9,9,15,3
273,T,1,4,2,1,0,7,0,1,5,15,10,8,0,8,0,0
274,G,2,3,5,3,6,5,8,8,12,1,3,7,9,5,4,6
275,Z,15,4,4,2,6,9,6,3,2,13,8,6,13,9,3,0
276,H,2,8,15,14,2,5,2,7,4,15,4,8,3,7,6,2
277,G,7,9,7,6,5,12,9,9,2,0,8,3,13,5,2,3
278,Z,2,1,10,3,1,6,9,8,7,4,6,12,2,9,3,8
279,V,0,8,4,10,4,6,7,7,5,15,14,8,13,9,8,0
280,V,7,10,5,12,13,14,5,5,5,9,6,9,6,9,1,11
281,Y,6,10,5,12,0,7,9,2,5,9,7,8,8,6,4,0
282,M,4,8,6,10,8,14,15,6,15,9,4,8,0,7,4,7
283,Z,6,7,8,6,6,5,7,12,7,15,4,6,3,6,2,6
284,Z,2,3,6,6,12,8,15,2,11,12,11,7,9,1,11,0
285,L,4,9,13,7,5,9,10,4,1,4,1,8,7,0,0,8
286,N,2,1,0,3,1,6,8,6,12,15,12,4,1,9,15,10
287,O,0,6,4,4,4,6,7,14,12,6,14,7,3,9,6,10
288,J,6,3,5,6,4,15,13,7,12,8,14,7,2,1,4,8
289,A,1,3,8,12,8,8,7,14,0,7,12,8,6,9,15,7
290,D,4,12,5,10,12,8,7,3,2,1,11,7,5,8,6,8
291,N,2,15,6,10,12,15,10,8,6,7,14,8,5,7,15,8
292,V,0,0,4,3,1,4,1,14,4,1,2,6,13,11,8,0
293,V,2,7,4,5,2,9,11,12,11,5,6,12,0,7,11,3
294,F,4,3,6,10,4,14,8,2,6,13,11,2,1,10,2,9
295,A,5,9,13,12,5,15,3,14,13,7,1,8,4,5,5,8
296,D,0,5,14,3,2,15,7,8,6,7,6,6,13,8,7,3
297,N,15,13,0,2,2,7,7,5,5,15,6,6,5,5,4,7
298,U,6,9,5,6,3,6,6,4,4,4,0,8,4,11,2,0
299,S,4,10,5,8,5,7,7,8,10,5,14,8,0,8,9,8
300,Q,15,1,0,6,3,15,10,7,2,7,7,10,9,5,5,9
301,F,2,15,14,5,1,1,13,8,0,12,11,6,0,9,4,6
302,I,2,9,2,6,4,12,10,4,6,1,3,12,2,15,3,8
303,J,5,9,8,8,4,8,9,3,8,6,6,8,4,1,8,9
304,R,3,2,15,5,2,11,3,2,15,9,13,7,3,4,4,0
305,B,2,3,4,10,2,11,7,9,12,7,6,7,13,8,14,10
306,C,5,3,2,6,4,6,9,8,12,7,6,6,13,8,3,0
307,M,2,6,3,4,1,14,14,6,5,14,13,11,0,7,0,8
308,Q,4,8,5,14,6,7,5,15,1,7,9,8,9,9,0,0
309,Y,1,9,13,4,3,6,7,5,0,4,4,10,8,7,4,8
310,I,3,2,4,14,6,6,9,0,12,12,14,8,0,8,1,12
311,W,6,9,2,8,3,5,11,2,4,10,9,8,0,0,2,8
312,K,0,14,14,4,2,6,7,7,0,7,11,6,3,7,3,0
313,R,1,3,2,3,1,0,6,2,13,0,2,9,1,1,1,0
314,V,15,13,14,9,1,7,8,6,6,10,5,6,1,9,15,8
315,X,1,0,12,0,8,12,10,12,1,9,14,5,0,9,2,8
316,D,1,3,8,8,8,7,15,5,7,15,11,7,6,11,14,4
317,Y,7,3,10,7,3,5,15,3,5,13,3,11,11,11,15,8
318,F,4,15,15,10,4,15,11,3,6,4,2,8,3,10,1,12
319,T,0,14,14,8,2,12,5,1,11,4,13,11,15,9,3,12
320,X,3,6,14,4,1,7,9,4,5,7,14,8,3,9,15,0
321,G,2,0,0,10,6,7,9,8,6,5,0,9,13,7,5,2
322,Z,6,10,8,12,4,0,13,4,10,13,3,6,5,6,4,3
323,E,3,0,14,6,6,1,8,6,8,15,14,13,0,9,6,12
324,N,15,3,10,1,1,11,7,12,4,9,0,8,5,9,1,12
325,B,2,0,3,0,6,6,15,6,0,4,14,9,13,8,15,8
326,V,7,9,6,8,2,5,2,5,5,8,15,8,2,10,1,8
327,R,2,7,14,4,6,6,6,14,15,15,13,8,9,7,4,0
328,E,5,9,14,8,6,15,7,3,5,1,5,10,3,9,7,4
329,O,2,5,15,8,6,1,15,9,4,15,8,12,3,8,3,4
330,Y,6,9,9,6,3,5,7,3,5,10,10,7,8,1,3,8
331,T,5,11,5,6,2,6,13,3,0,12,7,11,3,9,6,9
332,T,5,14,5,4,2,12,1,3,8,8,1,4,11,11,2,4
333,B,2,4,14,3,2,6,6,12,6,4,14,10,2,5,4,3
334,J,15,4,4,3,1,15,8,6,12,15,11,8,15,7,1,0
335,F,4,10,15,7,6,1,0,5,4,8,3,12,15,9,4,7
336,L,7,8,7,10,6,11,11,5,15,0,14,6,8,13,15,4
337,R,0,6,5,8,3,8,3,6,15,0,13,9,13,6,2,8
338,K,6,11,8,8,4,9,5,2,12,1,7,9,4,9,2,11
339,X,1,8,10,2,1,12,11,4,4,1,12,10,11,5,3,7
340,M,7,6,5,5,11,7,7,5,4,6,5,8,10,9,2,7
341,O,2,6,3,8,6,8,7,9,5,7,14,7,13,9,3,0
342,V,2,11,15,8,2,6,15,6,11,5,14,9,15,5,14,8
343,N,2,6,6,5,5,10,7,3,6,6,6,3,5,10,6,7
344,C,12,0,10,1,8,8,7,12,4,7,14,8,13,9,3,0
345,Z,15,1,0,3,1,7,7,5,9,6,6,9,11,9,6,8
346,J,2,3,2,7,6,9,9,14,2,7,8,2,6,6,14,8
347,W,2,4,5,3,3,11,2,8,2,9,0,12,6,0,4,6
348,D,2,9,4,6,4,11,15,8,2,4,14,6,13,9,6,3
349,C,6,11,2,12,4,10,8,5,2,12,10,11,2,10,3,7
350,F,2,4,0,0,2,5,10,14,0,1,1,2,1,15,3,6
351,P,1,4,6,6,8,7,7,3,4,15,14,8,0,9,0,8
352,D,1,13,2,2,1,15,7,14,5,1,11,7,13,8,3,3
353,P,3,4,5,3,2,15,7,3,0,13,8,15,11,10,3,8
354,K,11,12,10,12,4,6,8,14,7,9,12,10,6,8,4,6
355,G,4,1,5,4,6,12,8,5,10,10,12,8,9,5,3,5
356,N,0,15,14,10,2,7,7,15,15,7,6,8,5,9,0,8
357,Y,2,11,6,8,1,7,11,2,3,9,15,8,1,11,0,0
358,P,3,5,5,10,12,15,10,3,5,7,6,8,9,7,8,0
359,S,3,6,13,8,4,15,5,3,9,11,4,3,3,1,14,3
360,Q,4,1,4,7,4,14,9,12,2,8,6,11,9,5,7,0
361,Z,12,4,12,7,0,15,7,2,11,8,14,8,15,9,2,8
362,I,2,5,5,10,4,6,9,5,5,9,14,7,5,5,8,12
363,M,3,9,11,12,8,14,15,2,5,9,6,6,7,6,4,8
364,Z,4,7,15,5,2,5,9,11,9,15,6,5,9,9,15,8
365,N,15,13,0,1,1,15,7,14,4,10,8,12,4,9,8,12
366,L,4,9,8,12,4,3,10,3,3,0,10,9,8,11,1,8
367,G,2,9,14,6,4,6,13,1,0,15,3,8,3,5,0,8
368,G,1,11,8,5,3,11,15,9,5,7,14,4,5,7,5,6
369,B,7,11,5,12,14,15,5,4,3,6,11,3,7,7,9,5
370,O,4,9,14,14,2,6,7,5,4,15,4,7,4,8,5,8
371,U,2,6,3,8,1,8,6,1,0,7,5,8,3,9,0,0
372,K,6,10,8,8,0,11,7,5,4,7,11,8,5,7,10,8
373,W,2,15,2,6,2,10,10,8,1,7,9,8,8,10,0,0
374,K,4,7,7,14,4,12,7,2,6,10,8,11,9,9,3,0
375,U,4,11,4,6,6,14,6,4,6,10,11,9,1,10,6,9
376,V,0,14,15,4,1,14,8,4,2,7,10,8,3,10,0,0
377,H,3,7,8,6,3,9,6,3,0,9,4,8,6,8,7,8
378,W,2,11,15,12,4,9,6,6,8,7,11,12,13,7,11,0
379,S,4,10,6,6,4,6,10,3,7,10,5,7,2,1,5,0
380,N,3,14,5,8,4,6,8,3,3,8,7,8,4,5,5,4
381,J,5,11,8,8,4,5,8,6,10,10,2,7,3,5,4,8
382,P,3,6,4,4,2,12,7,3,7,7,6,12,0,9,4,9
