,letter,x-box,y-box,width,height,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx
78,A,3,7,5,3,3,12,5,3,2,10,2,12,2,6,3,8
79,B,14,5,4,4,2,7,8,5,4,7,7,7,6,9,2,5
80,M,6,10,9,7,15,3,7,4,12,10,11,10,7,9,3,7
81,P,8,2,7,8,4,5,9,9,3,12,5,4,4,10,4,8
82,C,6,7,5,7,4,8,5,4,3,9,9,1,4,9,8,10
83,P,6,10,4,8,7,8,5,7,5,7,6,6,3,9,8,9
84,N,2,1,3,1,1,5,9,3,3,10,8,8,4,0,0,10
85,W,3,4,4,3,9,9,10,3,2,5,9,7,6,11,0,8
86,V,14,8,5,0,6,8,7,4,0,8,12,8,13,10,2,7
87,V,6,9,2,8,2,8,7,5,12,2,6,7,8,8,9,3
88,M,10,7,9,5,5,4,7,3,5,10,10,11,8,6,3,7
89,K,4,8,5,6,4,7,7,4,8,11,15,9,2,9,5,7
90,N,6,11,8,8,9,5,8,3,4,14,8,9,6,9,5,4
91,Y,8,10,8,7,4,3,10,3,7,11,12,6,1,11,11,5
92,W,4,8,5,0,3,14,8,4,1,7,8,8,1,9,0,8
93,H,10,7,8,6,6,14,6,5,13,8,8,7,3,6,5,6
94,N,9,4,4,6,9,7,7,14,2,5,6,8,6,8,0,8
95,H,4,8,5,6,5,7,9,8,5,8,5,0,3,6,7,11
96,O,4,15,5,5,3,8,7,14,5,10,6,8,3,8,3,10
97,N,4,8,5,6,4,7,11,11,4,6,4,6,3,7,3,8
98,H,4,9,5,0,2,6,6,7,1,2,7,8,3,8,8,8
99,D,7,11,8,9,4,7,9,6,7,11,11,10,3,8,2,6
100,Q,1,15,3,5,1,6,10,0,3,7,11,8,11,11,0,10
101,S,10,3,7,6,4,6,9,4,3,11,7,6,2,8,5,11
102,S,5,9,6,7,5,7,7,12,12,7,6,7,2,8,9,8
103,T,2,3,2,2,1,7,11,2,6,2,10,7,1,11,1,7
104,C,2,3,3,2,1,0,11,4,6,10,9,13,1,8,2,7
105,V,4,10,1,7,2,9,8,5,14,5,14,7,3,9,0,8
106,T,0,3,5,6,3,14,12,4,7,12,9,4,2,12,14,4
107,K,7,12,6,0,12,7,3,2,7,10,7,8,5,8,11,7
108,D,3,8,4,6,4,6,8,7,13,7,7,4,4,0,11,2
109,W,2,1,3,1,7,7,8,4,0,7,8,8,6,10,0,10
110,I,2,9,3,2,2,8,7,3,7,13,6,9,0,8,1,10
111,E,14,8,3,0,2,3,7,9,10,7,6,14,0,8,7,8
112,C,10,11,8,7,4,6,12,9,6,13,7,3,12,9,2,11
113,I,3,9,14,7,3,7,7,0,7,13,6,8,0,8,1,10
114,I,5,10,7,8,8,6,7,6,6,2,6,9,3,0,2,10
115,U,9,15,4,3,2,7,5,13,5,2,14,7,3,9,8,8
116,C,2,3,7,2,1,6,8,12,7,9,7,12,1,10,11,9
117,F,5,9,6,7,7,7,6,9,4,7,7,8,5,15,9,12
118,A,3,8,5,6,3,9,2,15,3,8,9,8,2,6,3,7
119,Z,3,7,5,5,12,7,3,2,9,11,12,7,1,8,6,7
120,F,3,15,5,5,9,10,5,2,8,10,7,2,3,7,3,10
121,B,3,1,5,2,2,5,9,3,4,12,8,7,5,8,1,8
122,R,10,9,5,12,12,10,6,5,5,10,2,8,3,6,4,12
123,E,3,3,7,4,3,6,7,1,5,7,6,6,5,0,5,10
124,B,5,9,7,7,7,8,8,0,6,12,5,6,4,7,6,8
125,U,5,0,5,4,2,11,8,6,8,9,15,8,3,8,14,5
126,J,4,10,6,3,4,8,9,4,5,7,6,9,4,1,1,8
127,F,3,7,4,5,2,1,15,4,4,11,11,7,0,8,2,7
128,T,10,8,9,6,6,11,4,2,5,9,10,6,7,7,2,9
129,H,1,1,2,1,1,7,7,12,1,7,6,8,4,8,0,8
130,A,1,1,14,2,7,8,14,2,2,2,9,8,2,5,2,7
131,O,5,10,4,5,3,6,6,6,2,9,6,9,5,8,2,10
132,E,1,0,1,1,1,4,7,5,8,2,6,13,0,8,6,10
133,U,3,1,7,1,1,5,8,5,7,10,14,8,3,10,2,6
134,A,14,7,5,5,3,4,6,1,2,8,3,9,12,4,2,7
135,F,4,8,5,6,3,5,8,1,8,10,9,9,12,9,11,6
136,S,5,8,7,6,4,8,8,4,9,11,3,8,12,6,4,9
137,J,1,3,2,2,1,10,7,1,5,11,4,8,0,7,8,7
138,L,5,11,8,4,5,6,11,2,7,12,7,10,4,8,4,10
139,I,2,6,2,4,7,9,5,3,13,13,5,9,0,8,1,8
140,A,7,11,10,8,6,6,15,3,6,15,6,10,0,10,11,8
141,T,1,1,15,1,0,8,15,1,4,3,3,7,0,8,0,8
142,C,6,1,2,2,1,6,8,9,6,9,7,12,1,9,3,10
143,H,9,9,4,7,4,7,8,8,1,2,5,7,3,0,0,8
144,A,2,4,4,13,9,4,2,2,15,9,2,9,2,7,3,9
145,L,10,11,9,8,11,6,7,3,6,6,7,11,6,11,9,2
146,T,3,6,4,4,3,7,12,4,6,2,11,8,2,12,1,2
147,V,1,8,4,6,2,12,2,4,3,11,2,10,3,11,3,9
148,V,3,11,5,7,12,8,9,4,1,6,12,7,2,10,0,8
149,U,5,15,6,5,5,8,8,8,12,6,7,9,4,8,4,5
150,I,2,9,2,0,3,7,7,0,7,7,6,8,0,8,2,8
151,Z,8,14,8,8,5,8,10,2,5,6,6,9,3,1,6,7
152,V,4,7,6,5,6,8,8,4,2,8,7,8,7,11,5,8
153,M,5,9,7,6,7,9,7,5,5,6,7,6,10,7,4,6
154,L,4,8,6,6,4,6,5,2,8,7,9,8,11,6,3,7
155,H,3,3,5,5,2,9,4,9,7,7,8,10,4,0,4,8
156,B,4,2,5,4,4,7,7,5,6,7,6,6,2,0,7,10
157,A,8,15,7,8,4,8,2,3,2,8,5,6,13,4,5,5
158,K,10,9,9,6,7,10,6,5,8,10,3,8,3,7,3,9
159,I,3,7,14,5,4,7,7,1,6,7,6,8,3,8,11,8
160,T,7,9,7,7,5,6,10,1,8,11,9,4,2,9,3,7
161,W,6,12,7,4,4,0,15,2,2,10,14,8,7,5,1,2
162,C,3,8,3,5,1,1,12,4,5,12,13,8,0,8,2,6
163,V,3,3,5,4,1,7,6,0,10,7,0,8,2,7,1,8
164,E,14,8,3,6,3,3,4,1,9,5,4,13,0,8,6,12
165,M,4,9,5,7,4,7,7,12,1,7,9,8,8,6,0,10
166,B,4,9,5,2,6,7,8,11,6,7,6,6,2,8,8,10
167,M,3,7,5,3,6,7,8,9,4,6,6,8,5,8,0,9
168,Y,6,9,6,2,4,5,8,0,8,14,9,5,2,11,4,4
169,V,4,9,6,7,12,6,12,3,4,7,12,12,3,10,1,8
170,W,2,8,3,0,3,8,8,7,6,2,4,6,2,7,8,8
171,C,2,14,2,2,1,6,8,7,7,8,12,6,1,9,2,10
172,H,4,9,6,0,8,7,7,6,3,7,6,7,1,7,9,9
173,U,5,8,5,0,4,8,6,13,4,8,13,7,4,9,0,10
174,P,6,10,6,6,4,7,10,5,2,11,8,5,4,11,5,7
175,Z,3,8,4,6,9,7,7,4,13,12,6,8,0,8,1,8
176,E,3,4,5,2,2,7,7,2,8,11,7,9,2,8,4,8
177,B,5,9,7,6,4,4,10,3,4,9,10,9,13,0,7,10
178,P,6,10,5,6,3,5,9,9,3,10,5,6,5,9,2,2
179,H,4,5,5,4,4,6,7,6,6,2,6,7,3,0,3,6
180,T,6,11,6,8,0,6,11,3,8,11,9,5,12,12,2,4
181,B,5,12,5,8,4,7,9,10,8,7,5,7,2,8,9,10
182,U,0,10,6,7,2,7,4,14,6,7,15,7,3,9,0,8
183,S,3,4,4,6,2,8,8,6,9,4,5,5,0,8,9,7
184,C,5,6,5,8,9,1,14,5,14,12,9,5,0,8,3,6
185,Z,14,9,14,7,4,9,6,1,13,11,4,2,0,6,1,4
186,R,3,6,4,12,4,6,7,5,5,7,6,7,3,7,4,9
187,E,14,2,7,4,3,7,8,1,7,7,5,9,12,8,5,10
188,P,6,9,6,4,4,8,9,1,3,10,5,4,5,10,5,6
189,I,2,2,1,12,7,7,7,1,7,7,6,8,0,8,11,10
190,K,7,10,9,8,9,6,7,1,5,7,6,7,7,6,9,13
191,P,4,10,6,7,4,8,6,8,7,4,5,3,3,8,4,8
192,E,4,7,6,3,7,9,6,4,4,6,6,7,7,8,6,7
193,H,5,10,7,8,6,6,9,8,5,14,5,6,4,7,7,10
194,M,13,10,13,7,7,9,4,2,12,9,5,7,8,6,14,8
195,A,6,11,7,8,3,4,13,11,15,12,6,4,11,10,4,8
196,O,4,3,6,6,4,8,5,8,4,2,5,8,4,8,3,8
197,S,2,8,7,6,3,8,7,7,5,7,6,7,2,9,8,8
198,K,9,7,6,5,4,3,8,3,7,11,11,12,3,8,3,11
199,V,7,10,7,8,3,3,15,4,4,10,12,7,3,10,1,8
200,F,7,11,10,4,5,6,11,2,8,14,7,4,1,10,14,7
201,Y,3,4,5,6,1,6,10,3,2,9,13,8,1,11,0,10
202,D,4,6,6,4,12,11,4,3,8,11,3,6,3,0,3,9
203,Z,1,0,1,1,0,6,7,2,9,8,6,8,0,8,15,8
204,G,3,5,3,6,3,7,3,6,3,14,8,9,4,8,5,7
205,S,5,14,4,8,4,9,6,4,4,13,5,8,3,10,3,8
206,B,0,7,7,5,6,8,6,1,6,10,6,7,3,9,6,10
207,L,8,8,9,7,5,14,11,3,6,10,8,10,6,10,4,7
208,X,3,10,5,7,2,5,3,5,3,9,14,8,4,10,0,8
209,B,4,7,14,3,3,14,7,9,7,7,6,7,2,8,9,15
210,Q,2,2,4,4,9,14,10,1,7,7,11,9,11,5,1,10
211,O,3,4,4,3,9,6,7,7,5,7,6,7,2,8,3,8
212,Z,6,10,8,7,5,8,4,3,10,12,4,9,1,7,6,12
213,L,2,1,3,2,7,6,4,5,8,2,2,10,0,1,2,8
214,J,1,3,2,2,1,10,6,15,6,12,4,9,0,7,1,2
215,Z,1,3,3,2,1,7,8,1,9,5,7,7,1,8,5,7
216,A,3,5,5,7,2,7,7,3,1,6,0,8,3,7,1,8
217,U,14,5,14,3,3,8,7,4,5,7,6,8,3,0,7,15
218,J,2,5,7,3,1,10,11,1,8,12,3,7,0,7,1,7
219,G,5,6,6,4,5,8,7,9,3,7,7,12,4,8,6,8
220,N,6,3,15,1,7,6,8,1,3,2,7,7,4,8,1,4
221,Z,2,0,3,12,1,7,7,3,13,10,6,8,0,8,1,8
222,E,9,11,5,7,3,3,11,6,2,2,6,15,0,8,7,7
223,J,4,7,3,10,3,10,7,3,3,5,4,4,3,0,6,9
224,D,9,3,5,6,3,5,11,10,10,6,8,6,3,0,4,10
225,O,5,10,6,8,5,7,8,9,6,8,8,6,4,8,5,15
226,L,3,0,4,4,2,5,4,3,8,11,9,6,1,6,14,5
227,X,4,5,5,4,2,0,12,4,4,11,11,6,2,10,1,10
228,X,6,10,2,8,6,7,7,0,8,9,6,8,3,8,4,7
229,J,5,8,6,6,3,6,6,4,5,14,8,12,1,6,1,7
230,N,7,10,10,8,0,6,3,3,5,10,6,7,6,8,7,8
231,H,3,12,5,7,4,10,11,3,2,7,15,7,3,10,7,9
232,A,2,15,14,3,3,2,3,3,2,10,1,8,2,6,2,8
233,P,4,6,5,9,9,8,11,1,0,7,6,2,6,10,6,9
234,A,4,9,6,6,2,10,5,3,0,8,1,9,2,7,14,8
235,F,4,3,5,6,3,5,10,4,6,11,10,4,2,10,3,11
236,X,3,4,6,13,2,6,11,1,5,12,6,8,2,8,3,7
237,D,0,6,6,9,4,5,8,11,9,8,7,5,3,8,4,8
238,V,3,15,5,5,3,9,15,2,2,4,10,8,12,12,1,8
239,A,7,10,6,3,4,10,7,4,4,6,4,5,2,11,5,9
240,F,0,11,6,2,6,14,9,4,13,10,9,6,5,9,11,4
241,P,6,11,9,8,0,8,10,12,5,10,4,3,3,10,4,8
242,Y,4,4,6,8,2,10,11,3,4,6,13,8,0,10,0,8
243,W,14,3,14,4,9,5,8,4,1,2,9,8,6,10,0,10
244,P,6,9,8,7,5,6,11,7,14,11,5,3,2,15,2,8
245,Z,5,6,7,7,14,7,8,4,12,7,7,8,2,6,8,6
246,E,4,5,4,4,3,8,11,9,10,6,5,12,2,8,6,8
247,S,9,8,5,6,3,7,5,6,9,5,6,13,0,9,9,10
248,E,14,7,3,5,2,3,8,9,11,7,5,14,0,8,0,10
249,B,5,11,7,7,14,7,12,5,13,12,6,6,3,8,7,8
250,I,1,9,1,7,1,6,7,0,9,2,6,8,0,8,3,8
251,W,6,3,7,6,4,10,6,4,13,10,10,8,12,8,5,10
252,W,3,8,14,0,3,8,6,8,13,2,8,12,2,10,9,8
253,M,14,7,4,5,2,5,8,9,7,6,15,13,1,8,4,10
254,M,8,10,11,8,9,10,6,15,5,9,4,7,11,8,3,10
255,A,9,10,7,3,12,14,11,6,15,11,5,5,4,15,2,8
256,R,1,4,4,13,3,7,8,4,4,9,5,8,2,6,3,10
257,U,3,8,5,6,14,8,7,4,4,3,7,8,7,9,5,4
258,D,6,6,6,4,3,4,8,1,8,11,11,9,3,9,2,6
259,D,3,3,4,6,2,5,7,10,8,7,7,4,3,8,4,8
260,U,2,1,3,1,7,7,5,11,12,7,14,8,3,10,0,8
261,J,2,5,7,4,2,10,7,2,6,5,10,7,1,11,2,7
262,Z,7,13,7,7,5,14,7,2,9,11,6,8,4,4,8,6
263,C,5,11,7,8,6,6,9,3,6,6,7,6,4,9,2,7
264,V,1,0,2,1,0,8,9,4,2,7,12,7,12,10,0,8
265,M,6,12,8,12,7,6,9,5,3,6,4,7,13,8,5,7
266,U,3,6,4,4,1,6,10,13,12,7,13,8,4,9,0,10
267,B,3,15,4,5,5,7,11,4,6,3,6,6,2,0,5,10
268,L,4,8,6,6,4,6,5,1,9,2,2,10,0,6,3,8
269,T,4,10,5,8,3,8,13,0,5,2,3,7,0,8,0,8
270,D,5,12,8,6,4,9,4,4,13,6,3,7,5,6,5,10
271,T,6,11,6,8,4,14,10,1,10,11,9,5,2,8,4,4
272,O,5,8,1,6,4,7,5,8,4,6,4,2,3,9,4,9
273,T,1,0,2,1,0,7,14,1,4,7,10,8,0,8,0,8
274,U,4,3,5,2,2,5,8,5,7,10,10,12,3,9,2,6
275,P,1,4,4,2,2,9,6,4,6,11,4,6,2,8,3,8
276,O,4,3,5,5,3,5,11,8,3,2,4,8,3,7,6,11
277,J,7,10,7,7,5,5,7,12,6,9,15,10,12,9,5,9
278,D,2,1,2,2,1,6,7,14,7,6,6,6,12,8,3,8
279,S,3,8,4,6,4,7,7,7,5,7,6,8,2,8,8,10
280,S,13,10,9,4,10,10,5,5,4,9,6,9,6,9,12,11
281,M,6,10,2,8,8,6,7,15,4,9,7,7,1,6,14,8
282,M,9,8,6,6,8,10,6,2,2,8,4,8,7,7,2,5
283,P,10,15,8,6,6,5,7,6,7,7,4,7,3,11,5,6
284,Z,4,9,6,2,4,8,6,2,9,12,5,9,3,6,1,8
285,N,4,9,7,7,5,9,8,4,1,3,9,8,7,11,0,8
286,C,1,1,3,2,1,14,3,9,7,7,15,12,11,9,2,15
287,L,3,6,14,4,4,6,11,3,7,6,6,9,3,8,6,10
288,J,6,9,9,7,0,8,10,7,7,8,6,7,2,6,4,6
289,A,6,9,8,8,8,8,11,3,5,7,15,8,6,8,2,5
290,D,5,12,5,6,4,8,11,3,6,10,5,7,5,8,7,6
291,M,4,8,6,6,4,8,8,14,6,7,6,8,4,7,4,8
292,V,3,4,14,13,7,4,12,0,3,12,13,7,2,11,1,8
293,S,4,7,4,5,2,9,10,6,5,5,6,6,0,7,8,9
294,F,4,11,6,6,4,10,8,1,6,13,5,5,1,10,14,9
295,A,5,4,7,8,5,8,3,3,0,7,1,8,13,9,5,8
296,B,3,2,14,3,3,8,7,5,6,2,6,0,2,8,6,9
297,N,1,3,7,9,9,7,9,5,4,2,6,7,5,9,2,7
298,D,6,10,5,0,3,14,6,4,4,3,7,8,13,5,2,8
299,W,4,10,5,4,5,7,11,5,8,4,6,8,0,8,9,8
300,Q,2,5,7,6,3,8,3,7,2,5,7,10,3,9,5,12
301,F,4,8,4,5,1,1,13,5,5,12,11,2,0,0,2,4
302,F,4,9,6,6,5,11,10,4,13,10,10,6,2,10,3,6
303,X,0,10,4,4,4,8,11,4,10,6,6,8,2,6,8,12
304,A,3,7,5,5,3,11,3,2,2,8,2,9,3,4,2,10
305,E,9,9,4,6,3,6,7,9,7,7,6,2,2,0,6,10
306,H,0,9,6,7,0,6,7,8,8,7,6,7,2,0,3,8
307,J,2,0,3,4,7,14,1,9,5,14,2,11,0,7,0,8
308,H,4,3,5,5,2,7,5,15,0,7,9,8,3,8,8,8
309,M,6,9,7,4,3,6,9,5,5,4,4,10,1,7,2,10
310,I,3,7,14,5,2,7,7,0,7,13,6,7,0,8,1,7
311,N,6,10,6,8,6,2,9,2,14,10,9,8,7,11,14,6
312,N,3,6,4,4,3,6,7,14,5,7,5,7,3,7,3,8
313,A,1,3,2,2,1,10,2,2,0,9,2,9,1,6,1,8
314,W,2,1,14,1,1,7,8,2,6,10,5,7,1,8,2,8
315,P,1,0,1,8,0,11,10,6,1,9,6,5,0,9,2,8
316,D,6,11,8,8,8,7,6,5,7,7,5,9,3,5,6,4
317,M,13,9,10,2,6,5,6,4,5,5,10,11,11,5,4,8
318,T,4,8,5,6,5,8,11,3,6,6,11,8,3,12,7,2
319,L,3,6,14,4,9,5,5,1,9,3,9,11,0,8,3,7
320,X,3,6,4,4,1,7,11,4,4,7,6,8,3,0,4,8
321,G,2,4,3,6,2,7,7,8,13,5,7,9,2,7,5,11
322,D,10,4,8,4,5,10,5,4,8,11,10,7,2,6,4,9
323,E,3,4,14,6,2,3,8,6,9,7,6,14,0,0,7,7
324,N,2,3,2,1,1,6,9,6,3,8,7,8,4,9,1,2
325,G,2,4,3,13,9,14,6,6,5,6,6,9,2,8,4,8
326,V,7,10,6,8,3,2,11,5,12,12,12,8,2,10,1,8
327,A,2,7,4,4,2,7,3,3,15,7,2,8,3,1,2,8
328,E,5,9,4,4,2,8,7,4,4,10,5,10,4,8,7,10
329,K,4,5,5,4,2,3,6,7,3,2,8,6,3,8,3,10
330,M,10,11,9,6,6,5,11,3,5,10,3,9,8,6,3,8
331,L,5,11,5,6,3,6,10,3,5,12,12,11,3,8,6,9
332,T,0,6,5,4,2,5,12,3,8,12,9,5,1,11,2,4
333,G,2,10,4,3,2,7,6,6,6,6,6,10,12,9,4,9
334,J,2,4,4,3,1,8,8,15,7,15,8,8,0,7,7,8
335,F,5,4,5,7,9,1,14,1,4,12,3,0,0,8,14,5
336,W,7,8,7,0,6,14,11,1,2,10,6,0,8,6,4,4
337,A,14,6,5,4,3,12,3,2,15,9,2,9,2,6,2,10
338,L,6,11,8,8,5,9,10,1,8,10,3,9,5,9,5,5
339,P,6,1,2,2,1,5,9,4,4,12,8,4,1,9,3,7
340,M,7,6,2,5,9,7,11,5,4,6,5,8,10,8,5,5
341,H,2,0,3,4,2,8,7,12,5,2,6,9,2,0,3,8
342,W,4,6,5,8,3,6,6,6,9,4,6,9,0,8,9,8
343,C,9,6,6,5,5,4,11,3,6,6,6,10,4,10,7,7
344,H,6,0,2,1,0,8,11,6,4,2,6,8,2,0,3,8
345,Z,2,1,3,9,1,7,7,5,9,3,6,9,1,8,0,8
346,X,4,9,6,2,6,9,7,3,6,7,4,5,3,6,9,8
347,W,9,4,5,3,3,6,11,1,2,14,7,6,6,11,2,6
348,B,9,9,4,0,0,6,6,8,13,6,6,7,12,8,7,9
349,C,6,11,6,4,4,4,3,5,13,12,10,11,2,10,3,7
350,F,2,4,3,3,2,5,10,3,12,10,9,5,11,10,3,6
351,I,6,4,0,0,0,7,7,4,4,2,6,8,0,8,8,8
352,B,1,3,2,2,7,8,7,3,12,12,5,2,2,8,3,9
353,P,3,10,5,9,2,8,12,3,5,13,4,3,1,10,3,10
354,K,11,2,10,8,4,6,8,0,7,10,8,10,6,8,4,6
355,D,4,5,5,4,9,5,8,1,8,12,15,7,3,8,3,5
356,N,3,8,4,0,2,7,11,14,2,5,6,8,5,8,8,8
357,Y,9,11,6,8,1,7,11,2,3,8,12,8,1,11,0,8
358,S,3,5,5,6,4,8,8,4,4,7,6,7,3,7,8,8
359,Q,5,15,7,8,4,8,10,4,9,11,4,10,3,6,6,9
360,Q,4,5,4,2,4,10,7,9,2,8,6,11,3,9,6,8
361,Z,1,0,1,0,0,8,7,2,5,8,6,7,0,8,5,8
362,F,4,12,5,6,5,7,12,5,4,8,6,2,4,9,1,7
363,T,8,10,11,8,8,9,6,2,12,9,6,7,8,6,2,8
364,D,4,7,5,5,9,11,7,10,9,7,6,4,3,8,4,8
365,N,2,3,3,1,1,8,12,0,4,12,4,0,4,9,1,2
366,W,5,4,8,8,0,3,10,3,3,10,10,9,8,11,1,8
367,U,9,9,4,6,4,7,5,8,12,2,10,8,3,9,0,8
368,G,6,11,8,9,6,6,6,7,5,5,6,12,5,7,5,6
369,J,7,11,9,8,11,8,5,4,3,6,5,10,8,7,9,13
370,O,5,10,4,5,3,7,11,1,4,7,4,7,5,8,5,8
371,U,2,6,3,12,1,8,6,13,5,7,13,8,3,9,8,8
372,K,6,10,8,8,15,6,7,5,14,7,5,7,5,7,10,10
373,W,4,8,6,6,3,4,8,5,1,7,9,8,1,10,0,8
374,K,5,15,7,5,5,11,7,2,6,10,8,11,3,8,3,8
375,E,0,11,4,6,2,9,6,4,6,10,5,9,11,15,7,12
376,X,3,6,5,4,1,9,8,4,2,4,14,7,4,15,0,8
377,R,8,7,4,2,6,9,6,0,5,9,4,8,6,8,6,8
378,Z,4,11,5,8,5,9,6,6,9,7,5,6,2,7,8,8
379,S,4,10,6,7,4,7,8,3,7,10,5,7,2,6,5,10
380,N,3,6,5,12,0,7,8,3,3,8,12,8,5,9,5,4
381,X,5,11,4,8,4,5,8,2,8,12,11,9,3,8,4,6
382,I,3,6,4,4,2,5,11,0,7,7,6,12,0,8,4,9
