RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
79168,,,118603,,117885,119621,,,1
,,117961,,127522,,,,118786,1
,7338,,,119924,,,290919,,
,4145,,118300,,,,,118332,
,50690,,118270,,,118568,19721,118570,1
,15645,,118052,,,,,128905,1
,,118106,,,,,,117973,
18380,,,,,127782,,290919,,
,,117975,,,,,,,
,,,,118684,118321,,,,1
278393,7076,,118225,,119093,,,119096,1
,,,,,,240983,,117908,1
,,91261,,,,,,,1
3853,,,,118458,120006,310997,,,
,,,,,118523,310608,,118525,
25862,,117961,118327,,120952,143223,118453,120954,1
,,117961,,,,,,122647,1
,1483,,,,118641,306399,118643,,1
22956,,117961,118052,,118321,117906,290919,118322,
20364,,117961,,,117905,,,,1
,7547,,,,,213944,290919,118786,1
,,118752,,118042,,,270488,118046,1
,70066,91261,118026,,,117906,290919,117908,
4684,,,,119961,,118260,,118261,
77943,4478,117961,118386,118692,,,290919,118322,
38860,,118573,,,,,,,1
,,,117962,118501,120702,,,,1
58928,,117961,,,,287351,117887,118055,1
79309,17128,,118300,,118396,,118398,118399,1
36480,15510,,118170,118171,130479,185784,119784,,0
,,,,,119949,123170,290919,,
77429,,,,120370,,117906,,118322,
80550,,,118300,,118321,117906,290919,118322,
25814,1065,117961,,,,,118643,,
,,,118386,121668,,279443,,118779,1
4675,59029,,,118320,,,,118322,1
56665,,,,,120952,,118453,120954,1
73756,,,,118042,118043,118044,,,1
90518,7252,117961,117962,,117905,,,117908,
80501,19717,,,,118321,117906,290919,118322,0
,,117910,117911,,,117886,,,
,770,,,119181,,,,118454,1
79021,5568,,121786,118492,,174445,,,1
,,,117981,,118568,281735,,,
,20899,,,117970,,,,,
42085,5715,91261,,,,307210,118667,119365,1
,,117902,118041,,,,,,
25330,,,,117878,,,,,1
,6993,117961,,,,240983,290919,117908,1
23096,29762,,118052,,122067,,118424,122069,0
,50976,117961,118413,,,117906,,,1
78607,,117961,,,118321,117906,,118322,1
,225257,,,119076,118422,,,,1
42347,,,117903,132530,117905,117906,290919,,1
34575,,117961,,,118321,240983,290919,118322,
19730,,,,,,279443,,,1
103462,15413,117961,,,,,,118479,
,,,,225010,118685,279443,308574,118687,1
16333,,,118300,,117905,,,,
,,,,,,,,118454,1
,15387,117887,118178,,119849,212678,,119851,1
45790,1215,117961,,120171,,126488,,,
20349,46254,117961,,126310,118641,,118643,,
,70062,,118386,118746,117905,117906,,,
,5432,,,118391,,123881,,,
25231,1216,,117903,118507,,,119006,119531,1
34633,,118887,,,118980,199144,,118982,1
28472,28163,,,,118321,,290919,,1
24015,14731,,118446,,119346,,4673,,
75813,75640,118315,118463,119214,118321,117906,,,1
,,,,118403,128422,122352,118453,,
,,,118327,,,149826,,,
,,117961,,122007,,117906,,,
45444,,,,120171,118890,,118398,,1
3853,,117961,,120126,,223125,,,
,,117902,,277693,,,,,1
31613,7629,,118327,,,,,,
42031,,118315,,,,130219,290919,117908,1
6302,50581,118114,,,117885,117913,,,1
,4004,,,118856,117905,117906,290919,,1
79647,,,118446,,,117906,290919,,
7678,,117961,119256,,,130913,,126685,1
,49577,117961,118327,,,,290919,,
77977,3811,120864,121013,118395,118396,,,,0
44812,,,118327,,,,,,
80472,120822,,119597,120823,120647,311441,118398,,
,23304,,118327,,137969,,,,
,6890,,118446,120317,117905,117906,290919,,
,8343,,,119303,117905,,290919,,
,,,,,,,,,1
,44038,,,,119346,,,,
,3118,117961,,118458,,,,120791,1
78327,,,117984,,,292195,19721,,
19722,,,,119181,,,,118322,1
1937,6216,,118327,118328,,161026,308574,130858,1
,4945,,118300,118360,119849,,118638,,1
25993,139593,,118041,,130479,179826,,130481,
,18044,117961,118386,,118321,117906,,118322,0
4675,,,118386,,118259,125206,290919,118261,
,38364,,118316,118464,,,,,1
74242,7398,,,118616,,,290919,,1
80215,217,117961,118413,,,,290919,,
29058,,,,,124152,300136,118424,124154,1
79092,25557,117961,118300,,,130134,,,
,2061,,,,118641,120319,,118644,1
25098,2003,,,118378,118054,,,118055,1
,,,,118706,,130384,,,1
1151,50117,,118327,118507,,122008,,118865,
,70264,117961,,118437,124435,,,,
44644,50997,,,,118321,118448,290919,,1
86292,,117961,118052,119986,,,,118322,1
,,117961,,118783,117905,117906,,117908,
,,,,120722,118784,130735,290919,118786,1
,,,,,118568,310732,19721,,0
16321,,,118446,119961,118278,,,118279,1
80780,4272,117961,,,123045,,120518,123047,
44976,,118555,118178,117945,117946,119114,,117948,
41235,59000,,,117941,118568,292195,,118570,
7543,6257,117961,,,,117906,290919,118786,1
,,,117877,117878,117879,117879,,,1
,34375,,,189629,,,,117973,1
,13854,117961,,,,,290919,118279,1
80057,7084,,,,,,118205,,
38964,4341,117961,118343,,118321,,290919,118322,
16619,14731,117961,118446,,,,,,1
4675,,118212,,,118685,120316,,118687,1
79228,13400,117983,,117878,,117879,19721,117880,
36480,,,118574,118556,,,292795,119082,1
,50625,,,,,117913,,117888,1
,,,,118395,123067,269406,118398,,
,,,,117878,,,117887,,1
,14633,118106,,117884,,,,117880,1
25831,,118752,,,,,,119887,1
,,,119135,,119587,,,119589,
39518,7822,117961,,118492,118777,174445,,,
,4084,,,,,,,,1
7543,4554,,118300,118514,118259,118260,290919,,0
75078,75114,,,118522,307024,294485,118331,118332,
16153,79105,,119063,124211,120516,,,,1
33155,1915,,,119181,,,290919,118786,
,23144,117961,,,120690,,,120692,
42942,,120864,121013,121961,118523,246167,,118525,
13878,,,117891,117878,,123862,,,
20292,50448,,118124,,117879,117886,,117880,
42031,,,,118501,118502,,118504,118505,
,5518,,,118514,,,,118261,1
75834,21033,117961,118300,123749,,,,118779,1
39233,,117961,118300,,,,,,1
,87910,91261,,,,118260,290919,,1
25213,,117961,117962,,,123503,,,1
55554,1448,117902,,120722,,117906,290919,117908,1
75078,,,,121961,120348,,118295,120350,
31299,1605,117961,118327,,149337,205238,118398,149339,
79948,4932,117961,,119824,123737,147851,,123738,1
,81794,117961,118052,119972,,159682,,122552,
38470,,118079,,117878,117885,118177,,,1
,16527,,118026,118202,,117906,,118322,1
74818,4274,117961,,,120591,,119095,,
70452,,,117981,,,,,,
,17640,117961,118052,,,120689,,118319,
,72322,,,,,117913,117887,,1
,,118169,118170,,,,,,
36772,,118074,,117884,,117886,,117880,
,120000,117961,,,120056,,,120058,1
4675,,,119091,,117905,117906,,,
,,,,,307024,,,118332,
,1038,,118888,,,,,118865,1
6977,,,,,,117906,290919,118786,
,,,,119830,,,,117908,
,,117961,,16232,117905,117906,,,
,15746,,,119742,,118448,290919,118322,1
17825,13836,,119921,,,302830,,128231,1
43876,58954,118079,118080,117878,117885,,117887,,
74161,7586,117961,,,,117906,290919,118322,
,3692,117961,,126229,,,4673,121596,1
6977,,,,118403,,,308574,118779,
,15389,,,,119928,129017,118331,,0
,,117961,,,,147114,290919,118786,
74283,25618,,118327,,,,118331,,
34075,221,117961,,,,,290919,,
,46608,118315,118463,,,,118960,,1
42093,,117961,,123472,,,,118261,1
3057,,117961,118300,120722,,,290919,,
27416,,118084,118085,,,,,118132,
,,,118300,,117905,240983,290919,117908,
,56199,,,,117905,117906,290919,117908,
73562,13845,,,,,,290919,,
,,,117976,117884,117879,,19721,,1
39353,,117961,,,,117906,,118786,1
,6225,117961,118343,120722,118784,117906,,,
78816,6216,117961,118052,118328,,,,124888,
38714,,117961,,120370,121594,170665,4673,,1
,,117961,,,,,,,
,,117961,118052,,118396,269406,118398,,
,,,,,117905,186454,290919,117908,1
34886,4639,,118343,118856,118278,117906,,,1
,,117961,,118514,118321,240983,290919,,
42093,70128,,,,,,118424,,1
17308,,117961,118343,,120006,,118424,120008,
,217,,118413,120370,118321,,,,
42976,,,,,120344,311360,118424,,1
75272,4918,117961,,,120344,,118424,,
27416,,117916,117917,,117879,,19721,,
,28163,,118316,,118321,,,118322,
,4549,117961,,,,,290919,,1
18072,,,118446,,118702,129679,118704,118705,
,7081,,118225,119924,118685,120316,,118687,1
22481,,91261,118026,119507,,,,,1
,,,,,,165589,,120774,
,,,119091,,134095,300136,118474,118475,1
,91342,,118327,,209874,311622,,209875,1
,8280,,,,117896,,,,
,123020,117961,,118514,118321,,290919,118322,1
16333,7021,117961,118300,,118784,,290919,,1
42972,49323,118990,118991,,118321,,,118322,1
80202,3000,,118225,120551,,,290919,,
,5313,,,120356,,201020,118424,120359,0
45481,17270,117961,118300,,,150790,,118828,1
6094,,117961,,,118321,,290919,,1
45035,,,,,,208308,19721,117880,1
302049,,,122974,,,149467,292795,,
,,117902,,118556,,,292795,118276,1
,,118290,,124668,,278266,,119929,1
,5178,,,,,158101,,118828,1
4684,,121785,121786,119922,,,,118786,1
,7212,117961,118300,,118784,117906,,,
,,117961,,123125,119849,282370,,119851,
98464,53208,,,118810,310825,149047,,,
32270,1334,117961,117962,118910,118054,118368,,,1
40189,5210,,118343,,119433,133686,118424,,1
,,117902,117903,118783,117905,,290919,,
,15945,118290,,,,,121620,124801,1
,,117961,,,118912,309291,118424,,1
81478,,117961,,,118685,,308574,,
,,,,118929,,,,118322,1
32270,18236,,,120304,122297,,,118899,
,,117961,,,,279443,,118779,1
,,118219,118220,,118811,,19793,118813,1
,,117961,,,118368,,117887,,
42919,,117961,,118746,117905,,,,1
17308,,117961,118300,118458,118523,129545,118331,118525,1
30999,,117961,,,118784,,290919,118786,
,4716,118290,118291,,,165069,118424,120346,1
,49384,117961,118343,118609,,301534,118295,118730,1
,55941,117961,118327,,,,290919,117908,1
,58719,,,119954,,168365,,118319,0
79092,,119062,,118684,,,119006,,
915,,,118300,120722,118451,,,118454,
27082,141,117961,,,117905,240983,,,
,,,,118833,,,,,1
23194,,,,120722,118321,,290919,118322,
,,,117984,,,292195,,,1
,,117961,118343,118856,118321,117906,290919,,
78833,1334,117961,117962,,,,290919,119951,
15361,27,117961,118413,120370,118321,,290919,,
25993,,,118300,,120344,,,,1
,,,118300,,120313,157234,118424,120315,
73112,,117961,118327,118507,118054,120716,,,
,114489,117961,118413,119968,,,290919,,
34498,4125,118887,118888,121108,120006,311746,118424,120008,1
18394,,117961,,123719,,,118453,118454,
20349,25813,,118300,,,213772,,,1
77343,,118219,,118344,,128352,,,
25993,,,118300,118437,,,290919,118322,
,,117876,,,,292195,,,1
20303,718,,,119181,,126363,290919,,
34950,91342,,,,307024,311622,118331,,1
,,117961,,,,,118331,,1
,52105,,,,,170384,,,
33146,,117961,118327,,,,118398,118865,1
,49302,117961,,118514,118321,240983,,,
,,,118888,,118912,309291,,,
77203,15621,,,,126684,,,126685,0
16495,26009,,118446,,,,308574,118779,0
,4993,,,118979,,309291,,,1
,25262,117961,118327,118320,,,118398,,1
,,117961,,,,,,118322,1
34073,,117961,,120370,118321,,290919,118322,
80685,,,,,,117906,290919,117908,1
81261,,,,,117905,,290919,117908,
108223,,117961,118446,119064,,117906,,,
90526,,117961,,,117905,117906,,117908,1
45089,1475,,118026,118450,118641,123881,,118644,
,56007,,118076,,118568,117886,,,
34026,5456,,118225,118403,,,290919,118322,
,,118315,,,,175082,118467,,
,,,118052,,299559,,,163732,
13878,,117935,117936,117878,117879,,19721,,
80826,,117961,118343,119993,120773,118959,118960,,
,,,118300,,,117906,290919,117908,1
917,,117961,118343,,118361,,,,1
,,117961,118300,118783,118784,,290919,,
84071,,117961,118052,119742,,,,118322,
,6482,117961,,,118321,117906,,,1
38482,350,,,,,117913,117887,,1
,,,,118202,118321,,,,1
,25293,117961,118386,,121414,130802,118704,121416,
18293,,,,,,,,,1
,3119,117961,,120312,119849,,,119851,
42713,,,,,,117906,290919,118322,
,6440,118216,118217,117941,,,19721,,
33111,,,118225,120551,,240983,,,1
,,117983,117984,,118568,,19721,,1
36429,77306,,,117945,,280788,292795,119082,1
3066,,,,,118747,130134,,118749,1
,17058,117961,118300,119488,118728,301534,118295,,1
72191,16243,,,118933,,128747,,,
34958,,,,120383,,306399,118643,,1
,14349,,,117895,,,19721,117880,1
40204,,117961,,,,,,118786,1
91620,,117961,117962,,,117906,,118322,1
4685,47,119920,119921,,117905,,,,1
25322,123367,117932,117933,117878,117879,117897,,117880,1
,,,118300,118631,118924,153285,118667,118926,
77951,96511,,117923,118810,,,,,
32270,23225,117961,118300,,120647,311441,118398,120649,1
,56137,,,118862,,,118398,,1
31441,16972,,,119987,119849,,118638,,1
43876,56596,118079,118080,117878,,,,,1
,,117961,,118320,118685,310608,308574,,
,,,,119142,,,290919,118322,
38713,,,118041,118556,280788,,,,
15915,54248,,118327,,,,,120619,
,7705,,,117945,259173,141966,,,
17308,,,,,118043,118043,,,
,,117961,,118910,,,117887,118055,1
25279,,,118300,,,311360,,120346,
79562,,117961,,118404,,,,,
,6732,117961,117969,6725,,275449,,120529,
80874,,117961,118327,,,,,,0
73756,2685,,122974,,117946,,,117948,1
,19956,117961,118327,274241,,133772,308574,,
,15683,,,118957,,279443,,118779,1
,3692,,,,,302830,,128231,
,17059,117902,,,259173,,,118943,1
76545,3558,,118041,,,118044,,,
44641,,118290,118291,,120344,260942,,,
,5140,,119091,,117905,,,117908,
41594,3225,117961,,118929,118685,,308574,,
,22458,117961,,120677,307024,,,,
43056,2610,117961,118327,121979,,240983,,118322,1
26437,56310,,,,,,,117898,1
,19286,,118225,121716,118636,310589,,,
43431,18185,,,,121414,,,,
33111,4542,,118225,120551,,302830,4673,,1
,3281,117961,,119238,122849,120324,,122850,
75834,1912,,,,,287998,117887,117898,1
,111936,,118300,,,117906,,117908,
34865,3722,117961,118300,120059,,,118638,119851,1
,,117961,118343,,118980,,118295,118982,
23096,,117961,118300,,,176829,118331,,
,2014,117961,117962,,120773,,118960,,
,,118256,,,,118806,,,0
,,,,119924,,117906,290919,,
,4567,,118300,118514,,168365,118205,118319,
,19697,,117936,,,,,117888,1
45338,,117876,117877,,,163031,19721,247660,1
41495,7539,117961,,119987,,,,118322,
39932,,119062,119091,,,310589,,,
,5002,117961,,,,,,,
16421,,,,120297,117905,,,117908,1
,4511,117961,118300,119181,,117906,290919,118786,1
,14810,,,120370,117905,,290919,117908,1
28294,,91261,,118202,118784,,290919,118786,
,,,159716,118378,,,,,
15018,,119062,119091,118535,117905,117906,290919,,
74302,,,118011,117920,119192,139264,119184,,
20293,547,,117927,,,,117887,117888,
,,,118213,,153957,,,,1
42019,4362,,,,118777,279443,308574,118779,
74310,7579,117961,,120722,118685,123004,308574,118687,1
33993,30527,,,120551,,127692,,,1
,,,,,,,290919,118322,1
,25607,,118343,,,,,,
20292,27891,,117927,117920,,,,124315,1
,214,,,,118321,,290919,118322,1
,2908,,,118979,118834,,,118836,1
,4378,117961,118327,,118054,,117887,,
79363,,117890,117891,,118568,120877,19721,,1
90436,,,118343,,117905,117906,,,1
14960,58476,,117930,117920,117885,,117887,117888,1
,,117961,118052,120096,,,,118322,1
,,,119070,,,,292795,119082,
5173,,117961,118300,,118396,269406,,,
,15406,,118225,,118054,118054,,,1
6977,3032,,118213,123201,117905,,290919,117908,1
,,,,122007,,302830,,128231,
,,117961,,118867,118321,117906,,118322,
39879,5570,117961,,119257,,,292795,,1
,,117961,118327,,117905,,290919,,
20351,,,117952,,,,,118570,
74195,,,,,,,117887,117973,1
1098,,,118343,118514,,120316,,118687,1
40420,,118090,118091,117920,118568,,19721,118570,
,,117961,118300,118514,118259,,290919,118261,
100514,3838,,118225,119924,118321,,290919,,1
4675,59029,118555,,118320,118784,117906,290919,118786,
,,,118753,117945,118274,118806,,,1
79121,5046,,,120356,126516,300136,,,
,,117916,118150,117920,,281735,19721,118570,1
,127738,117961,,118403,,,118453,118454,1
6055,23305,117961,,,,125128,,118892,
41296,,,,119987,119172,,118467,119174,1
38480,31061,,,,117896,,,,1
,15387,118555,,118575,,,118638,,
4675,,119062,,,,118260,290919,118279,
79813,,118990,118991,,,117906,290919,118322,
,782,117961,,,117905,117906,,117908,1
,,118023,118024,,,305581,19793,,1
42093,7858,,118026,,,307210,118667,119365,
,,,,125821,118834,,118424,118836,
83226,,,,,,270992,,122131,
,,117961,,128823,,290919,,,
6170,1437,118212,118213,,118636,,118638,,
34480,,,,118053,,,,,1
,2944,117961,118343,119796,119743,,,119745,
36646,,117978,117979,117884,,,19721,117880,
,51235,120864,,124133,120344,303717,,120346,1
,782,117961,,,118784,124402,,,
,15993,117961,,,131849,,121620,131851,1
38725,,,118300,119195,117905,117906,290919,,
20897,7492,117961,118225,117963,118811,286597,19793,,1
,,,,,117905,,290919,,
23497,,117961,118300,,118980,306795,,,0
23965,5030,117961,118343,120126,119433,,118424,119435,
,25558,,,118992,307024,,,118332,1
16496,,117961,118225,,118318,168365,,118319,1
44649,,,,,,118959,118960,120774,1
,,,118052,123144,118890,,118398,,
,18450,,118052,,117905,117906,290919,,1
,13791,,117962,,118368,,117887,,
,,117961,,118597,118422,150827,118424,,
,59765,,,121961,,,,118914,1
,15516,117961,118052,,,132675,118704,118705,1
31475,96704,117910,,117884,,117886,19721,,
117594,,,,,,,290919,118786,
35068,15399,,,,118396,,,,
80756,,,118300,118395,118396,300044,118398,118399,
,3281,117961,118225,120323,,120592,119095,120593,1
73756,,,,,118685,120316,,118687,1
91087,2343,,119692,,,,,122969,1
,,117961,118327,121645,,,117887,118055,1
,,117961,118413,,,240983,290919,,
79285,18047,117902,,,118028,118368,117887,118030,
,15398,,,118575,,,119784,130481,1
99881,4994,117961,118300,118514,,117906,,,1
76446,,,118300,,,,,118786,
,7683,117887,118178,,259173,,292795,,1
,148198,,,118631,,120238,,,
,32795,118256,118257,118623,118995,286106,292795,118997,
35896,52972,,118213,118507,118863,157370,118398,118865,
13878,27873,117978,,,,117886,,,1
,770,117961,,119181,,,,,1
75327,53010,130570,119256,,118043,,270488,,1
4675,,,118343,6104,118054,168337,,118055,1
77466,,118976,118977,117895,118194,118195,,118196,1
28856,6083,117961,,,118784,,,,
79121,,,,119598,119433,,118424,119435,1
80799,19642,,,,117905,117906,,,1
43663,8415,117961,,118881,,117906,,117908,
75334,18213,117961,118386,118692,,,,,1
,,118752,,,118274,,,,
,,,118446,120317,118321,117906,290919,118322,1
38704,,117959,117960,117941,,,117887,,1
3853,59765,117961,,121961,118912,309291,,,
278393,,117961,,120026,118834,,118424,118836,1
,,117961,118225,119924,,279443,308574,,
,,,118327,,128230,,4673,128231,
,3225,,118327,118929,118259,,290919,,
278393,15390,,118300,120026,118054,,117887,118055,1
25231,,,,118507,,,118398,,1
79602,41795,118315,,,129561,,,,0
43452,,,119070,,,,270488,118046,
,,,,130192,,,,123402,
27797,,117961,118386,,118321,,,,1
,3918,117961,,,,,,119435,
3661,,,,118378,119192,300603,,119194,1
,1540,117961,118343,123125,118536,118536,308574,,
78598,1350,,,,118321,117906,290919,,
,,,,118403,,,118638,119851,
,5001,117961,118300,,120006,,,120008,
,4375,,118343,,118826,,,118828,1
34498,120340,120342,,119076,118834,,,118836,1
,,,118413,,,118260,290919,117908,
14354,,,,,117879,117897,19721,117880,1
,,,,119598,118422,300136,118424,,
80762,,117961,,,118321,117906,,118322,1
97017,,,,,120773,118959,118960,,1
,,117961,118327,120559,120988,,,120989,
34950,,117961,118225,,118318,168365,118205,118319,1
,,,,120722,118784,130735,,,1
25993,56058,,,,118912,,,118914,1
41594,,,,,,,249618,118461,1
80723,,,118225,120535,123670,305057,,,
,7364,117902,,119181,,118036,,,
,71186,117961,118386,,,134559,,117908,1
25287,15626,117961,118386,,120516,307024,,,1
4675,106630,,118991,,118321,,290919,,1
,76568,,118386,,117905,,290919,117908,1
,,,,117945,,,292795,117948,1
,,117929,117930,119569,,194138,117887,,0
17226,,,,119984,,,,,1
,,118315,118463,123089,,,,,1
,,,118343,121747,,,290919,,1
,56193,117961,118300,120410,118784,,290919,,
,,,,118692,,117906,,,1
,,117961,118052,120096,,,118331,,1
28943,,,,118328,118054,118054,117887,118055,
,,,118343,,,117906,290919,,
,,,,,122067,,118424,,
,,,118327,,118321,,,118322,1
,,117961,,,,117906,290919,117908,1
36174,3918,117961,118343,,,,118424,118828,
,,,,,118274,,,,
,,117961,118300,118458,,309123,118424,,
43002,,91261,,118202,118321,117906,,118322,1
78882,52056,,118213,,153957,119248,118667,153959,1
15342,,,118413,,118321,,290919,118322,
,4718,,121786,,118321,117906,,118322,
,69115,120864,121013,118450,,,119184,,
,,117961,,,118784,147114,290919,118786,1
,7076,,,,,,119095,,1
,71391,,118386,,,,,118319,
,7684,,,118623,,,,,
1581,1728,117961,118327,118507,,124964,118398,118892,
43727,,119134,119135,119136,,,118474,120058,
,,117932,117933,,,117897,,,1
74018,,,118052,120096,117905,,,117908,1
43147,,,,118700,118321,118448,290919,118322,
,7398,,,,,,,,1
30952,,,117969,,,,,118486,
,122272,,,122273,,,,,
,,,117962,,117905,240983,290919,117908,
7543,,,,,118361,149305,118363,118364,
33149,,117961,,118507,,179731,117887,117973,1
,7072,,117962,,118321,117906,,118322,
,,,,,118321,,290919,118322,
25993,,117961,118052,120709,,,270488,,
,59000,,,,,117897,19721,,
78518,,117961,,118910,118321,117906,,,1
,,117961,,,,,,,
74593,18213,,,118746,118747,,118453,,1
74196,18450,117961,,118821,117905,240983,,117908,
44909,3526,117961,,,,,119095,,
37651,,,,,117885,,,117888,1
,,117961,118343,,120348,255097,,,
31732,4110,119596,119597,,,191064,118424,,
,,117961,,118911,118912,284092,118424,,
16071,,117961,118343,,118777,,308574,,
,74449,118079,,,117879,,19721,,1
19751,,,,118202,118321,,,118322,0
,,118752,118753,,280788,,292795,,1
,,,,,,,,,1
44874,,117961,118225,118403,,126297,308574,,
,4549,,118225,120050,117905,,290919,,1
,,118315,118463,,118321,117906,290919,118322,
4605,70186,117961,,19666,118890,127642,118398,,
,8106,117961,118327,,,,118643,,1
391,666,117926,,117920,117885,,117887,,1
20293,,117926,118124,,,,,117880,
28941,,,117962,120677,122067,297566,,122069,
278393,18450,,118052,,,,290919,117908,
75078,78408,117961,118386,125884,,,118331,118332,
,6481,,,123454,,,290919,118322,
,,117961,118052,,307024,306404,,118332,1
19998,,119134,119135,,,,117887,117898,1
,16561,117961,,120318,117905,,,117908,1
,2291,117961,,120663,118777,279443,308574,,
,6999,,,121747,,,,118322,1
,5905,,,117920,,123932,,119325,1
,19271,117961,118225,,118784,117906,290919,,
19752,,,118386,128823,118321,117906,290919,,1
23164,,117961,118300,,,117906,290919,,
,,117961,118343,,,133686,118424,,1
41314,,,,,118777,279443,308574,,
,,117961,118343,,,127160,118424,118836,
,,118887,,,118912,309291,,118914,1
,5196,117961,,,,279443,,,1
,27214,,,,118523,310608,,,0
,4567,,118300,,,118260,,,
,,117961,118386,123144,118396,,,,1
43423,5423,117961,118327,118391,,117906,,,
75078,,118315,,118464,,,,,
45790,,121785,,,121122,217580,118612,121124,
17249,4904,,119171,121747,118834,,,,
,158757,120342,120343,,118396,,118398,,1
44814,1938,117961,118300,,120988,,118643,120989,1
,,,118052,119986,118685,,308574,,
845,13836,119920,,,,,4673,128231,0
74412,,,130600,,117905,117906,,,
3069,15412,,118343,,,170027,118638,,
,7525,,118225,,,147114,290919,,
22430,,117961,,119924,,168365,118205,118319,
,,117961,118386,,119997,278014,118131,119998,
,221,117961,118413,,118784,,290919,,1
6977,13419,117961,,,,305057,,120814,1
,743,117961,118343,,118321,,,,1
,,117932,,117878,120628,126012,,,1
,2710,118290,118291,,118396,269406,,,
,,117961,117969,,179731,,,117973,
,58581,,117960,117920,,135898,19721,118570,
,1030,117961,118343,,124435,127527,,124436,
,,,118225,118403,119743,,3130,119745,
,,117961,,120318,118641,120319,118643,,1
31995,17835,117961,,118403,,302830,4673,,
30837,5249,117961,,123144,,,118398,,
,,,,118840,118841,123378,118643,,
,,,118225,118403,118321,,290919,118322,1
,,118079,,,117879,118177,,117880,0
4675,,117961,118413,,124886,,,124888,1
,53081,117961,,,119433,,118424,119435,1
,3648,,118300,118631,118980,301534,118295,118982,0
75078,257604,117961,118386,,,117906,290919,117908,
16018,,,,123173,118054,119601,,,1
,,118169,,,,,,126685,1
38391,52423,,,,117896,,,117898,1
,,,,,124886,128018,,124888,
6723,,117961,,120624,,117906,,117908,1
,,,118300,118597,,,118424,118836,1
32270,7434,,118343,,,,,117908,
17308,,,118300,,118054,118054,117887,,
,4549,,118225,120050,117905,,,,
14912,,,118300,,118451,130134,,118454,
,,,,,,,118424,120315,1
,15450,,,,,117886,,117880,
,,117961,,118437,124194,249872,,124196,1
17226,,117961,118300,,,117906,290919,118322,1
34800,60019,117943,117944,,259173,,292795,118943,
45014,16850,117961,118225,122298,119093,,,119096,1
,,,,117920,122142,,19721,122143,
