RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
58928,17091,117961,118225,118403,118054,287351,119784,124315,1
79309,17128,117961,120865,120995,118396,300044,118398,127590,1
36480,15510,209434,118583,119924,130479,248160,124487,130481,0
16591,44053,117961,117962,119986,120789,123170,118363,119951,1
77429,14810,117961,118164,120370,118321,117906,290919,118322,1
76849,5659,117961,118300,124725,123073,309694,290919,118322,1
80861,1065,117961,118327,121589,118641,306399,118643,118644,1
23990,4438,117961,118386,121678,258434,126932,308574,118779,1
4675,59029,118555,118178,120666,118321,309694,290919,118322,1
56665,4636,117902,117903,122358,118792,130134,118453,120954,1
73756,95486,117902,118041,118042,118043,118044,270488,118046,1
90518,19888,117961,119762,118352,117905,117906,290919,131851,1
19768,15645,117961,119762,118352,118321,309694,290919,118322,0
81480,53396,117910,121013,122587,117879,117886,19721,117880,1
3069,4961,117890,118300,122358,118451,130134,118453,118454,1
23194,19350,121785,121786,120297,132692,174445,118398,132694,1
20079,50323,117989,131854,117941,118568,281735,19721,118570,1
41806,20899,117961,118340,118700,140847,132104,117887,117973,1
42085,5715,118003,118026,123757,118826,307210,118667,119365,1
44212,25760,117902,118080,118042,280788,118044,270488,118046,1
25330,55365,118269,118270,117878,119529,117879,118960,117880,1
1098,54303,117961,118343,118514,117905,240983,290919,117908,1
23096,29762,117961,118052,128639,122067,302418,118424,122069,0
84784,50976,117961,118413,127284,117905,117906,290919,131851,1
39877,31986,117961,118343,119181,118321,117906,118363,118322,1
7678,4642,120342,120343,119076,118422,124426,118424,134657,1
42347,50967,117902,117903,118447,126110,117906,290919,117908,1
21386,4013,117961,118300,118514,118321,240983,290919,118322,1
19730,58721,119062,119091,118514,118777,279443,308574,118565,1
22329,15413,117890,118343,118507,311867,130382,118478,124146,1
39262,51748,118315,176316,121820,118685,279443,308574,118687,1
16333,111936,117961,118300,118783,117905,240983,118363,117908,1
38719,770,117890,118300,120722,118451,130134,19793,118454,1
75787,5137,117887,118178,118575,119849,212678,118638,119851,1
14899,1215,117961,118327,118535,118863,126488,118398,118865,1
20349,46254,117890,125018,126310,118641,306399,121069,120117,1
73752,70062,117961,118386,118746,117905,309694,290919,131851,1
6964,3262,117961,118327,118391,118641,123881,118643,118644,1
25231,1216,117902,117903,118507,119529,205305,119006,119531,1
34633,8272,118887,118888,122636,118980,137468,118295,118982,1
28472,80284,118315,176316,120361,118321,310598,118363,119007,1
32395,14731,117890,118446,118447,152268,302830,4673,119348,1
77500,3979,118315,118463,119214,123073,117906,118363,119007,1
74161,2290,117902,117903,139677,128422,122352,118453,128424,1
30628,7987,117890,118327,118421,118321,149571,290919,118322,1
4675,17394,117961,118413,122007,123073,309694,290919,119007,1
45444,124899,117890,125018,118535,118890,137383,118398,118892,1
75218,4155,117961,117981,120126,120497,127442,123611,120499,1
32997,2286,117902,117903,277693,117905,117906,290919,117908,1
98044,8091,117961,118327,120383,239003,121659,118363,118676,1
42031,5528,118315,118463,123089,117905,130219,290919,131851,1
6302,50581,118658,118115,117884,117885,117913,117887,126822,1
43136,4004,117890,117981,118856,126110,117906,290919,117908,1
79647,7252,117961,118446,139876,118321,309694,290919,118322,1
7678,15417,117890,119256,119257,126684,142967,292795,126685,1
4675,49577,117961,125018,118933,118784,137505,290919,118786,1
74682,3811,120864,121013,121176,118396,154858,118398,118399,0
110051,3262,117961,118327,118391,239003,309694,290919,118786,1
80454,120822,119596,119597,119243,127850,221283,118398,120649,1
80221,23304,117961,125018,124921,137969,271378,118612,137970,0
17302,6890,117961,118446,120317,117905,117906,118363,131851,1
45258,8343,119301,119028,119303,117905,120828,290919,117908,1
98054,36,117961,118413,119968,123073,309694,290919,118322,1
45207,44038,118990,117903,118910,119346,302830,118205,159680,1
31299,3118,117961,120865,118458,120789,143682,118424,120791,1
30582,79402,117983,117984,117878,118568,292195,118960,118570,1
19722,4511,117961,120865,119181,118321,117906,290919,118322,1
1937,6216,117961,118327,128830,130857,165069,308574,130858,1
75901,4945,117890,118300,118360,119849,277693,118638,119851,1
25993,16682,117902,118080,128935,130479,179826,124487,130481,1
20312,18044,117961,118386,118522,118321,117906,290919,118322,0
4675,50208,117961,119597,118416,118259,125206,118363,118261,1
43783,18133,192441,176316,118464,130857,156150,308574,130858,1
74242,17550,117961,118463,120924,126110,240983,290919,131851,1
80215,3050,117961,118413,20807,118321,240983,290919,118322,1
83951,70142,247952,119091,143531,149337,300136,118424,121596,1
74697,25557,117961,120865,119890,123648,159053,19793,128424,1
15913,2061,117961,125018,118421,118641,120319,118643,118644,1
17811,2003,143008,118442,118378,118054,121603,117887,124315,1
740,31155,118595,118596,122070,118172,130384,249618,118175,1
1151,50117,117961,118327,118450,120418,122008,151277,118865,1
79092,70264,117961,118343,120142,124435,118362,155173,124436,1
44644,5580,117961,118052,120539,118321,118448,290919,118322,1
86292,8715,117890,118052,119986,118321,309694,118363,118322,1
4675,8563,117961,118300,118783,117905,117906,118363,117908,1
107906,1398,117961,118300,120722,118784,130735,290919,118786,1
18913,273476,117926,118266,117920,118568,310732,19721,118570,0
16321,21867,117961,118446,124130,118278,118260,290919,118279,1
80780,4272,117890,117981,125016,123045,123107,254395,121529,1
44976,7691,118555,118954,117945,117946,119114,292795,117948,0
41235,59000,147236,118182,126785,118293,292195,19721,118570,1
7543,6257,117961,118343,120722,118784,117906,290919,118786,1
3853,20560,118023,118991,117878,117879,117879,118960,117880,1
40080,34375,117890,117969,189629,179731,238239,117887,117973,1
41643,13854,117961,118052,118821,118278,117906,118363,118279,1
26430,7084,117890,118386,121961,118318,130278,118205,118319,1
38964,4341,117890,117981,118727,123073,117906,290919,118322,1
16619,14731,117961,118446,118447,132583,170665,4673,121596,1
4675,4362,118212,117923,121014,118685,120316,308574,120315,1
79228,13400,117983,117984,117878,117879,119877,118960,117880,1
36480,81506,118573,118574,118556,280788,127423,292795,119411,1
20279,50625,117916,118150,117884,117885,181575,117887,126822,1
42873,4590,117961,118343,118395,123067,154858,151277,118763,1
37942,2938,117935,117936,119424,117885,117913,117887,117888,1
38713,120308,118106,117994,117884,119529,117886,19721,117880,1
25831,55161,118752,119070,118992,119885,118806,161100,119887,1
35196,16643,119134,119135,118481,119587,132841,118704,119589,1
75438,5604,117961,118327,118492,118777,174445,308574,118565,1
41649,1398,117890,118052,118992,118321,117906,290919,118322,1
42730,49735,117890,118300,118514,118259,230751,290919,118261,0
75078,75114,118315,118463,118522,307024,294485,4673,118525,1
16153,79105,119062,118888,124211,120516,123107,254395,126870,1
3052,1915,117961,118300,119181,239003,309694,290919,118676,1
7543,23144,117961,118225,118403,120690,120690,118363,120692,1
40255,5235,120864,121013,120171,125793,301122,118331,119887,1
13878,54261,117890,117891,119424,118568,123862,19721,118570,1
20292,13080,117926,118124,117884,117879,118157,19721,117880,1
41448,2071,117890,118386,118501,118502,241239,118667,118505,1
6914,5518,117961,118300,118514,118259,132715,290919,118261,1
75834,21033,117961,120865,123749,118777,279443,118331,118779,1
39233,5659,117890,118300,124725,117905,309694,290919,117908,1
40867,18189,91261,117891,119507,118278,118260,118363,118279,1
25213,1311,117890,117962,119262,118451,182227,19793,118454,1
105365,1448,117902,122974,120722,126110,117906,290919,117908,1
75078,50005,117961,119597,121961,120348,249620,118704,120350,1
39564,1605,117890,118327,124656,117899,205238,151277,118209,1
36036,4932,117961,118225,255696,123737,147851,119184,126295,1
78845,81794,117961,118052,119972,122551,159682,118762,118813,1
76500,108550,118079,118080,117878,117885,118177,117887,117888,1
45976,18003,91261,117891,127168,123073,117906,290919,118322,1
74818,4274,117961,118327,118744,122967,183734,119095,120593,1
80199,13401,117980,117981,121405,179731,141712,117887,117973,1
40438,17640,117890,118052,118706,118728,120689,118205,118319,1
20279,72322,117916,118011,117884,133718,181575,117887,117888,1
35924,2855,118169,118583,119262,126184,125711,292795,120346,0
36772,51491,118219,23779,117884,119529,117886,19721,117880,1
43431,120000,117890,118225,119136,122290,166800,161100,120058,1
4675,77555,247952,119091,118535,117905,309694,290919,117908,1
25993,4933,117961,118300,118458,127589,301218,4673,118332,1
35239,58849,118887,118888,118889,120418,307233,118398,118865,1
6977,310280,117890,119597,118692,239003,117906,118363,118786,1
99461,1088,117961,118327,118367,126110,117906,118363,117908,1
42881,8709,117890,118446,16232,117905,117906,290919,117908,1
80973,15746,117890,118052,126745,118321,118448,290919,118322,1
17825,50089,119920,119921,142145,128230,302830,4673,128231,1
43876,31000,120883,118080,119424,117885,118177,117887,117888,1
35886,7586,117890,118225,118403,118321,117906,290919,119007,1
24890,1988,117961,118413,126229,121594,207709,4673,121596,1
43909,70056,117961,118463,118403,258434,279443,118331,118779,1
70076,15389,117961,118463,122870,119786,129017,118331,119929,0
44909,4659,117890,118225,120663,239003,147114,290919,118786,1
74283,25618,117961,125018,118320,125793,310608,118331,118525,1
34075,221,117961,118413,20807,118321,118448,118363,119007,1
75078,46608,118315,117952,118552,121527,123148,118960,120774,1
42093,2594,117961,118300,123472,118259,118260,290919,118261,1
3057,65175,117890,118300,120722,118321,309694,118363,118322,1
27416,1549,119301,118085,117920,118129,132803,118131,118132,1
39327,23339,117890,118300,119995,117905,240983,290919,117908,1
21751,56199,117961,118052,118881,126110,117906,290919,117908,0
73562,30478,117961,119762,120291,118784,310608,118363,118676,1
29304,98229,117975,118257,117884,117879,117886,19721,117880,1
39353,85475,117890,118300,120410,118784,117906,290919,118676,1
25744,5041,117961,118343,120722,118784,309694,118363,118786,1
78816,6216,117961,118052,128830,120172,165015,121069,118644,1
38714,3692,117961,118164,120370,121594,170665,4673,121596,1
43645,7915,117890,120865,120677,131336,127160,118424,118836,1
83914,49423,117961,118052,123144,118396,269406,151277,118399,1
1003,7220,117890,118463,122007,126110,158422,118363,117908,1
34886,50323,117890,118343,118684,118278,309694,290919,118279,1
78157,13871,117890,120865,118514,118321,240983,118363,118322,1
42093,70128,118095,118596,118320,131336,153821,118424,118836,1
17308,4933,117890,118343,118458,153248,189828,123611,120008,1
16301,217,117890,118413,120370,118321,117906,118363,118322,1
35208,4713,117890,118052,120398,118321,254394,123611,120346,1
75272,4918,117961,118300,123055,118321,311360,118424,120346,1
27416,50601,117932,117917,117941,119529,118157,19721,117880,0
35376,80284,192441,118316,120361,118321,310598,290919,119007,1
98033,4549,117961,118225,120050,117905,117906,118363,117908,1
18072,48700,117890,118446,118481,118702,129679,118704,118705,1
44592,7081,117890,118225,119924,118685,141441,308574,120315,1
78296,30533,118003,117891,119507,266862,189423,120518,123650,1
80473,6454,117890,117981,118856,120773,165589,118960,120774,1
7678,55119,247952,119091,123125,134095,146694,118474,118049,1
41594,91342,117890,118327,118933,119172,311622,118331,209875,1
75338,52037,118212,118580,117895,117896,117897,119784,117898,1
15922,123020,117961,118300,118514,118321,117906,290919,119007,1
16333,7021,117961,118300,120318,239003,131505,118363,118786,1
80711,49323,118990,118991,122870,118321,117906,290919,118322,1
80202,3000,117961,118225,122007,118321,256070,290919,118322,1
917,5313,117961,118386,120356,120357,201020,118424,128199,0
45481,17270,117890,120865,128830,118826,150790,118424,118828,1
6094,15015,117961,118413,122007,118321,309694,118363,118322,1
45035,61948,118163,118164,119424,117879,208308,118960,117880,1
302049,15631,122880,119063,117945,117946,149467,292795,120346,1
79299,14928,117902,118041,277693,118274,119248,292795,118276,1
28294,4100,118290,125715,117895,119928,149305,118331,188048,1
36957,5178,117961,117981,118660,118826,158101,118424,118828,1
80605,27430,117902,121786,119922,118784,203564,290919,118786,1
79092,7212,117890,118300,5488,118784,117906,290919,118786,1
80464,5039,117890,118343,123125,119849,282370,118638,119851,1
42438,53208,118441,118603,134257,310825,149047,117887,121395,1
32270,1334,117961,119762,119262,118054,118368,117887,124315,1
40189,5210,117890,118343,119598,119433,120057,123611,121416,1
80773,8674,118990,117903,118783,117905,117906,290919,117908,1
16997,14456,125714,118291,121617,124799,152247,121620,120562,1
77502,49453,117961,118343,164199,118890,309291,118424,118914,1
31198,5504,117961,118300,118514,118685,120697,118331,118687,1
77178,3225,117961,118327,119796,118321,117906,118363,119007,1
36957,18236,117961,118052,120304,122297,301475,118331,157301,1
5728,54684,117890,117962,118910,118777,279443,118331,118779,1
80221,122272,117876,118220,134257,299559,128802,19793,118813,1
15064,51792,117890,117962,141383,118368,118368,119784,118486,1
42919,22945,117961,118052,274241,117905,117906,118363,117908,1
80464,5043,117961,118300,118458,125793,129545,118331,118525,1
30999,2942,117890,118343,118746,239003,117906,290919,118676,1
75218,291410,118290,118291,120026,118321,271334,118424,120346,1
45258,49384,117961,117981,118609,118728,301534,118295,118730,1
34536,29592,117961,118327,123175,117905,117906,290919,117908,1
4675,4837,117890,118386,119954,118318,211151,118205,159789,0
79092,84325,119062,119091,118684,122989,131688,119006,122991,0
915,4961,117890,120865,128801,120591,310655,19793,118454,1
27082,57212,117961,118225,122273,117905,133686,118363,117908,1
23921,17261,117961,118343,121883,118054,124356,117887,118055,1
23194,1398,117961,118300,128801,118321,309694,290919,118322,1
70086,76523,117983,119921,117878,118568,292195,19721,209875,1
74697,6454,117961,117981,118856,118321,117906,118363,118322,1
78833,1334,117890,117962,118910,119949,230830,118363,119951,1
15361,13763,117961,118164,120370,123073,117906,290919,118322,1
25993,123427,117961,118300,123055,120344,254394,123611,130858,1
971,4219,117890,118300,120312,120313,157234,118424,120315,0
73112,27104,117890,125018,118507,126293,120716,119784,118055,1
3853,85725,117961,118413,127284,239003,117906,290919,118786,1
34498,4125,118887,118888,121108,120006,311746,118424,118175,1
18394,72164,117890,118300,123719,118451,144919,118453,118454,1
5770,25813,117961,120865,118066,120988,213772,118643,120989,1
77343,2858,118219,118220,118344,270690,128352,118347,127848,1
25993,50563,117961,118300,120142,118321,117906,290919,118322,1
39511,4118,118023,117877,119424,118293,292195,19721,118570,1
73502,718,117961,118300,119181,145648,179826,290919,118261,1
34950,91342,117890,118327,118933,307024,311622,118331,118525,1
79121,3645,117961,120865,118301,127589,204593,118331,118332,1
74343,52105,118095,118596,81476,118422,170384,118424,134657,1
33146,4088,117961,118327,118507,118863,127778,118398,118865,1
3853,55639,117890,118343,118514,118321,133686,290919,118322,1
80920,101792,117951,118888,120663,118890,309291,123611,118961,1
34207,15621,117961,119256,118575,126684,126684,118478,126685,0
16495,26009,117890,118446,119986,118777,279443,308574,118779,0
38655,4993,117961,118300,122636,118890,147781,118424,118961,1
107522,16756,117961,125018,120666,123067,137949,118398,123068,1
4675,23339,117961,118300,118783,118321,118406,290919,119007,1
75817,3050,117961,118413,120370,123073,117906,118363,118322,1
80685,17694,117961,118343,119598,117905,117906,118363,131851,1
81261,5496,91261,118026,127168,126110,117906,118363,131851,1
108223,4474,117961,118446,119064,117905,309694,118363,131851,1
90526,3889,117890,119597,121883,126110,117906,290919,117908,1
100968,1475,118003,118026,118754,119137,123881,121069,118644,1
52683,56007,117980,118076,117912,118568,117886,19721,118570,1
34026,5456,117961,118225,118403,118321,117906,290919,118322,1
42031,79093,192441,176316,120764,118465,153236,118424,118468,1
77949,5288,117961,118052,118328,299559,118204,118205,119067,1
91089,12456,117935,119763,117878,117879,117879,19721,117880,1
80826,55662,117961,118343,119993,121527,118959,119184,120774,1
33616,8234,117961,118300,118783,126110,117906,290919,131851,1
75464,8030,117890,117981,128801,118361,118362,118363,118364,1
78157,111936,117961,118300,118783,118784,309694,118363,118786,1
84071,15746,117961,118052,119742,118321,117906,118363,119007,1
80160,6482,117961,118052,118171,123073,309694,118363,119007,1
38482,350,118212,118217,126785,117885,117913,119784,117888,1
82277,23225,118003,117891,118202,118321,309694,290919,118322,1
32270,25293,117890,119597,121458,132096,130802,118704,122850,1
35066,7212,118658,118115,142145,179731,140758,119784,117973,1
80540,3119,117961,118300,120312,119849,236236,118295,121621,1
42713,19642,117961,118164,118481,123073,309694,118363,118322,1
256,6440,118212,118217,126785,118568,131246,118960,118570,1
33111,13199,117961,118225,120551,117905,133686,290919,117908,1
21746,51165,117983,119921,117878,118293,120877,19721,118570,1
36429,77306,119280,119281,117945,280788,131253,292795,119411,1
3066,770,117890,118300,120722,127031,130134,118453,118749,1
42085,2209,117890,118300,119488,118728,301534,118295,118730,1
72191,16243,117961,118327,118933,118841,128747,118643,118843,1
34958,2061,117961,125018,118421,118641,306399,118643,120117,1
43593,14349,118976,118977,125857,119529,219357,19721,117880,1
40204,20382,117961,120865,124942,239003,309694,290919,118786,1
91620,19760,117890,117962,118352,118321,117906,118363,118322,1
80926,58454,119920,119921,124266,126110,117906,290919,131851,1
25322,123367,117932,117933,117878,117879,139296,19721,117880,1
80536,3656,117961,118300,120663,123400,153285,19721,118926,1
77951,96511,117922,117923,118810,122927,121125,118131,122929,1
36957,23225,117961,118300,119984,120647,221283,118398,120649,1
79934,56137,117961,118327,118862,120628,154858,118398,118399,1
80644,16972,118887,118888,119987,119849,121024,118295,121621,1
43876,56596,118079,118080,117878,117879,157237,19721,117880,1
34924,16756,117890,118327,120666,118912,310608,308574,118687,1
41570,4263,121785,117911,119142,123073,309694,290919,118322,1
38713,25557,117902,118041,118556,131252,131253,292795,119082,1
15915,51773,117961,118327,119279,120618,304465,118643,120619,1
23569,7705,118192,118178,120201,126746,141966,292795,118943,1
80464,72287,126918,124335,118042,280788,122554,270488,118046,1
86304,48101,117961,117969,118910,126293,120319,119784,118055,1
25279,15390,117961,118300,118301,120344,311360,123611,130858,0
79562,13876,117961,118386,135245,118841,240982,121069,118843,0
16235,6732,117961,117969,118214,120527,135298,6725,120529,1
80874,4589,117890,118327,120383,117905,240983,290919,117908,0
73756,2685,122880,122974,117945,117946,149467,118478,117948,1
29697,19956,117961,118327,118560,258434,120541,308574,118779,1
78185,17212,117961,118300,118957,118777,279443,308574,118779,1
34156,1988,117961,118413,126229,128230,302830,4673,128231,1
7678,17059,117902,118080,120201,259173,191237,292795,126504,1
76545,3558,117902,118041,118042,118043,118044,270488,118046,1
34247,5320,118290,118291,123901,118321,260942,118424,120346,1
80368,5140,119062,119091,121710,117905,117906,290919,117908,1
41594,3225,117961,118327,118929,118685,279443,118331,118687,1
40331,7935,117961,119762,120677,307024,306404,118331,118525,1
43056,90707,117961,125018,118889,123073,240983,290919,118322,1
26437,56310,118212,118580,125857,117896,181575,119784,117898,1
40997,25766,117961,118463,121716,118636,310589,118638,118639,1
43431,18185,117961,118225,119488,121414,269394,118704,121416,1
33111,4542,117961,118463,120551,128230,302830,4673,128231,1
43280,3281,117890,118463,119238,122030,310608,119095,122850,1
75834,1912,119134,119135,118042,117896,287998,117887,117898,1
102270,111936,117961,118300,120318,126110,117906,118363,117908,1
34865,71589,117961,120865,119076,120903,124718,118638,119851,1
23921,4821,117961,118343,119598,118980,304760,118295,163313,1
23096,17598,117961,118300,118631,135809,197961,4673,135811,1
44594,20648,117890,117962,117904,120773,127525,118960,120774,1
39879,55642,118256,118257,117945,119065,118806,118478,118997,0
116762,7398,117961,118463,119924,123073,117906,290919,119007,1
4675,61247,117961,118300,118128,118318,168365,118205,118319,1
22282,19697,118349,119763,117878,117885,117937,119784,126822,1
16218,2378,117876,117877,119424,118801,163031,19721,247660,1
29076,7539,117961,118343,119987,118321,309694,290919,119007,1
39932,49495,119062,119075,119362,121122,310589,119784,118030,1
28419,5002,117890,118343,119598,118422,300136,123611,118425,1
16421,4584,117890,120865,118529,117905,117906,118363,117908,1
107802,5201,117961,120865,119181,118784,309694,118363,118786,1
41325,14810,117890,118413,120370,117905,117906,290919,117908,1
75540,7519,118003,118026,118202,118784,139118,290919,118676,1
45325,4620,117929,118121,118378,120952,159717,118453,120954,1
15018,133801,119062,119075,118535,117905,309694,290919,117908,1
39182,3437,117916,118011,117920,187168,168415,119184,118055,1
44450,46551,117926,117927,122587,117885,181575,119784,117888,1
78882,52056,118212,118213,119734,153957,189882,118667,153959,1
42019,4362,117961,118343,126955,118777,279443,308574,118779,0
74310,7579,117961,118300,128801,118912,123004,308574,120315,1
33993,2717,117961,118225,120551,119786,120093,4673,119929,1
19722,1437,117961,118300,119181,118321,117906,118363,118322,1
6977,19442,117961,117981,118856,145648,128316,290919,118261,1
34327,27891,117926,117927,117920,120069,124314,118612,124315,1
27299,27873,117890,117981,132647,118321,309694,118363,118322,1
81350,82800,117961,117981,122636,131336,133686,123611,118836,1
33232,1409,117890,118327,118507,118054,120238,117887,118055,1
79363,5987,117890,117891,119424,118568,120877,19721,118570,1
90436,5244,117961,117981,123901,117905,309694,290919,131851,1
16145,117445,117929,122533,117920,117885,117913,117887,117888,1
33149,1350,117961,118052,119987,123073,117906,118363,118322,1
45974,1146,118752,119070,124725,131252,130913,292795,119082,1
5173,46526,117961,120865,119984,118396,269406,118398,118399,0
78700,15406,117890,118225,118403,118054,120319,117887,118055,1
6977,3032,118212,117923,189629,117905,125206,118363,131851,1
40855,89939,117961,118413,122007,128230,128528,118205,128231,1
43485,18220,117890,118052,118867,118321,117906,290919,119007,1
86310,4994,117961,119256,119257,117946,118806,292795,120346,1
75532,93627,117890,125018,118391,126110,117906,290919,117908,1
43300,2113,117951,118743,126574,118568,124610,118960,118570,1
74195,4566,247952,119091,118992,179731,117906,117887,117973,1
1098,7079,117890,117981,118128,118685,120316,118331,118687,1
81381,49987,118976,118091,117920,118293,133542,19721,118570,1
43759,4554,117961,120865,118514,118259,118260,290919,118261,1
31010,7689,117961,118225,121639,118321,117906,290919,118322,1
4675,5557,118555,118954,118320,118784,117906,290919,118786,1
15714,51746,118090,118753,117945,122989,119244,292795,118276,1
79121,5046,117961,118052,120356,119949,146694,117887,126518,1
20294,53396,117932,118150,117920,118568,281735,19721,118570,1
74697,33265,117961,118225,118403,118451,130134,118453,118454,1
6055,23305,117961,125018,118597,118890,125128,118398,118892,1
42103,4638,117890,118343,119987,127955,239935,118467,174393,1
