RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,target
75787,15387,117887,,118575,119849,212678,118638,119851,
45790,1215,117961,118327,120171,118863,,118398,,
20349,46254,117961,118327,126310,,,118643,,
,70062,117961,,118746,117905,117906,290919,117908,1
6964,,117961,,118391,,123881,118643,,1
25231,1216,,117903,118507,119529,,,,1
34633,4264,118887,118888,118979,,199144,118295,,1
28472,28163,118315,,,,175154,,,
24015,14731,117961,118446,,119346,302830,4673,119348,1
75813,,118315,118463,119214,,117906,,,
74161,2290,,,118403,,122352,118453,,1
,7987,117961,118327,120383,118321,149826,290919,118322,
4675,17394,117961,,122007,,117906,290919,118322,1
,124899,117961,118327,,,,,118892,1
3853,5030,117961,118343,120126,120497,223125,118424,120499,1
32997,,117902,,,117905,117906,290919,117908,
31613,7629,,118327,120383,118784,213944,290919,118786,1
42031,,118315,,,,,290919,117908,1
,50581,,118115,117884,117885,117913,117887,117888,1
,4004,117961,,118856,117905,117906,290919,117908,1
79647,5360,117961,118446,122550,118321,,,,
7678,,117961,,119257,,130913,,126685,1
4675,49577,117961,118327,118933,118784,200462,290919,118786,
,,120864,121013,118395,118396,269406,,,
,,,,118391,,117906,,118786,1
80472,120822,119596,119597,,120647,311441,118398,120649,1
,23304,117961,,124921,137969,271378,118612,137970,
,6890,117961,118446,120317,117905,117906,290919,117908,1
75834,8343,119301,119302,119303,,,290919,117908,1
,,117961,118413,119968,118321,117906,,,
,44038,,117903,118910,119346,,,,
31299,3118,117961,118300,,120789,,118424,,1
78327,79402,117983,,117878,118568,292195,19721,118570,1
19722,4511,,,119181,118321,,,118322,1
1937,6216,117961,118327,118328,130857,161026,,130858,1
,4945,117961,118300,118360,119849,,,119851,1
,139593,117902,118041,119781,,,119784,130481,1
20312,18044,117961,118386,118522,118321,117906,,118322,0
4675,71189,117961,118386,128823,118259,125206,,118261,
40919,38364,118315,,,130857,,,130858,1
,,117961,,118616,,240983,,117908,
80215,,117961,118413,120370,118321,240983,290919,118322,1
29058,,119062,119091,123125,,300136,118424,,
79092,,117961,,,128422,130134,,128424,1
15913,2061,117961,118327,120383,118641,,118643,118644,1
25098,2003,,118442,,,,117887,118055,1
,69981,,118596,118706,118172,130384,,118175,1
1151,50117,,118327,118507,,,,118865,
79092,70264,117961,118343,,,118362,118363,124436,1
,,117961,118052,,118321,,290919,,1
86292,8715,,,119986,118321,117906,,,1
,8563,117961,,118783,117905,,,117908,
,1398,117961,118300,,118784,130735,290919,118786,1
18913,273476,117926,,,118568,310732,,118570,0
,7014,117961,118446,119961,118278,118260,290919,118279,1
,4272,117961,,,,123107,120518,,1
44976,7691,118555,118178,,117946,119114,292795,,
41235,,118181,118182,117941,118568,,19721,118570,1
7543,6257,,118343,120722,,117906,290919,118786,1
3853,20560,117876,117877,117878,117879,,19721,117880,1
34396,,117961,117969,189629,179731,123099,117887,117973,1
,,117961,118052,118821,,117906,,118279,1
80057,,117961,,121961,118318,,118205,118319,1
,4341,117961,118343,118957,,,,118322,1
16619,14731,,,118447,121594,170665,4673,121596,1
,,118212,118213,,,120316,308574,118687,
79228,13400,117983,117984,117878,,117879,19721,117880,1
,,118573,118574,118556,280788,,,119082,
,,117916,118150,117884,117885,117913,117887,117888,
42873,4590,117961,118343,118395,123067,269406,118398,123068,
37942,11439,117935,117936,117878,117885,117913,117887,117888,1
36674,14633,118106,118107,,117879,117886,19721,,1
25831,55161,,119070,118754,,118806,,,
,16643,,,,119587,284481,118704,119589,1
39518,,117961,118327,118492,118777,,,,1
,,117961,118052,118992,118321,117906,,118322,
7543,,117961,118300,,118259,118260,290919,118261,
,,,118463,,307024,294485,118331,,1
16153,,119062,119063,,,123107,120518,120519,1
33155,1915,117961,,119181,118784,117906,,118786,
7543,,117961,,118403,120690,120690,290919,120692,1
42942,,,121013,121961,118523,246167,118331,118525,
,54261,117890,,,118568,,19721,,1
20292,50448,117926,118124,,117879,117886,,117880,1
42031,2071,117961,118386,118501,,130777,118504,,
6914,5518,117961,118300,118514,118259,132715,,,1
75834,,,118300,123749,,279443,308574,,
39233,5659,117961,,,117905,,,,1
40867,87910,,118026,,118278,118260,290919,,
,1311,,117962,,118451,123503,118453,118454,1
,1448,117902,117903,120722,117905,117906,,117908,1
75078,3230,,118386,121961,120348,,118295,120350,
31299,1605,,118327,,149337,205238,118398,149339,1
79948,4932,117961,,119824,123737,147851,118960,123738,1
,81794,117961,118052,119972,122551,159682,118762,122552,
,72734,118079,118080,,117885,118177,117887,117888,1
45976,,91261,118026,118202,118321,117906,,118322,1
74818,4274,117961,118327,118744,120591,183734,119095,120593,
,13401,117980,,,179731,141712,,,1
40438,,117961,118052,118706,118318,,118205,118319,1
20279,,117916,118011,117884,,117913,,117888,1
967,2855,,118170,119262,117946,125711,292795,,0
36772,51491,118074,23779,117884,117879,,19721,117880,1
43431,120000,117961,118225,119136,120056,,,,1
,69637,119062,,,117905,117906,,117908,
,,117961,118300,,307024,,118331,118332,
25231,,,118888,118889,,307233,,,
6977,5697,117961,118386,118692,118784,117906,290919,,1
99461,1088,117961,118327,119830,,117906,,117908,1
42881,1988,117961,,16232,,117906,290919,,1
,15746,117961,,,118321,,,,
17825,13836,,119921,142145,128230,,4673,,
43876,58954,118079,118080,117878,117885,,117887,117888,
74161,7586,117961,118225,,118321,117906,,118322,1
24890,3692,117961,118413,,121594,,4673,121596,1
,70056,117961,,118403,118777,,308574,118779,
107225,15389,117961,,122870,119928,,,119929,0
44909,,,118225,,118784,147114,290919,118786,1
74283,25618,117961,118327,118320,,310608,118331,118525,1
34075,,,118413,,118321,118448,290919,118322,1
75078,,118315,118463,122636,120773,123148,118960,,1
42093,2594,,118300,123472,118259,118260,290919,118261,1
,1398,117961,118300,,118321,117906,,118322,1
,1549,118084,118085,117920,,132803,,,1
74347,33266,,118300,123719,117905,240983,,,1
21751,56199,117961,118052,,117905,117906,290919,,0
73562,13845,117961,117962,120526,118784,,290919,118786,1
29304,98229,,117976,117884,,117886,19721,117880,
39353,85475,,118300,,118784,117906,,118786,
25744,6225,117961,,120722,118784,117906,,,1
78816,6216,117961,118052,118328,124886,306399,118643,,1
,,117961,,120370,,170665,,121596,1
38840,,117961,,118597,118834,127160,118424,118836,1
39395,49423,117961,118052,123144,,,118398,118399,1
1003,7220,117961,,,,,290919,117908,1
34886,4639,117961,,118856,118278,117906,290919,118279,1
,13871,,118300,,,240983,290919,118322,
,70128,,118596,81476,,153821,118424,,1
17308,,117961,118343,118458,120006,311622,118424,120008,1
16301,,117961,118413,120370,,117906,,118322,1
,4713,117961,,120398,,311360,118424,,
75272,4918,117961,118300,123055,,,118424,120346,1
27416,50601,117916,117917,117941,,117886,19721,117880,0
35376,28163,,118316,120361,,175154,,,1
98033,4549,117961,118225,,117905,117906,290919,,
18072,57715,117961,118446,118701,,,118704,,
,,117961,118225,119924,,120316,308574,118687,1
22481,30533,91261,,119507,,,120518,123650,1
80473,6454,117961,118343,118856,120773,165589,118960,120774,1
79121,55119,119062,,123125,,300136,118474,118475,1
41594,91342,,118327,118933,209874,,,209875,
,8280,118212,118580,117895,117896,117897,,,1
15922,,117961,118300,,118321,117906,,118322,1
,,117961,118300,118783,118784,287626,,,1
42972,49323,118990,,118992,,117906,290919,,1
80202,3000,117961,118225,120551,118321,118448,290919,118322,
917,5313,,118386,,120357,,118424,120359,
,,117961,118300,128830,118826,150790,118424,118828,1
6094,15015,117961,118413,,,,290919,118322,1
45035,,,118164,,117879,208308,19721,117880,1
302049,,122880,122974,117945,117946,149467,292795,117948,
,17059,,118041,118556,118274,119248,,118276,
28294,4100,118290,118291,124668,119928,278266,,119929,1
,,117961,,118660,,,118424,118828,
,60121,121785,121786,119922,,,290919,118786,
,7212,117961,,124725,118784,,290919,118786,1
17308,5039,117961,118343,,119849,282370,118638,119851,1
98464,,118602,118603,,310825,149047,,,1
32270,,117961,,,118054,,,118055,1
,5210,117961,118343,119598,,133686,118424,119435,
37793,1923,117902,117903,118783,117905,,,,1
,15945,,,121617,124799,152247,121620,,1
80674,49453,,,118660,118912,,118424,118914,
81478,,117961,118300,,118685,132642,308574,,1
77178,3225,117961,118327,118929,,117906,290919,,1
32270,,117961,118052,,,,118331,118899,1
17795,,117961,117962,,,,308574,118779,1
,57816,118219,118220,118810,,128802,19793,118813,1
,2363,,,141383,,,,,1
42919,6222,117961,118052,118746,,,290919,117908,1
17308,,,118300,118458,118523,129545,,,1
,2942,,118343,118700,118784,117906,290919,118786,1
,4716,118290,,120026,120344,,,,1
,49384,,118343,118609,118728,,,,1
34536,55941,117961,118327,,117905,,290919,117908,
4675,58719,117961,,119954,118318,168365,,118319,0
,108732,,,118684,122989,131688,,122991,0
,770,117961,118300,120722,,,118453,118454,1
27082,141,117961,118225,,,240983,,117908,1
,17261,117961,118343,118833,118054,124356,117887,118055,
23194,1398,,118300,,118321,117906,290919,118322,1
70086,76523,,,117878,118568,,19721,118570,
79092,,117961,118343,118856,,117906,,,1
78833,,,,118910,119949,230830,290919,119951,1
15361,,117961,118413,,,117906,,,1
,,,118300,,,311360,118424,,
971,4219,,,120312,120313,157234,,120315,
73112,27104,117961,118327,118507,118054,120716,117887,118055,1
3853,114489,117961,,119968,,117906,,118786,1
34498,,118887,118888,,120006,311746,118424,120008,1
,14855,117961,118300,,,153802,118453,118454,1
20349,25813,117961,118300,118066,120988,213772,118643,120989,1
,2858,118219,118220,118344,,128352,,127848,1
,1409,117961,,118437,118321,117906,290919,118322,1
,4118,117876,117877,,118568,292195,,,
20303,718,117961,,119181,118259,,290919,118261,
34950,91342,,118327,,307024,311622,,,1
,,117961,118300,118301,307024,204593,,118332,
74343,52105,118595,,,,170384,118424,118425,1
33146,,,118327,,118863,127778,118398,,
,49302,117961,118343,118514,118321,240983,290919,118322,1
80920,3973,118887,118888,118631,118912,309291,,118914,1
,,,,120943,126684,,292795,126685,0
,26009,,,,118777,279443,308574,118779,0
38655,,117961,118300,,118912,309291,118424,,1
107522,25262,117961,,118320,123067,137949,118398,,1
4675,23339,117961,118300,118783,,,290919,118322,
34073,,,,120370,118321,117906,290919,,
80685,17694,117961,118343,119598,117905,117906,290919,117908,
81261,,91261,,118202,117905,117906,290919,117908,
108223,,117961,118446,,117905,117906,290919,117908,1
90526,,117961,118386,121883,,,290919,117908,
,1475,91261,,,118641,,,,1
,56007,117980,118076,,118568,117886,19721,118570,1
,,,118225,118403,118321,117906,290919,,1
42031,92216,118315,118316,,,,118467,118468,1
34628,2034,117961,118052,118328,299559,118204,118205,,1
13878,,117935,,,117879,117879,19721,117880,1
,,117961,118343,119993,120773,,118960,120774,1
,8234,,118300,118783,117905,,,117908,1
917,1030,,,120722,118361,,118363,118364,1
4675,111936,117961,,118783,118784,117906,290919,118786,1
84071,15746,117961,118052,119742,,117906,290919,,
80160,,117961,118052,118821,118321,117906,,118322,1
38482,350,118216,118217,117941,117885,,117887,117888,1
82277,,91261,,118202,,,290919,,1
,25293,117961,,,,130802,118704,121416,1
18293,,118114,118115,118846,179731,140758,117887,117973,
,3119,117961,,120312,119849,236236,118638,119851,1
42713,19642,117961,118413,118481,,117906,290919,,1
256,6440,118216,118217,117941,118568,281735,,118570,1
33111,3000,117961,,,,,,,1
,,117983,,117878,118568,,,118570,
,,,119281,117945,,280788,292795,119082,1
3066,770,117961,118300,120722,,,,,1
,,117961,,119488,118728,301534,118295,118730,1
72191,16243,117961,118327,,118841,128747,118643,118843,1
34958,2061,117961,118327,120383,,306399,118643,,1
,14349,,118977,117895,117879,,,,1
40204,20382,117961,118300,,118784,,290919,118786,1
91620,19760,117961,,118352,118321,117906,,,1
,,,,176153,,,,117908,1
25322,,,117933,117878,,,19721,117880,1
,3656,117961,118300,118631,118924,153285,118667,118926,1
77951,,,117923,118810,122927,121125,118131,122929,
32270,,,,119984,,,,120649,1
77295,,117961,118327,118862,,,118398,118399,1
,,118887,118888,119987,,240725,118638,,
,,118079,118080,,,,19721,,1
34924,25262,117961,118327,118320,118685,310608,308574,118687,1
,4263,121785,,,118321,117906,290919,118322,
38713,15612,117902,118041,118556,,280788,292795,119082,1
15915,54248,117961,118327,120559,120618,304465,,,
45990,,,118178,117945,259173,141966,,118943,
17308,72287,,,118042,118043,118043,,118046,1
,1325,117961,117969,118910,118054,118054,117887,,
,15390,,118300,118301,,311360,,120346,0
,13876,117961,118386,118404,118841,240982,118643,,0
,6732,117961,,6725,120527,275449,6725,120529,1
80874,4589,117961,118327,120383,,240983,,,
73756,,,,,117946,149467,292795,117948,1
29697,19956,117961,118327,274241,,,,118779,1
78185,15683,117961,118300,118957,118777,279443,308574,,1
34156,,117961,118413,126229,128230,302830,,128231,1
7678,17059,117902,,117945,259173,,292795,118943,1
,3558,,,118042,118043,118044,,118046,
44641,5320,,,119598,120344,260942,,120346,1
,,,119091,121710,,117906,,117908,
41594,,,118327,118929,,,308574,118687,1
42085,22458,117961,,120677,307024,,118331,118332,1
43056,2610,,118327,,118321,,290919,,1
,,,,117895,117896,117913,117887,,1
40997,,117961,,,118636,310589,118638,,1
43431,,117961,118225,129617,,,,121416,
33111,4542,117961,118225,120551,128230,,4673,128231,1
43280,3281,117961,,,,120324,,122850,1
,,119134,119135,118042,117896,287998,,117898,
,111936,117961,118300,,117905,,290919,117908,1
,3722,117961,118300,,119849,124718,118638,119851,
23921,4821,117961,,119598,118980,304760,,118982,1
23096,,117961,,,135809,,,135811,1
,2014,117961,117962,117904,120773,127525,118960,120774,
39879,55642,118256,118257,117945,118995,118806,,118997,
74466,7398,117961,118225,119924,,,290919,118322,1
4675,4567,117961,118300,118514,118318,168365,118205,118319,1
22282,19697,,117936,117878,117885,117937,117887,117888,1
,,117876,,,247659,,,,1
41495,,117961,118343,119987,118321,117906,,118322,
39932,2819,119062,119091,120410,,310589,117887,118030,
,5002,117961,118343,119598,,,118424,,
,,,,,,,290919,,1
107802,4511,117961,,119181,118784,117906,,,
,14810,,118413,120370,117905,117906,290919,,
28294,7519,,,,118784,124402,,118786,1
29697,,,,118378,,159717,118453,,1
15018,133801,119062,,118535,,117906,290919,,
,55636,,118011,117920,,,119184,119194,
20293,547,,117927,117884,117885,,117887,117888,1
78882,52056,118212,,119734,,,,153959,1
42019,,117961,118343,,,279443,308574,,
,7579,117961,118300,,118685,123004,308574,118687,1
33993,30527,117961,118225,120551,119928,,118331,119929,
19722,,117961,118300,,118321,,290919,,
,25607,117961,118343,,,125889,290919,,
20292,,117926,,117920,124313,124314,120134,124315,1
25964,,117961,118343,6104,,117906,290919,,1
,2908,117961,118343,118979,,133686,118424,,
33232,4378,117961,,118507,118054,120238,117887,,1
79363,47104,117890,,117878,118568,120877,19721,,1
90436,5244,117961,118343,,,117906,,117908,1
,58476,,117930,117920,117885,,117887,117888,
33149,,,118052,120096,118321,117906,290919,118322,
,51740,118752,119070,119121,280788,130913,,119082,
,,117961,,119984,,269406,118398,118399,
18605,15406,117961,118225,118403,118054,,,,1
6977,,118212,118213,123201,117905,125206,290919,117908,
,89939,117961,118413,,128230,302830,,128231,1
87082,,117961,118052,118867,,117906,,118322,1
,,,119256,119257,117946,118806,292795,,1
6705,,117961,118327,118391,,117906,290919,117908,1
20351,,117951,117952,117920,,124610,19721,118570,1
74195,4566,119062,119091,118992,179731,,117887,117973,1
,7079,117961,,,118685,120316,308574,,1
,49987,118090,118091,,,133542,19721,118570,1
23702,4554,117961,118300,118514,118259,118260,290919,,1
100514,,117961,118225,119924,118321,117906,290919,,1
,59029,118555,,,118784,117906,290919,118786,
15714,51746,118752,118753,117945,118274,118806,292795,118276,1
79121,5046,,118052,,126516,300136,118612,126518,
20294,53396,117916,,,,281735,19721,118570,1
,,117961,,118403,118451,130134,,,1
,,117961,118327,,,125128,118398,,1
41296,,,118343,,119172,256190,118467,119174,1
38480,,118212,,117895,117896,117897,117887,117898,1
75787,15387,118555,118178,118575,,212678,118638,119851,
,,119062,119091,118957,118278,118260,290919,118279,
,49323,118990,,,,117906,290919,,1
15907,782,117961,118413,277693,,117906,290919,117908,
,13411,,,118810,122952,305581,19793,122954,
42093,7858,91261,118026,,119363,307210,118667,,1
,,,118300,125821,118834,251171,,,1
83226,23338,117961,118052,118867,122129,,121916,122131,1
35376,18686,117961,118386,128823,,,290919,,1
6170,1437,118212,,118437,,192211,118638,,1
,5238,118290,,118053,132692,134889,270488,132694,1
,2944,117961,,,119743,132775,3130,,
36646,27873,,117979,117884,117879,117886,19721,117880,0
,,,121013,,120344,303717,118424,120346,1
73214,782,117961,,,118784,124402,290919,118786,1
19944,15993,117961,,121617,131849,149815,,131851,1
38725,,117961,,119195,,117906,290919,117908,
20897,,117961,,117963,118811,,19793,,1
34548,25194,117961,118343,,117905,117906,,117908,
23497,52314,,,118301,118980,,118295,,0
,,,,,119433,133686,118424,,1
,25558,118990,118991,118992,,294485,,118332,1
16496,7388,117961,118225,119924,118318,168365,,,1
44649,,117961,,118391,,118959,118960,120774,1
,49423,,,123144,118890,203706,,,
34498,18450,,118052,118821,,117906,290919,117908,1
1281,13791,117961,117962,,118368,,,118486,1
17308,4395,117961,118300,118597,,150827,118424,118425,1
26360,59765,117961,118386,121961,,309291,118424,118914,1
78703,,117961,118052,120304,,,118704,118705,1
31475,96704,117910,,,,117886,,117880,
117594,197,117961,118413,,118784,240983,290919,,1
35068,,117983,117984,117878,118396,139898,118398,118399,
80756,,,118300,,,300044,118398,,1
28105,,117961,118225,,120591,120592,,,1
73756,,117961,118343,123125,,120316,308574,,
91087,,119691,,118635,,311441,,,
20351,2017,117961,,121645,118054,159996,,118055,1
3853,,117961,118413,120370,,240983,,118322,1
,18047,117902,118041,119195,118028,118368,117887,118030,1
5545,15398,,118170,118575,130479,139169,119784,130481,1
99881,,117961,118300,,117905,,,117908,
76446,,,118300,119181,118784,121873,,118786,1
41378,,117887,118178,,259173,201292,292795,118943,
15064,148198,117961,118300,118631,118054,,,118055,
16033,32795,,118257,118623,118995,286106,,,0
35896,,118212,118213,118507,118863,157370,118398,118865,1
,27873,117978,117979,117884,117879,117886,19721,117880,1
24885,,117961,,,128230,,4673,128231,1
75327,53010,130570,119256,118042,,129174,,118046,1
4675,75926,117961,,6104,118054,168337,117887,118055,1
,93568,,118977,117895,118194,118195,117887,118196,1
28856,6083,117961,117962,122224,118784,,290919,,1
,,117961,118343,119598,119433,,118424,119435,1
80799,19642,,118413,,117905,,,117908,1
,8415,117961,118052,,117905,117906,290919,117908,
,18213,117961,118386,118692,118451,200947,118453,118454,1
45790,51746,118752,,119121,118274,,,118276,1
6042,6046,117961,,120317,,,290919,,
38704,,,,117941,117885,,117887,117888,
3853,59765,,118386,121961,118912,,,118914,1
278393,4145,,118300,,118834,223125,118424,118836,
,4571,,118225,119924,,279443,,118687,1
,,117961,118327,118933,,302830,4673,128231,1
34924,,,,118929,,118260,290919,118261,1
,15390,117961,118300,120026,118054,118054,117887,118055,
25231,,117961,,118507,118396,,118398,118399,
79602,41795,118315,118316,,,216140,3130,129563,
43452,,118752,119070,,,,270488,118046,1
17849,,,117969,130192,123400,,19793,,1
27797,70062,,118386,,,117906,290919,118322,1
80674,3918,117961,118343,118660,119433,,118424,119435,1
3661,2210,117961,126102,118378,,300603,119184,,
110042,,117961,118343,123125,,118536,308574,118539,1
78598,1350,,118052,,,,,118322,1
39159,7285,117961,118225,118403,119849,310589,118638,,1
27785,5001,117961,118300,,120006,,118424,120008,1
31441,,,,128113,,257115,118424,118828,1
,,120342,120343,,,124426,118424,,
,49850,117961,,,117905,118260,290919,117908,1
14354,20648,118219,118220,,,,19721,117880,1
,50015,117961,118343,119598,,300136,118424,,
80762,7525,117961,118225,120551,,117906,290919,,1
97017,,117961,118225,122273,120773,118959,,120774,1
,46104,,118327,120559,120988,304465,,,1
34950,7032,117961,,120551,118318,168365,118205,118319,1
,1398,117961,118300,,,130735,,118786,1
25993,56058,118212,118213,118458,,,118424,118914,1
41594,102574,,118327,118929,118459,294325,249618,118461,1
80723,50751,117961,118225,120535,123670,305057,,123672,1
,7364,117902,117903,119181,117905,118036,290919,,1
73972,,117961,118386,118522,,,,117908,1
25287,15626,,118386,129128,120516,,120518,120519,1
,106630,118990,118991,119142,118321,117906,290919,118322,
74047,76568,117961,118386,118522,117905,117906,290919,117908,1
,124033,,,117945,117946,,292795,,
,27518,117929,117930,119569,,194138,,,
17226,,117961,118343,119984,123067,269406,118398,,
75078,28253,118315,,123089,117905,,,117908,1
25993,25276,117961,118343,121747,,117906,290919,,1
34950,56193,,118300,,118784,,290919,,1
30570,,,,118692,,,290919,,1
75078,88640,,118052,,,306404,118331,118525,1
28943,2034,117961,,,,118054,117887,,1
,23200,117961,118343,123125,,117906,290919,118786,1
78598,5269,119596,119597,120356,122067,205243,118424,122069,1
846,2610,,,,118321,117906,,,
30364,4549,117961,,120050,117905,117906,290919,117908,1
,3918,,118343,118660,118826,158101,118424,,1
31374,,117943,117944,117945,,,292795,,1
33146,3118,117961,118300,,,309123,118424,,1
43002,5496,91261,118026,,118321,117906,,118322,1
78882,52056,118212,118213,,153957,,,,1
15342,4468,117961,,119968,118321,117906,290919,118322,
,4718,121785,121786,120317,118321,117906,290919,118322,
3661,,,121013,,119192,300603,119184,119194,1
112669,118619,,118300,,,147114,290919,,
43280,7076,117961,,119238,119093,136840,,,1
