date,day,period,nswprice,nswdemand,vicprice,vicdemand,transfer,class
,2,0.914894,0.051489,0.34573,0.003467,0.422915,0.414912,UP
0.0,,0.93617,,,,0.422915,,UP
,,0.957447,0.054642,0.42889,,,0.414912,
0.0,2,0.978723,,0.445254,,0.422915,0.414912,UP
0.0,,1.0,0.054642,0.44094,0.003467,,,UP
4.4e-05,,0.0,,,,,0.414912,UP
,3,,0.056443,0.41089,,0.422915,0.414912,UP
4.4e-05,,,0.051489,0.378905,0.003467,0.422915,0.414912,
,3,,0.044374,0.316721,0.003467,0.422915,0.414912,DOWN
4.4e-05,3,0.085106,,0.257959,0.003467,0.422915,0.414912,DOWN
4.4e-05,3,0.106383,0.041161,0.214073,0.003467,0.422915,0.414912,DOWN
4.4e-05,,0.12766,0.041161,0.178816,0.003467,0.422915,0.414912,DOWN
4.4e-05,3,0.148936,,,0.003467,0.422915,0.414912,
4.4e-05,3,0.170213,,0.1385,,0.422915,0.414912,
4.4e-05,,0.191489,0.041041,0.142071,0.003467,,0.414912,
,3,0.212766,0.042482,0.171675,,0.422915,0.414912,DOWN
4.4e-05,3,,,0.214519,0.003467,0.422915,0.414912,UP
4.4e-05,,0.255319,0.051489,0.30244,0.003467,,,UP
,,0.276596,,,0.003467,0.422915,,UP
4.4e-05,3,0.297872,,0.395567,,,0.414912,DOWN
,3,0.319149,,0.456561,0.003467,0.422915,0.414912,DOWN
4.4e-05,3,0.340426,0.040861,0.487504,0.003467,,,DOWN
4.4e-05,,0.361702,,0.488991,,0.422915,,DOWN
,,0.382979,,0.52886,0.003467,,,DOWN
4.4e-05,3,0.404255,0.041041,0.533323,,0.422915,0.414912,DOWN
4.4e-05,3,0.425532,0.041041,0.519935,0.003467,0.422915,,DOWN
4.4e-05,3,0.446809,,0.502529,,0.422915,0.414912,DOWN
,,0.468085,0.042482,0.491818,0.003467,,0.414912,DOWN
4.4e-05,3,0.489362,,0.486909,0.003467,0.422915,0.414912,
4.4e-05,3,0.510638,0.044374,,,0.422915,0.414912,DOWN
4.4e-05,,,0.042482,0.477388,,0.422915,0.414912,
4.4e-05,3,0.553191,0.042482,0.477388,0.003467,0.422915,,DOWN
,,,0.042482,,0.003467,,0.414912,DOWN
4.4e-05,3,,0.041041,0.462065,,0.422915,0.414912,
4.4e-05,3,0.617021,,,,0.422915,0.414912,DOWN
4.4e-05,,0.638298,0.040861,0.442428,,,,
,3,0.659574,,0.450759,0.003467,0.422915,0.414912,DOWN
,3,0.680851,0.040861,0.455965,,0.422915,0.414912,
4.4e-05,3,0.702128,0.040861,0.484677,0.003467,0.422915,0.414912,DOWN
4.4e-05,,0.723404,0.041041,0.53377,0.003467,0.422915,,DOWN
4.4e-05,,,,0.604136,0.003467,0.422915,,DOWN
4.4e-05,3,0.765957,0.040861,0.587028,0.003467,,0.414912,
4.4e-05,3,0.787234,0.040711,0.552812,0.003467,0.422915,0.414912,DOWN
,3,,0.040711,0.51086,0.003467,,0.414912,
4.4e-05,,0.829787,,0.480065,0.003467,0.422915,0.414912,DOWN
4.4e-05,3,,0.041041,0.452246,0.003467,0.422915,,DOWN
4.4e-05,,0.87234,,0.431568,0.003467,0.422915,0.414912,
4.4e-05,3,,,0.3856,0.003467,,0.414912,DOWN
,,0.914894,,0.350342,0.003467,0.422915,0.414912,DOWN
,3,0.93617,0.056443,,,0.422915,0.414912,UP
4.4e-05,3,0.957447,0.055362,,0.003467,,0.414912,
,3,0.978723,,0.456412,,,0.414912,UP
4.4e-05,3,1.0,0.054642,,,0.422915,0.414912,UP
8.8e-05,4,0.0,0.054642,,,0.422915,0.414912,
8.8e-05,4,,0.054642,0.429485,0.003467,0.422915,,UP
,4,0.042553,,0.399286,,0.422915,0.414912,
8.8e-05,4,0.06383,0.041041,0.331449,0.003467,,0.414912,DOWN
8.8e-05,4,0.085106,,0.271794,,0.422915,0.414912,DOWN
8.8e-05,,,0.041041,0.228206,0.003467,0.422915,0.414912,DOWN
8.8e-05,,,,0.183576,0.003467,,,DOWN
,4,0.148936,0.041041,0.162452,,,0.414912,DOWN
8.8e-05,4,0.170213,0.046956,0.151592,0.003467,0.422915,0.414912,UP
8.8e-05,4,0.191489,,0.147724,0.003467,0.422915,0.414912,UP
8.8e-05,,0.212766,0.046956,,,,0.414912,UP
8.8e-05,4,0.234043,0.047106,0.2169,0.003467,0.422915,0.414912,
8.8e-05,4,0.255319,0.049868,0.307349,0.003467,0.422915,0.414912,UP
8.8e-05,4,0.276596,0.047106,0.403451,0.003467,0.422915,,
,4,0.297872,0.046956,0.407766,0.003467,0.422915,0.414912,
8.8e-05,4,,0.041161,0.465486,0.003467,0.422915,0.414912,DOWN
8.8e-05,4,0.340426,0.040711,0.490777,0.003467,0.422915,,DOWN
8.8e-05,4,,0.041161,0.493603,0.003467,,,DOWN
,4,0.382979,0.045515,0.519786,0.003467,0.422915,0.414912,UP
8.8e-05,4,0.404255,0.046956,0.531836,0.003467,0.422915,0.414912,UP
,4,0.425532,,0.520976,0.003467,,0.414912,
8.8e-05,,0.446809,,0.490925,0.003467,0.422915,0.414912,UP
8.8e-05,,,0.047106,0.49762,0.003467,,,
8.8e-05,,0.489362,,0.490479,0.003467,0.422915,0.414912,UP
8.8e-05,4,,0.047106,,,0.422915,0.414912,
8.8e-05,4,,,0.475751,0.003467,0.422915,0.414912,UP
,,,0.047436,0.474412,0.003467,0.422915,0.414912,
8.8e-05,4,0.574468,0.047106,0.466825,0.003467,0.422915,0.414912,
8.8e-05,,0.595745,,0.458792,0.003467,0.422915,,UP
8.8e-05,4,0.617021,0.047106,0.446742,,,0.414912,
8.8e-05,,0.638298,0.046956,0.439601,0.003467,0.422915,0.414912,UP
8.8e-05,4,0.659574,0.046956,0.442428,0.003467,0.422915,,UP
8.8e-05,4,0.680851,0.042482,,0.003467,0.422915,,DOWN
,4,0.702128,,0.468015,0.003467,0.422915,0.414912,
,4,0.723404,,0.510562,,,0.414912,UP
,,,0.046956,,0.003467,,,UP
8.8e-05,4,0.765957,0.046956,,,0.422915,0.414912,UP
,4,0.787234,0.042482,,0.003467,0.422915,0.414912,
8.8e-05,,0.808511,0.040711,0.52053,0.003467,,,DOWN
,4,,,,0.003467,0.422915,0.414912,DOWN
8.8e-05,4,0.851064,0.042482,,0.003467,0.422915,0.414912,DOWN
8.8e-05,,,0.041882,,0.003467,,,
8.8e-05,4,0.893617,0.046956,0.407468,0.003467,0.422915,,UP
,,,,,0.003467,0.422915,0.414912,
,4,0.93617,0.056443,,0.003467,0.422915,0.414912,UP
8.8e-05,,0.957447,0.051699,,,0.422915,,UP
,4,0.978723,,0.46385,,0.422915,0.414912,UP
8.8e-05,4,1.0,0.075267,0.462065,0.003467,0.422915,,UP
0.000133,5,0.0,0.075868,,,0.422915,0.414912,UP
0.000133,5,0.021277,,0.434543,0.003467,0.422915,,
0.000133,,,0.074517,0.395567,0.003467,0.422915,0.414912,
0.000133,5,0.06383,0.075267,0.327879,,,,UP
0.000133,,0.085106,0.075868,0.273282,,0.422915,0.414912,UP
0.000133,5,,0.074517,,0.003467,0.422915,0.414912,
0.000133,5,0.12766,0.073976,0.187295,0.003467,0.422915,0.414912,UP
0.000133,5,,0.073976,,0.003467,0.422915,0.414912,UP
0.000133,5,,0.076948,,,0.422915,0.414912,UP
,5,0.191489,0.074367,0.159625,0.003467,,0.414912,UP
0.000133,5,,0.074367,,0.003467,0.422915,0.414912,UP
0.000133,5,0.234043,0.076948,,0.003467,0.422915,0.414912,UP
,5,0.255319,,,0.003467,0.422915,,UP
0.000133,5,0.276596,0.077039,,0.003467,0.422915,0.414912,UP
0.000133,5,0.297872,0.089798,,,,0.414912,UP
0.000133,5,0.319149,0.089798,,0.003467,0.422915,0.414912,UP
0.000133,5,,,0.496727,0.003467,0.422915,,UP
0.000133,5,,0.089798,0.500595,0.003467,,,
0.000133,5,0.382979,,0.542101,0.003467,,0.414912,UP
,5,,,0.550878,0.003467,,0.414912,UP
,,0.425532,0.089798,,0.003467,0.422915,0.414912,
0.000133,5,0.446809,,0.516662,0.003467,,0.414912,
0.000133,,0.468085,0.047676,,0.003467,0.422915,0.414912,DOWN
0.000133,,0.489362,0.146902,0.495537,0.003467,0.422915,,UP
,5,0.510638,,,0.003467,0.422915,0.414912,UP
0.000133,,0.531915,0.193287,0.482594,0.003467,,0.414912,UP
,5,,0.194548,0.473371,0.003467,0.422915,0.414912,
,,0.574468,,0.468164,0.003467,0.422915,0.414912,
0.000133,5,0.595745,0.139636,0.461619,0.003467,0.422915,0.414912,
0.000133,5,0.617021,0.149664,0.456709,,0.422915,0.414912,UP
,,0.638298,0.089798,,,0.422915,0.414912,
0.000133,,0.659574,,,0.003467,0.422915,,UP
0.000133,5,0.680851,,,0.003467,0.422915,,DOWN
0.000133,5,0.702128,,0.458792,0.003467,,0.414912,UP
,,0.723404,0.089798,,0.003467,,0.414912,
0.000133,5,,0.077039,0.54939,0.003467,0.422915,0.414912,DOWN
,,0.765957,0.047586,0.53377,0.003467,,0.414912,DOWN
0.000133,,0.787234,0.076948,,0.003467,0.422915,0.414912,DOWN
0.000133,5,,0.076948,0.458346,0.003467,0.422915,0.414912,
0.000133,5,0.829787,0.074036,,0.003467,0.422915,0.414912,DOWN
0.000133,5,0.851064,0.047586,,0.003467,0.422915,0.414912,
0.000133,5,0.87234,0.047586,0.376525,,0.422915,0.414912,DOWN
,5,0.893617,0.072835,0.352127,0.003467,0.422915,0.414912,DOWN
,5,0.914894,,,0.003467,0.422915,0.414912,DOWN
0.000133,5,0.93617,,,0.003467,0.422915,,DOWN
0.000133,,0.957447,0.074367,,0.003467,,0.414912,
0.000133,5,0.978723,0.093611,0.43856,0.003467,0.422915,0.414912,UP
,5,1.0,0.149664,0.435436,,0.422915,0.414912,
0.000177,,0.0,0.076948,0.436924,0.003467,0.422915,0.414912,DOWN
0.000177,6,0.021277,0.074336,0.407468,,0.422915,0.414912,DOWN
0.000177,6,0.042553,0.077039,0.368343,,0.422915,0.414912,DOWN
,6,,0.072835,0.304522,,,0.414912,DOWN
,6,0.085106,,0.246355,0.003467,0.422915,,DOWN
,6,0.106383,0.046956,0.196816,0.003467,0.422915,0.414912,DOWN
0.000177,6,0.12766,,0.152633,0.003467,0.422915,0.414912,DOWN
0.000177,6,0.148936,0.046806,0.127343,,,,DOWN
0.000177,,,0.046956,,0.003467,0.422915,0.414912,DOWN
0.000177,6,,0.046956,,,,0.414912,DOWN
0.000177,6,0.212766,,0.105326,,0.422915,,DOWN
,6,0.234043,0.062417,0.120649,0.003467,,0.414912,DOWN
0.000177,,,0.062417,,0.003467,0.422915,,DOWN
0.000177,6,0.276596,,,0.003467,0.422915,,
,6,0.297872,,,0.003467,0.422915,0.414912,
0.000177,,0.319149,0.080581,,0.003467,,0.414912,DOWN
0.000177,6,0.340426,0.072145,0.344243,0.003467,,0.414912,DOWN
0.000177,6,,,0.385897,0.003467,0.422915,0.414912,
0.000177,6,0.382979,,,0.003467,0.422915,,
0.000177,6,,0.072745,0.428593,,0.422915,0.414912,
,6,0.425532,0.047376,,0.003467,0.422915,0.414912,DOWN
0.000177,,0.446809,0.047256,0.403154,0.003467,,,DOWN
0.000177,6,,0.072145,,,0.422915,,DOWN
0.000177,,0.489362,0.047256,0.371021,0.003467,0.422915,0.414912,DOWN
0.000177,6,,0.072145,0.354508,0.003467,0.422915,0.414912,
0.000177,,,0.047256,0.337102,0.003467,0.422915,0.414912,DOWN
0.000177,6,,,,0.003467,0.422915,0.414912,
0.000177,6,0.574468,0.072145,0.313746,0.003467,0.422915,0.414912,DOWN
0.000177,6,0.595745,,0.296489,0.003467,0.422915,0.414912,
,6,,0.047256,0.287266,0.003467,0.422915,0.414912,
,6,0.638298,0.072145,0.284588,0.003467,0.422915,0.414912,
,6,,,,0.003467,,0.414912,UP
0.000177,6,,,0.291431,0.003467,0.422915,0.414912,UP
0.000177,,0.702128,0.080581,0.318209,0.003467,,0.414912,UP
0.000177,6,,0.072745,0.363136,0.003467,0.422915,,
0.000177,6,0.744681,0.080581,0.44942,,,,
0.000177,,,0.072745,0.458048,,0.422915,,
,,0.787234,0.072145,,,,,UP
,6,0.808511,0.047256,0.385302,0.003467,0.422915,0.414912,DOWN
,6,0.829787,0.047256,0.351532,0.003467,0.422915,0.414912,DOWN
0.000177,,0.851064,0.047256,,0.003467,,0.414912,DOWN
0.000177,6,,0.047256,,0.003467,0.422915,,DOWN
0.000177,6,,0.047106,,0.003467,0.422915,,
,6,0.914894,0.047106,0.259447,,0.422915,0.414912,DOWN
,6,0.93617,0.072145,0.29753,0.003467,0.422915,,UP
,,0.957447,0.047106,0.31687,0.003467,,0.414912,DOWN
0.000177,6,0.978723,0.047256,0.3374,0.003467,0.422915,,DOWN
0.000177,6,1.0,0.047256,0.316572,0.003467,0.422915,0.414912,DOWN
,,,,,0.003467,0.422915,,DOWN
0.000221,7,0.021277,0.047106,,0.003467,0.422915,0.414912,DOWN
0.000221,7,0.042553,,0.234157,0.003467,0.422915,,
0.000221,,,0.047106,0.182089,0.003467,0.422915,,DOWN
0.000221,7,,0.046956,,0.003467,,0.414912,DOWN
0.000221,7,,0.062417,0.111425,,,0.414912,
0.000221,,0.12766,0.062417,0.087176,0.003467,,0.414912,
0.000221,,0.148936,0.062417,0.07349,0.003467,,0.414912,
0.000221,7,0.170213,0.062417,,,0.422915,0.414912,UP
0.000221,7,0.191489,0.062417,,0.003467,,0.414912,UP
0.000221,,0.212766,0.063889,,0.003467,,0.414912,UP
,7,,0.062417,0.074383,0.003467,0.422915,0.414912,UP
,,0.255319,0.062417,,0.003467,0.422915,0.414912,UP
0.000221,7,0.276596,0.046956,0.091937,0.003467,,0.414912,DOWN
0.000221,7,0.297872,0.046956,0.127938,0.003467,0.422915,0.414912,DOWN
0.000221,,0.319149,0.047256,0.180452,0.003467,0.422915,,
0.000221,7,,,0.230884,,,0.414912,DOWN
0.000221,7,0.361702,,0.277298,0.003467,0.422915,,DOWN
0.000221,7,0.382979,0.047376,0.327581,0.003467,,,DOWN
0.000221,,0.404255,0.047376,0.351235,0.003467,0.422915,,DOWN
0.000221,,0.425532,0.047256,0.355251,,,0.414912,DOWN
,7,0.446809,0.047256,,0.003467,0.422915,0.414912,DOWN
0.000221,7,0.468085,0.071694,0.337251,0.003467,0.422915,0.414912,
,,0.489362,0.054131,0.323416,,0.422915,,
0.000221,7,0.510638,,,0.003467,,0.414912,UP
0.000221,,0.531915,0.069383,,,,0.414912,UP
,7,0.553191,0.047256,,0.003467,0.422915,0.414912,DOWN
0.000221,7,0.574468,,,0.003467,0.422915,0.414912,
0.000221,,,0.047256,,0.003467,0.422915,0.414912,DOWN
0.000221,7,,0.047106,,,0.422915,,DOWN
,,,,0.23252,0.003467,0.422915,,DOWN
0.000221,7,0.659574,0.047106,,,,,DOWN
0.000221,7,0.680851,0.047256,,,0.422915,0.414912,DOWN
0.000221,7,0.702128,0.047256,0.263761,0.003467,0.422915,,DOWN
0.000221,,0.723404,0.047286,0.311068,0.003467,,0.414912,
,7,,0.047436,0.387682,0.003467,0.422915,0.414912,
0.000221,7,,0.069383,0.403898,0.003467,0.422915,,UP
,7,0.787234,0.047376,,,,0.414912,DOWN
0.000221,7,0.808511,,,,,0.414912,
,,0.829787,0.047256,0.346772,,,,DOWN
0.000221,,0.851064,0.047256,0.328771,,,0.414912,DOWN
0.000221,,,0.047106,0.311068,0.003467,0.422915,0.414912,DOWN
0.000221,7,,0.047106,0.280571,,0.422915,0.414912,DOWN
,7,0.914894,0.047106,,,0.422915,0.414912,DOWN
0.000221,,0.93617,,0.287414,,0.422915,,DOWN
,7,,0.047256,0.298869,0.003467,0.422915,0.414912,DOWN
,7,0.978723,0.047256,0.316424,,,0.414912,DOWN
0.000221,7,1.0,,0.293663,,0.422915,,DOWN
0.000265,1,0.0,0.047106,0.282654,0.003467,,,DOWN
,1,,0.047106,0.247694,0.003467,0.422915,0.414912,DOWN
0.000265,,0.042553,0.047106,,0.003467,0.422915,0.414912,
0.000265,1,,,0.185808,0.003467,0.422915,,
0.000265,1,0.085106,,0.154865,0.003467,0.422915,0.414912,
0.000265,1,,0.046956,0.127789,,,0.414912,DOWN
0.000265,1,,0.046956,0.112169,0.003467,0.422915,0.414912,DOWN
0.000265,1,0.148936,0.046806,,0.003467,0.422915,,
0.000265,1,,0.046806,0.10235,,0.422915,,
0.000265,1,0.191489,0.046806,0.110533,,0.422915,0.414912,DOWN
0.000265,,0.212766,0.046806,0.143112,0.003467,0.422915,,DOWN
0.000265,1,0.234043,0.047256,0.187742,0.003467,0.422915,,DOWN
0.000265,,0.255319,0.047256,0.27953,0.003467,0.422915,,DOWN
0.000265,,0.276596,0.047106,,,0.422915,0.414912,DOWN
0.000265,1,,,0.375483,0.003467,0.422915,0.414912,UP
0.000265,,0.319149,0.10475,0.435882,0.003467,0.422915,,UP
,,0.340426,0.155878,,0.003467,0.422915,0.414912,UP
,1,0.361702,,0.469652,0.003467,0.422915,0.414912,UP
0.000265,,,0.10475,0.512348,,0.422915,,UP
0.000265,1,0.404255,0.10475,,0.003467,0.422915,,
0.000265,,0.425532,0.10475,0.519042,,0.422915,,
,1,0.446809,0.074817,,,,,UP
0.000265,1,0.468085,0.10475,,0.003467,0.422915,0.414912,
0.000265,,0.489362,,,,0.422915,0.414912,UP
0.000265,1,0.510638,0.13105,,,,,
0.000265,1,,0.10475,0.476346,,,0.414912,UP
,1,0.553191,0.10475,0.478578,0.003467,0.422915,0.414912,
0.000265,1,0.574468,0.13105,,0.003467,0.422915,,UP
,,,,0.473222,0.003467,0.422915,,UP
0.000265,1,0.617021,0.13105,0.467718,0.003467,0.422915,0.414912,UP
0.000265,1,0.638298,,,0.003467,0.422915,0.414912,UP
0.000265,1,0.659574,,,0.003467,0.422915,0.414912,UP
,1,0.680851,0.179596,,0.003467,0.422915,,UP
0.000265,1,0.702128,,0.53734,0.003467,0.422915,0.414912,UP
0.000265,1,0.723404,0.209229,0.591639,0.003467,0.422915,0.414912,UP
0.000265,,0.744681,0.194548,0.651592,0.003467,,,UP
0.000265,,,0.193287,0.629575,0.003467,0.422915,0.414912,UP
0.000265,1,0.787234,0.179596,,0.003467,0.422915,,UP
0.000265,1,0.808511,,0.558316,,0.422915,0.414912,UP
0.000265,,,0.13105,0.526034,0.003467,0.422915,,UP
,,0.851064,0.155878,0.497025,,,0.414912,
,1,,0.10475,,0.003467,0.422915,,UP
0.000265,1,,,0.427998,,0.422915,0.414912,UP
0.000265,1,,0.10475,0.3795,0.003467,,0.414912,UP
0.000265,1,0.93617,0.088327,0.425022,0.003467,0.422915,0.414912,
,,0.957447,0.088327,0.448825,,,0.414912,
0.000265,1,,0.109283,0.468462,0.003467,,,UP
0.000265,,,,0.46385,0.003467,0.422915,0.414912,
0.00031,2,0.0,,0.459685,0.003467,0.422915,0.414912,DOWN
,,0.021277,0.088327,0.438857,0.003467,0.422915,,DOWN
,2,0.042553,,,0.003467,0.422915,,
0.00031,2,0.06383,0.047106,0.341416,0.003467,0.422915,0.414912,
,,,0.047106,0.279232,0.003467,0.422915,,DOWN
0.00031,2,0.106383,0.046956,,0.003467,0.422915,,
0.00031,2,,0.046956,,0.003467,0.422915,,DOWN
0.00031,2,0.148936,0.062417,0.167361,0.003467,,0.414912,
0.00031,2,0.170213,,,0.003467,0.422915,0.414912,DOWN
0.00031,2,,0.077999,0.158137,0.003467,0.422915,,DOWN
0.00031,2,0.212766,0.077999,0.186105,,,,DOWN
0.00031,2,0.234043,0.083794,,0.003467,,0.414912,DOWN
,2,,0.085415,0.323862,0.003467,0.422915,0.414912,DOWN
0.00031,2,,0.162093,0.436626,0.003467,0.422915,0.414912,UP
0.00031,,0.297872,0.162093,0.447188,,,,
0.00031,2,0.319149,0.179596,0.505802,,,0.414912,UP
0.00031,2,0.340426,0.179596,0.528265,0.003467,0.422915,,
0.00031,2,0.361702,,0.523654,0.003467,0.422915,,UP
0.00031,,0.382979,0.179596,0.558762,0.003467,,0.414912,UP
0.00031,2,0.404255,0.179596,0.5723,0.003467,,0.414912,
0.00031,2,,0.162093,0.553704,,,0.414912,UP
0.00031,2,0.446809,0.10475,0.533621,,0.422915,0.414912,DOWN
,2,0.468085,0.162093,,,,,UP
0.00031,2,0.489362,0.143389,0.509223,0.003467,0.422915,0.414912,
0.00031,2,,0.13105,0.497173,,0.422915,0.414912,UP
,,,,0.499851,0.003467,0.422915,0.414912,UP
0.00031,2,,0.143389,,,0.422915,,UP
0.00031,,0.574468,0.143389,0.491372,0.003467,,0.414912,UP
0.00031,2,0.595745,0.143389,0.479768,0.003467,0.422915,,
,,,,,0.003467,0.422915,0.414912,
0.00031,2,,,,0.003467,0.422915,,UP
0.00031,2,,0.13105,0.484826,,,0.414912,UP
0.00031,,0.680851,0.162093,0.498959,0.003467,,0.414912,
0.00031,,,0.179596,,,0.422915,,
0.00031,2,,0.194548,,0.003467,,0.414912,UP
0.00031,,0.744681,,0.678667,0.003467,0.422915,0.414912,UP
0.00031,2,0.765957,0.194548,,0.003467,,0.414912,UP
,2,,,0.635228,,0.422915,0.414912,
0.00031,,0.808511,0.179596,,0.003467,0.422915,0.414912,UP
,2,0.829787,0.179596,0.562035,0.003467,,0.414912,UP
0.00031,2,0.851064,0.143389,0.535852,,0.422915,0.414912,
,2,0.87234,0.121713,,,0.422915,0.414912,
0.00031,2,0.893617,,,,0.422915,0.414912,DOWN
,2,,0.10475,0.422047,0.003467,0.422915,,DOWN
0.00031,2,0.93617,0.13105,,0.003467,0.422915,0.414912,UP
0.00031,2,0.957447,0.121713,0.470098,0.003467,0.422915,0.414912,DOWN
0.00031,2,0.978723,0.090759,0.488396,0.003467,0.422915,0.414912,
,,1.0,,0.480661,0.003467,,0.414912,DOWN
0.000354,3,0.0,0.121713,,0.003467,0.422915,0.414912,DOWN
0.000354,3,0.021277,0.121713,,,0.422915,0.414912,DOWN
,,0.042553,0.085415,0.431419,0.003467,,0.414912,DOWN
0.000354,,,0.083794,,,,,DOWN
,3,0.085106,,0.311068,0.003467,0.422915,,DOWN
,3,0.106383,0.080581,,0.003467,0.422915,0.414912,DOWN
,3,,0.077999,,0.003467,0.422915,0.414912,
0.000354,3,0.148936,0.077999,,0.003467,,,DOWN
0.000354,3,0.170213,0.062417,0.175245,0.003467,0.422915,0.414912,DOWN
0.000354,3,0.191489,0.062417,,,,0.414912,DOWN
,,,0.077999,0.202321,,0.422915,0.414912,DOWN
,,,0.077999,,0.003467,0.422915,0.414912,DOWN
0.000354,3,0.255319,,0.345284,0.003467,0.422915,0.414912,
,3,0.276596,0.140267,0.451503,0.003467,0.422915,0.414912,UP
,3,0.297872,0.162093,,,0.422915,0.414912,UP
,3,0.319149,0.193287,,,,,UP
,,0.340426,0.179596,,0.003467,,0.414912,
0.000354,,0.361702,0.162093,,0.003467,,0.414912,
0.000354,3,0.382979,0.140267,0.563672,0.003467,,0.414912,
,3,,0.119731,0.567986,0.003467,0.422915,0.414912,DOWN
0.000354,3,,,0.551175,0.003467,0.422915,,DOWN
,,0.446809,0.119731,0.529902,0.003467,0.422915,,DOWN
,3,0.468085,0.089798,0.518298,,0.422915,0.414912,
0.000354,3,,,0.503422,0.003467,0.422915,0.414912,
0.000354,3,,0.119731,0.492264,0.003467,0.422915,,DOWN
,3,,0.089798,0.481702,0.003467,0.422915,,
,,0.553191,0.089798,0.472925,0.003467,0.422915,,DOWN
,3,0.574468,0.089798,,,0.422915,0.414912,
,,0.595745,0.089798,0.456412,0.003467,0.422915,0.414912,DOWN
,3,0.617021,0.089798,,,0.422915,0.414912,
,3,0.638298,0.089798,0.43499,,0.422915,0.414912,DOWN
0.000354,3,0.659574,0.045214,0.450164,0.003467,0.422915,0.414912,
0.000354,3,0.680851,0.089798,0.463106,0.003467,0.422915,,DOWN
0.000354,,0.702128,0.119731,0.500149,,,0.414912,
0.000354,3,0.723404,,,0.003467,0.422915,,
0.000354,,,0.203525,0.645492,,0.422915,0.414912,UP
0.000354,3,,0.203525,,0.003467,0.422915,0.414912,UP
0.000354,,0.787234,0.193287,0.604582,0.003467,0.422915,,UP
0.000354,3,,,0.565605,,0.422915,,
0.000354,3,0.829787,0.140267,,0.003467,0.422915,0.414912,UP
0.000354,3,0.851064,,0.519786,,,0.414912,UP
0.000354,,0.87234,,,,,0.414912,UP
0.000354,,,,,,,0.414912,UP
0.000354,3,0.914894,0.119731,0.399732,0.003467,,0.414912,UP
0.000354,,0.93617,0.140267,,0.003467,,0.414912,UP
0.000354,3,0.957447,0.13105,0.464296,0.003467,,0.414912,
,3,0.978723,0.134622,0.487652,0.003467,0.422915,0.414912,UP
0.000354,3,,0.121713,0.488545,,0.422915,0.414912,UP
0.000398,,0.0,0.140267,,0.003467,0.422915,,UP
0.000398,4,0.021277,,,0.003467,0.422915,,UP
,4,0.042553,,0.428741,0.003467,,,
0.000398,4,0.06383,0.090759,0.366855,0.003467,0.422915,0.414912,DOWN
0.000398,4,0.085106,,,0.003467,0.422915,0.414912,DOWN
0.000398,4,0.106383,,0.261232,0.003467,0.422915,0.414912,DOWN
0.000398,4,0.12766,,0.215115,0.003467,0.422915,0.414912,DOWN
0.000398,4,0.148936,,,0.003467,0.422915,0.414912,
