median_house_value,median_income,housing_median_age,total_rooms,total_bedrooms,population,households,latitude,binaryClass
335700.0,2.8406,34.0,5871.0,1914.0,2689.0,1789.0,37.81,P
313400.0,4.9306,52.0,1509.0,225.0,,244.0,37.82,P
268500.0,,,,482.0,709.0,456.0,,
259400.0,,52.0,1758.0,460.0,,,37.81,
275700.0,3.9,,3481.0,751.0,,718.0,37.82,P
225000.0,,28.0,,855.0,1520.0,802.0,37.82,
262500.0,5.0917,,1424.0,289.0,,253.0,37.82,P
,2.6429,32.0,,1098.0,1806.0,1022.0,,
255000.0,3.0233,26.0,3959.0,,,1217.0,37.82,P
224100.0,3.1484,52.0,2376.0,559.0,,519.0,,P
243100.0,,35.0,,,,,37.83,P
231600.0,,52.0,1279.0,,534.0,,37.83,P
218500.0,2.4234,28.0,5022.0,1750.0,,1661.0,,P
,,52.0,4190.0,,1786.0,1037.0,,P
327600.0,,50.0,2515.0,,,373.0,,P
,5.2868,47.0,3175.0,454.0,1098.0,485.0,37.84,P
366100.0,5.956,41.0,,406.0,794.0,376.0,37.83,P
335000.0,,37.0,334.0,,,,,P
373600.0,,52.0,,411.0,1061.0,403.0,37.85,P
389500.0,,52.0,3529.0,,,555.0,37.84,P
391100.0,7.2354,52.0,2612.0,,,,37.85,P
,5.457,,,1048.0,2031.0,956.0,,P
295200.0,7.5,50.0,,473.0,1031.0,479.0,37.84,
292300.0,6.0194,44.0,3424.0,597.0,1358.0,,37.84,P
411500.0,7.5544,40.0,4991.0,674.0,,654.0,,P
311500.0,6.0666,30.0,,346.0,844.0,343.0,,P
325900.0,,34.0,3038.0,,,,37.84,P
,11.6017,,1617.0,210.0,533.0,194.0,37.84,P
319300.0,7.4882,35.0,,460.0,1072.0,443.0,,P
333300.0,6.8976,,5065.0,788.0,1627.0,766.0,37.83,P
335200.0,,28.0,1326.0,,463.0,190.0,37.83,P
351200.0,8.401,,1589.0,223.0,542.0,,37.83,
368900.0,6.8538,29.0,1791.0,271.0,661.0,269.0,,P
,,32.0,1835.0,,635.0,,37.82,P
,7.0175,37.0,1229.0,,420.0,176.0,,P
362800.0,,39.0,,534.0,1265.0,500.0,,P
483300.0,,,292.0,38.0,,52.0,,
,7.0549,52.0,2375.0,,813.0,350.0,37.82,P
323500.0,,45.0,2964.0,436.0,1067.0,,,P
216700.0,,50.0,,605.0,,552.0,37.8,P
,3.0812,,2254.0,535.0,,487.0,,
296400.0,5.2402,52.0,1389.0,212.0,510.0,,37.81,P
273700.0,6.5217,,,335.0,765.0,308.0,,P
227700.0,3.2632,,,,1129.0,460.0,37.8,P
199600.0,3.0298,52.0,,464.0,1073.0,,,P
239800.0,4.5428,52.0,2721.0,541.0,,515.0,,P
270100.0,4.072,,2024.0,339.0,756.0,340.0,37.81,
302100.0,5.3509,52.0,,,1034.0,,,P
269500.0,,52.0,2033.0,486.0,787.0,459.0,37.8,P
314700.0,,52.0,,,612.0,213.0,37.81,
,,52.0,2927.0,402.0,1021.0,,37.81,P
,8.8793,52.0,,292.0,,,,P
352400.0,6.8591,,,313.0,,327.0,37.81,P
,6.0302,52.0,,,,,37.81,P
348700.0,7.508,52.0,2814.0,365.0,,,,P
243800.0,2.7477,52.0,,,,483.0,,
,,,888.0,,360.0,175.0,37.8,
,,52.0,2087.0,510.0,1197.0,488.0,37.8,P
269900.0,3.675,52.0,2513.0,502.0,1048.0,518.0,37.81,P
218800.0,3.225,,3232.0,835.0,,747.0,37.81,P
225000.0,,42.0,4120.0,,1715.0,,37.8,P
250000.0,,43.0,,792.0,1359.0,722.0,37.8,
,1.6121,,1471.0,469.0,,413.0,37.8,P
193800.0,1.3929,29.0,2468.0,864.0,,773.0,37.8,
125000.0,2.3173,27.0,1632.0,492.0,1171.0,429.0,37.79,P
97500.0,,,,526.0,,,37.79,P
125000.0,,50.0,629.0,,742.0,196.0,37.79,P
,,52.0,,391.0,1086.0,363.0,37.79,P
116700.0,2.2303,,1678.0,606.0,1645.0,,37.8,P
151800.0,1.6504,43.0,2344.0,,1710.0,,,
,2.2697,,996.0,228.0,,228.0,37.8,
,2.1563,52.0,1591.0,373.0,,347.0,37.8,P
140600.0,,52.0,1586.0,398.0,1006.0,335.0,37.8,
182700.0,2.6292,47.0,2046.0,588.0,1213.0,554.0,37.8,P
146900.0,2.3833,,1192.0,289.0,772.0,257.0,37.8,P
,2.957,52.0,1803.0,420.0,1321.0,,37.8,P
169300.0,,49.0,2838.0,749.0,,677.0,37.8,P
,1.9375,52.0,783.0,184.0,,,,
127900.0,1.9028,51.0,1590.0,,949.0,392.0,37.8,P
123500.0,,,1746.0,480.0,1149.0,415.0,37.8,
111900.0,,52.0,,299.0,844.0,280.0,,P
112800.0,2.1917,43.0,5963.0,1344.0,,,37.79,P
107900.0,2.9357,52.0,,395.0,1659.0,412.0,,
137500.0,,,999.0,264.0,,263.0,37.79,P
105500.0,2.1638,39.0,1469.0,431.0,,,37.79,P
95500.0,,47.0,1372.0,395.0,1237.0,,,
,3.375,52.0,674.0,180.0,647.0,168.0,37.79,P
,2.2542,43.0,1626.0,,,357.0,37.79,P
75000.0,2.1,,175.0,,228.0,55.0,,
112500.0,1.6,,461.0,,,123.0,37.79,P
,3.625,52.0,902.0,237.0,,,37.79,
115000.0,,20.0,,779.0,1659.0,676.0,37.8,P
95000.0,,52.0,391.0,128.0,,138.0,37.77,
96400.0,2.59,,1137.0,301.0,,259.0,37.77,
72000.0,2.57,52.0,,206.0,,183.0,,
,2.6429,,,146.0,415.0,126.0,37.78,P
,3.0257,52.0,862.0,,994.0,213.0,37.78,P
,1.4886,50.0,1920.0,530.0,1525.0,477.0,,P
112500.0,,,1420.0,,1506.0,,,
119400.0,1.4844,52.0,986.0,258.0,,255.0,37.78,P
118100.0,1.6009,44.0,2340.0,,2813.0,751.0,37.78,P
122500.0,2.0375,48.0,,396.0,1481.0,343.0,,P
,2.293,,1175.0,217.0,859.0,219.0,37.79,P
,,37.0,2343.0,574.0,1608.0,523.0,,P
,1.6198,30.0,610.0,,425.0,,37.79,
,1.3281,40.0,,199.0,564.0,184.0,37.79,P
,3.5156,44.0,1487.0,314.0,,272.0,37.79,P
164700.0,3.9048,52.0,3424.0,690.0,2273.0,685.0,,P
125000.0,3.0893,52.0,762.0,,600.0,195.0,37.79,P
124700.0,,46.0,2366.0,575.0,1647.0,,,P
,2.5,49.0,1826.0,450.0,,424.0,37.79,
141700.0,2.7969,38.0,3049.0,711.0,,659.0,37.79,
,2.8321,29.0,1640.0,376.0,939.0,,37.79,P
138800.0,,47.0,1543.0,307.0,,,37.79,P
139200.0,2.8365,34.0,2364.0,557.0,1517.0,,37.79,P
,2.875,35.0,1745.0,,1143.0,,,
156500.0,,39.0,,,1109.0,464.0,,P
,3.0757,39.0,,447.0,,446.0,,P
,4.9559,,3045.0,499.0,,,37.8,P
217100.0,4.7721,52.0,,293.0,706.0,,37.8,
187100.0,,52.0,3519.0,,1883.0,,37.8,P
239600.0,5.1184,41.0,2070.0,354.0,804.0,340.0,,P
,4.0977,48.0,1321.0,,,252.0,37.8,P
,4.744,48.0,1694.0,259.0,,238.0,,
,4.2727,46.0,,341.0,768.0,332.0,37.8,P
179900.0,2.9844,,968.0,195.0,,184.0,37.79,P
169600.0,4.1739,40.0,,,,235.0,37.79,P
203300.0,,46.0,,,1059.0,399.0,37.8,
263400.0,4.0114,52.0,,271.0,637.0,,37.8,
231800.0,,45.0,2718.0,451.0,1106.0,454.0,,P
,2.9297,28.0,3144.0,,,,,P
,2.3036,35.0,1802.0,,1009.0,,37.79,P
,2.6667,,,195.0,737.0,,,P
134700.0,,44.0,,,,,,P
139400.0,2.4167,,2115.0,,1530.0,474.0,37.79,
115400.0,2.7788,45.0,2021.0,,1410.0,,,
137300.0,2.7352,46.0,2239.0,,1390.0,569.0,37.78,
137000.0,1.8472,52.0,,300.0,1065.0,,37.78,P
,2.6583,52.0,,224.0,,245.0,,P
137500.0,3.0536,49.0,898.0,244.0,779.0,245.0,37.78,P
111700.0,2.3906,44.0,2968.0,710.0,2269.0,610.0,37.78,P
126800.0,,43.0,1702.0,,1227.0,,37.78,
111300.0,2.625,47.0,881.0,248.0,,241.0,,P
114800.0,2.8015,40.0,494.0,,547.0,135.0,37.77,P
102300.0,1.7276,50.0,,473.0,1807.0,440.0,,P
131900.0,,44.0,,514.0,1700.0,495.0,37.78,P
119100.0,,51.0,1637.0,463.0,1543.0,393.0,37.78,P
80600.0,1.7546,52.0,1420.0,,,,,
,4.0904,52.0,591.0,,,137.0,37.77,P
88800.0,2.6765,52.0,745.0,153.0,473.0,,,P
102400.0,,,2272.0,,1621.0,483.0,37.77,P
,2.3309,46.0,1234.0,,,354.0,,P
100000.0,2.2604,,,,,277.0,37.77,P
92300.0,,42.0,932.0,254.0,900.0,,37.77,P
,2.2562,39.0,2689.0,597.0,1888.0,,37.77,P
102000.0,2.0562,41.0,1547.0,415.0,1024.0,341.0,37.77,P
158400.0,3.5398,,2300.0,,,,,P
121600.0,3.1167,39.0,1752.0,399.0,1071.0,376.0,37.78,P
129100.0,,,1867.0,,,378.0,37.78,
121400.0,2.898,43.0,2430.0,,1537.0,,37.77,P
102800.0,2.3125,,1729.0,414.0,,393.0,37.78,P
160000.0,2.875,,1026.0,180.0,469.0,168.0,37.78,
143900.0,,,2170.0,428.0,1086.0,425.0,37.77,P
151200.0,3.5114,,,,,417.0,37.77,
164400.0,4.3125,52.0,2492.0,415.0,1109.0,375.0,37.78,
,3.22,52.0,,,,,,
225000.0,3.875,33.0,142.0,31.0,,47.0,37.78,
,5.2328,,1183.0,,496.0,209.0,37.78,
166900.0,,52.0,,193.0,,190.0,37.78,P
,4.5893,45.0,,,869.0,327.0,37.78,P
,5.2578,39.0,617.0,,236.0,106.0,,P
240700.0,7.0875,41.0,1411.0,233.0,626.0,214.0,37.79,
208100.0,,46.0,2109.0,387.0,922.0,329.0,37.79,P
,2.9514,47.0,1229.0,243.0,582.0,,37.79,P
,,50.0,,217.0,,,37.79,P
336700.0,,37.0,1643.0,262.0,,,37.81,P
318200.0,6.2838,34.0,1355.0,195.0,442.0,,37.8,P
285800.0,6.7527,23.0,2317.0,336.0,,328.0,37.8,
,7.0712,,2459.0,,,324.0,,P
371000.0,,22.0,12842.0,,4985.0,,37.79,P
,3.6875,42.0,,260.0,651.0,,,
135300.0,,30.0,3326.0,746.0,1704.0,703.0,37.77,P
136700.0,3.4205,,1985.0,440.0,1085.0,407.0,37.78,P
160700.0,,50.0,1642.0,322.0,,284.0,37.78,P
,3.875,49.0,,177.0,468.0,181.0,37.78,P
,,,653.0,,296.0,121.0,37.78,P
161900.0,,,,217.0,,218.0,37.77,P
156300.0,4.7708,48.0,977.0,194.0,,180.0,37.77,P
,3.5739,45.0,2324.0,,968.0,,37.77,P
145800.0,3.0958,39.0,1583.0,349.0,,,37.77,P
,,,1612.0,,912.0,322.0,37.77,P
90700.0,,31.0,,,,452.0,,P
90600.0,,41.0,1594.0,367.0,1074.0,355.0,,P
107900.0,2.1842,47.0,,,965.0,382.0,37.76,P
107000.0,2.2917,37.0,1575.0,358.0,,320.0,,P
,,,1764.0,397.0,,354.0,37.76,P
89500.0,,50.0,1187.0,,907.0,246.0,,P
,,,,,,,37.76,
,,49.0,,452.0,1299.0,,37.76,
,2.0786,27.0,909.0,236.0,396.0,157.0,37.77,
,,42.0,1180.0,257.0,877.0,268.0,37.77,P
,,43.0,,408.0,1111.0,367.0,,P
,1.7056,49.0,1368.0,,790.0,269.0,37.76,
96200.0,,,2744.0,547.0,1479.0,554.0,37.77,P
120100.0,3.2552,,2107.0,,1173.0,438.0,,
100000.0,2.0556,52.0,1748.0,,1029.0,,37.77,P
,,52.0,2024.0,391.0,1030.0,350.0,37.76,P
,,,,,826.0,,37.76,P
89300.0,2.0469,41.0,2036.0,,1412.0,,,P
,2.7159,45.0,,393.0,1132.0,349.0,37.77,
,1.2083,,921.0,207.0,522.0,159.0,,P
74100.0,,45.0,,238.0,630.0,237.0,37.76,
70000.0,,36.0,,,,133.0,37.75,P
,,37.0,2680.0,,1925.0,,37.76,P
,0.7683,38.0,,370.0,,351.0,37.76,P
,,19.0,2207.0,565.0,,520.0,37.75,
81800.0,,28.0,856.0,189.0,435.0,162.0,37.75,P
85800.0,1.9479,26.0,1293.0,,984.0,303.0,37.76,P
,1.1765,36.0,847.0,,567.0,,37.74,P
,2.3456,42.0,541.0,154.0,380.0,,37.74,P
79700.0,2.1538,44.0,1066.0,253.0,825.0,244.0,,P
83400.0,2.5139,43.0,,147.0,,,37.74,P
,1.2625,,1528.0,291.0,801.0,,37.73,
,2.9063,42.0,,215.0,,198.0,,
76400.0,,,,293.0,,285.0,37.73,P
,,,548.0,,435.0,136.0,,P
82400.0,,,4074.0,,,,37.73,P
97700.0,2.4028,,,445.0,,414.0,37.74,P
97200.0,2.15,47.0,,134.0,327.0,137.0,37.74,
,,43.0,818.0,,494.0,179.0,,P
86500.0,2.1587,43.0,,371.0,1231.0,,37.73,P
90500.0,,,504.0,126.0,323.0,109.0,37.74,P
,3.0298,46.0,1026.0,,749.0,225.0,37.74,P
84200.0,,46.0,,,693.0,178.0,,P
88900.0,2.2467,46.0,,391.0,,354.0,37.74,P
80700.0,4.0469,,330.0,76.0,282.0,80.0,37.75,
87100.0,,,941.0,218.0,621.0,195.0,37.75,
,1.6196,38.0,992.0,,,259.0,37.75,
82000.0,2.1731,45.0,,,901.0,260.0,37.75,P
82800.0,1.9167,,,,482.0,,37.75,P
,,43.0,,,652.0,213.0,37.75,P
82100.0,1.712,36.0,1047.0,214.0,,166.0,37.75,
89300.0,2.5625,,1280.0,,999.0,286.0,37.76,
98300.0,1.9821,43.0,1587.0,,,306.0,,
92300.0,2.5043,,1257.0,271.0,,,37.75,
88800.0,2.3281,44.0,1218.0,248.0,763.0,,37.75,P
90000.0,1.4375,,1751.0,,935.0,349.0,37.75,P
95500.0,,45.0,2299.0,,,484.0,37.76,
91700.0,1.5625,38.0,2457.0,,1516.0,482.0,37.75,P
100400.0,,,998.0,211.0,597.0,185.0,37.75,P
,1.8426,40.0,1685.0,343.0,949.0,,37.76,
164300.0,4.6696,,,,881.0,,37.76,P
,2.4598,,2781.0,574.0,1438.0,,37.76,P
196900.0,6.0749,39.0,1823.0,,763.0,,37.76,
279100.0,4.8304,27.0,2229.0,365.0,1297.0,355.0,37.77,
252800.0,5.5701,,1513.0,231.0,545.0,211.0,37.76,P
275400.0,,26.0,3266.0,491.0,1222.0,533.0,37.76,P
,,33.0,,261.0,,,37.75,P
329800.0,7.6923,28.0,794.0,111.0,329.0,109.0,37.75,P
195500.0,4.0313,36.0,,105.0,299.0,,37.75,P
255900.0,6.8323,33.0,1334.0,200.0,579.0,202.0,37.75,P
311100.0,,30.0,414.0,54.0,,50.0,,
330000.0,5.3602,36.0,768.0,93.0,,,37.75,P
,,41.0,,666.0,1476.0,,37.74,P
142900.0,2.925,46.0,954.0,161.0,,154.0,,P
126300.0,,40.0,1445.0,256.0,849.0,255.0,37.75,P
135800.0,3.225,44.0,1938.0,399.0,,331.0,37.75,
130600.0,3.1458,,856.0,178.0,571.0,191.0,37.74,P
,,24.0,,454.0,,,37.75,P
111100.0,,,617.0,131.0,378.0,,37.75,P
,3.5083,,1383.0,,853.0,272.0,37.74,P
118000.0,3.3125,49.0,1325.0,277.0,764.0,,37.74,P
95200.0,1.8235,40.0,,,928.0,261.0,37.75,P
94300.0,3.8047,35.0,667.0,140.0,406.0,,37.75,P
92500.0,2.2917,34.0,1223.0,281.0,824.0,,37.74,P
91800.0,2.4962,37.0,1379.0,287.0,,259.0,37.75,P
109400.0,4.0417,43.0,,300.0,826.0,295.0,37.74,
129500.0,3.4844,,,,567.0,211.0,,P
,4.1458,52.0,771.0,147.0,355.0,144.0,37.74,P
,2.625,47.0,824.0,223.0,533.0,166.0,37.74,P
103100.0,,44.0,1097.0,239.0,,,,P
276800.0,,49.0,1283.0,238.0,576.0,,,P
270900.0,,,1604.0,263.0,594.0,,,
246200.0,,52.0,,422.0,870.0,377.0,37.89,P
224200.0,3.5125,,2263.0,522.0,,509.0,37.9,P
229100.0,,52.0,,349.0,693.0,326.0,37.89,P
,2.8036,,,402.0,815.0,,,P
256100.0,4.5824,15.0,5083.0,1212.0,2420.0,,,P
206300.0,3.0208,,,293.0,518.0,,37.89,P
221300.0,4.0875,,1248.0,283.0,620.0,,37.89,P
,4.5268,42.0,1342.0,291.0,,,37.89,P
,1.7375,37.0,,,,924.0,,P
218200.0,3.1795,52.0,3171.0,698.0,1498.0,696.0,,P
216700.0,3.8672,50.0,,261.0,523.0,,37.88,P
270600.0,5.1675,52.0,,175.0,374.0,153.0,,P
261400.0,5.1696,52.0,2269.0,,,,37.89,
,4.2614,52.0,1844.0,332.0,769.0,,37.88,
,5.0551,,2178.0,421.0,940.0,,37.89,P
375400.0,5.6228,42.0,1650.0,274.0,645.0,256.0,37.9,
357300.0,7.8864,52.0,1927.0,279.0,705.0,288.0,37.9,
,7.9556,52.0,2079.0,273.0,684.0,275.0,37.9,
,6.174,52.0,1803.0,240.0,572.0,236.0,37.9,P
417500.0,6.9414,52.0,2041.0,,671.0,253.0,37.9,
430500.0,8.8342,52.0,3046.0,,,365.0,37.89,P
,7.1754,,2318.0,328.0,779.0,312.0,37.9,P
,10.0825,,,,658.0,,37.9,P
346800.0,4.9083,52.0,2261.0,,,335.0,37.9,P
,,,1225.0,169.0,412.0,168.0,37.89,P
290100.0,,52.0,2315.0,408.0,835.0,369.0,,P
292000.0,5.4171,52.0,,329.0,722.0,306.0,37.89,P
270900.0,4.125,,,473.0,1085.0,487.0,37.89,P
371100.0,,,2640.0,366.0,,355.0,37.89,P
335600.0,,52.0,,,723.0,272.0,,P
371300.0,7.8336,37.0,,335.0,,362.0,,
344000.0,6.1593,,1125.0,,,181.0,37.89,P
342200.0,,52.0,3078.0,494.0,1005.0,,,P
370900.0,,52.0,3706.0,531.0,1205.0,504.0,37.89,P
350000.0,7.5385,,,457.0,,450.0,37.89,P
,6.7138,,2863.0,460.0,1031.0,448.0,,P
391800.0,6.2425,,2551.0,417.0,894.0,404.0,37.88,
,5.7979,,2255.0,410.0,823.0,377.0,37.88,P
,,,3360.0,648.0,1232.0,,37.88,P
287500.0,3.5417,,1693.0,391.0,669.0,367.0,37.88,P
272900.0,,44.0,2252.0,,,,37.88,P
,,,2495.0,491.0,1058.0,464.0,37.88,
254500.0,4.1912,,1193.0,200.0,506.0,207.0,37.88,
235600.0,3.9167,52.0,1172.0,,489.0,218.0,,P
218400.0,,52.0,2159.0,424.0,824.0,388.0,37.88,P
,,48.0,2365.0,490.0,1034.0,475.0,,P
192100.0,,,,442.0,920.0,,,
179300.0,3.556,52.0,,,841.0,,37.88,P
187500.0,1.475,45.0,453.0,146.0,,137.0,37.88,P
,1.6971,,,97.0,208.0,98.0,,P
150000.0,,10.0,503.0,,228.0,100.0,37.87,
140600.0,2.75,50.0,499.0,,287.0,,37.86,P
120000.0,,52.0,,119.0,,106.0,,P
144800.0,,46.0,1647.0,376.0,854.0,355.0,37.88,P
144800.0,2.2208,,3123.0,749.0,1695.0,,,
245500.0,3.2344,52.0,957.0,,,,37.88,P
200000.0,3.5156,,,132.0,,131.0,,P
173700.0,1.9805,49.0,,548.0,963.0,521.0,37.87,P
185600.0,,50.0,1829.0,,1129.0,516.0,37.87,
182600.0,,52.0,,198.0,386.0,204.0,37.87,
227900.0,,52.0,,,811.0,406.0,,P
220700.0,2.543,46.0,3022.0,696.0,1293.0,675.0,37.87,P
,2.8676,46.0,,,805.0,431.0,37.87,P
,2.1907,52.0,,930.0,1372.0,876.0,,P
,1.7778,,,439.0,,425.0,37.87,P
277800.0,2.52,37.0,,682.0,1152.0,616.0,37.88,P
332500.0,4.2788,,1149.0,255.0,483.0,249.0,,P
,,52.0,2363.0,604.0,1558.0,,,P
287500.0,1.725,52.0,2604.0,,1798.0,769.0,37.88,P
384600.0,,,685.0,141.0,,123.0,37.87,P
371400.0,,42.0,1756.0,465.0,2184.0,422.0,,P
,0.949,52.0,1204.0,,,,37.87,P
500001.0,1.1696,52.0,,236.0,1349.0,250.0,,P
175000.0,1.4012,,,371.0,3337.0,350.0,,P
241700.0,1.1859,,2773.0,998.0,,,37.87,
,1.7464,35.0,,1108.0,1675.0,1000.0,37.87,P
211300.0,2.8846,49.0,1350.0,368.0,707.0,350.0,37.87,
,2.7372,52.0,3084.0,698.0,1424.0,694.0,,P
196400.0,,52.0,938.0,195.0,393.0,189.0,37.86,
191700.0,3.5625,52.0,1813.0,,828.0,339.0,37.87,P
182300.0,,52.0,1233.0,300.0,571.0,292.0,37.87,
175000.0,2.537,,2539.0,,1382.0,713.0,37.87,P
165900.0,2.525,46.0,,,,,,P
156900.0,1.9946,52.0,1665.0,404.0,815.0,372.0,,
164300.0,,52.0,1659.0,,788.0,,37.86,P
150000.0,2.6165,52.0,,460.0,1145.0,430.0,37.87,P
,1.9483,50.0,,607.0,1354.0,,37.86,P
169900.0,1.9327,52.0,2031.0,,958.0,445.0,,
147400.0,1.9798,49.0,,668.0,1361.0,608.0,37.86,
,2.4167,,2246.0,472.0,1005.0,449.0,,P
182700.0,2.5417,,,,924.0,414.0,,P
179300.0,3.3906,52.0,,417.0,,358.0,37.86,
,2.5652,52.0,3007.0,,1582.0,636.0,37.86,P
153100.0,2.2845,41.0,2214.0,550.0,1213.0,,37.86,
250000.0,,52.0,,305.0,,,37.86,
206300.0,3.15,,834.0,186.0,494.0,,37.86,
218800.0,2.6914,,1769.0,372.0,849.0,365.0,37.86,
198200.0,1.8447,,2307.0,583.0,1127.0,548.0,37.86,P
253600.0,1.6307,35.0,5161.0,,3276.0,1742.0,37.86,P
,2.9044,,,,1493.0,,,P
